ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,data_quality,data_anomaly,data_fetched_date,data_stale_days,_fundamentals_neutralized
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,2250377152660.0,42.6680415,17.047427499999998,,3.573047549999999,20.038977,19.752,16.835749999999997,,,0.13384000000000001,0.16345998600000003,0.40762997,0.19000000000000003,0.512,0.655,-24.756999999999998,,,,32330000384.0,70000000.0,2218117038080.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.35,0.3101,30.0,0.62,30.0,1784851200.0,0.22,8674.0,5613.352076705792,8477.0,8292.482,2.72414,29.0,,,0.51999,0.29965,False,False,,0.5,452977.0,589681.0,1.07,17.65,25.21,,,-0.14,0.2301,73.8,17.34,,True,0.7389947889762848,,0.838,India,True,,85.58100084817643,90.61584380733316,79.7227069620816,87.00014281633818,14.285714285714285,67.81472684085512,,50.0,,50.0,76.21621653908052,standard,1,52249669,False,33.1,False,35.88777219430486,8.040201005025125,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-2.3,0.75,,2026-08-18,0,True
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1167711295695000.0,,-13.400075000000001,0.1989,,6.1727924,5.612,-9.236749999999997,0.79414249925,0.28225499965000006,0.7128250020000002,0.59715003,0.32692997999999995,2.3995,12.452,12.425,-0.830000000000001,15.8,15.254,,87958002597888.0,18585999114240.0,1061658000621568.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.09,0.028399998,1500.0,1.05,375.0,1787875200.0,2.413,2987000.0,243980.46875,1645000.0,3164331.8,1.33333,39.0,,,0.20211,0.39758998,False,False,,0.5,5831615.0,4615149.0,1.17,,,,,,1.1304,53.5,,,True,0.5485759545744102,,1.0,Asia,True,,95.24492234169654,,98.0849411258943,34.38981220150886,0.7142857142857143,34.79809976247031,,50.0,,50.0,71.5382529812371,standard,2,5542101677,False,35.4,False,35.88777219430486,2.554438860971524,23.53433835845896,50.041876046901166,50.041876046901166,50.041876046901166,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,OK,1.9,0.625,SUSPICIOUS_FWD_PE;,2026-08-18,0,True
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,224092267835.77496,-6.531613,-3.7922939999999983,2.1902,8.046111400000001,5.882459,7.067,-2.7990000000000004,0.7375749895000001,0.0184150003,0.11108751124999997,0.17368001875,0.22470001000000003,0.007000000000000006,0.504,0.659,423.46999999999997,-0.403,0.95,7135593728.0,13989000192.0,57303998464.0,269212680192.0,90586000000.0,,36751000000.0,,,9080000000.0,,7711000000.0,9958000000.0,2.41,0.6087,10.08,3.07,2.52,1787270400.0,0.413,421.7900085449219,264.0224916487972,415.2099914550781,383.65518,2.47059,29.0,5.66,0.024600001,0.00225,0.83489,False,False,,0.332,2712362.0,2803440.0,0.32,16.45,30.73,,,0.0,0.2508,75.7,13.74,,True,0.7978762973882189,,0.98,US,True,,79.1058513749969,95.97903374499118,75.0057939403692,46.820661121835535,32.5,67.81472684085512,83.20610687022901,50.0,61.627906976744185,33.2,70.8813962569638,standard,3,1164016298,False,51.5,False,90.03350083752095,17.922948073701843,25.041876046901173,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,4.8,0.875,SUSPICIOUS_FWD_PE;,2026-08-18,0,True
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62108026310465.0,-0.5749310000000003,0.0,0.8956,4.563132650000002,13.986743,13.659,2.465250000000002,0.26703252924999993,0.13578499965000002,0.35523500199999997,0.43731005,0.26725997999999995,0.19149999999999998,0.49000000000000005,0.774,7.269,0.7140000000000004,2.131,694341982208.0,3518013112320.0,982447030272.0,60650806050816.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.15,0.2573,28.0,1.69,7.0,1789516800.0,1.258,2535.0,1120.070068359375,2395.0,3141.6,1.31429,35.0,,,0.00023,0.4307,False,False,,0.5,32077637.0,23540649.0,0.94,,,,,,0.3842,67.5,,,True,0.6329140642510517,,0.95,Asia,True,72.39587069009683,90.69335490906533,,84.54955883558428,56.10517072496998,1.7857142857142856,67.81472684085512,66.03053435114504,50.0,,50.0,70.27571214665105,standard,4,1766784341,False,44.0,False,79.39698492462311,2.554438860971524,8.291457286432161,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.2,0.875,SUSPICIOUS_FWD_PE;,2026-08-18,0,True
MSAB-B.ST,Micro Systemation AB (publ),Technology,Software - Application,Sweden,SEK,,-6.63951325,6.339092125000002,,2.034527425,3.2318008,3.047,-6.84075,0.36654749999999997,0.12467999899999999,-0.01820749675000001,-0.13581749875000004,0.5138499999999999,0.35350000000000004,,,18.541000000000004,-0.2539999999999998,1.495,-892006856.0,145300000.0,73300000.0,1556877568.0,318067000.0,,461784000.0,,,67843000.0,,49172000.0,101888000.0,1.36,0.3989,1.2,4.0,0.6,1794441600.0,0.414,95.19999694824219,53.375131080436816,,96.0,,2.0,,,0.2339,0.56348,False,False,,0.5,18468.0,37075.0,0.65,8.1,28.98,,,-0.66,0.4704,63.9,12.76,,False,,,0.52,Nordic,True,,68.42936227816799,86.4353715417545,68.9760511301026,54.6272271724804,,67.81472684085512,,50.0,,50.0,69.90486611960301,standard,5,,True,45.8,False,35.88777219430486,50.041876046901166,45.47738693467337,50.041876046901166,50.041876046901166,50.041876046901166,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.4,0.875,EXTREME_EARNINGS_GROWTH;,2026-08-18,0,True
V,Visa Inc.,Financial Services,Credit Services,United States,USD,620552627119.0215,10.091261499999998,6.8808074999999995,1.6386,9.257910550000002,15.282442,15.336,9.368500000000001,0.4151349895,0.16195,0.24070750125000007,0.28077996125,0.48304000999999996,0.040999999999999995,-0.0775,0.068,-9.779999999999994,-0.49100000000000016,0.627,18893969664.0,13792000000.0,23857999872.0,682266984448.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.73,0.22129999,2.68,0.7,0.67,1786406400.0,0.759,373.27653822285373,292.7381994806606,364.1499938964844,416.20026,1.375,37.0,2.58,0.012200001,0.00085,0.89769995,False,False,,0.207,8156670.0,6097720.0,1.2153280430618603,-0.09,13.12,12.77,,-0.024449820419521262,0.2192129737227033,53.00321624660343,0.046774175196909074,0.10357341078283033,False,0.584022955995428,,0.862,US,True,75.28869306829243,93.1441482992825,73.441144487953,49.77016537185684,54.741469137356034,20.0,67.81472684085512,83.96946564885496,50.0,85.46511627906976,20.7,69.51844067444229,standard,6,2220484701,False,47.5,False,88.60971524288107,12.227805695142377,6.95142378559464,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-1.2,0.875,,2026-08-18,0,True
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,494977206923.9139,10.312257499999998,7.3068445,1.724,78.96727355000002,14.214966,14.53,10.3875,2.2152549895000004,0.21148000000000003,0.19627750124999999,0.23055000124999997,0.50579001,0.03799999999999999,0.04150000000000001,0.186,361.9819999999999,-0.4150000000000001,0.666,15451219200.0,11608999936.0,24643000320.0,509761683456.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.61,0.17930001,3.48,0.54,0.87,1783555200.0,0.735,598.0432666718583,463.74259988972767,569.2899780273438,665.2632,1.36585,38.0,2.78,0.010299999,0.00112,0.90611,False,False,,0.49,3552334.0,2994720.0,0.46,6.72,15.15,9.17,,-0.5,0.2444,57.7,7.95,,False,0.6698056768448087,,0.907,US,True,75.0138326758543,94.32089536682001,68.2347173921642,60.80988354078849,42.90308296492494,21.785714285714285,67.81472684085512,85.87786259541986,50.0,87.20930232558139,49.0,69.47455185229566,standard,7,1704864083,False,48.0,False,89.19597989949749,13.400335008375208,8.040201005025125,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.1,0.875,,2026-08-18,0,True
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1051943984296.7059,7.345502,4.040960000000002,1.5497,22.640218400000006,13.204428,14.104,8.552,0.8457049895000002,0.1353150103,0.21686748124999994,0.36041999875,0.33978005,0.389,0.11700000000000002,0.253,95.26000000000002,-0.4190000000000001,0.679,9555868928.0,8949999616.0,54907998208.0,1123608690688.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.2169,6.92,0.89,1.73,1786665600.0,0.506,1247.662131997204,680.8559248856344,1180.1600341796875,1299.0067,1.71429,27.0,3.69,0.010199999,0.00156,0.85552,False,False,,0.3,3002886.0,3167640.0,0.33,3.63,19.25,19.56,,-1.42,0.3572,51.3,3.88,,True,0.4981429364372987,,1.0,US,True,60.663712280342224,92.68058275322497,74.91904427223575,77.64965779299159,46.016242181026534,17.857142857142858,67.81472684085512,62.213740458015266,50.0,87.79069767441861,30.0,68.6563425078238,standard,8,3738322131,False,45.0,False,78.05695142378559,11.139028475711893,8.793969849246231,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,2.9,0.875,,2026-08-18,0,True
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1582270677373500.0,,-12.929327,0.1643,,3.7147098,3.297,-9.587749999999996,0.17526249925000004,0.12256499964999998,0.16458500200000004,0.35573999999999995,0.19983997999999997,1.1304999999999998,13.385,13.551,-4.037000000000002,5.786999999999999,6.029,56648692914176.0,189999001632768.0,22408700362752.0,1599852098093056.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.56,0.1344,1496.0,2.14,374.0,1782691200.0,1.557,374087.44831391243,66663.4346685466,274500.0,471908.2,1.35135,37.0,,,0.09689,0.38319,False,False,,0.5,30853399.0,25042587.0,1.05,,,,,,0.9512,67.1,,,True,0.8885016625909234,,0.838,Asia,True,,85.38950319792477,,91.37664044269033,38.26673481236463,0.35714285714285715,67.81472684085512,87.02290076335878,50.0,,50.0,67.60570199431974,standard,9,5018158796,False,51.6,False,90.45226130653266,2.554438860971524,40.45226130653266,50.041876046901166,50.041876046901166,50.041876046901166,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.9,0.625,SUSPICIOUS_FWD_PE;,2026-08-18,0,True
BKT.MC,"Bankinter, S.A.",Financial Services,Banks - Regional,Spain,EUR,15066642432.0,-1.8413072499999998,-1.2683964999999997,10.15,-2.94847095,5.3247395,2.575,,-0.025480000000000003,-0.013149999999999998,0.13164,0.1698250025,-0.41676998,-0.008999999999999994,-0.04149999999999998,0.158,,,,,19627560960.0,11955090432.0,7286149632.0,131018892000.0,,3128426000.0,,,,,1089976000.0,-598882000.0,4.61,0.5017,0.77,5.33,0.160932,1782086400.0,0.044,16.765,15.785,16.765,16.30136,2.5,22.0,,,0.28851,0.37596,False,False,,0.5,1144682.0,1144682.0,0.9,,,,,-0.24,0.0875,,,,,,,0.718,Europe,True,,50.29347425309011,91.5915915915916,47.45577761747812,99.10820934278519,82.85714285714286,67.81472684085512,,50.0,,50.0,67.38394645479812,standard,10,22231920,False,48.2,False,35.88777219430486,83.33333333333334,28.14070351758794,50.041876046901166,50.041876046901166,50.041876046901166,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-13.7,0.75,SUSPICIOUS_FWD_PE;,2026-08-18,0,True
