ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,46261889001.08276,100.14473825,5.225361500000002,,14.479768449999998,34.650085,33.628,74.76325,0.16114500650000002,0.10806,0.2425325015,0.21954748500000004,0.19838258500000006,1.4375,3.2239999999999998,3.622,-47.12349999999999,8.38025,8.507,,1443286016.0,20617000.0,44897673216.0,809257000.0,,436775000.0,,,37997000.0,,52183000.0,65083000.0,,0.0,,,,,3.229,270.2120056152344,72.02999877929688,250.80999755859375,256.30304,1.33333,18.0,1.65,0.0627,0.11102,0.76624,False,False,,0.419,7817107.0,12279910.0,0.86,48.56,162.89,,,0.0,0.9412,60.3,37.76,,True,0.8244274381799458,,1.0,US,True,,87.65662609473237,98.28467153284672,96.3021969560863,33.928442747611754,61.84738955823293,12.207792207792208,,50.0,30.513595166163142,41.9,78.18135480987307,standard,1,3079924197,False,38.2,False,28.059950041631975,55.203996669442134,2.5811823480432974,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.5,True,0.875,,2026-06-19,0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1106995005282.5684,9.392455250000003,-14.8825635,0.3359,7.314981450000001,19.04704,18.982,9.22225,0.2152950265000001,0.13034999999999997,0.30365250150000006,0.539167505,0.10240251499999999,1.8305,7.367999999999999,7.708,-33.22049999999999,1.12425,2.232,1789163840.0,14588999680.0,10798000128.0,1103204057088.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0217,0.6,0.33,0.15,1774828800.0,2.173,1089.2900390625,103.23021586705363,981.6099853515625,828.725,1.47727,40.0,0.7,0.0334,0.0025499999,0.8161,False,False,,0.395,51198950.0,55006250.0,1.14,54.92,168.26,,,0.0,0.8383,59.3,54.75,,False,0.6755813298136036,,1.0,US,True,49.674139768382666,89.58955569088361,98.28467153284672,97.41245429433164,29.58711031754754,18.87550200803213,25.0,51.060358890701465,50.0,55.58912386706949,39.5,72.75656903829132,standard,2,53994684257,False,40.8,False,60.03330557868443,16.319733555370526,5.495420482930891,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-19,0
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1526188015650000.0,,-12.153973825000001,3.0399,,11.554693,11.284,-1.581500000000002,0.4874312465,0.2272999998,0.45098750299999996,0.5804750325,0.312555,1.8485,3.774,3.975,7.1175,0.8470000000000001,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1490398211997696.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.14,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2407000.0,232777.28237791933,2150000.0,2523541.8,1.36842,38.0,,,0.20716,0.45388,False,False,,0.5,4865506.0,5407915.0,1.52,,,,,,0.8561,61.1,,,False,0.5959398381481681,,1.0,Asia,True,,95.80216195084407,,96.54993363272817,42.88448618897467,0.2677376171352075,34.54545454545455,73.2463295269168,50.0,,50.0,72.41767011301165,standard,3,8487722592,False,42.7,False,73.27227310574521,2.5811823480432974,10.074937552039968,50.041631973355535,50.041631973355535,50.041631973355535,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,OK,15.6,True,0.625,SUSPICIOUS_FWD_PE;,2026-06-19,0
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,United States,USD,30709771426.150852,-25.221047249999998,-17.771958750000003,,-3.2837302750000004,7.600614,11.913,-10.034749999999999,0.0070050014999999966,0.017549999499999996,0.506815003,0.6961373949999999,0.509442515,-0.021999999999999992,0.36549999999999994,0.605,-28.43599999999999,10.416249999999998,11.119,180943936.0,486896000.0,17701677056.0,48133730304.0,46724168000.0,,4006116000.0,,,3655301000.0,,2775493000.0,2509991000.0,6.31,0.6104,1.8,5.15,0.45,1781740800.0,0.676,32.47880532664859,26.549999237060547,28.520000457763672,34.17391,1.79167,23.0,3.22,0.0298,0.0028400002,0.9817,False,False,,0.71,8249733.0,8348570.0,1.96,,,,,,0.1842,40.5,,,True,0.7255156485686381,,0.723,US,True,,83.56811445317592,,60.794117821399276,86.20724541153497,69.07630522088354,67.4025974025974,53.181076672104396,50.0,61.17824773413897,71.0,71.39238750916586,standard,4,238101220,False,52.3,False,72.0233139050791,61.86511240632806,16.736053288925895,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-19,0
V,Visa Inc.,Financial Services,Credit Services,United States,USD,535073909289.6372,7.113453750000003,5.8761495,1.4149,12.527577540000001,14.249266,14.366,8.970750000000002,0.42859500399999995,0.16481000999999998,0.26131252950000006,0.30442252500000005,0.495812515,0.11000000000000001,0.22749999999999998,0.315,2.103500000000011,-0.72975,0.669,19735413568.0,13912999936.0,23975999488.0,618115301376.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.83,0.2197,2.68,0.7,0.67,1778544000.0,0.765,360.16515919322273,293.2820187246287,322.3900146484375,398.83362,1.33333,36.0,2.58,0.0128999995,0.00084,0.91675,False,False,,0.487,7443873.0,7257300.0,0.7037067363873586,0.65,5.18,-0.62,,-0.10488283938791398,0.21870267609233676,43.68062216738756,0.011557526548597874,-0.01813628967060832,False,0.3973321826708418,,0.869,US,True,74.21183945373461,95.90659192658771,58.195854600003656,70.98672059040852,62.71998882324573,22.623828647925034,67.4025974025974,85.31810766721044,50.0,87.00906344410876,48.699999999999996,70.69700087288419,standard,5,2339681053,False,47.9,False,84.67943380516236,19.567027477102414,8.32639467110741,50.041631973355535,50.041631973355535,50.041631973355535,7,STARK,8,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,4.9,True,0.875,,2026-06-19,0
PUUILO.HE,Puuilo Oyj,Consumer Cyclical,Department Stores,Finland,EUR,1419709327.57543,0.4699869999999997,0.7502451250000011,,10.81665645,3.2098334,3.514,1.6296250000000008,0.3958075075,0.08861001000000002,0.0628999985,0.061510005000000076,-0.06335000000000002,0.083,0.02700000000000001,0.143,101.80975000000001,1.016,0.667,-930787500.0,33000000.0,163400000.0,1554201600.0,316700000.0,,442300000.0,,,74700000.0,,56000000.0,74900000.0,3.91,0.69699997,0.66,,0.33,1791936000.0,0.608,17.139999389648438,11.00821617219834,16.8799991607666,14.36667,1.75,3.0,,,0.07625,0.48995,False,False,,0.5,137673.0,192896.0,0.27,34.84,48.21,,,0.0,0.3322,90.1,29.19,,True,1.261904070175188,,0.376,Nordic,True,,73.42587851106919,94.37956204379563,45.00776403004008,56.50898166943506,97.45649263721553,67.4025974025974,,50.0,,50.0,69.72113551840005,standard,6,3735755,False,50.9,False,28.059950041631975,97.50208159866777,44.879267277268944,50.041631973355535,50.041631973355535,50.041631973355535,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-7.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-19,0
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,59903774854770.0,4.5992774999999995,1.3799498749999983,1.1387,5.5456770099999995,14.596777,14.049,2.3505000000000003,0.23781124649999993,0.1216400098,0.34713750300000007,0.4461750025,0.247865,0.21849999999999997,0.39199999999999996,0.583,12.282499999999999,0.7180000000000001,2.187,709926586368.0,3383596154880.0,1094369804288.0,57655976525824.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.04,0.2785,24.0,1.71,7.0,1789516800.0,1.25,2433.5076957152064,1001.648473702225,2310.0,2607.2727,1.33333,33.0,,,0.00022,0.43493,False,False,,0.5,34438369.0,32195389.0,1.38,8.36,30.62,,,-0.35,0.3279,56.8,8.28,,False,0.5667232102761312,,0.927,Asia,True,70.99646967913979,92.56546882542527,66.05839416058394,80.69724161776843,56.942243899807664,2.4096385542168677,67.4025974025974,66.394779771615,50.0,,50.0,68.7939885096816,standard,7,2351737541,False,41.4,False,69.02581182348044,2.5811823480432974,8.159866777685263,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,4.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-19,0
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,458721945456.84814,32.56168825000001,22.408573500000003,2.1358,35.37157845,21.156961,21.11,37.569250000000004,0.48468500649999996,0.15667999999999999,0.1981824815,0.213357485,0.01782251500000005,0.10549999999999998,0.21599999999999997,0.372,-12.840499999999992,0.7632500000000001,1.695,3248005440.0,4750936064.0,3734479104.0,457705488384.0,21345260000.0,,18435591000.0,,,5900968000.0,,5358217000.0,6173264000.0,0.28,0.1909,1.04,0.99,0.26,1781654400.0,1.868,373.82000732421875,87.32849210902725,366.80999755859375,323.375,1.55556,32.0,3.47,0.0287,0.0028,0.88093,False,False,,0.567,9915958.0,11115980.0,1.66,33.29,70.48,,,0.0,0.6216,67.4,30.57,,True,0.9942422382691707,,0.931,US,True,45.91770665508411,85.18473750117143,96.27737226277372,73.71682606767236,31.05329307860023,23.96251673360107,67.4025974025974,58.56443719412724,50.0,62.2356495468278,56.699999999999996,67.87797685314419,standard,8,4077452597,False,42.2,False,64.69608659450458,20.48293089092423,2.5811823480432974,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,5.0,True,0.875,,2026-06-19,0
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,19821174554025.0,23.256301875000005,88.685319375,2.0248,20.49248081,17.562466,17.282,20.539749999999998,0.4700562537500001,0.25868000149999987,0.25328499699999996,0.377044999,0.37737996499999993,0.27949999999999997,2.012,2.171,-10.628499999999997,0.497,1.722,197168881664.0,339966001152.0,20192000000.0,19504943857664.0,854210000000.0,,779707000000.0,,,228161000000.0,,161177000000.0,285971000000.0,0.22,0.1149,60.0,0.82,30.0,1774828800.0,1.199,32400.0,8200.347497317438,27325.0,33220.0,1.75,20.0,,,0.00279,0.65895,False,False,,0.5,9649086.0,8381310.0,1.08,,,,,,0.695,67.3,,,False,0.7582961056283254,,1.0,Japan,True,52.615568765498814,95.2647652227158,,92.92992380850757,34.57013458349624,6.157965194109773,67.4025974025974,63.621533442088094,50.0,,50.0,67.16742284386099,standard,9,1419711289,False,40.7,False,67.5270607826811,2.5811823480432974,5.995004163197335,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,2.1,True,0.875,,2026-06-19,0
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Singapore,USD,210649765109.28003,51.59198825000001,10.967476500000004,0.6441,182.82079244999997,19.132586,19.237,39.51925000000001,17.6967650065,0.17553999999999997,0.10478250149999999,0.21960750500000004,-0.06625748499999994,0.3085,0.891,1.2,333.4305,-0.44674999999999987,0.772,505663936.0,1146000000.0,4177999872.0,211798163456.0,8023000000.0,,9097000000.0,,,1915000000.0,,1469000000.0,1083000000.0,0.32,0.277,2.96,3.02,0.74,1782259200.0,2.083,966.7999877929688,123.04414409849512,931.0399780273438,885.9091,1.54167,22.0,1.96,0.0458,0.00241,0.8824,False,False,,0.327,3949147.0,2998830.0,1.95,42.49,160.7,,,0.0,0.7319,69.1,40.67,,False,0.8137077174415056,,0.969,US,True,40.935863312440965,80.96004708881345,98.28467153284672,88.34568980948623,10.842548299974235,31.994645247657296,67.4025974025974,51.71288743882545,50.0,43.50453172205438,32.7,67.14000845974347,standard,10,2792030617,False,42.8,False,61.53205661948377,26.977518734388013,5.412156536219817,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,8.1,True,0.875,,2026-06-19,0
