ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,dividend_yield,payout_ratio,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,earnings_surprise_pct,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,volatility,bb_position,sentiment_raw,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_sentiment,score_total,company_type,rank,data_quality,sector_signal,sector_adjustment,piotroski_f,piotroski_label,piotroski_boost,insider_signal,earnings_signal,analyst_signal,extra_composite,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_sector_pct,score_global_pct,score_total_sector,sector_rank,sector_return_3m,relative_strength,rs_label,prev_score,prev_rank,prev_price,prev_rsi,prev_ma200,prev_trend_capped,prev_short,score_delta,rank_delta,is_new,short_delta,price_change_1w,delta_flag,predicted_return,ml_rank,score_fcf_yield
JD.L,JD Sports Fashion Plc,Consumer Cyclical,Apparel Retail,United Kingdom,GBp,4139079900621.731,7.5977774,5.3940206,0.84,1.1302478,0.25961405,0.526,4.866,0.1374,0.06115,0.03443,0.08361,0.46999002,0.046,-0.149,-0.156,106.977,1.51,0.562,833000000.0,854000000.0,3680000000.0,1.75,0.1171,1.558,1338.472746056962,803.1857488577116,72.0199966430664,102.106,2.3125,16.0,,,0.55431,0.37549,,17654629.0,27604566.0,0.63,-5.54,-8.7,,,-17.6,54.2,0.43,,True,0.3913,0.345879347029992,0.5,46.29778672032193,45.971942272030965,19.303797468354432,36.18445847453404,29.13347722713559,16.455696202531644,63.29113924050633,62.65822784810126,39.51430334083384,standard,129,0.875,UPPTREND,5,5,NEUTRAL,0,0.85,0.5,0.918,0.73,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,56.52173913043478,46.20253164556962,51.3621353880022,75,0.0247189178438278,-0.151,🔴 SVAG,52.23041484712601,87,860.9985379760983,44.08616612848344,-0.1720346889946232,True,,0.0,1,False,,0.0,,1.3412967,50.3,24.489795918367346
KFAST-B.ST,K-Fast Holding AB (publ),Consumer Cyclical,Residential Construction,Sweden,SEK,2284100236.6391144,,18.25,,0.4964539,1.1248547,8.814,26.883,0.00636,0.0201,0.01857,0.28261,0.38103,0.975,,,187.813,0.128,0.122,134137504.0,27100000.0,14575399936.0,,0.0,1.77,17.84000015258789,9.18000030517578,10.479999542236328,,,,,,0.72366995,0.26306,,347911.0,75525.0,1.14,-7.42,-10.43,,,-25.46,46.2,2.32,,False,0.3655,0.2710675302061289,0.5,27.66264252179745,34.3521728614045,10.126582278481013,99.0506329113924,12.437418646254137,93.67088607594937,8.544303797468354,62.65822784810126,39.46448951509972,standard,130,0.75,UPPTREND,5,6,NEUTRAL,0,0.5,0.217,0.5,0.387,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,21.73913043478261,50.63291139240506,36.18602091359384,104,0.0247189178438278,-0.172,🔴 SVAG,52.73456704426925,81,10.220000267028809,40.17093599090666,-0.2086965734799446,True,,0.0,2,False,,0.0,,1.3412967,50.3,31.97278911564626
RR.L,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,United Kingdom,GBp,125860733121587.95,17.437681,27.806152,2.1146,36.907974,4.713437,4.671,21.547,6.23504,0.07093,0.27543,0.20329,0.27868,0.166,0.041,0.039,158.445,1.202,0.729,3590249984.0,6248999936.0,4361999872.0,0.79,0.1519,1.2,17354.619521837234,10287.981019929866,1140.0,1412.895,1.68421,19.0,,,0.00051,0.72663003,,38144880.0,27391886.0,2.16,-8.81,-10.3,,,-16.36,51.3,-6.15,,True,0.4368,0.5546833216079263,0.5,18.346747149564052,67.74812545351931,18.037974683544306,59.91462548589654,23.62417917956039,3.79746835443038,63.29113924050633,62.65822784810126,39.01311300145948,standard,131,0.875,UPPTREND,5,4,NEUTRAL,0,0.15,0.5,0.1,0.275,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,51.16279069767442,51.26582278481012,51.21430674124227,76,-0.0004549946411839,0.003,⚪ NORMAL,52.80440615080486,80,15149.94794475683,57.9149642590239,0.0368269529804279,False,,0.0,2,False,,0.0,,1.3412967,50.3,15.646258503401361
TROAX.ST,Troax Group AB (publ),Industrials,Metal Fabrication,Sweden,SEK,6235883411.766541,59.542854,151.0145,,35.143337,23.44846,24.095,158.823,0.053639997,0.04622,0.03743,0.055710003,0.35963002,0.051,-0.66,-0.66,101.062,2.024,1.519,23292250.0,25100000.0,180800000.0,2.49,2.125,1.185,164.65566295985056,88.4150972366662,104.1999969482422,151.70865,,4.0,,,0.05954,0.85564005,,93629.0,38353.0,0.2806341812970261,-0.0204698863582574,0.0854252610624715,-0.2748756064381917,,-0.3671642075641808,28.50162264388908,0.0223715955001662,-0.1856872094872715,False,0.4217914156222933,0.1896158748649366,0.5,21.797451374916164,33.524147383697496,54.660529344073645,24.454404631383102,38.10158923393131,82.27848101265823,21.518987341772153,62.65822784810126,38.73259294914562,standard,132,0.875,UPPTREND,5,5,NEUTRAL,0,0.5,0.339,0.5,0.436,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0,5.063291139240507,2.5316455696202533,156,-0.0004549946411839,0.086,🟢 STARK,34.53466359325438,151,104.1999969482422,28.50162264388908,-0.1856872094872715,True,,0.0,0,False,,-1.1102230246251563e-16,,1.3412967,50.3,29.931972789115648
BALD-B.ST,Fastighets AB Balder (publ),Real Estate,Real Estate - Diversified,Sweden,SEK,59325079775.01428,9.929236,10.195028,1.53,0.6738023,4.570839,16.242,24.193,0.069910005,0.02081,0.51085997,0.6422,0.66574997,0.013,-0.271,-0.219,139.164,0.331,0.208,-2237874944.0,4212999936.0,152072994816.0,,0.0,1.808,75.19999694824219,49.52231597900391,53.31999969482422,70.28571,1.85714,7.0,,,0.38355,0.46311,,2226103.0,2791884.0,0.6253316497557863,-0.0941216591586823,-0.205601944086043,-0.2142646741047829,,-0.2909574220924142,30.37234130171205,-0.0799844149856795,-0.1822033864117571,False,0.2743078725716955,0.3329603395602759,0.5,10.888665325285043,63.36208981697977,56.591228743127466,27.787987142429984,23.027384456116742,43.67088607594937,8.544303797468354,62.65822784810126,38.548588920429424,standard,133,0.875,UPPTREND,5,4,NEUTRAL,0,0.5,0.097,0.786,0.425,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,6.666666666666667,18.35443037974684,12.510548523206753,139,0.0060340667818419,-0.212,🔴 SVAG,43.101562466156444,131,53.31999969482422,30.37234130171205,-0.1822033864117571,True,,0.0,1,False,,0.0,,1.3412967,50.3,6.802721088435375
BA.L,BAE Systems plc,Industrials,Aerospace & Defense,United Kingdom,GBp,71438722810791.27,28.419119,20.511814,3.0362,4.90856,2.002266,2.244,17.718,0.18141001,0.045339998,0.07277,0.10146,0.13213,0.067,0.087,0.084,76.728,0.987,0.783,1783750016.0,3468999936.0,9159000064.0,1.88,0.5015,-0.058,29226.38897807857,19821.976974680707,1850.5,2322.5,2.27778,18.0,,,0.04415,0.66019,,7711236.0,5633862.0,1.46,-16.5,-5.96,,,-20.6,30.0,-14.03,,False,0.3414,0.2200762676967745,0.5,21.40845070422535,43.01015883254051,19.303797468354432,59.236291072793115,51.27699514212961,6.962025316455696,63.29113924050633,62.65822784810126,38.020499704003655,standard,134,0.875,UPPTREND,5,6,NEUTRAL,0,0.173,0.5,0.845,0.505,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,58.13953488372093,45.56962025316456,51.85457756844275,72,-0.0004549946411839,0.044,⚪ NORMAL,51.9784733779557,88,24332.84208059311,34.84984407150844,0.0022201819409453,False,,0.0,1,False,,0.0,,1.3412967,50.3,14.285714285714285
INTRUM.ST,Intrum AB (publ),Financial Services,Credit Services,Sweden,SEK,2446772766.867388,,2.8062017,2.69,0.22548899,0.1482174,2.87,7.386,-0.107650004,0.05076,-0.115159996,0.36548,1.0,-0.122,,,311.636,1.321,1.092,805500032.0,3404999936.0,46733000704.0,,0.0,,74.19999694824219,17.8700008392334,17.469999313354492,44.5,2.0,2.0,,,0.1381,0.24658,,1462746.0,5073968.0,1.17,-58.23,-63.15,,,-66.6,5.2,-52.63,,False,0.7161,-0.0025011614117019,0.5,54.027498323272965,49.13045230992502,1.5822784810126582,7.59493670886076,16.95086404635589,93.0379746835443,8.544303797468354,62.65822784810126,34.872197418673515,standard,135,0.625,NEUTRAL,0,4,NEUTRAL,0,0.5,0.656,0.75,0.637,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,13.291139240506327,6.645569620253164,150,-0.012382164864004,-0.625,🔴 SVAG,40.27155699918112,139,18.100000381469727,4.881655855183141,-0.5861873366589407,True,,-7.105427357601002e-15,1,False,,0.0,,1.3412967,50.3,39.455782312925166
JM.ST,JM AB (publ),Consumer Cyclical,Residential Construction,Sweden,SEK,7592219471.146851,143.53658,14.371184,1.51,0.94607306,0.7159095,1.864,56.437,0.00657,0.00561,0.005,0.03439,0.117589995,-0.029,-0.086,-0.086,158.567,1.686,1.017,-1104125056.0,550000000.0,12725000192.0,1.7,3.9634,1.459,157.13888851842236,105.51316025759212,117.6999969482422,142.75,,4.0,,,0.08201,0.64786005,,296284.0,563169.0,0.2279396188955358,-0.0091621441908121,-0.1211950973869135,-0.089785427314578,,-0.2509811030358441,50.719413798781495,-0.0021466663901401,-0.1061178052477284,True,0.3147760979603717,0.5110690225662957,0.5,6.291079812206572,12.562283318551962,68.0028129395218,30.93795682580817,32.397833406732765,78.48101265822784,21.518987341772153,62.65822784810126,34.08931706390985,standard,136,0.875,UPPTREND,5,3,SVAG,-8,0.5,0.332,0.5,0.433,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,13.043478260869565,3.79746835443038,8.420473307649972,146,0.0247189178438278,-0.146,🔴 SVAG,33.22377958629804,153,117.6999969482422,50.719413798781495,-0.1061178052477284,True,,0.0,0,False,,-1.1102230246251563e-16,,1.3412967,50.3,4.761904761904762
CORE-B.ST,Corem Property Group AB (publ),Real Estate,Real Estate - Diversified,Sweden,SEK,4269362520.353631,,6.8117647,,0.2881553,1.3683286,10.921,18.218,-0.17657,0.02168,-0.97803,0.55194,0.6345,-0.108,,,195.991,0.115,0.005,28375000.0,62000000.0,32120999936.0,3.45,0.0683,1.555,5.382953513154126,3.063999891281128,3.48799991607666,4.2,,2.0,,,0.48863998,0.32373002,,4841934.0,3409464.0,1.03,0.06,-8.06,,,-23.02,68.8,3.7,,True,0.3986,0.7128684416591764,0.5,29.081153588195843,38.644682738047244,15.18987341772152,9.49367088607595,10.90831314849046,86.07594936708861,63.29113924050633,62.65822784810126,32.03817651118534,standard,137,0.75,UPPTREND,5,3,SVAG,-8,0.5,0.5,0.5,0.5,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,13.333333333333334,10.759493670886076,12.046413502109704,141,0.0060340667818419,-0.137,🔴 SVAG,38.7283920901685,143,3.4739999771118164,61.23348006053941,-0.1118019334279711,True,,0.0,1,False,,0.0,,1.3412967,50.3,25.850340136054424
RATO-B.ST,Ratos AB (publ),Industrials,Engineering & Construction,Sweden,SEK,7996139472.95549,,10.104294,2.13,0.810352,0.5738615,0.959,60.845,-0.03338,0.0013600001,0.10995,0.027,0.55272,0.011,-0.221,-0.222,56.425,1.169,0.831,-839124992.0,1368000000.0,8693999616.0,4.25,0.42049998,,39.75839453515884,29.986450438521544,33.0,40.66667,2.25,3.0,,,0.23422001,0.30783,,523139.0,497415.0,0.7,-5.17,-10.72,,,-14.19,41.3,-1.05,,False,0.2997,0.3727304986077044,0.5,6.556002682763246,29.00346690316859,20.569620253164558,27.78754589022891,48.999313528181965,77.84810126582279,63.29113924050633,62.65822784810126,31.71058027174059,standard,138,0.625,UPPTREND,5,4,NEUTRAL,0,0.5,0.615,0.688,0.602,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,30.23255813953488,40.50632911392405,35.36944362672946,106,-0.0004549946411839,-0.143,🔴 SVAG,49.67277608631226,96,32.939998626708984,29.74682360042252,-0.0563811831370415,True,,0.0,1,False,,0.0,,1.3412967,50.3,5.442176870748299
BONAV-B.ST,Bonava AB (publ),Consumer Cyclical,Residential Construction,Sweden,SEK,2579578164.5116425,,40.136364,,0.41753355,0.38866904,0.913,16.866,-0.00543,0.01386,-0.00506,-0.099580005,0.13427,-0.37,,,61.666,2.058,0.184,-384624992.0,371000000.0,4196999936.0,,0.0,1.132,14.279999732971191,8.420000076293945,8.829999923706055,16.25,1.66667,4.0,,,0.16790001,0.56082,,407407.0,395190.0,0.3460904990768824,-0.0484913601523412,-0.3133747932006134,-0.1654064284139422,,-0.381652654844355,44.088664454424354,-0.0694292252956988,-0.1814486451499595,True,0.4091018325188678,0.2934777760681993,0.5,15.110663983903422,10.097153914375557,58.688147295742226,1.5822784810126582,45.49498719334581,92.40506329113924,8.544303797468354,62.65822784810126,31.319236483453224,standard,139,0.75,UPPTREND,5,4,NEUTRAL,0,0.5,0.887,0.833,0.755,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,4.3478260869565215,8.227848101265822,6.287837094111172,151,0.0247189178438278,-0.338,🔴 SVAG,37.10293041280066,146,8.829999923706055,44.088664454424354,-0.1814486451499595,True,,0.0,0,False,,0.0,,1.3412967,50.3,4.081632653061225
SBB-B.ST,Samhällsbyggnadsbolaget i Norden AB (publ),Real Estate,Real Estate Services,Sweden,SEK,4502394187.085745,,6.5204077,,0.48868152,3.3315096,25.624,64.044,0.0074,0.0060900003,-2.2265,0.38819,0.63088,-0.43,,,150.394,0.397,0.341,110750000.0,1858000000.0,38582001664.0,,0.0,,6.521999835968018,3.1449999809265137,3.194999933242798,2.9,,1.0,,,0.29996002,0.25536,,10106637.0,14148954.0,0.5364355413584275,-0.1174033054563608,-0.3314500809146493,-0.3540234797465686,,-0.5101195931311174,29.91014466406089,-0.1221563016440936,-0.2900434020645065,False,0.421676552681306,0.1897019186650579,0.5,21.37156270959088,35.539385632508264,43.28091036951796,1.5822784810126582,13.951489975851425,85.44303797468355,8.544303797468354,62.65822784810126,31.315917250250706,standard,140,0.625,UPPTREND,5,4,NEUTRAL,0,0.5,0.5,0.5,0.5,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,6.329113924050633,3.1645569620253164,155,0.0060340667818419,-0.337,🔴 SVAG,35.24035430496193,149,3.194999933242798,29.91014466406089,-0.2900434020645065,True,,0.0,0,False,,0.0,,1.3412967,50.3,27.2108843537415
VOLCAR-B.ST,Volvo Car AB (publ.),Consumer Cyclical,Auto Manufacturers,Sweden,SEK,64540795873.28673,108.85,6.2287025,,0.43881398,0.18603352,0.158,2.387,-0.021470001,0.020299999,0.0016699999,0.01991,0.18055001,-0.125,0.35,0.337,24.184,1.021,0.439,-8279124992.0,46563000320.0,36299001856.0,,0.0,0.971,36.540000915527344,15.9399995803833,22.459999084472656,20.88182,3.5,11.0,,,0.78677005,0.16287,,3633743.0,2663856.0,1.42,-1.92,-10.16,,,-35.87,49.0,1.5,,False,0.5191,0.2753720778815287,0.5,30.74111334674715,14.599693622510681,9.018987341772151,52.436763368384334,42.474298299021136,42.405063291139236,8.544303797468354,62.65822784810126,30.467164733897647,standard,141,0.875,UPPTREND,5,4,NEUTRAL,0,0.5,0.641,0.375,0.519,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,17.391304347826086,32.91139240506329,25.151348376444687,122,0.0247189178438278,-0.123,🔴 SVAG,47.57148477103161,107,21.770000457763672,39.87344726432822,-0.1292618056823324,True,,0.0,0,False,,0.0,,1.3412967,50.3,1.3605442176870748
HOFI.ST,Hoist Finance AB (publ),Financial Services,Credit Services,Sweden,SEK,13838998796.59262,12.347895,13.26907,,2.0275638,3.018979,5.141,,0.17713,0.01988,0.26527,0.34318,0.70637,0.158,0.537,0.296,133.297,0.828,0.815,,97000000.0,9824000000.0,2.06,0.1559,1.076,165.5031182776154,78.03115919140014,159.10000610351562,167.0,1.66667,2.0,,,0.53397,0.2449,,160528.0,196895.0,0.43,-2.51,13.9,,,-2.79,60.9,7.38,,True,0.4901,0.6590337158125822,0.5,,66.70321696363783,75.9493670886076,81.94159793514734,22.726537429151648,67.08860759493672,63.29113924050633,62.65822784810126,,standard,,0.875,NEUTRAL,0,5,NEUTRAL,0,0.5,1.0,0.833,0.8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,63.1578947368421,91.13924050632912,77.14856762158561,34,-0.012382164864004,0.101,🟢 STARK,71.93988130316929,16,158.3000030517578,62.13514409566577,0.3823369597608215,False,,0.0,1,False,,0.0,,1.3412967,50.3,
STAN.L,Standard Chartered PLC,Financial Services,Banks - Diversified,United Kingdom,GBp,52438105260317.94,12.375817,9.322661,1.198,1.2900592,2.0098526,-7.403,,0.10107,0.0058600004,0.26049998,0.43989,0.0,0.086,0.307,0.195,,,,,386666987520.0,189356998656.0,2.42,0.2969,0.595,24303.282413290115,14388.81215505135,1888.5,2012.553,2.35714,14.0,,,0.01191,0.71954,,8145945.0,5695532.0,0.9,6.16,9.93,,,-1.23,66.4,10.28,,True,0.3328,0.8271728768709625,0.5,,44.24655325324518,75.31645569620254,71.17896358683014,62.14838255977497,10.759493670886076,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,3,SVAG,-8,0.15,0.747,0.661,0.542,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,68.42105263157895,58.86075949367089,63.64090606262492,52,-0.012382164864004,0.098,🟢 STARK,55.78359269947368,67,23854.369636058807,68.8424010428185,0.174225584266576,False,,0.0,1,False,,0.0,,1.3412967,50.3,
DIOS.ST,Diös Fastigheter AB (publ),Real Estate,Real Estate - Diversified,Sweden,SEK,8987843101.563034,10.2211685,9.036313,1.37,0.75572634,3.3738148,,,0.07532,0.033180002,0.33558998,0.60935,0.68544,0.003,0.543,0.531,147.061,0.093,0.093,708249984.0,,17489999872.0,3.71,0.4423,1.233,71.41940293696872,58.87973465674523,64.5999984741211,77.75,1.75,4.0,,,0.29591,0.41041002,,317573.0,173510.0,1.1,-4.37,-0.27,,,-7.87,37.0,-0.6,,False,0.218,0.3777732307960988,0.5,,65.02620333790212,43.037974683544306,74.71131723645304,32.285134768511874,75.31645569620254,63.29113924050633,62.65822784810126,,standard,,0.875,UPPTREND,5,7,STARK,8,0.5,0.5,0.812,0.594,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,86.66666666666667,97.46835443037976,92.06751054852322,6,0.0060340667818419,-0.02,⚪ NORMAL,77.28834131526101,5,64.69999694824219,34.99999653209581,0.0048757019913197,False,,0.0,0,False,,0.0,,1.3412967,50.3,53.06122448979592
MNTC.ST,Mentice AB (publ),Healthcare,Medical Devices,Sweden,SEK,392353997.8854418,,20.217392,,2.8353658,1.4058182,1.185,-13.473,-0.22929001,-0.06179,-0.11585,0.16674,0.89886004,0.053,4.745,5.386,12.156,1.071,0.901,-32426124.0,33376000.0,16821000.0,,0.0,0.459,21.299999237060547,8.5,15.050000190734863,21.0,3.0,2.0,,,0.50958997,0.28076,,13971.0,37946.0,0.67,16.67,11.9,,,-2.59,77.2,12.54,,True,0.448,1.3497764112139992,0.5,,31.461743126662906,74.5253164556962,87.01773730024253,57.409507028442846,99.36708860759494,8.544303797468354,62.65822784810126,,standard,,0.75,NEDTREND,-10,5,NEUTRAL,0,0.5,0.509,0.5,0.504,UPPTREND,False,3,0.4285714285714285,LÅG,EJ AKTUELL,62.5,31.64556962025317,47.072784810126585,85,-0.064416382311042,0.113,🟢 STARK,47.09785312989585,109,13.949999809265137,67.24138157829832,0.070354202957463,False,,0.0,0,False,,0.0,,1.3412967,50.3,3.4013605442176873
AQ.ST,AQ Group AB (publ),Industrials,Electrical Equipment & Parts,Sweden,SEK,21483819138.05374,31.143618,14.245742,,4.603349,2.3507843,,,0.14885001,0.07874,0.07539,0.06935,0.51242,-0.131,-0.003,-0.003,,2.647,1.746,601000000.0,,,0.77,0.21280001,0.691,235.3999938964844,164.11441900633258,232.39999389648438,212.0,3.0,2.0,,,0.39154,0.47443,,124857.0,68282.0,1.3,9.31,27.16,,,-0.77,69.5,14.7,,True,0.335,0.9494017116137174,0.5,,53.33870837700556,84.17721518987341,26.052334587527824,67.92478061274255,58.22784810126582,63.29113924050633,62.65822784810126,,standard,,0.75,UPPTREND,5,4,NEUTRAL,0,0.5,0.342,0.5,0.437,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,86.04651162790698,69.62025316455697,77.83338239623197,30,-0.0004549946411839,0.173,🟢 STARK,61.84260348513618,53,234.1999969482422,55.98803666637356,0.2276403014335117,False,,0.0,4,False,,0.0,,1.3412967,50.3,53.74149659863946
SHB-A.ST,Svenska Handelsbanken AB (publ),Financial Services,Banks - Diversified,Sweden,SEK,250779009491.7611,10.630668,11.30149,17.833,1.4825076,4.6391964,23.544,,0.13495,0.0064700004,0.42644,0.51917,0.0,-0.093,0.006,0.006,,,,,593015996416.0,1649639030784.0,6.2,0.65910006,0.48,134.89999389648438,99.54871368408205,130.1999969482422,129.01437,3.70588,16.0,,,0.27145,0.40598,,6898640.0,4029406.0,1.2,-2.11,5.19,,,-2.11,52.7,3.22,,False,0.1878,0.1844219697027367,0.5,,49.070386196887846,68.67088607594937,30.99651358849131,91.8864275668073,25.949367088607595,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,3,SVAG,-8,0.5,0.795,0.324,0.565,UPPTREND,False,5,0.7142857142857143,HÖG,EJ AKTUELL,52.63157894736842,34.177215189873415,43.40439706862092,90,-0.012382164864004,0.045,⚪ NORMAL,48.35295064662911,105,128.9499969482422,34.42618576712572,0.1112682199884569,False,,0.0,0,False,,0.0,,1.3412967,50.3,
HSBA.L,HSBC Holdings plc,Financial Services,Banks - Diversified,United Kingdom,GBp,288166269587216.25,14.995505,9.824084,1.0491,1.778286,3.588609,-2.495,,0.11611,0.00722,0.34977,0.54863,0.0,0.033,0.026,0.003,,,,,1162820976640.0,773452988416.0,4.15,0.6082,0.574,17215.801045589204,10948.966096517252,1324.0,1383.7316,2.29412,17.0,,,0.00208,0.51246,,26189147.0,21754635.0,1.75,-1.05,4.57,,,-5.26,50.5,3.22,,False,0.3073,0.6415197280553331,0.5,,48.30686124324761,61.708860759493675,47.18680957008539,66.16561181434598,0.6329113924050633,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,3,SVAG,-8,0.15,0.948,0.676,0.627,UPPTREND,False,5,0.7142857142857143,HÖG,EJ AKTUELL,57.89473684210527,43.67088607594937,50.78281145902732,78,-0.012382164864004,0.068,🟢 STARK,50.65838777786895,91,16804.45559984271,52.56213555994569,0.1792086549326597,False,,-7.105427357601002e-15,1,False,,0.0,,1.3412967,50.3,
SWED-A.ST,Swedbank AB (publ),Financial Services,Banks - Regional,Sweden,SEK,359251592117.72003,11.324832,12.566824,6.3209,1.5917273,5.267078,17.078,,0.15973,0.0101499995,0.46785998,0.55335,0.0,-0.032,-0.105,-0.104,,,,,316877996032.0,1122453028864.0,6.4,0.72470003,0.542,339.20001220703125,220.63634575882423,323.1000061035156,340.0,2.875,16.0,,,0.17117001,0.49233,,2552474.0,1785580.0,1.23,-4.55,2.63,,,-4.55,49.8,1.88,,False,0.1852,0.2074808409605369,0.5,,53.3959525921148,59.810126582278485,28.760091697398583,89.80309423347398,23.417721518987342,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,2,SVAG,-8,0.5,0.981,0.531,0.702,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,42.10526315789473,32.278481012658226,37.19187208527648,100,-0.012382164864004,0.008,⚪ NORMAL,47.10094539525545,108,319.70001220703125,35.915505065483785,0.1247300599958574,False,,0.0,0,False,,0.0,,1.3412967,50.3,
BICO.ST,BICO Group AB (publ),Healthcare,Medical Devices,Sweden,SEK,1243348110.0,,-33.962265,,0.78961223,0.8512116,0.815,-9.012,-0.69294,-0.04176,-0.66087997,-0.27645,0.51541,-0.014,,,42.926,2.24,1.765,575600000.0,744300032.0,690600000.0,,0.0,2.556,42.459999084472656,15.300000190734863,18.139999389648438,31.0,2.0,3.0,,,0.3001,0.21223,,295718.0,352729.0,0.7,-9.53,7.34,,,-15.63,40.1,-1.22,,False,0.5607,0.0450146292967756,0.5,,14.37111989034911,49.36708860759494,44.303797468354425,38.69812259397161,96.83544303797468,8.544303797468354,62.65822784810126,,standard,,0.75,NEDTREND,-10,5,NEUTRAL,0,0.5,0.132,0.75,0.428,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,6.25,2.5316455696202533,4.390822784810126,154,-0.064416382311042,0.089,🟢 STARK,30.515447743866844,155,18.0,37.48773981300127,-0.1497241323508943,True,,0.0,0,False,,0.0,,1.3412967,50.3,99.31972789115646
LLOY.L,Lloyds Banking Group plc,Financial Services,Banks - Regional,United Kingdom,GBp,70499305515287.31,12.020001,8.014669,1.0357,1.1669904,2.9265177,-5.521,,0.10784,0.00551,0.26495,0.41411,0.0,0.115,0.447,0.366,,,,,323060989952.0,161334001664.0,3.84,0.4382,0.935,1395.235783668475,948.038127204858,94.05999755859375,114.833,1.88889,18.0,,,0.00078,0.50494,,226641112.0,231707482.0,1.35,-8.56,-6.29,,,-16.45,43.2,-3.27,,False,0.3062,0.309423446217907,0.5,,44.37636055792954,23.10126582278481,80.18505079072395,51.52074542897327,7.59493670886076,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,3,SVAG,-8,0.15,0.609,0.778,0.522,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,47.368421052631575,41.13924050632912,44.253830779480346,88,-0.012382164864004,-0.017,⚪ NORMAL,49.74513420404678,95,1210.787158385181,47.12874159779484,0.042921491441676,False,,0.0,1,False,,0.0,,1.3412967,50.3,
NWG.L,NatWest Group plc,Financial Services,Banks - Regional,United Kingdom,GBp,57181416648171.21,8.157143,6.8581176,2.3512,1.1643558,2.7949462,-4.044,,0.14072,0.00822,0.36877,0.50258,0.0,0.075,0.156,0.121,,,,,248496996352.0,137801007104.0,5.76,0.4656,0.828,8586.764615449572,6128.174155265879,561.2000122070312,735.23505,1.88235,17.0,,,0.00065,0.62115,,30313300.0,30440228.0,1.26,-8.93,-3.24,,,-19.13,44.1,-2.65,,False,0.3447,0.4048314952229828,0.5,,49.32919454970572,22.78481012658228,63.48199379547493,51.125175808720115,8.227848101265822,63.29113924050633,62.65822784810126,,standard,,0.75,NEUTRAL,0,3,SVAG,-8,0.825,1.0,0.694,0.856,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,31.57894736842105,39.24050632911392,35.409726848767484,105,-0.012382164864004,-0.016,⚪ NORMAL,49.06930528740956,98,7187.159618406615,47.89164259539282,-0.0150305693563054,True,,0.0,1,False,,0.0,,1.3412967,50.3,
