ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,194081100730.0,-2.400181,-0.09288200000000035,1.5237,5.2412448000000005,2.0336056,2.474,-0.010999999999999233,0.25537752,0.024234997499999994,0.0014900000000000121,0.041804980999999984,0.09177000000000002,0.04900000000000001,0.24500000000000002,0.269,146.85275,-0.17900000000000005,0.667,7925992288.0,10828000256.0,52728000512.0,236134105088.0,4.17,0.8932,5.92,3.03,1.423,1780617600.0,0.394,169.96153592478052,124.0317650732673,142.0,171.04762,2.56522,21.0,4.15,0.020299999,0.00183,0.80851996,False,False,,0.5,6473017.0,8422010.0,1.0818194517751967,-9.79,-13.12,-2.74,,-0.16451684654788834,0.217853021851648,27.501143188548042,-0.07085453811586773,-0.047164740829512386,False,0.062027921072175245,,0.862,US,True,True,,69.82215479284164,31.679389312977097,70.44582744874339,55.3498161453907,29.37181663837012,67.22129783693843,85.28528528528528,50.0,79.12713472485768,50.0,56.92372809598665,standard,217,1195925420,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.2,0.026837149634957314,78.7
LOTB.BR,Lotus Bakeries NV,Consumer Defensive,Packaged Foods,Belgium,EUR,8858866000.0,26.889156000000003,25.067035999999998,9.38,6.4537987999999995,6.537614,6.673,21.535000000000004,0.025307499999999997,0.0325150025,0.03712000000000002,0.04801499099999997,-0.05597998000000004,0.067,0.121,0.154,-61.65925,0.40900000000000003,0.937,-790283828.0,121885000.0,312249984.0,9041742848.0,0.83,0.35869998,90.0,0.69,90.0,1778803200.0,0.612,11180.0,7169.525848143222,10900.0,11129.3,,10.0,,,0.5,0.13229,False,False,,0.5,655.0,775.0,0.0865213334464331,6.72,9.92,44.44,22.27,-0.025044722719141377,0.2638492925328516,59.199999999999996,0.06566793905027879,0.21585527688233985,False,0.686617306857415,,0.5,US,True,True,16.06307800337651,63.25652556816457,77.00994467399678,55.420809240507104,66.52634356285614,83.02207130730051,67.22129783693843,12.712712712712712,50.0,,50.0,56.91315401843624,standard,219,9123300,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.3,0.006517677567899227,37.5
AZN.L,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,GBp,253888200894021.4,7.645924000000001,4.36172825,1.399,3.1478085,3.3357642,3.824,2.8424999999999994,0.11070499500000003,0.025099999499999994,0.06561998699999998,0.04513250750000003,0.43537996,0.047,-0.054,0.056,-3.7045000000000012,-0.9027500000000002,0.701,5913012608.0,7674999808.0,34029000704.0,231089864704.0,1.79,0.477,2.36,2.09,1.595,1771459200.0,0.223,193207.77797317505,131086.0974384807,163709.26570892334,16477.934,1.58333,21.0,,,0.00046,0.65032995,False,False,,0.5,2336208.0,2055499.0,0.13993887002445635,-3.54,-11.65,-6.57,16.92,-0.15267766429334584,0.25137515865825116,25.80020453431527,-0.07398808003472157,-0.028553301240729634,False,-0.038584648785010535,,0.86,UK,True,True,76.58042370728937,78.33052321163527,39.18147084685358,56.7417078882514,56.43720349186574,0.3395585738539898,67.22129783693843,77.57757757757757,50.0,,50.0,56.77029998760454,standard,221,336504231955,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.1,0.0167525727301836,66.2
GMG.AX,GOOD GROUP STAPLED [GMG],Real Estate,REIT - Diversified,Australia,AUD,,8.269179999999999,-5.652116999999998,2.72,0.74669385,,21.232,17.045,0.0037449999999999983,0.013447500250000001,0.17300499699999994,0.02337999499999996,0.444885,-0.216,-0.2695,0.031,-38.060500000000005,2.1359999999999997,2.375,2029862656.0,2963399936.0,4179800064.0,65831858176.0,0.95,0.35759997,0.3,1.2,0.15,1767052800.0,1.021,37.131314258752575,24.559999465942383,31.739999771118164,34.63786,1.46154,14.0,,,0.02574,0.62938,False,False,,0.5,4171751.0,5845595.0,0.9547109087147823,6.62,16.95,7.09,-4.61,-0.14519589718975734,0.27105394836104746,52.49267264042242,0.08625716377022852,0.03910836089422931,True,0.857420685941938,,0.5,Australia,True,True,65.90937952878251,72.43544357167654,54.00909260685855,23.222741835158942,62.544276065874676,,67.22129783693843,82.48248248248248,50.0,,50.0,56.74168505245541,standard,222,120600470,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,1.1,0.00818924605846405,42.0
POW.TO,Power Corporation of Canada,Financial Services,Insurance - Life,Canada,CAD,48269573394.272736,2.8684130000000003,0.5928994999999988,0.8811,0.17268609999999995,1.3398647,-2.54,-21.645500000000002,-0.015405000000000002,-0.013405,-0.15845250249999998,-0.18093750500000003,0.13708000000000004,0.012999999999999998,0.07299999999999998,0.197,-4.545999999999999,77.4905,64.623,-27197537856.0,196672995328.0,21473599488.0,-100232003584.0,3.18,0.60220003,2.67,4.92,0.668,1782777600.0,0.944,84.4000015258789,49.025586904400164,83.9000015258789,82.55556,2.88889,9.0,4.97,,0.00614,0.42658,False,False,,0.5,2494660.0,1573630.0,1.5129392193056002,10.09,25.9,20.12,,-0.005924170509009841,0.18487717759081293,64.48671006041435,0.12330100755932016,0.24754955475680962,False,0.9428353895108671,,0.622,Canada,True,True,,31.978284433164095,83.29092451229855,55.98972181572245,77.47853035715508,53.65025466893039,67.22129783693843,,50.0,,50.0,48.72580478187107,standard,466,96380118,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.3,0.014401987195014954,60.1
ANTO.L,Antofagasta plc,Basic Materials,Copper,United Kingdom,GBp,53967629028864.81,24.448176499999995,21.04225425,0.92,3.41755325,4.9714265,5.831,0.7095000000000002,0.033859996999999996,0.03906499899999999,0.06127500999999997,0.2386325055,0.11958001000000001,0.23,0.0,0.417,-20.568999999999996,1.287,2.595,-613675028.0,4909899776.0,7659400192.0,50266361856.0,1.09,0.2982,0.48,3.33,0.355766,1776297600.0,1.349,55365.4048538208,21790.855983392183,54741.859848976135,3557.1228,2.95238,21.0,,,0.65474,0.2251,False,False,,0.5,1479697.0,1853202.0,0.04669975820573449,22.73,8.38,58.3,127.51,-0.011262357901852038,0.4671401911433437,51.68083059927735,0.1658972803022074,0.3655094341672207,True,0.9193788164737277,,0.5,UK,True,True,55.29830203337666,75.61429855120059,85.80773241201142,61.56676117825353,40.150707809855355,2.461799660441426,67.22129783693843,38.93893893893894,50.0,,50.0,56.70556775424538,commodity,225,101447724156,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.4,-0.011802160181105137,17.4
SWED-A.ST,Swedbank AB (publ),Financial Services,Banks - Regional,Sweden,SEK,374758840777.5,-1.2139615000000035,1.9266904999999985,6.6038,-0.35707595000000003,5.4944334,17.322,,0.02327000500000001,-0.008955000499999997,0.25697747350000005,0.214442505,-0.42635,-0.093,-0.242,-0.104,,,,,316877996032.0,1122453028864.0,1181481566208.0,6.11,0.72470003,20.45,5.9,29.8,1774396800.0,0.542,349.79998779296875,220.63634575882423,333.5,340.4375,2.9375,16.0,,,0.17117001,0.52932,False,False,,0.5,2424101.0,1742933.0,0.14192472443669138,3.89,6.64,25.25,,-0.04659802276098424,0.1694725534837306,63.79998779296875,0.02359642370688686,0.14562116865909625,False,0.5095772280321842,,0.981,Nordic,True,True,,56.957442373412505,72.64631043256998,37.78349175553837,83.31172933641236,22.665534804753822,67.22129783693843,,50.0,,50.0,48.67158223666006,standard,468,55220475,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.2,0.002261710586026311,28.6
KGC,Kinross Gold Corporation,Basic Materials,Gold,Canada,USD,34617233059.060036,-14.730745500000003,-8.462399249999997,1.12,0.7379142000000001,4.3481884,4.184,-7.396999999999999,0.237499997,0.15613999950000002,0.250335,0.3969524955,0.23514999999999997,0.52,0.9219999999999999,1.291,-48.908,1.0110000000000001,1.79,2026254432.0,2184999936.0,756499968.0,33311059968.0,0.5,0.0574,0.15,1.8,0.04,1779321600.0,1.372,39.007696964686524,14.64845366950159,28.989999771118164,41.36364,1.66667,11.0,2.06,,0.0018000001,0.69061,False,False,,0.5,8863776.0,6819420.0,0.8273944967203508,-1.76,-14.01,3.4,,-0.25681334641820386,0.5005949169247998,38.02143413021548,-0.05439443669228472,0.02004968750620395,True,0.381717317360176,,0.838,US,True,True,,92.52097231485325,29.064178682499293,86.03610200461782,37.453244616639275,59.507640067911716,67.22129783693843,93.5935935935936,50.0,,50.0,56.66175175253107,commodity,228,197694984,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,-0.4,0.018249278888106346,69.5
ACCON.ST,Acconeer AB (publ),Technology,Electronic Components,Sweden,SEK,1671306685.4913788,,197.6627905,,0.35714432500000015,26.719105,28.993,-136.68800000000002,-0.22966000750000004,-0.1073,-0.42130998,-0.62040001,0.12597999999999998,0.20999999999999996,,,,4.6155,3.919,-908792796.0,67177000.0,0.0,1813518848.0,,0.0,,,,,1.26,26.899999618530273,4.599999904632568,21.950000762939453,6.5,,1.0,,,0.40527,0.10679,False,False,,0.5,423693.0,1632830.0,0.3331836646088667,55.23,98.46,109.05,,-0.1840148299549036,0.8508883768093077,66.61870546375329,0.5668275677229291,1.1537556588166753,True,0.7691436124724252,,0.5,Nordic,True,True,,17.12110992931635,77.57986994628216,60.525420676319484,40.009450625325556,95.16129032258065,11.896838602329451,,50.0,,50.0,48.62973775915622,standard,469,3404859,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-3.2,0.12676747143268585,96.2
RILBA.CO,Ringkjøbing Landbobank A/S,Financial Services,Banks - Regional,Denmark,DKK,36561275150.0,3.580591499999997,2.319089499999998,2.15,1.24277325,8.852959,11.1,,0.067280005,0.007955000000000004,0.34195749350000004,0.40115250500000005,-0.42635,-0.08499999999999999,-0.165,-0.049,,,,,4618790912.0,13522581504.0,45839904768.0,0.78,0.1302,12.0,0.81,12.0,1772668800.0,0.294,1695.301061709065,1308.2007237965474,1531.0,1803.3334,,3.0,,,0.00558,0.3745,False,False,,0.5,26288.0,32039.0,0.15246876306377444,-3.77,-7.02,9.24,,-0.09691556586617711,0.18399036509869324,44.15584415584415,-0.017531700805996198,0.012418032764024867,False,0.05462099908629465,,0.956,Nordic,True,True,,66.37741599121055,49.067005937234946,40.61234476117632,90.7752385516971,58.40407470288624,67.22129783693843,,50.0,,50.0,48.537175672876565,standard,473,7014394,False,1,SVAG,-8,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.2,-0.027685385197401047,7.3
ROKU,"Roku, Inc.",Communication Services,Entertainment,United States,USD,16677087611.76873,71.577181,21.357112,0.9305,3.3924611000000002,3.7810872,3.4,32.638,-0.09315749499999999,-0.040264998999999996,-0.08127000499999998,-0.14397500500000004,-0.010140000000000038,0.163,,,-58.61450000000001,1.7620000000000005,2.709,-143589856.0,2380218880.0,501116992.0,16881723392.0,,0.0,,,,,2.043,133.4600067138672,71.87999725341797,127.12000274658203,145.2963,1.48276,27.0,3.76,0.0926,0.00619,0.88465,False,False,,0.5,2568996.0,1829970.0,0.7992637061931094,2.86,35.13,31.34,,-0.047504897709752636,0.44537701732294077,48.9272309314921,0.11301207106796696,0.23546632581268634,False,0.5275419105387124,,0.838,US,True,True,33.40202142440948,22.347671166239518,82.41447554424654,79.60315921025577,38.348914910443874,73.5993208828523,11.896838602329451,40.84084084084084,50.0,23.908918406072104,50.0,48.51760595587885,standard,474,232625791,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.2,0.006421959958970547,36.8
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,USD,89476485469.5716,-10.201692500000002,-4.618927749999998,28.15,0.3383501999999998,6.6087017,6.402,-5.030999999999999,0.10581000700000001,0.10766999949999999,0.28502500000000003,0.4743124555,0.28664002999999993,0.5730000000000001,0.669,1.081,-55.897,1.3170000000000002,2.034,3462659424.0,3122657024.0,319219008.0,86673047552.0,1.01,0.1554,1.8,2.33,0.45,1788220800.0,0.568,254.6128673094245,113.53639266384602,178.94000244140625,254.2,1.90909,15.0,2.14,0.0101,0.00065,0.73335,False,False,,0.5,2479144.0,2083690.0,0.9391846674350299,-2.28,-23.51,3.26,,-0.29720754362368873,0.429523254538346,34.69424315059871,-0.07765957199811113,-0.018562342757431183,True,0.37191106007059377,,0.914,US,True,True,,91.01927399350267,24.130619168787106,87.06914540467545,59.48745766774806,41.001697792869265,67.22129783693843,88.28828828828829,50.0,93.7381404174573,50.0,56.417756291484864,commodity,234,372855494,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.7,0.03326457366347313,81.7
AC.MX,"Arca Continental, S.A.B. de C.V.",Consumer Defensive,Beverages - Non-Alcoholic,Mexico,MXN,378628913321.996,6.069280500000001,6.9234035,2.2842,1.0090801499999997,1.5086164,1.759,2.6700000000000017,-0.05062248999999998,0.003754995499999997,0.02747,0.03479999599999999,0.16768000000000005,-0.033999999999999996,-0.11800000000000001,-0.085,-73.60225,-0.08000000000000007,0.84,10982236288.0,36055470080.0,67171651584.0,440479285248.0,3.94,0.791,8.78,3.89,4.28,1775520000.0,0.031,231.0,170.99241071743992,222.9600067138672,237.22221,1.61111,18.0,,,0.45696,0.14064999,False,False,,0.5,1574344.0,1498402.0,0.8726056492356016,6.3,7.93,24.15,,-0.0348051657408347,0.23490163150985913,57.62133894595436,0.05528722972863642,0.14831617958257737,False,0.6319922323771788,,0.0,LatAm,True,True,76.50992410320768,56.09713100133801,74.46988973706532,23.008590446589245,73.7588218752919,22.495755517826826,67.22129783693843,77.07707707707708,50.0,,50.0,56.41629048672271,standard,235,17372353,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.4,0.006672386545687914,37.9
6501.T,"Hitachi, Ltd.",Industrials,Conglomerates,Japan,JPY,23733198522100.0,4.629121999999999,5.344842000000002,0.13,0.9420803000000002,2.2417767,2.135,0.3955000000000002,0.021649995000000005,0.011705000000000004,0.021199999999999997,0.05945000399999999,0.0039699999999999736,0.052000000000000005,-0.173,-0.114,-22.9465,-0.6504999999999999,0.793,1113324752896.0,1678783938560.0,1009037017088.0,22607831236608.0,1.1,0.2831,56.0,1.45,28.0,1790640000.0,0.497,6004.425743829508,3777.929085460556,5270.0,5914.2856,1.57143,14.0,,,0.01723,0.50909,False,False,,0.5,14377363.0,14317130.0,1.0121643662627038,7.95,1.42,12.53,,-0.12231406884900631,0.407056396009741,73.12741312741312,0.06820319901529137,0.10989216193080842,True,0.9717598912313654,,0.675,Japan,True,True,92.9665112874068,61.39898165587456,55.69691829233815,42.6734700477702,38.698187689491526,4.159592529711375,67.22129783693843,91.3913913913914,50.0,,50.0,56.41461330877418,standard,236,490433288,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,2.1,0.006053573917597532,35.3
RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,GBp,129006208577279.25,-0.9554515000000006,0.8933392500000013,5.63,0.7415212499999999,2.3040314,2.674,-1.8874999999999993,0.04658998700000002,0.03243499899999999,0.08002499999999999,0.05963250550000002,-0.09842997000000003,0.057999999999999996,-0.473,-0.053,-38.214999999999996,-0.16899999999999993,0.917,2849887360.0,9420000256.0,23747999744.0,154145144832.0,3.62,0.6054,3.0,7.48,1.917705,1772668800.0,0.63,113955.2051897049,53398.09719333658,102834.60490608215,7467.7485,2.6,20.0,,,0.17701,0.51685,False,False,,0.5,2913767.0,3224198.0,0.09607506824037652,10.77,15.42,51.29,83.89,-0.0975874710164395,0.25538694864383665,47.17751065098822,0.10743043095026827,0.3398406329524233,True,0.860280048199909,,0.5,UK,True,True,,65.7670595997813,79.26724171471703,34.77193652221,58.08165866616836,0.6791171477079796,67.22129783693843,70.87087087087087,50.0,,50.0,56.36511912493544,standard,237,331559127469,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.1,0.020707249641418457,73.5
105560.KS,KB Financial Group Inc.,Financial Services,Banks - Regional,South Korea,KRW,55544099144400.0,,-1.7433370000000012,0.74,,3.3707576,5.458,,-0.012880000000000003,0.007565000400000001,0.09225750250000003,0.227482515,-0.357915,0.091,0.031,0.115,,,,,139533874102272.0,172020872511488.0,89931909169152.0,2.94,0.273,4598.0,4.78,1143.0,1778112000.0,0.767,169620.12170272676,95514.197453125,156600.0,195750.0,1.4,20.0,,,0.02542,0.59575003,False,False,,0.5,1244411.0,1318284.0,0.9543178801351229,-1.78,-0.8,32.38,,-0.07676047848583434,0.37920891117067274,54.23728813559322,0.017861885684567813,0.1849421483155438,False,0.5910700326297939,,0.987,Asia,True,True,,56.16710052910513,65.30958439355386,68.00248321882428,44.10621178452646,2.2071307300509337,67.22129783693843,,50.0,,50.0,48.35066896829534,standard,483,150703590,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.0,-0.0026311338879168034,22.9
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,1745854116370.0,39.083063,28.52635075,,6.875840950000001,16.53271,16.089,33.04,0.013830005000000034,0.02924499999999999,0.11067500699999998,0.08335750250000001,0.20857001000000003,0.017,0.029000000000000012,0.134,-14.947999999999999,3.34725,3.132,-19033006080.0,34140000256.0,70000000.0,1698986459136.0,0.46,0.3101,30.0,1.14,30.0,1784764800.0,0.222,7039.446635250951,5636.5,6576.5,7055.5,2.56667,30.0,,,0.52044,0.29716,False,False,,0.5,317116.0,433580.0,1.5588739852504496,-1.12,1.58,1.33,,-0.06576463452861259,0.2189897906669637,30.4421768707483,0.02500120790076199,0.04079294289684343,False,0.1214224832568645,,0.728,India,True,True,32.379170214991106,73.71481373966046,56.940910376024874,56.794643338576336,89.81200566917478,15.110356536502549,67.22129783693843,39.53953953953954,50.0,,50.0,56.33296444015807,standard,239,34217266,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-2.5,-0.015001576393842697,15.8
TTC,The Toro Company,Industrials,Tools & Accessories,United States,USD,8711363673.904274,-4.279048000000003,-2.1271204999999984,1.46,1.7519241499999998,1.9246843,2.135,-1.4474999999999998,0.07657498500000001,0.029205002999999997,-0.03184999999999999,-0.038125010000000015,-0.11988000000000004,-0.018999999999999996,0.255,0.286,9.357999999999997,0.3025,0.656,-240420448.0,189000000.0,1195299968.0,9717663744.0,1.74,0.45810002,1.56,1.5,0.39,1781568000.0,0.734,104.74553656813659,65.72777801370492,89.87000274658203,110.5,2.2,4.0,5.3,0.0497,0.016549999,0.94348,False,False,,0.28,820084.0,876080.0,1.790018970726317,-4.46,-8.98,30.06,,-0.14201592076315417,0.2620903097609582,29.148782217428987,-0.036971967335384104,0.06263303130263687,True,0.33051122045888265,,0.903,US,True,True,,50.8682783834001,50.52304212609556,65.8885460505715,67.29089473471309,83.446519524618,67.22129783693843,31.33133133133133,50.0,43.92789373814042,28.000000000000004,48.2335105619426,standard,487,78733312,False,3,SVAG,-8,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.1,0.01774473860859871,68.6
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,Bermuda,USD,11838769259.374573,-13.104458800000003,-5.407295300000002,3.62,-1.6481228000000003,1.0216671,-0.724,,0.09827001500000002,0.036235,-0.00807250249999994,-0.10217249000000003,0.005869999999999986,-0.427,0.8719999999999999,0.726,-54.84250000000001,-0.3654999999999998,1.195,1703040864.0,30354900992.0,2332781056.0,-8390227968.0,0.59,0.0271,1.64,0.75,0.41,1781481600.0,0.228,318.20001220703125,230.70068254385896,277.69000244140625,328.06668,2.76471,15.0,3.42,0.0394,0.02258,0.97932,False,False,,0.5,346860.0,390750.0,0.7652078888484155,-7.22,-7.82,6.48,,-0.12730989381379365,0.2238556257948731,30.93437691670779,-0.07472813238381248,0.005530653085310311,False,0.014310364968605214,,1.0,US,True,True,,55.47676760887839,44.04862878145321,66.17231689899245,66.6580335763302,78.94736842105263,67.22129783693843,,50.0,50.56925996204934,50.0,56.18506954073764,standard,241,108507368,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.0,0.010202350094914436,47.8
OMF,"OneMain Holdings, Inc.",Financial Services,Credit Services,United States,USD,6298747555.925873,-9.658915500000003,-5.888154000000001,0.75,-0.8899968000000003,2.0719564,9.165,,0.103750005,0.010655000000000001,0.011637497500000066,0.004047510000000004,0.48182002999999995,0.03,-0.053000000000000005,0.061,595.7785,,,,834000000.0,22396000256.0,27860748288.0,7.7,0.62299997,4.2,8.75,1.05,1778457600.0,1.245,69.28119626938894,44.92300197881704,54.52000045776367,67.78571,1.9375,14.0,3.79,0.0372,0.0023100001,0.92644995,False,False,,0.5,1376720.0,1127380.0,0.8858897605284889,-1.82,1.15,-8.75,,-0.2130620804269704,0.2846689259345835,59.05226696603341,-0.0030594301340391983,-0.04616136294750117,True,0.6834362305907055,,0.982,US,True,True,,69.5086832485867,37.12185467910658,59.09115605713334,28.535606612270147,87.26655348047538,67.22129783693843,,50.0,53.510436432637576,50.0,48.160810768041905,standard,489,61464758,False,2,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.6,0.009344813413918018,44.9
EOAN.DE,E.ON SE,Utilities,Utilities - Diversified,Germany,EUR,47231386084.47027,-2.7162784999999996,-0.2786362500000008,0.9456,0.8088103499999999,0.6131,1.185,-1.4204999999999997,0.06503999499999996,0.01629,-0.04748500400000002,-0.021924994999999975,-0.09750999999999999,-0.21100000000000002,3.154,3.216,1.1574999999999989,0.15849999999999986,0.896,-3966876480.0,5426999808.0,43249000448.0,91304132608.0,3.2,0.41979998,0.57,4.26,0.57,1776988800.0,0.822,19.790293074469396,14.16573516708632,18.075000762939453,19.79444,2.16667,18.0,,,0.15,0.47873002,False,False,,0.5,4369713.0,4034340.0,0.16122140076857117,-1.58,-0.28,21.48,19.91,-0.0866734163600017,0.21104838970633344,44.700482432213086,-0.02003223673605392,0.08213781087437488,False,0.3563440569756446,,0.305,Europe,True,True,,48.912203740366955,62.11102551532554,51.204173294648925,72.74011702009527,53.90492359932089,67.22129783693843,23.823823823823822,50.0,,50.0,56.15176779119896,standard,242,78754354,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,1.4,0.017465481534600258,67.5
DANSKE.CO,Danske Bank A/S,Financial Services,Banks - Regional,Denmark,DKK,265813570020.8915,-1.299060500000003,-0.839230500000002,6.0741,-0.42209684999999997,4.6910486,20.985,,-8.999500000000937e-05,-0.013025000299999999,0.19441749350000004,0.20356254499999998,-0.42635,-0.052,-0.12300000000000001,-0.012,,,,,629637971968.0,1549290045440.0,1189071552512.0,5.11,0.605,16.94,5.27,6.14,1777852800.0,0.578,337.5,227.51571341331132,328.3999938964844,362.8125,1.9375,16.0,,,0.22231,0.33153,False,False,,0.5,1183297.0,1329708.0,0.1066149322153948,2.25,7.56,26.11,,-0.02696298104745365,0.1988147698143288,59.279767153060675,0.03365415814945871,0.1624347715837926,False,0.5393163796908425,,0.719,Nordic,True,True,,52.463611211505295,75.41702007350862,38.27438055617636,79.18503914135914,25.21222410865874,67.22129783693843,,50.0,,50.0,48.10675553293441,standard,493,62444682,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.2,0.0012855250388383865,27.5
DOL.TO,Dollarama Inc.,Consumer Defensive,Discount Stores,Canada,CAD,47555075974.24652,12.757240500000005,14.505978500000001,2.0453,29.499235900000002,6.554119,7.263,16.277,0.822362495,0.0901950025,0.11215,0.11790999599999999,0.06255,0.08100000000000002,-0.0010000000000000009,0.004,287.96225000000004,0.07199999999999984,0.282,321307584.0,340488000.0,5395701760.0,52695822336.0,0.27,0.089499995,0.48,0.27,0.12,1776384000.0,0.367,209.7031109052769,165.88509333564406,174.67999267578125,197.8125,2.0,16.0,2.79,,0.020399999,0.45609,False,False,,0.5,746887.0,766920.0,0.749706094814521,0.39,-12.58,-12.53,,-0.16701286918588265,0.23017357793984247,49.55488867814892,0.006677286650194736,-0.06710081036595394,True,0.5101199308885185,,0.904,Canada,True,True,46.35940044522134,83.16627297917086,27.650551314673454,60.10551748648264,56.323104389758484,53.82003395585738,67.22129783693843,54.154154154154156,50.0,,50.0,56.061079124063035,standard,244,97794873,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.1,0.0223788321018219,74.5
STAN.L,Standard Chartered PLC,Financial Services,Banks - Diversified,United Kingdom,GBp,56333462594199.62,3.636807499999998,2.2661494999999983,1.0254,-0.4385587500000001,2.1600134,-7.212,,-0.03456999499999999,-0.012320000099999999,0.02695747750000005,0.030547519999999995,-0.37966999,0.024999999999999994,0.16999999999999998,0.195,,,,,386666987520.0,189356998656.0,-149352726528.0,2.2,0.2969,0.45,2.18,0.49,1773878400.0,0.595,26105.3313703537,14493.991523911289,25771.616328716278,2100.6633,2.35714,14.0,,,0.01202,0.73094004,False,False,,0.5,9153361.0,13035988.0,0.08926142360825325,9.31,22.3,22.84,73.1,-0.012783405692233463,0.29068569996135607,72.42760363669564,0.1467156245484309,0.24118943225494927,True,1.0090888494174384,,0.747,UK,True,True,,38.602953311120956,83.91013220658154,63.10408700047593,62.39640974249488,2.122241086587436,67.22129783693843,,50.0,,50.0,48.00966795393332,standard,497,335958481202,False,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.4,0.022417671978473663,74.7
