ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,insider_recent_date,earnings_surprise,bb_position,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
ON,ON Semiconductor Corporation,Technology,Semiconductors,United States,USD,47286245157.29986,55.899902999999995,8.341458249999999,0.4024,0.42093399999999903,7.79915,7.786,4.638499999999999,-0.071862504,0.004679999999999997,-0.013272498500000007,0.04418000000000001,-0.02285499499999999,-0.0855,,,-5.140499999999996,3.178,2.797,470318720.0,2403599872.0,3245799936.0,47203852288.0,12524100000.0,,5995400000.0,,,751100000.0,,121000000.0,1759800000.0,,0.0,,,,,1.977,134.9199981689453,44.560001373291016,121.62000274658203,107.14815,2.19355,27.0,2.38,0.1104,0.00337,1.08903,False,False,,0.45,11397811.0,13406040.0,1.6379972100931894,14.71,105.13,122.91,,-0.09857690188899337,0.5541419558882633,50.61154602934592,0.15172202386113964,0.775282710344362,False,,0.707,0.5342653239373262,US,True,True,60.10655639637484,46.46076199666082,86.57289002557546,39.9576902837895,37.23646204893648,53.87894288150042,11.884904086738949,60.120240480961925,50.0,20.076481835564053,45.0,56.42510708614869,standard,236,1630442622,False,49.9,False,66.72226855713093,54.8790658882402,16.263552960800666,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
HEI.DE,Heidelberg Materials AG,Basic Materials,Building Materials,Germany,EUR,32609899442.05307,-4.764484499999998,-1.4148032500000003,1.9691,0.08510795000000004,1.513066,1.832,-1.6240000000000006,0.002607497499999993,0.019464998,0.0207624905,0.05198749749999999,0.26621999999999996,-0.09699999999999999,-0.365,0.039,-7.344999999999999,-0.47250000000000003,0.772,948698560.0,2639399936.0,8386699776.0,39493500928.0,36139000000.0,,21460200000.0,,,3058700000.0,,1940900000.0,3254800000.0,1.95,0.29540002,3.6,3.1,3.6,1778716800.0,0.91,237.06012981725166,156.56947442581472,184.89999389648438,225.10526,1.84211,19.0,,,0.284,0.45806,False,False,,0.5,416455.0,382313.0,1.8268084761786947,7.28,13.58,-15.65,6.19,-0.22002913759043852,0.3635373603896967,49.00661945728361,0.017731498375167964,-0.05292158670559166,True,,0.5,0.6234200544275272,Europe,True,True,,66.6465728951003,41.80119195663906,25.550361010554322,34.24129390940961,60.187553282182435,67.13928273561301,75.75150300601202,50.0,,50.0,47.663186288234286,standard,517,81075429,False,62.3,False,80.15012510425355,61.05087572977481,70.55879899916597,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0
ENPH,"Enphase Energy, Inc.",Technology,Solar,United States,USD,6890410780.713501,18.235808,1.547494249999997,1.3831,0.14365499999999898,4.922422,4.695,18.268499999999996,-0.005672499999999983,-0.041340001,-0.011452498500000005,-0.22938999999999998,-0.17771501500000003,-0.3385,,,6.051500000000004,2.104,2.714,-720242008.0,930641024.0,612126976.0,6571896832.0,3509792000.0,,1472985000.0,,,164657000.0,,172133000.0,136540000.0,,0.0,,,,,1.572,73.73999786376953,25.780000686645508,52.279998779296875,47.93462,2.51613,26.0,2.68,0.24430001,0.03049,1.0109401,False,False,,0.767,7839243.0,7862070.0,1.6151476708422587,11.8,17.11,64.09,,-0.2910225075422268,0.8447164530352257,34.71482893042864,0.13021218203758345,0.33274527456993974,False,,1.0,0.2531415936838097,US,True,True,15.760962222953369,26.558828250544394,62.94401818698494,48.35876704517971,47.423119118976906,86.35976129582268,11.884904086738949,10.92184368737475,50.0,15.353728489483748,76.7,46.407674757741056,standard,568,411029010,False,47.0,False,28.065054211843204,86.65554628857382,29.941618015012512,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.0
ACCON.ST,Acconeer AB (publ),Technology,Electronic Components,Sweden,SEK,1480191422.7439651,,175.1036345,,0.11827464999999915,23.663754,22.59,-109.87349999999999,-0.22616999999999998,-0.10738,-0.42094498300000005,-0.616885005,0.12597999999999998,0.21149999999999997,,,,4.648000000000001,3.919,-908792796.0,67177000.0,0.0,1413014400.0,274535000.0,,57873000.0,,,-18606000.0,,-20149000.0,-20329000.0,,0.0,,,,,1.337,26.899999618530273,4.599999904632568,19.440000534057617,6.5,,1.0,,,0.40527,0.10679,False,False,,0.5,511239.0,711152.0,0.2294887524075612,29.43,77.05,73.57,,-0.2773233899726072,0.8692608614984468,43.80040558076362,0.23848480305095499,0.8056301085386688,False,,0.5,0.4664318906720772,Nordic,True,True,,17.099709905864444,72.5007080147267,60.40682472208832,39.04017862909453,95.66326530612244,11.823480432972524,,50.0,,50.0,46.98827481312499,standard,546,1464994,False,44.5,False,28.059950041631975,97.50208159866777,2.5811823480432974,50.041631973355535,50.041631973355535,50.041631973355535,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0
6723.T,Renesas Electronics Corporation,Technology,Semiconductors,Japan,JPY,8164326294000.0,,-8.918330499999998,2.5544,0.033824325000000155,5.8621116,6.51,6.503000000000001,-0.14077000500000003,-0.00066,-0.1084475,0.09579498625000005,0.26244500000000004,0.232,1.585,1.621,19.4045,-0.5298749999999998,0.865,136445749248.0,307907002368.0,1205048967168.0,9067115315200.0,,,,,,,,,,0.62,0.3081,28.0,,28.0,1766966400.0,1.192,4689.0,1635.0516868465108,4500.0,3489.2307,1.84615,13.0,,,0.09187,0.54263,False,False,,,15272030.0,18729040.0,0.66,,,,,,0.6837,75.1,,,True,,0.512,0.8916164869651736,Japan,True,,67.12272925963953,46.52047854438909,,77.86015629837036,32.33817597411071,9.581646423751687,67.60471204188482,70.86743044189852,50.0,,50.0,55.098424643703495,standard,153,525722552,False,,,,,,,,,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.0
7014.T,"Namura Shipbuilding Co., Ltd.",Industrials,Aerospace & Defense,Japan,JPY,259453635030.0,-14.576212,,,-0.6637412000000004,1.6314248,1.004,-10.5595,0.0469500099999999,0.0295599980000001,0.0569550099999998,0.0752599975,-0.1109500049999999,0.136,0.671,0.674,-14.185,0.0660000000000001,1.741,-36500873216.0,121724002304.0,21482000384.0,159670714368.0,,,,,,,,,,1.61,0.1609,60.0,2.79,30.0,1790640000.0,0.012,6009.756206921408,1996.7174127833607,3735.0,5750.0,1.0,2.0,,,0.18179001,0.48379,False,False,,,1361180.0,1458570.0,0.96,,,,,,0.7159,30.2,,,True,,0.838,0.1767094172600928,Japan,True,,,59.59864750234342,,77.56072019725869,52.767173688041055,29.1497975708502,67.60471204188482,4.241435562805873,50.0,,50.0,59.025258292544784,standard,79,35410433,False,,,,,,,,,5,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.0
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,17242011746.922485,6.754044999999998,6.059322,0.76,-4.629865500000001,2.4383752,2.411,-5.372999999999999,-0.1086600099999998,-0.02619,-0.0628600009999999,-0.1042499999999999,-0.354255,0.275,2.856,2.945,-32.14099999999999,0.4109999999999997,1.698,-1109590244.0,1848499968.0,1617483008.0,17046626304.0,,,,,,,,,,0.48,0.191,0.33,0.99,0.084,1780444800.0,2.306,79.2300033569336,17.58089519827977,69.55999755859375,75.5,2.2,8.0,1.43,0.122200005,0.49805,0.51129,False,False,,,4317722.0,4849820.0,0.74,-2.25,81.75,,,-3.35,0.7051,55.7,15.45,,False,,1.0,0.3743826562184806,US,True,,,15.694986139535647,69.054441260745,93.5473792891843,25.340060296410616,79.75708502024291,67.60471204188482,13.70309951060359,50.0,15.80547112462006,50.0,55.61329610821446,standard,139,337353467,False,,,,,,,,,3,SVAG,-8,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
2382.HK,Sunny Optical Technology (Group) Company Limited,Technology,Electronic Components,China,HKD,90015851518.12134,-3.595419,0.9528900000000012,1.1026,0.0751647000000002,2.0822964,1.708,-3.523,0.057350002,0.00043,-0.014245004,-0.06538,-0.1796099899999999,0.213,0.838,0.847,1.0870000000000033,0.126,1.273,-9938504704.0,23019640832.0,6244099072.0,73855975424.0,,,,,,,,,,1.44,0.115100004,1.21,0.75,1.206,1780617600.0,1.029,91.4000015258789,51.5,83.80000305175781,81.09749,1.83333,23.0,,,0.39202,0.32641998,False,False,,,14808574.0,27609006.0,0.44,,,,,,0.4335,79.2,,,True,,0.5,1.235739899418182,Asia,True,,,39.2109257493091,,71.2345654492549,55.24762533897666,47.233468286099864,67.60471204188482,7.177814029363784,50.0,,50.0,54.22186249544891,standard,175,296145253,False,,,,,,,,,4,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
S58.SI,SATS Ltd.,Industrials,Airports & Air Services,Singapore,SGD,5686837504.082701,3.8558470000000007,0.0,0.6952,-0.5219624000000002,0.8962,1.459,-7.609,-0.04927,0.0092949999999999,-0.348170003,-0.00389,0.09529998,0.089,0.235,0.241,50.08650000000001,-0.037,0.9,-162268736.0,752499968.0,4136100096.0,9256838144.0,,,,,,,,,,1.82,0.2926,0.07,3.67,0.05,1784678400.0,0.521,4.0,2.8721846536222984,3.849999904632568,4.42333,1.22222,9.0,,,0.0070499997,0.53153,False,False,,,6524941.0,8709400.0,0.78,,,,,,0.2611,93.5,,,True,,0.5,1.1983231661230165,Singapore,True,,,36.86907035939622,,56.74989022022601,60.6117959830144,92.03778677462888,67.60471204188482,29.526916802610113,50.0,,50.0,53.2412482585311,standard,206,24813080,False,,,,,,,,,3,SVAG,-8,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
IONQ,"IonQ, Inc.",Technology,Computer Hardware,United States,USD,26901565038.44705,151.57191500000002,-91.447793,,-3.0274333000000007,143.76791,133.137,-57.247,-0.0958599999999998,-0.1985300099999999,1.624269895,-4.18135,-0.1374149699999999,7.547,,,-66.931,12.453,13.123,-1153804120.0,2033469952.0,30443000.0,24912271360.0,,,,,,,,,,,0.0,,,,,3.052,84.63999938964844,25.88999938964844,72.06999969482422,67.63692,1.38462,13.0,1.89,0.1974,0.00748,0.55818003,False,False,,,29369060.0,33943530.0,0.76,26.76,86.51,,,-7.53,0.967,60.8,42.77,,True,,0.649,1.0213729128679212,US,True,,,28.32698512852637,61.60458452722063,73.59357355507649,33.79278564296869,71.7948717948718,12.172774869109947,18.270799347471453,50.0,5.167173252279635,50.0,51.387684542951746,standard,264,2446310197,False,,,,,,,,,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
8001.T,ITOCHU Corporation,Industrials,Conglomerates,Japan,JPY,13528976003753.0,-11.467335,-20.5380897,2.3237,-0.6765760000000001,0.9126963,1.22,0.0195000000000007,0.00707,-0.0167900019999999,-0.0180650019999999,-0.0757800024999999,-0.1710900049999998,0.041,-0.03,-0.043,36.377,-0.4719999999999998,0.866,477399384064.0,801460977664.0,4758068789248.0,18083878010880.0,,,,,,,,,,2.27,0.32810003,44.0,2.59,22.0,1790640000.0,0.539,2262.110620762493,1415.5348683254356,1935.5,2457.6924,1.69231,13.0,,,0.09472,0.40054,False,False,,,15674941.0,16227610.0,2.185501890248811,-0.23,-10.77,8.43,,-0.1443831339478888,0.2585137632184318,43.44827586206897,-0.0308812546348878,0.0311931362044539,False,,0.271,0.2789155893153496,Japan,True,,85.34792641838885,30.16470450253707,55.41280257982356,32.189905392585906,56.37225458754388,7.152496626180836,67.60471204188482,79.44535073409462,50.0,,50.0,50.618137170082356,standard,308,204155505,False,,,,,,,,,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
8002.T,Marubeni Corporation,Industrials,Conglomerates,Japan,JPY,8510732103984.0,-10.84768,-6.811807000000002,2.9168,-0.7786586,1.0296268,1.273,7.029499999999999,0.0029899999999999,-0.0280600019999999,-0.0130050039999999,-0.0899500025,-0.1953500049999998,0.011,0.449,0.434,23.576,-0.4149999999999998,0.647,170404626432.0,551271989248.0,2409977085952.0,10521893928960.0,,,,,,,,,,2.21,0.32569999,115.0,3.49,57.5,1790640000.0,0.7,6264.731023597445,2729.8932999882777,5196.0,6263.077,2.14286,13.0,,,0.10301,0.48423,False,False,,,5404885.0,4948640.0,1.6536949667334928,-12.47,-9.48,38.45,,-0.1705948778282485,0.3367369986078684,41.74107142857142,-0.088350190789141,0.133385753476722,False,,0.587,0.1966448189301485,Japan,True,,64.54150852139982,27.713482820873462,60.59821028163759,60.07650550530829,51.798436847679504,9.176788124156547,67.60471204188482,68.18923327895595,50.0,,50.0,50.5770387106733,standard,309,167135367,False,,,,,,,,,5,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
6594.T,Nidec Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,3200497059320.0,2.10000000002708e-05,-8.800273,1.1817,-0.9104997,1.223289,1.37,-0.9194999999999992,-0.0688999999999999,-0.0200199999999999,-0.0329449999999999,-0.0499800024999999,-0.1447000049999998,0.029,1.087,1.082,10.283,-0.1799999999999998,0.965,-7254622208.0,344454987776.0,712031993856.0,3584853803008.0,,,,,,,,,,1.92,0.1907,40.0,1.01,20.0,1774828800.0,1.009,3296.0,1797.0,2792.0,2622.111,2.22222,9.0,,,0.13307999,0.45598,False,False,,,7794208.0,7966300.0,0.9529815883060738,13.27,18.81,36.66,,-0.1529126213592233,0.5375952847597097,51.278928136419005,0.1687485348782693,0.1639043739167862,True,,0.202,0.7714911286552021,Japan,True,,,24.67949369528435,79.70015028430778,58.01357193577327,43.60915194835653,13.765182186234817,67.60471204188482,41.598694942903755,50.0,,50.0,50.54507153377528,standard,311,144572412,False,,,,,,,,,5,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
PAAS,Pan American Silver Corp.,Basic Materials,Gold,Canada,USD,23258520321.46454,-9.6536655,-6.545651749999998,7.02,0.09627659999999993,5.8146305,5.623,-2.555999999999999,0.09078999700000001,0.0587799995,0.206955,0.3270324955,0.10518996000000003,0.405,0.899,1.704,-45.623,1.009,2.065,479867104.0,1614000000.0,845000000.0,22490519552.0,,,,,,,,,,1.12,0.1703,0.62,1.88,0.18,1779148800.0,1.486,69.57894264347738,25.40988615906131,55.20000076293945,73.125,1.77778,8.0,0.7,,0.00065,0.61180997,False,False,,0.5,6070890.0,4004540.0,0.79,5.91,-10.75,,,-21.91,0.6201,29.1,-3.69,,False,,0.776,0.39915661366540445,US,True,True,,81.36714941147198,11.389684813753583,84.46555100518343,33.98372021295142,74.49392712550608,67.60471204188482,73.2463295269168,50.0,,50.0,50.34193235558134,commodity,323,221050611,False,,,,,,,,,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.0
TECHM.NS,Tech Mahindra Limited,Technology,Information Technology Services,India,INR,1314317748290.9875,-13.758166999999998,-10.380888000000002,1.86,-2.3925097,2.3133125,2.214,-19.142000000000003,-0.0312199999999999,0.0,-0.036869988,-0.0500899999999999,-0.0817000199999999,0.126,0.159,0.16,-7.734000000000002,0.3339999999999999,1.504,27357906944.0,84408999936.0,21862000640.0,1257657597952.0,,,,,,,,,,3.44,0.8304,51.0,2.32,36.0,1782950400.0,0.178,1854.0,1304.0999755859375,1483.9000244140625,1584.15,2.25,40.0,,,0.36967,0.45154998,False,False,,,2402923.0,3047211.0,1.824482722862417,1.65,2.98,-0.72,,-0.199622424803634,0.2530871928715078,52.89875610140136,0.0369947122649889,-0.00349701780671,True,,0.098,0.8081640185352194,India,True,,,32.645833996277815,60.9257376426246,48.81556385401279,76.7116146783846,17.813765182186234,67.60471204188482,73.89885807504079,50.0,,50.0,50.15000163153933,standard,335,54261078,False,,,,,,,,,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0
6963.T,"ROHM Co., Ltd.",Technology,Semiconductors,Japan,JPY,2106979406602.0,,39.286715,8.67,0.0497785999999998,4.379067,4.309,14.9725,,,-0.408065,-0.1110900024999999,-0.0989500049999999,,,,22.913000000000004,2.0,2.629,,434193006592.0,399999991808.0,2073077219328.0,,,,,,,,,,0.92,2.2183,50.0,2.12,25.0,1774828800.0,0.657,5550.0,1501.707378372569,5458.0,3280.0,2.9,10.0,,,0.16138001,0.44935,False,False,,,5814720.0,5533510.0,1.01,47.41,92.25,,,-2.12,0.5653,77.6,38.49,,True,,0.713,0.981501456978028,Japan,True,,,17.903733693207375,71.70487106017191,58.83507853403142,59.38490841409655,15.24966261808367,29.581151832460733,,50.0,,50.0,49.84934066082201,standard,352,196312334,False,,,,,,,,,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
6479.T,MINEBEA MITSUMI Inc.,Technology,Electronic Components,Japan,JPY,1832078757678.0,-8.110918000000002,-2.288990000000002,1.07,-0.6915699000000001,1.100753,1.261,-3.5265000000000004,-0.01288,-0.006090002,-0.0193050019999999,0.0258800074999999,-0.1623800149999999,0.153,2.142,2.142,23.146,-0.0799999999999999,0.97,-97354997760.0,227522002944.0,482491006976.0,2099107725312.0,,,,,,,,,,1.32,0.2028,60.0,1.51,30.0,1790640000.0,0.941,4617.0,1861.3820131373789,4562.0,3696.0,1.73333,15.0,,,0.062319998,0.60813,False,False,,,2431498.0,2727570.0,0.89,,,,,,0.461,76.7,,,True,,0.34,0.9427720790907343,Japan,True,,,37.076444241596064,,70.00941851989255,46.144260707413025,16.194331983805668,67.60471204188482,18.107667210440457,50.0,,50.0,49.40325425990439,standard,374,80880633,False,,,,,,,,,4,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
2317.TW,"Hon Hai Precision Industry Co., Ltd.",Technology,Electronic Components,Taiwan,TWD,4046554857458.0,0.8884499999999993,-2.053048999999999,1.2817,-0.3531426,0.47171867,0.467,-5.587,0.0008799979999999,-0.0014299999999999,-0.098575004,-0.11494,-0.31497999,0.289,0.181,0.186,46.729,0.011,1.002,27957302272.0,1578088923136.0,1324930564096.0,4009132032000.0,,,,,,,,,,2.01,0.4328,5.8,3.81,5.799984,1751414400.0,0.721,289.0,145.7081769099001,289.0,312.77777,1.55,18.0,,,0.1311,0.28958,False,False,,,76248400.0,90021361.0,0.9,15.58,30.8,,,-5.18,0.3906,72.4,26.24,,True,,0.698,1.2627025381423658,Asia,True,,,25.399921143701214,60.24355300859599,66.69649401806987,50.28801114454613,12.415654520917679,67.60471204188482,53.67047308319739,50.0,,50.0,49.35239347171922,standard,376,806501373,False,,,,,,,,,5,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,Israel,USD,14048955652.817673,-19.3289325,-10.485005999999998,1.2942,-3.408231000000001,5.097589,4.842,-4.356,0.17152,0.00767,0.2591999950000001,0.11313,0.37811501,0.048,0.058,0.004,2.5829999999999984,0.2539999999999999,1.754,-332156256.0,2768800000.0,1973500032.0,13344435200.0,,,,,,,,,,,0.0,,,,,0.428,233.77999877929688,112.2300033569336,135.0500030517578,144.32259,2.23684,31.0,1.92,0.048499998,0.23913,0.78522,False,False,,,1432471.0,1569530.0,1.07,21.43,-12.93,,,-29.94,0.44,80.8,4.22,,True,,1.0,0.9057551049764704,US,True,,,79.37831627558246,6.948424068767908,58.38617102911477,65.76181144550998,81.64642375168691,12.172774869109947,25.774877650897228,50.0,40.577507598784194,50.0,49.214788701355396,standard,384,211965031,False,,,,,,,,,6,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0
NOKIA.HE,Nokia Oyj,Technology,Communication Equipment,Finland,EUR,70228279445.26645,60.97291100000001,11.6317575,1.3984,-2.0632647,3.4869897,3.373,8.9065,-0.1416400029999999,-0.041659999,-0.0547599979999999,-0.0801399999999998,0.0,0.024,,,-40.825,0.0,1.288,724374976.0,5830000128.0,3324999936.0,67439972352.0,,,,,,,,,,1.11,1.0,0.14,2.45,0.04,1777248000.0,0.765,14.225000381469728,3.365849256515503,12.579999923706056,9.37455,2.56522,22.0,,,0.06509,0.39359,False,False,,,18291358.0,13868564.0,0.5,18.91,92.7,,,-8.14,0.5227,60.6,33.39,,True,,0.716,0.6617052328157493,Nordic,True,,56.53401591972916,23.01821968419295,60.95988538681948,53.913594233504924,42.217356003613396,53.57624831309041,67.60471204188482,60.1957585644372,50.0,,50.0,49.10701287585492,standard,390,188423857,False,,,,,,,,,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0
CRM,"Salesforce, Inc.",Technology,Software - Application,United States,USD,156510904998.7793,-11.104910000000004,-9.963799,0.9313,-3.860751500000001,3.654321,4.371,-5.116999999999999,-0.0396399999999999,-0.0131900000000001,0.0627899950000001,0.0542,0.27792497,0.133,0.522,0.367,56.74100000000001,-0.813,0.615,15490556192.0,11836999680.0,42547998720.0,187221901312.0,,,,,,,,,,0.92,0.19559999,1.76,,0.44,1775692800.0,1.139,275.1853299694128,163.52000427246094,191.1000061035156,255.54654,1.62264,52.0,5.01,0.088599995,0.029849999,0.94214,False,False,,,13634031.0,16787530.0,1.4,14.0,7.16,,,-21.09,0.4466,72.6,15.79,,True,,1.0,0.9778850700042876,US,True,,,51.8091035081355,34.02578796561605,80.58432969030436,28.420022831751574,36.30229419703104,67.60471204188482,96.90048939641109,50.0,22.492401215805472,50.0,49.06134316549331,standard,393,3208097085,False,,,,,,,,,6,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.0
STMPA.PA,STMicroelectronics N.V.,Technology,Semiconductors,Netherlands,EUR,52394414641.59611,394.2627075,8.138608,0.7104,-1.4029170000000004,4.232866,4.121,3.9730000000000016,-0.1581099999999999,-0.0433600009999999,-0.0868100009999999,-0.1129050029999999,-0.0681299899999999,0.23,-0.333,-0.339,-43.421,1.989,2.223,-836000000.0,4570999808.0,2783000064.0,51009413120.0,,,,,,,,,,0.53,2.25,0.31,0.81,0.09,1782086400.0,1.513,61.630001068115234,18.06617474464244,58.95000076293945,50.90115,2.04762,21.0,,,0.27526,0.32657,False,False,,,3444570.0,3580592.0,2.8196556495959584,31.82,104.98,203.18,166.8,-0.043485319791148,0.4809232071748497,66.77657970396874,0.4132456357216814,1.0938112874768988,True,,0.163,0.8193460293426683,Europe,True,,42.30877060670399,18.3439410511284,95.89113192815873,28.657030452322648,40.781561440530744,58.83940620782726,29.581151832460733,30.505709624796083,50.0,,50.0,49.059816757398956,standard,394,227961973,False,,,,,,,,,4,NEUTRAL,0,UPPTREND,False,1,0.1428571428571428,LÅG,VÄNTA,0.0
STN.TO,Stantec Inc.,Industrials,Engineering & Construction,Canada,CAD,11882358660.287094,-9.481154999999998,-6.719283000000001,1.39,-1.13813695,1.7905636,2.127,-3.5540000000000003,-0.00461,-0.0016049999999999,-0.028199994,-0.038265005,0.1549549899999999,0.091,0.105,0.107,19.607499999999995,-0.0199999999999999,1.29,114396224.0,357700000.0,2588000000.0,14112658432.0,,,,,,,,,,0.9,0.21450001,0.94,0.85,0.245,1782777600.0,0.721,159.44182683388075,99.66999816894533,104.16999816894533,148.54546,1.63636,11.0,6.49,,0.00071999995,0.80129,False,False,,,410787.0,623720.0,1.705703654437274,-14.97,-17.35,-22.63,,-0.3466582750743445,0.2748645197050377,28.93080803170757,-0.1156428469213823,-0.224952784232512,False,,0.683,0.2933356189449725,Canada,True,,,42.82310338024404,31.571343966204854,56.73683159462694,61.978677732662355,84.61538461538461,67.60471204188482,54.97553017944535,50.0,,50.0,49.0068964549411,standard,396,47430225,False,,,,,,,,,3,SVAG,-8,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0
RENT3.SA,Localiza Rent a Car S.A.,Industrials,Rental & Leasing Services,Brazil,BRL,44328764885.25523,2.1050739999999983,-5.351914000000001,0.58,-1.2469766,1.0479499,1.822,0.1105,-0.1065099999999999,-0.0065599999999999,-0.0254900000000001,0.0111999999999998,-0.0806599999999999,0.212,0.394,0.449,58.2805,-0.3189999999999999,0.931,6030320256.0,9664792576.0,43697315840.0,80050249728.0,,,,,,,,,,4.97,0.9949,2.09,2.79,0.522119,1774828800.0,0.27,53.34999847412109,31.53084182739257,42.02000045776367,59.06,1.6,15.0,,,0.17875,0.82526,False,False,,,9758911.0,8475330.0,0.85,-15.13,-18.76,,,-22.56,0.4395,35.8,-12.7,,False,,0.217,0.191300663290483,LatAm,True,,96.8813685064802,32.90600250388447,5.873925501432665,60.429929960093865,48.56165635008947,62.34817813765182,67.60471204188482,95.92169657422512,50.0,,50.0,48.71477819501454,standard,417,64104007,False,,,,,,,,,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,United States,USD,5547256117.976692,,11.145357,,-4.542871600000001,5.388022,4.783,-38.969,-0.42228001,-0.1496499999999999,-0.4283900049999999,-0.4518299999999999,0.23395505,0.208,,,,-0.162,1.246,-794049488.0,656787008.0,0.0,5016614400.0,,,,,,,,,,,0.0,,,,,0.785,21.39999961853028,11.8100004196167,16.549999237060547,19.33333,1.81081,33.0,3.34,0.069,0.0063899998,0.84556997,False,False,,,8668138.0,12317560.0,3.14551270851788,12.59,26.14,1.97,,-0.2266355358843141,0.4678833617632491,49.67319507754371,0.1092938879000682,0.0590779429235646,False,,0.163,0.4366811091470199,US,True,,,17.939120937135286,72.10137857609898,45.3021653687653,39.766616561885506,92.3076923076923,12.172774869109947,6.525285481239804,50.0,27.659574468085108,50.0,48.43413219956638,standard,435,203855609,False,,,,,,,,,1,SVAG,-8,UPPTREND,False,0,0.0,LÅG,VÄNTA,0.0
