ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,insider_recent_date,earnings_surprise,bb_position,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,2452664210620.0,57.8817315,38.98071075,,9.410812575000001,21.840286,21.553,41.5385,,,0.13031500200000004,0.1744149825,0.19540996,0.19050000000000003,0.49550000000000005,0.655,-15.9545,,,,32330000384.0,70000000.0,2420404125696.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.33,0.3101,30.0,0.62,30.0,1784851200.0,0.22,9270.0,5613.352076705792,9239.0,8447.0,2.72414,29.0,,,0.51993,0.30234,False,False,,0.5,440086.0,360473.0,1.5566557464045776,17.92,42.0,45.06,,-0.003344120819849028,0.23488397468618738,82.53638253638253,0.20599543126201048,0.3825552676792896,True,,1.0,1.1392942892269364,India,True,True,,81.62393162393163,96.81284898676203,84.44180839993582,86.76968410811196,39.38053097345133,66.4010067114094,,50.0,,50.0,78.85913648551697,standard,2,34917280,False,35.8,False,47.23154362416108,7.466442953020135,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,1.3
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,Brazil,BRL,,-4.244229500000003,-1.3230712499999981,4.1495,0.5168087499999999,1.0848721,1.575,1.820500000000001,0.15949750000000001,0.02524249949999999,0.1751900005,0.23467499500000003,0.20711001000000007,0.11099999999999999,-0.10200000000000009,0.968,12.052499999999991,-0.544,0.535,91592332544.0,53764001792.0,366532984832.0,864021905408.0,222337000000.0,,89195000000.0,,,27758000000.0,,19634000000.0,36047000000.0,10.16,0.2872,4.34,22.25,1.348143,1787529600.0,-0.218,47.66194994758826,26.715398393522193,,55.56667,1.61538,12.0,,,0.0,0.58638,False,False,,0.5,40051769.0,51912120.0,0.9000380708911841,,,,,,0.25589549343494117,69.63115928329049,,,True,,0.768,,LatAm,True,True,91.60737253236101,83.36793549858223,,65.64908865019439,67.36862023784164,,66.4010067114094,96.85534591194968,50.0,,50.0,76.52425011840563,standard,7,,True,53.8,False,47.23154362416108,50.041946308724825,79.61409395973155,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,1.2
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,,-12.555898000000003,-14.003486,0.1374,4.8026970250000005,11.670754,11.485,-3.5380000000000003,0.50686,0.2816749985,0.447435002,0.65256753,0.2700699999999999,3.2874999999999996,13.368,13.983,-45.569,1.754,2.927,6730003072.0,26022000640.0,6376000000.0,1036777029632.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0112,0.53,0.33,0.15,1783296000.0,2.213,1254.8069810301963,114.06691350045408,,1513.409,1.3617,44.0,0.7,0.026600001,0.00238,0.79977,False,False,,0.443,45729582.0,26929110.0,0.7487507244821405,,,,,,0.8177361720385723,57.728705131888994,,,True,,1.0,,US,True,True,,95.01792732959453,,98.01478044232663,31.657535547628445,,24.07718120805369,54.71698113207547,50.0,65.7088122605364,44.3,76.27472838638681,standard,8,,True,43.4,False,47.23154362416108,50.041946308724825,10.234899328859061,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,OK,0.5
O39.SI,Oversea-Chinese Banking Corporation Limited,Financial Services,Banks - Regional,Singapore,SGD,139524390790.7434,6.3019055,3.1103450000000006,2.282,0.7552342499999998,9.492101,6.985,,0.018292500000000017,0.03009,0.06075499000000001,0.05086500750000009,-0.12784,0.06450000000000002,0.04050000000000001,0.223,,,,,90186997760.0,52214001664.0,102675300352.0,675688000000.0,,14533000000.0,,,,,7422000000.0,9125000000.0,3.03,0.477,0.94,4.76,0.47,1786924800.0,0.203,31.729999542236328,15.541104883943515,31.06999969482422,31.27188,2.1875,16.0,,,0.28972,0.18562001,False,False,,0.5,6592607.0,5488880.0,0.6574046899185365,5.9,34.77,51.04,93.24,-0.020800499745787016,0.1720252014750886,63.86283055585225,0.10521086309738115,0.38689915966141886,False,,0.923,0.6504218261175995,Singapore,True,True,,60.94455062865852,95.36420101637493,66.29400477236611,94.42168309054556,80.08849557522124,66.4010067114094,,50.0,,50.0,64.55785452249904,standard,69,133808944,False,50.9,False,47.23154362416108,97.5251677852349,13.003355704697986,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-1.3
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,,-4.885028000000002,-5.8075589999999995,0.6279,21.304253025,17.338943,18.057,8.446000000000002,1.01259,0.46869499849999996,0.5250050020000001,0.51123747,0.29112004,0.8895,0.9610000000000001,1.259,-34.928,2.9180000000000006,2.918,40900378240.0,62469001216.0,38860001280.0,5470708826112.0,206803000000.0,,215938000000.0,,,130387000000.0,,120067000000.0,102718000000.0,0.44,0.0354,1.0,0.05,0.25,1788998400.0,2.215,236.26463268418732,163.8517783946414,,305.7931,1.27869,58.0,2.35,0.0123000005,0.04008,0.71496004,False,False,,0.601,139350258.0,129691750.0,1.5177750041362605,,,,,,0.3788452865318297,53.5041735543126,,,False,,0.897,,US,True,True,52.179251182932724,96.01226080459098,,87.89702265984818,45.061439775901384,,66.4010067114094,56.289308176100626,50.0,88.2183908045977,60.099999999999994,80.36056148536075,standard,1,,True,42.7,False,47.23154362416108,50.041946308724825,5.704697986577181,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,14.2
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,United States,USD,,-16.451978,-7.75393975,2.3666,1.8133914250000003,2.7650945,3.456,-5.8980000000000015,0.348714985,0.045744999999999994,0.07370000199999999,0.15007500249999997,0.26098999999999994,-0.030499999999999992,1.3695,1.532,143.645,-0.3365,1.29,7204878464.0,11066999808.0,45053001728.0,169989947392.0,90038000000.0,,48195000000.0,,,13724000000.0,,7054000000.0,14156000000.0,3.76,0.5529,2.52,3.96,0.63,1782950400.0,0.225,68.63999938964844,41.13020877721675,,66.20833,2.46429,24.0,3.74,0.0225,0.00098,0.84700996,False,False,,0.787,11965812.0,8135440.0,0.5248445556886828,,,,,,0.27606074140406545,58.88445377129545,,,True,,1.0,,US,True,True,,83.83969744190738,,78.15577795793453,51.29210249204725,,66.4010067114094,86.47798742138365,50.0,72.70114942528735,78.7,63.72622047552467,standard,87,,True,50.0,False,47.23154362416108,50.041946308724825,54.61409395973155,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-5.1
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,,-4.225384000000002,-0.18260474999999854,2.2941,15.720037125000001,6.136766,7.274,1.1689999999999987,0.797455005,0.025224999999999997,0.11450001199999998,0.1613750225,0.26329,0.007500000000000007,0.48750000000000004,0.659,432.067,-0.49750000000000005,0.95,7736128128.0,13989000192.0,57303998464.0,277095088128.0,90586000000.0,,36751000000.0,,,9080000000.0,,7711000000.0,9958000000.0,2.31,0.6087,10.08,3.07,2.52,1787270400.0,0.413,447.0299987792969,262.4884685425957,,388.48276,2.47059,29.0,4.58,0.0223,0.00225,0.85123,False,False,,0.574,2702185.0,2369600.0,0.6723191248395907,,,,,,0.2768502430672209,70.2236655338147,,,True,,0.98,,US,True,True,80.16175597169615,84.33854103142372,,74.69536675751266,42.50824606359251,,66.4010067114094,78.0922431865828,50.0,72.98850574712644,57.4,71.48554750057386,standard,15,,True,45.3,False,47.23154362416108,50.041946308724825,23.406040268456376,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.9
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,20119885282560.0,16.044162499999995,20.911745000000003,2.4629,1.938515875,16.033901,14.897,,,,0.32193500199999997,0.4585975,0.53750005,0.1585,0.193,0.51,,9.779000000000002,11.111,,1426593939456.0,0.0,18693287313408.0,3670655000000.0,,1169289000000.0,,,595759000000.0,,445185000000.0,430680000000.0,0.66,0.2996,550.0,0.51,275.0,1789603200.0,1.001,87920.0,51271.96903921346,82960.0,97366.664,1.6,15.0,,,0.22763,0.37429002,False,False,,0.5,634263.0,464400.0,0.6858090164330205,6.92,3.56,30.76,,-0.05641492265696091,0.40791669207712916,44.128891316220646,0.047056982315136775,0.24889972729723997,False,,1.0,0.45005775327599395,Japan,True,True,,97.82051282051282,71.62557249513772,79.5146203474008,55.55114436271285,10.176991150442479,66.4010067114094,,50.0,,50.0,71.04021715246678,standard,17,240734228,False,35.7,False,47.23154362416108,2.5587248322147653,6.375838926174497,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-6.2
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,24694599721400.0,34.388749,40.303442,1.5796,12.1389657,6.39117,6.242,21.563000000000002,0.23215500500000003,0.13907,0.08414,0.11979999999999998,0.29867999999999995,0.14,0.6859999999999999,0.675,-37.815,0.559,1.845,462837512192.0,853046001664.0,178827001856.0,24119456301056.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.15,0.0719,26.0,0.36,13.0,1790640000.0,0.905,17810.0,6028.418262645158,17800.0,15850.0,1.4375,16.0,,,0.03763,0.54244,False,False,,0.5,4312039.0,3481620.0,1.2949389969984069,35.88,68.4,189.38,,-0.0005614823133071045,0.5231542924169345,80.513495720869,0.33296389764634515,0.8950396860565335,True,,1.0,0.8253629977760811,Japan,True,True,54.76077815930553,86.15001847176043,99.13168956647218,84.30168684283704,44.3354558876704,8.849557522123893,66.4010067114094,69.70649895178197,50.0,,50.0,78.72669455012424,standard,3,387238259,False,50.7,False,97.5251677852349,2.5587248322147653,22.818791946308725,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,11.6
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,,14.962722,12.896282999999999,1.8128,90.07498995000002,14.864427,15.236,15.11,2.2722325,0.21829,0.19627498999999998,0.21035501249999997,0.54438,0.03649999999999999,0.036500000000000005,0.186,370.357,-0.497,0.666,16051753600.0,11608999936.0,24643000320.0,534517710848.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.59,0.17930001,3.48,0.54,0.87,1783555200.0,0.735,601.22998046875,463.74259988972767,,669.4595,1.375,37.0,2.4,0.0083,0.00112,0.9128,False,False,,0.687,3497620.0,3006400.0,0.6563824533653885,,,,,,0.2259164506438255,71.42642925108306,,,True,,0.907,,US,True,True,64.05119551921207,95.63619242852262,,63.006029997630414,41.629792924706024,,66.4010067114094,80.083857442348,50.0,93.5823754789272,68.7,70.33202342773588,standard,18,,True,42.9,False,47.23154362416108,50.041946308724825,7.2147651006711415,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-1.0
APP,AppLovin Corporation,Communication Services,Advertising Agencies,United States,USD,,2.7644684999999978,-0.1565960000000004,0.8823,29.93540915,15.631308,15.639,7.649999999999997,1.8749149999999999,0.40827,0.53883994,0.58223,0.42901999999999996,0.47900000000000004,0.5189999999999999,0.545,30.0295,3.187,4.166,2270459520.0,3053306112.0,3515072000.0,106800463872.0,7259610000.0,,5480717000.0,,,4151914000.0,,3333764000.0,3971094000.0,,0.0,,,,,2.529,745.6099853515625,297.5,,525.5806,1.60606,31.0,1.59,0.039100002,0.14314,0.76091003,False,False,,0.577,5970979.0,4698510.0,1.0154776359194184,,,,,,0.7439711591991626,32.482327157851515,,,True,,0.883,,US,True,True,64.12529843730948,98.09773089006107,,81.81210066415971,40.138914102096315,,11.786912751677853,71.9077568134172,50.0,48.65900383141762,57.699999999999996,78.11105482647474,standard,4,,True,42.8,False,47.23154362416108,50.041946308724825,6.62751677852349,50.041946308724825,50.041946308724825,50.041946308724825,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,20.5
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,,2.582145500000003,7.333671749999998,1.04,0.29005857499999976,7.689339,7.212,6.557499999999999,,,0.07174499200000001,0.04033499250000001,0.37227005,0.0175,0.11250000000000004,0.27,-10.479500000000002,,,,335165784064.0,46273200128.0,4320927154176.0,1087852200000.0,,582201100000.0,,,135948200000.0,,114794200000.0,124191800000.0,0.84,0.3175,16.0,0.93,5.0,1783382400.0,0.124,2046.9000244140625,1533.9890668325556,,2167.2122,,33.0,,,0.55609,0.30967,False,False,,0.5,2142933.0,1384130.0,0.6818937638239462,,,,,,0.18835001724469366,40.11230769933703,,,False,,0.759,,India,True,True,,76.29629629629629,,61.17973101545414,95.17124571550985,,66.4010067114094,,50.0,,50.0,69.84436473961313,standard,21,,True,44.3,False,47.23154362416108,50.041946308724825,16.610738255033556,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,7.4
SU.TO,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,CAD,,-4.240089000000001,-1.6982132499999967,11.41,0.3179527999999999,1.901223,2.069,-1.0774999999999988,0.06750250000000001,0.022537503499999997,0.07602999749999999,0.08407499999999998,0.22321501499999996,0.14700000000000002,1.349,2.291,-3.3019999999999996,0.32399999999999995,1.081,8472950464.0,5372000256.0,14680000512.0,117019189248.0,89913000000.0,,52377000000.0,,,7995000000.0,,5918000000.0,12781000000.0,2.61,0.3164,2.4,3.86,0.6,1788480000.0,0.569,95.89465222997927,51.75602038365265,,104.75,1.85714,20.0,3.5,,0.00014999999,0.73017997,False,False,,0.5,5658635.0,4221840.0,2.002890370649204,,,,,,0.2676233598179048,73.46590569196476,,,False,,0.806,,Canada,True,True,,74.42513280602329,,83.2213798638702,67.99420462198067,,66.4010067114094,94.23480083857443,50.0,,50.0,69.77752576531755,standard,22,,True,51.6,False,47.23154362416108,50.041946308724825,65.43624161073825,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.1
EGIE3.SA,Engie Brasil Energia S.A.,Utilities,Utilities - Renewable,Brazil,BRL,,-3.1132505000000013,1.833304,1.38,1.7784874499999999,2.982679,4.433,1.3085000000000013,0.17718499799999998,0.024294999999999994,0.19220749999999998,0.27497998749999997,0.17562998000000002,0.07900000000000001,2.6155000000000004,2.7,36.01075,0.04800000000000004,1.0,775551744.0,6530681856.0,33147752448.0,60653899776.0,55312909000.0,,12860075000.0,,,5560612000.0,,2582841000.0,3345511000.0,6.03,0.3478,1.74,5.3,0.544207,1787270400.0,0.323,38.05814525191121,26.52197193536123,,34.11286,3.71429,14.0,,,0.68711996,0.20042999,False,False,,0.5,3557311.0,3514560.0,0.5368104702809551,,,,,,0.25644518516965786,46.03254940961024,,,True,,0.325,,LatAm,True,True,68.28202374911993,83.96722152653254,,68.62548748101173,66.87510934901618,,66.4010067114094,61.84486373165618,50.0,,50.0,69.71067654519123,standard,23,,True,48.8,False,47.23154362416108,50.041946308724825,46.308724832214764,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,-1.4
3008.TW,"Largan Precision Co., Ltd.",Technology,Electronic Components,Taiwan,TWD,924089261805.0,12.193082999999998,18.327510999999998,5.7099,1.1321729749999998,14.415274,12.278,8.757000000000003,-4.0010000000000046e-05,0.025334998499999997,0.24322500199999997,0.22680250000000005,0.12249000999999998,0.0015000000000000013,3.308,3.525,-5.403500000000008,3.1630000000000003,4.54,895546368.0,139100323840.0,166635008.0,787100598272.0,220787020000.0,,61147888000.0,,,23558264000.0,,21275407000.0,26080226000.0,1.32,0.4255,93.5,4.04,41.5,1786579200.0,1.046,7270.0,1959.0568552276234,7065.0,4864.4443,1.94737,18.0,,,0.28965,0.35706002,False,False,,0.5,2441592.0,2899577.0,1.8445007230170893,91.91,85.91,189.08,,-0.028198074277854146,0.5718268646951172,89.61360260701855,0.5476225318533323,1.3095752143510029,True,,0.72,1.0489773822855153,Asia,True,True,47.01586290173496,75.34477294633291,96.24568668046929,75.79845407289316,46.4857335437601,55.75221238938053,66.4010067114094,49.47589098532495,50.0,,50.0,77.66010168699682,standard,5,647701726,False,61.0,False,94.46308724832215,91.61073825503355,7.38255033557047,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,25.3
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,25474870339040.0,39.2888105,124.84769500000002,1.5935,20.758925575,20.672504,20.473,28.07,0.44131000499999995,0.24259499849999994,0.302945002,0.4359075,0.35819,0.2235,0.6359999999999999,0.938,-8.2425,0.578,1.77,319044515840.0,413124001792.0,108165996544.0,25229340442624.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.17,0.1145,60.0,0.79,30.0,1774828800.0,1.185,38730.0,10414.880027539153,35270.0,41361.906,1.52381,21.0,,,0.00279,0.66331,False,False,,0.5,8983204.0,8202220.0,1.0906001957774467,39.96,34.77,32.67,,-0.08933643170668737,0.7547373173343942,61.257309941520475,0.11072270982329835,0.35980315001818663,False,,1.0,0.6099479579003968,Japan,True,True,47.64746834696213,95.49585149260159,84.32116192985758,87.28625257906425,34.6583811126195,7.964601769911504,66.4010067114094,61.63522012578616,50.0,,50.0,77.37915337087907,standard,6,1807647570,False,47.7,False,97.5251677852349,2.5587248322147653,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,11.9
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62756335562140.0,2.9265790000000003,0.9037160000000011,0.9039,6.063818975,14.132742,13.591,2.975000000000003,0.26633001999999995,0.1480750085,0.358815002,0.45350255,0.28050999,0.19049999999999997,0.457,0.774,11.014499999999995,0.7660000000000001,2.132,720721266688.0,3518010228736.0,1068558516224.0,60348837134336.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.16,0.2573,28.0,1.69,7.0,1789516800.0,1.258,2535.0,1129.9384980426837,2420.0,3229.3333,1.30303,33.0,,,0.00023,0.433,False,False,,0.5,29134405.0,15186694.0,0.7024086723056316,9.75,3.03,22.02,,-0.04536489151873768,0.326589407897998,56.666666666666664,0.010860484544695126,0.21998337136469015,True,,0.95,0.7830640697692485,Asia,True,True,63.81134435437242,93.43317629180483,70.89403350272916,82.90521070039433,57.151615341724465,2.2123893805309733,66.4010067114094,61.0062893081761,50.0,,50.0,69.35163051214438,standard,24,1162001933,False,48.5,False,97.5251677852349,2.5587248322147653,7.802013422818792,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,2.3
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Financial Data & Stock Exchanges,Brazil,BRL,,7.536900499999998,7.217842000000001,1.21,3.4396702999999995,7.4281754,7.279,8.312,0.12752251999999997,0.06057999999999999,0.26107496999999996,0.25065500249999995,0.65210998,-0.0165,0.14550000000000002,0.282,2.4314999999999998,0.21099999999999997,1.673,1629750528.0,15663472640.0,15465590784.0,78449795072.0,48487647000.0,,10067381000.0,,,6539094000.0,,4585619000.0,4358630000.0,5.62,0.7541,0.88,3.06,0.221177,1782345600.0,0.11,20.030828945113228,11.605795090202179,,19.78571,1.85714,14.0,,,0.0,0.67170995,False,False,,0.5,38238519.0,31101100.0,0.7509420693047791,,,,,,0.3490899574279496,61.47058237795285,,,True,,0.271,,LatAm,True,True,63.26393067994541,91.33573302081591,,44.39409656826486,74.13177492333526,,66.4010067114094,71.80293501048219,50.0,,50.0,69.29204516556757,standard,25,,True,44.4,False,47.23154362416108,50.041946308724825,17.197986577181208,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,12.5
2914.T,Japan Tobacco Inc.,Consumer Defensive,Tobacco,Japan,JPY,12335184549216.0,0.5498335000000019,2.8831545000000016,1.2014,0.44340420000000025,3.3166213,3.553,2.2340000000000018,0.004450014999999988,0.02759749925,0.12631999300000002,0.25854,0.26948996999999997,0.133,0.356,0.446,-38.58725,0.6365000000000001,0.839,227542120448.0,827909013504.0,1676771983360.0,13213710155776.0,8419240000000.0,,3467675000000.0,,,853707000000.0,,510175000000.0,514056000000.0,3.91,0.7925,272.0,5.32,136.0,1798502400.0,0.149,7218.0,4445.145995782941,6948.0,7178.231,,13.0,,,0.34145,0.19262,False,False,,0.5,4516160.0,3073330.0,0.7470959522256541,2.46,15.25,18.85,,-0.03740648379052369,0.23147785686614566,40.243902439024396,0.06827635403841548,0.17586449647930058,False,,0.661,0.3873841524526868,Japan,True,True,70.29743432412553,77.68607148457652,80.02133132567916,68.91252024873958,83.86816998915238,14.15929203539823,66.4010067114094,67.81970649895179,50.0,,50.0,69.17678160682232,standard,27,133427667,False,53.7,False,97.5251677852349,2.5587248322147653,43.03691275167785,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,6,0.8571428571428571,HÖG,OK,0.7
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,USD,,27.561201999999998,-1.1158430000000017,0.4176,14.356693025000002,23.249825,23.85,24.032000000000004,0.21328998,0.05416500249999999,0.27685500199999996,0.3387475,0.30721999999999994,0.3095,0.5369999999999999,0.875,22.119,0.5670000000000001,1.929,26302752384.0,19627999232.0,64907001856.0,1799826964480.0,171092000000.0,,63887000000.0,,,26075000000.0,,23126000000.0,27537000000.0,0.7,0.41259998,2.6,1.8,0.65,1782086400.0,1.473,494.21781760890264,285.08122171732384,,525.97394,1.32653,46.0,3.03,0.012,0.01948,0.80147004,False,False,,0.496,25962909.0,22355110.0,0.8491755806040601,,,,,,0.4840996097321414,22.866812361496386,,,False,,0.857,,US,True,True,50.326127571870785,90.86039313663623,,82.61904412290112,42.81294384893688,,66.4010067114094,64.25576519916143,50.0,88.88888888888889,49.6,68.89713929187057,standard,28,,True,42.2,False,47.23154362416108,50.041946308724825,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,15.4
HSY,The Hershey Company,Consumer Defensive,Confectioners,United States,USD,,-0.22198099999999954,1.4455684999999985,1.0261,3.59795905,2.9575799,3.379,2.7439999999999998,0.15767998,0.03556749925000001,0.040150003000000004,0.10234000000000001,-0.07185000000000002,0.029000000000000005,6.22,6.297,20.041250000000005,0.1895,0.507,834139648.0,791212992.0,5923312128.0,41107836928.0,13741297000.0,,11692576000.0,,,1462122000.0,,883259000.0,2277367000.0,3.2,0.77099997,5.81,2.38,1.452,1786665600.0,0.097,235.79890580979844,156.70447121839578,,205.5238,2.47826,21.0,6.72,0.0828,0.00321,0.91476995,False,False,,0.406,1824851.0,1012470.0,0.7190540129656752,,,,,,0.27480513690136893,50.632468917356974,,,False,,1.0,,US,True,True,71.56497181807812,70.06298882931966,,87.9337357982358,72.97695746137717,,66.4010067114094,71.27882599580713,50.0,24.137931034482758,40.6,68.88720023839404,standard,29,,True,48.8,False,47.23154362416108,50.041946308724825,46.644295302013425,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,6.8
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,,8.352243999999999,6.961428250000002,1.4794,26.628275125000002,13.147996,13.719,11.327999999999998,0.905585005,0.14212501,0.22027998199999999,0.34811500250000005,0.37837003999999996,0.38949999999999996,0.10050000000000003,0.253,103.857,-0.5135000000000001,0.679,10156403328.0,8949999616.0,54907998208.0,1092954947584.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.59,0.2169,6.92,0.89,1.73,1786665600.0,0.506,1292.6500244140625,707.5873304141257,,1315.0406,1.7,29.0,2.46,0.0074,0.00156,0.85420996,False,False,,0.42,2890514.0,2578790.0,0.8583139904679632,,,,,,0.3598261526518235,48.81219024891491,,,False,,1.0,,US,True,True,51.28277893809417,95.42571662981153,,77.1081964252994,40.24130563112082,,66.4010067114094,58.38574423480084,50.0,94.25287356321839,42.0,68.75115619105709,standard,31,,True,43.1,False,47.23154362416108,50.041946308724825,8.473154362416107,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.8
V,Visa Inc.,Financial Services,Credit Services,United States,USD,,14.731898000000001,12.475395999999998,1.7201,17.223763950000002,16.014774,16.003,13.930999999999997,0.4721125,0.16876,0.24070499000000006,0.2605849725,0.5216299999999999,0.03949999999999999,-0.0825,0.068,-1.4050000000000011,-0.573,0.627,19494504064.0,13792000000.0,23857999872.0,711950270464.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.71,0.22129999,2.68,0.7,0.67,1786406400.0,0.759,385.57000732421875,292.7381994806606,,417.90216,1.45,37.0,3.23,0.013099999,0.00085,0.90308,False,False,,0.146,7996270.0,7712730.0,0.6857389140617078,,,,,,0.22251899292912122,68.13400027682417,,,True,,0.862,,US,True,True,63.00480646315897,95.70494626523225,,54.07299602481686,51.75544163010675,,66.4010067114094,77.46331236897275,50.0,86.7816091954023,14.6,68.69476140471726,standard,33,,True,42.8,False,47.23154362416108,50.041946308724825,6.459731543624161,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.7
