ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
TAGM-B.ST,TagMaster AB (publ),43.0,0.014150943396226448,0.04622874930458343,27176,629843648,9.507,2.278991,34.013,1.59,69373000.0,94000000.0,57499124.0,80135000.0,18.868,0.69871,0.06098,0.106,,2.038869339875382,1.1662468097552856,,7,0.69316,0,0,0,N/A,62.75,83.33333333333334,85.0,68.0,44.16666666666667,35.0,98.33333333333333,75.0,68.31833333333333,6.0,0.0,79.31833333333333,1,★★★★,UPPTREND,5,Industri & Verkstad
MAGI.ST,MAG Interactive AB (publ),7.4,0.010928961748633888,0.01928372755811303,48146,196403408,-24.832,0.66278553,10.356,2.882,84998000.0,30670000.0,6065125.0,56194000.0,11.165,0.56347,-0.02303,0.079,,-0.25999999046325684,-0.05612245518582293,,5,0.57289004,0,0,0,N/A,58.083333333333336,66.66666666666666,55.0,65.0,69.41666666666667,91.66666666666666,41.66666666666667,28.333333333333332,62.31833333333333,11.0,0.0,78.31833333333333,2,★★★★,UPPTREND,5,Övrigt
CANTA.ST,Cantargia AB (publ),1.925,-0.008753861997940218,-0.03750002384185791,1445613,478577408,1.36,2.045696,,8.09,258034000.0,0.0,90059248.0,158088992.0,0.941,1.0,-72.61811,,,0.7468239161960857,-0.6415270031023719,,5,0.14375,0,0,0,N/A,32.74999999999999,98.33333333333333,55.0,52.5,53.91666666666667,76.66666666666667,83.33333333333334,90.0,64.37333333333333,8.0,0.0,82.37333333333333,3,★★★★,STARK UPPTREND,10,MedTech & Life Science
CTM.ST,Catena Media plc,2.78,-0.021126760563380302,0.04315197417743355,206600,210307376,9.792,2.73353,,4.468,13654000.0,0.0,18860624.0,8880000.0,1.017,0.38551998,0.99894994,0.258,,0.6069363819305731,0.6352940549487491,,7,0.26545,0,0,0,N/A,39.416666666666664,81.66666666666667,85.0,73.0,49.41666666666667,33.33333333333333,93.33333333333333,45.0,62.98166666666667,8.0,0.0,75.98166666666667,4,★★★★,UPPTREND,5,Mjukvara & SaaS
MEKKO.HE,Marimekko Oyj,10.56,-0.011235955056179702,0.019305093587580258,41134,427483392,12.479,5.523013,39.922,3.103,32700000.0,30900000.0,29587500.0,37500000.0,1.912,0.60763,0.12319,0.045,0.245,-0.13283292830682258,-0.14096265723566248,,7,0.25234,0,0,0,N/A,38.74999999999999,75.0,85.0,78.66666666666666,61.25,21.666666666666668,55.00000000000001,35.0,58.601666666666674,11.0,0.0,74.60166666666667,5,★★★★,UPPTREND,5,Övrigt
ADTR.ST,Adtraction Group AB,39.6,-0.0025188916876574662,-0.005025144893802347,9266,657642816,9.15,3.1626866,,1.253,133698000.0,0.0,64368136.0,54538704.0,12.521,0.08199,-0.008669999,0.115,,0.371777742157529,0.1839745743593464,,4,0.76807,0,0,0,N/A,64.75,85.0,40.0,69.0,22.416666666666668,38.333333333333336,90.0,30.0,57.115,8.0,0.0,70.11500000000001,6,★★★★,UPPTREND,5,Mjukvara & SaaS
NTEK-B.ST,Novotek AB,51.3,0.015841584158415786,-0.009652509794677244,6919,543779968,7.46,2.2828407,0.452,1.252,139900000.0,1100000.0,28613500.0,55085000.0,22.472,0.62076,0.0665,0.014,-0.459,-0.4054710421941783,-0.37742720525376394,,6,0.50657004,0,0,0,N/A,53.416666666666664,71.66666666666667,70.0,42.333333333333336,62.00000000000001,50.0,23.333333333333332,26.666666666666668,53.95833333333333,11.0,0.0,69.95833333333333,7,★★★,UPPTREND,5,Industri & Verkstad
ALCA.ST,Alcadon Group AB (publ),30.0,-0.029126213592232966,-0.009900965168791576,30582,735330752,10.644,0.93208224,45.925,1.656,83000000.0,362300000.0,162475008.0,143900000.0,32.186,0.27234,0.05268,-0.104,0.309,0.2875536902285627,0.21951217621109853,,7,0.35071,0,0,0,N/A,45.416666666666664,98.33333333333333,85.0,46.333333333333336,42.16666666666667,26.666666666666668,85.0,66.66666666666666,61.925000000000004,3.0,0.0,69.92500000000001,8,★★★,UPPTREND,5,Mjukvara & SaaS
OGUN-B.ST,Ogunsen AB (publ),25.6,0.0,0.011857753101024882,10619,275412480,11.528,3.9975019,30.624,1.671,42500000.0,21100000.0,29014500.0,34175000.0,6.404,0.13419,0.05314,-0.018,0.621,0.027591788497790315,-0.14148482397486717,,7,0.22045,0,0,0,N/A,36.75,86.66666666666667,85.0,62.0,48.25000000000001,23.333333333333332,65.0,18.333333333333332,56.64833333333333,8.0,0.0,69.64833333333334,9,★★★,UPPTREND,5,Tjänster & Konsult
UPSALE.ST,Upsales Technology AB (publ),27.5,0.0073260073260073,0.0261194321965299,166443,463055328,13.165,25.252525,12.399,0.792,42822000.0,2638000.0,18551500.0,39736000.0,1.089,0.60078,0.08765,0.155,-0.053,-0.18639051417944452,-0.11290322580645162,,5,0.54107,0,0,0,N/A,55.416666666666664,68.33333333333333,55.0,58.666666666666664,37.25,20.0,48.333333333333336,98.33333333333333,52.92166666666666,11.0,0.0,68.92166666666665,10,★★★,UPPTREND,5,Mjukvara & SaaS
ENRO.ST,Eniro Group AB (publ),26.5,0.009523809523809525,-0.015601785850803296,21895,385843776,3.426,1.179928,10.703,0.941,175000000.0,35000000.0,17437500.0,80000000.0,22.459,0.30021,-0.0042,0.004,,0.37869362788317495,0.5129348795718109,,3,0.69665,0,0,0,N/A,63.416666666666664,70.0,15.0,57.99999999999999,41.5,63.33333333333333,91.66666666666666,48.333333333333336,55.651666666666664,8.0,0.0,68.65166666666667,11,★★★,UPPTREND,5,Övrigt
SINT.ST,SinterCast AB (publ),105.0,0.0,-0.032258064516129004,5335,739442432,26.812,9.072842,6.994,4.276,10500000.0,5700000.0,15412500.0,28600000.0,11.573,0.70444,0.252,-0.077,-0.329,-0.0637327677408176,0.034240131588588074,,7,0.36253,0,0,0,N/A,47.41666666666667,61.66666666666667,85.0,19.5,79.83333333333334,8.333333333333332,68.33333333333333,43.333333333333336,52.58333333333333,11.0,0.0,68.58333333333333,12,★★★,UPPTREND,5,Industri & Verkstad
SAFETY-B.ST,mySafety Group AB,19.34,0.0010351966873705784,-0.017276430249773544,32094,434768768,7.881,3.020931,51.366,1.008,68983000.0,73925000.0,53016376.0,55475000.0,6.402,0.44449002,0.029070001,-0.084,6.133,0.16908173793816217,0.1448687007257239,,5,0.43495998,0,0,0,N/A,50.75,90.0,55.0,53.333333333333336,28.91666666666667,46.666666666666664,78.33333333333333,51.66666666666667,57.42166666666667,6.0,0.0,68.42166666666667,13,★★★,UPPTREND,5,Mjukvara & SaaS
NEXAM.ST,Nexam Chemical Holding AB (publ),3.52,0.14285714285714285,0.14285716497389478,81813,360776576,-80.71,1.7477657,8.137,2.736,37949000.0,16825000.0,99375.0,4498000.0,2.014,0.47015998,-0.1248,-0.11,,-0.07368420392192299,0.43673465812965984,,5,0.27433002,0,0,0,N/A,40.08333333333333,50.83333333333333,55.0,29.0,68.25,73.33333333333333,76.66666666666667,21.666666666666668,52.34166666666666,11.0,0.0,63.34166666666666,14,★★★,NEUTRAL,0,Material & Skog
DEDI.ST,Dedicare AB (publ),52.6,0.15859030837004412,0.1688888549804688,8614,502994944,8.27,1.6394975,10.887,1.442,116600000.0,33400000.0,9524500.0,17204000.0,32.083,0.14998999,0.016239999,0.034,0.139,0.19033777607349922,0.22916761194999768,,5,0.30025998,0,0,0,N/A,42.08333333333333,58.333333333333336,55.0,75.0,49.583333333333336,41.66666666666667,80.0,40.0,55.05833333333334,8.0,0.0,68.05833333333334,15,★★★,UPPTREND,5,Övrigt
SUSG.ST,Sustainion Group AB,1.8,-0.02702702702702705,-0.024390284875953183,161664,390865504,9.038,2.1101992,57.007,1.142,14952000.0,104962000.0,7893125.0,31377000.0,0.853,0.29184,0.04527,0.382,2.211,1.03389827312209,0.3533833791243388,,5,0.65319,0,0,0,N/A,60.75,60.0,55.0,94.33333333333334,29.333333333333336,40.0,98.33333333333333,23.333333333333332,59.385,3.0,0.0,67.38499999999999,16,★★★,UPPTREND,5,Cleantech & Energi
MOB.ST,Moberg Pharma AB (publ),9.25,-0.011752136752136691,-0.005376364484882101,110177,436422176,-19.78,0.47372738,1.869,2.092,19286000.0,7395000.0,,-29925000.0,19.526,0.0,0.0,,,0.06566816529768271,0.0005408452680164544,,4,0.11921,0,0,0,N/A,30.75,50.83333333333333,40.0,52.5,70.91666666666667,98.33333333333333,73.33333333333333,68.33333333333333,56.81999999999999,5.0,0.0,71.82,17,★★★,STARK UPPTREND,10,MedTech & Life Science
CTEK.ST,CTEK AB (publ),13.06,-0.009104704097116785,-0.022455033291157944,85067,913890112,10.121,1.2560109,45.451,2.796,168000000.0,330700000.0,146512496.0,204500000.0,10.398,0.60156,0.07351,-0.111,41.002,-0.17964821877959636,0.023510986312980098,,7,0.1558,0,0,0,N/A,34.08333333333333,93.33333333333333,85.0,47.333333333333336,55.083333333333336,28.333333333333332,56.666666666666664,71.66666666666667,58.665,3.0,0.0,66.66499999999999,18,★★★,UPPTREND,5,Mjukvara & SaaS
BEGR.ST,BE Group AB (publ),26.8,0.015151515151515233,-0.014705938038939936,9953,521924800,-13.183,0.53586066,71.253,1.664,48000000.0,694000000.0,42875000.0,25000000.0,50.013,0.1075,0.00196,-0.075,,-0.3455433763675271,-0.01289135861463686,,6,0.53608,0,0,0,N/A,54.75,80.0,70.0,37.0,36.5,98.33333333333333,40.0,15.0,58.495000000000005,3.0,0.0,66.495,19,★★★,UPPTREND,5,Tjänster & Konsult
NIL-B.ST,Nilörngruppen AB (publ),75.5,0.0,0.006666666666666599,50136,860850112,10.93,2.3881068,19.803,1.781,102036000.0,71586000.0,64277248.0,94730000.0,31.615,0.47035998,0.06588,-0.159,-0.225,0.218835465139122,0.2017224232763093,,7,0.03728,0,0,0,N/A,26.749999999999996,76.66666666666667,85.0,11.333333333333334,54.16666666666667,25.0,81.66666666666667,98.33333333333333,53.071666666666665,8.0,0.0,66.07166666666666,20,★★★,UPPTREND,5,Mjukvara & SaaS
NAXS.ST,NAXS AB (publ),36.0,0.0,0.0,4275,392879008,,0.74847186,,57.134,61672000.0,0.0,-78538248.0,-20328000.0,48.098,0.0,1.50849,,,-0.09425374374858198,-0.048169913638005823,,5,0.56775004,0,0,0,N/A,57.416666666666664,24.166666666666668,55.0,52.5,56.16666666666667,88.33333333333333,61.66666666666667,3.3333333333333335,52.33333333333333,8.0,0.0,70.33333333333333,21,★★★,STARK UPPTREND,10,Investmentbolag & Förvärvsbyggare
