ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,data_warnings,roe_raw,roa_raw,pe_trailing_raw,pe_forward_raw,revenue_growth_raw,earnings_growth_raw,debt_to_equity_raw,current_ratio_raw,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,data_quality,data_anomaly,data_fetched_date,data_stale_days,predicted_return,ml_rank,_fundamentals_neutralized
FLRY3.SA,Fleury S.A.,Healthcare,Diagnostics & Research,Brazil,BRL,10964940656.835388,,,,,1.2472422,1.661,,,,,,,0.144,,0.457,,,1.737,,1899128960.0,5408985088.0,14603612160.0,13220481000.0,,8291182000.0,,,1240911000.0,,612831000.0,2133775000.0,0.07982151680268228,1.0424,1.61,5.37,0.400733,1786492800.0,,20.459999084472656,12.905558653361407,20.170000076293945,18.34167,2.75,12.0,,,0.55372,0.28867,False,False,,0.5,3092230.0,4403290.0,0.7151943797421418,18.75,41.1,28.6,,-0.014173950203096308,0.2783580203664636,77.65662703512892,0.17883282154860702,0.27132073422286473,True,1.0327899677094434,,1.0,"['market_cap: valuta BRL saknas i FX-tabell, lämnas oförändrad']",,,,,,,,,,,,,89.81678726275388,81.19242847907343,62.147887323943664,80.68592057761734,90.45226130653266,,50.0,,50.0,69.45658092054367,standard,16,17326589,False,1,SVAG,-8,,,,,,,,,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,,0.125,EXTREME_EARNINGS_GROWTH;MISSING_CRITICAL;,2026-09-07,0,0.015046929940581322,76.3,True
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1148129813705.4724,,,0.1404,1.3867335124999984,12.718278,12.501,-6.353749999999999,0.43985999749999993,0.270419998,0.4390000035,0.644384418125,,3.2874999999999996,13.367,13.983,0.0,1.6624999999999996,2.927,6164674816.0,26022000640.0,6376000000.0,1128483782656.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.0005213507766148403,0.0112,0.53,0.33,0.15,1783296000.0,2.222,1254.8069810301963,125.45862863219739,1016.5900268554688,1513.1111,1.35417,45.0,0.7,0.026600001,0.00238,0.79963994,False,False,,0.423,43346337.0,23739760.0,1.2677189174827135,15.33,17.68,174.69,,-0.1898435040416746,0.8149385186828008,50.70435195516534,0.08348103096372705,0.6765990057516666,True,0.9776495960750374,,1.0,[],0.66638,0.3487,22.98937,6.5575776,3.457,13.685,6.33,3.425,US,True,,84.09060584067828,76.641706686705,97.91964533857364,43.77433266694317,9.386281588447654,29.313232830820766,58.86699507389162,50.0,59.21568627450981,42.3,74.6266391277331,standard,7,24133603256,False,6,NEUTRAL,0,40.8,False,64.51342281879194,6.795302013422819,7.802013422818792,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.3,0.75,,2026-09-07,0,0.30527058243751526,99.2,True
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,5562502934738.159,,,0.5745,14.283790512499998,18.359913,18.246,4.571250000000002,0.9455899975000001,0.45743999799999996,0.5165700035,0.503054358125,,0.8895,0.96,1.259,0.0,2.8265000000000002,2.918,40335049984.0,62469001216.0,38860001280.0,5528066981888.0,206803000000.0,,215938000000.0,,,130387000000.0,,120067000000.0,102718000000.0,0.004341031417565744,0.0354,1.0,0.05,0.25,1788998400.0,2.217,236.26463268418732,163.8517783946414,230.36000061035156,327.12808,1.28333,57.0,2.35,0.0123000005,0.04007,0.71545,False,False,,0.498,135569020.0,155653700.0,1.0469122454942141,5.19,12.32,29.7,,-0.024991603723137135,0.3808635825515924,53.67799225919933,0.09400170738457336,0.1721638890912831,True,0.918735345609844,,0.897,[],1.17211,0.53572,29.159492,14.902219,1.059,1.278,16.971,4.589,US,True,63.585596582239845,86.29159006667456,77.16392779407383,88.19593284924791,53.420323566285404,6.31768953068592,37.3534338358459,61.822660098522164,50.0,85.68627450980392,49.8,80.9570446181828,standard,1,35856386427,False,7,STARK,8,39.8,False,66.10738255033557,2.5587248322147653,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,3.8,0.75,,2026-09-07,0,0.023148750886321068,80.7,True
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,28989168936.0,10.360701999999996,,,7.081864762499999,21.5117,21.224,22.729499999999998,,,0.132350022,0.15983497700000002,,0.19050000000000003,0.49550000000000005,0.655,0.0,,,,32330000384.0,70000000.0,2383503949824.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.0032967032967032967,0.2722,30.0,0.62,30.0,1784851200.0,0.245,9467.0,5613.352076705792,9100.0,8447.0,2.58621,29.0,,,0.51993,0.30326,False,False,,0.5,456498.0,514090.0,0.5830459877924848,9.0,35.31,43.57,,-0.03876624062533007,0.23883997113323907,67.36871665262566,0.14994810683931115,0.34791878597940795,False,0.7156060212442537,,1.0,['market_cap: INR -> USD (x0.012) 2415764078000.0 -> 28989168936'],,,93.68887,60.47557,0.278,0.657,0.042,,India,True,,61.353647371996,90.2564623503163,84.6186989444956,83.16278200174499,62.8158844765343,34.84087102177554,,50.0,,50.0,72.78003986816113,standard,9,49518063,False,4,NEUTRAL,0,38.4,False,29.48825503355705,53.85906040268457,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-1.9,0.75,,2026-09-07,0,0.054064251482486725,90.3,True
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,162522016578.624,7.122646250000006,82.7430105,1.4982,17.9283215125,19.394758,19.193,24.166000000000004,0.40013499975,0.22778749749999996,0.2485450145,0.32046750500000004,0.0,0.2235,0.635,0.938,0.0,0.0,1.77,98879709184.0,413124001792.0,108165996544.0,23651093053440.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.001813236627379873,0.1145,60.0,0.78,30.0,1774828800.0,1.182,38730.0,10688.956675938198,33090.0,41361.906,1.52381,21.0,,,0.00279,0.66448,False,False,,0.5,8979769.0,8236190.0,0.9274774945471917,-1.87,23.63,28.8,,-0.1456235476374903,0.7513743515228243,30.277544154751894,0.036754822680147514,0.2609167931181544,False,0.23832397167247862,,1.0,['market_cap: JPY -> USD (x0.0068) 23900296555680.0 -> 162522016579'],0.56895,0.2925,64.10306,139.19153,0.393,0.953,10.374,2.666,Japan,True,44.68721391516631,85.73390991932759,75.86185395922904,87.9038707825317,36.688817953231975,25.09025270758123,32.32830820770519,54.92610837438424,50.0,,50.0,70.29155955657302,standard,13,1765686794,False,6,NEUTRAL,0,50.0,False,97.5251677852349,17.869127516778523,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,9.6,0.875,,2026-09-07,0,0.33092719316482544,99.4,True
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,12506344897.094727,,,,78.9360398125,7.5170155,8.688,-5.69075,1.5507850075,0.18178999799999998,0.125099991,0.387314418125,0.003710030000000031,0.38949999999999996,0.2675,0.392,,0.74825,1.994,-1137516320.0,231003008.0,2178533120.0,14453874688.0,2525323000.0,,1396611000.0,,,802593000.0,,316889000.0,651558000.0,,0.0,,,,,0.882,111.1500015258789,61.22999954223633,110.19000244140625,99.55556,1.66667,9.0,6.6,0.169,0.01107,1.12289,False,False,,0.735,1980388.0,1543900.0,0.5079119371367257,28.49,54.05,63.56,,-0.008636968702597336,0.37036887131288315,68.655944076986,0.21533716330124286,0.4848203359918368,False,0.8160064679572879,,0.66,['debt_to_equity: 1517.687 > 200 -> None'],1.73674,0.25492,32.31378,10.602268,0.477,0.429,,2.709,US,True,,85.43775236155729,84.32219745359681,69.85517318494365,55.50205664787594,78.88086642599278,11.557788944723619,16.748768472906402,50.0,6.666666666666667,73.5,62.0325767758265,standard,47,170122345,False,3,SVAG,-8,42.7,False,29.48825503355705,70.38590604026845,14.76510067114094,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,8.9,0.625,,2026-09-07,0,0.011114346794784069,72.7,True
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,503602329153.5861,,,1.5293,83.2108714125,14.462666,14.834,9.557749999999999,2.2041450025000002,0.20705499840000002,0.188019979,0.20617938812499995,,0.03699999999999999,0.04150000000000001,0.186,,,0.666,15486425344.0,11608999936.0,24643000320.0,520422719488.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.006008183332442902,0.17930001,3.48,0.55,0.87,1783555200.0,0.735,601.22998046875,463.74259988972767,579.2100219726562,670.91895,1.375,37.0,2.4,0.0083,0.00112,0.91222,False,False,,0.495,3331750.0,2787440.0,0.646288241422774,0.57,18.14,11.26,,-0.036624851074335774,0.22545216563569592,60.508365932050886,0.03880410709053517,0.09475735716597433,False,0.49119737605647623,,0.907,"['debt_to_equity: 439.583 > 200 -> None'
 'gross_margin: None för sektor Financial Services'
 'current_ratio: None för sektor Financial Services']",2.41202,0.24063,32.250004,25.154816,0.141,0.221,,,US,True,75.23802258162954,93.21054773686353,72.43434344356355,58.117856060224426,71.28895051726286,12.815884476534295,40.53601340033501,87.192118226601,50.0,91.76470588235294,49.5,77.75009355009112,standard,2,1614513184,False,7,STARK,8,51.1,False,78.7751677852349,9.060402684563758,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-2.1,0.625,,2026-09-07,0,-0.008701188489794731,39.1,True
MSAB-B.ST,Micro Systemation AB (publ),Technology,Software - Application,Sweden,SEK,157652346.1,,,,5.3319631124999995,3.4342403,3.293,-3.117,0.35935499500000007,0.11260000175000001,-0.004540000499999995,-0.0919275075,0.22978499999999996,0.35250000000000004,,,10.720000000000006,0.0,1.495,-927006856.0,145300000.0,73300000.0,1682460032.0,318067000.0,,461784000.0,,,67843000.0,,49172000.0,101888000.0,0.01263157894736842,0.3989,1.2,4.0,0.6,1794441600.0,0.416,98.0,53.375131080436816,95.0,99.0,1.0,2.0,,,0.2339,0.56348,False,False,,0.5,25028.0,35903.0,0.5473435412327825,5.79,23.38,52.55,,-0.030612244897959218,0.4728551699325803,65.9340636307845,0.09806278529959278,0.3407085197377766,True,0.7919655915656789,,0.52,['market_cap: SEK -> USD (x0.095) 1659498380.0 -> 157652346'],0.59636,0.19253,25.265957,30.15873,0.522,,51.439,1.612,Nordic,True,,70.31262730866787,76.86620443861757,67.21401471432546,45.44142702352711,99.09747292418773,55.61139028475712,,50.0,,50.0,61.67506596305171,standard,52,355562,False,3,SVAG,-8,49.8,False,29.48825503355705,97.5251677852349,35.06711409395973,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,11.7,0.75,EXTREME_EARNINGS_GROWTH;,2026-09-07,0,0.04068560153245926,87.4,True
6701.T,NEC Corporation,Technology,Information Technology Services,Japan,JPY,45140792274.577995,,,0.34,,1.8005489,1.831,,,,,,,0.145,1.586,1.574,,,0.985,,434699010048.0,591366979584.0,6752000540672.0,4466784000000.0,,3582733000000.0,,,359913000000.0,,270228000000.0,438463000000.0,0.007992007992007992,0.1872,40.0,1.32,20.0,1790640000.0,0.344,6159.847439939296,3586.1172275143363,5005.0,6190.909,1.5,11.0,,,0.049629997,0.5498,False,False,,0.5,7190149.0,6398120.0,0.9954778864912136,5.59,12.88,22.3,,-0.18747987692868529,0.5016532985199975,52.92993630573248,0.11782625786163536,0.07227581172444109,True,0.8537157383233964,,1.0,['market_cap: JPY -> USD (x0.0068) 6638351805085.0 -> 45140792275'],,,,,,,,,,,,,66.40483406206829,88.9949340901828,51.14514520752836,51.80505415162455,45.7286432160804,,50.0,,50.0,61.66584598585099,standard,53,207466035,False,2,SVAG,-8,,,,,,,,,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0,0.25,MISSING_CRITICAL;,2026-09-07,0,-0.001012285123579204,54.6,True
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62497011861470.0,,,0.7127,4.839165249999999,14.074343,13.532,2.428000000000001,0.263830025,0.13290626055,0.3421050295,0.4290375475,,0.19049999999999997,0.456,0.774,9.206000000000001,0.7470000000000001,2.132,681379196928.0,3518010228736.0,1068558516224.0,60089511706624.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.011618257261410789,0.2573,28.0,1.67,7.0,1789516800.0,1.247,2535.0,1144.7412109375,2410.0,3229.3333,1.30303,33.0,,,0.00023,0.4328,False,False,,0.5,28275477.0,16106225.0,0.7910581646569267,1.9,5.29,28.27,,-0.04930966469428011,0.32789452629755045,51.515151515151516,0.007440849427305496,0.20061916242153788,True,0.6240780754692477,,0.95,"['market_cap: valuta TWD saknas i FX-tabell, lämnas oförändrad']",0.39969003,0.19002001,28.17066,16.956417,0.36,0.774,16.504,2.458,Asia,True,72.96612755569117,82.58751297882154,70.88833824180894,82.64430779012366,48.41394518023492,2.527075812274368,53.266331658291456,68.96551724137932,50.0,,50.0,69.56520740512569,standard,15,1231706652,False,5,NEUTRAL,0,41.1,False,68.8758389261745,2.5587248322147653,6.543624161073826,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,2.1,0.75,,2026-09-07,0,0.17704516649246216,98.3,True
