ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
MAGI.ST,MAG Interactive AB (publ),7.44,-0.033766233766233736,-0.03875965410453308,52054,197120208,-26.391,0.6629244,10.892,3.325,84308000.0,32388000.0,7102500.0,54683000.0,11.223,0.56942004,0.01926,-0.006,,0.008130073421291018,-0.058227852227080046,,6,0.57289004,0,0,0,N/A,58.303571428571416,69.64285714285714,70.0,45.357142857142854,69.28571428571428,87.5,60.71428571428571,28.57142857142857,63.74107142857142,11.0,0.0,84.74107142857142,1,★★★★,STARK UPPTREND,10,Övrigt
TAGM-B.ST,TagMaster AB (publ),41.6,0.0121654501216545,0.014634109124904704,22606,609337088,9.227,2.204791,34.013,1.59,69373000.0,94000000.0,57499124.0,80135000.0,18.868,0.69871,0.06098,0.106,,2.665197980260707,1.6081504057420881,,7,0.69316,0,0,0,N/A,61.875,87.5,85.0,66.78571428571428,40.98214285714286,39.285714285714285,98.21428571428571,64.28571428571429,68.25535714285714,6.0,0.0,79.25535714285714,2,★★★★,UPPTREND,5,Industri & Verkstad
CTM.ST,Catena Media plc,2.495,-0.0019999999999999575,0.026748895891439695,190588,188747088,8.54,2.453294,,4.468,13654000.0,0.0,18860624.0,8880000.0,1.017,0.38551998,0.99894994,0.258,,0.3131578509827395,0.4815913675485699,,7,0.26545,0,0,0,N/A,39.732142857142854,91.07142857142857,85.0,74.28571428571428,44.82142857142857,46.42857142857143,85.71428571428571,39.285714285714285,64.75892857142857,8.0,0.0,82.75892857142857,3,★★★★,STARK UPPTREND,10,Mjukvara & SaaS
CANTA.ST,Cantargia AB (publ),2.15,0.05083088954056701,0.04571989365325324,1795495,534515072,1.517,2.2848036,,8.09,258034000.0,0.0,90059248.0,158088992.0,0.941,1.0,-72.61811,,,0.3190184672742342,-0.4893111458702618,,5,0.16965,0,0,0,N/A,34.01785714285714,98.21428571428571,55.0,50.714285714285715,50.44642857142857,75.0,66.07142857142857,94.64285714285714,62.412499999999994,8.0,0.0,75.4125,4,★★★★,UPPTREND,5,MedTech & Life Science
MEKKO.HE,Marimekko Oyj,10.72,0.003745318352060012,0.026819990220270373,45168,433960416,12.479,5.6066947,39.922,3.103,32700000.0,30900000.0,29587500.0,37500000.0,1.912,0.60763,0.12319,0.045,0.245,-0.07290039898141176,-0.10558655959550967,,7,0.25234,0,0,0,N/A,39.01785714285714,78.57142857142857,85.0,78.92857142857142,57.67857142857143,25.0,48.214285714285715,41.07142857142857,58.91964285714286,11.0,0.0,79.91964285714286,5,★★★★,STARK UPPTREND,10,Övrigt
OGUN-B.ST,Ogunsen AB (publ),26.9,0.0,0.03065131131678167,10528,289398272,13.501,4.511909,10.731,1.755,36296000.0,6883000.0,24965000.0,28975000.0,5.962,0.14394,0.05274,0.007,0.756,0.07157843198113745,-0.04121928236454542,,7,0.22045,0,0,0,N/A,36.87499999999999,85.71428571428571,85.0,73.57142857142857,55.0,23.214285714285715,64.28571428571429,17.857142857142858,58.730357142857144,8.0,0.0,71.73035714285714,6,★★★★,UPPTREND,5,Tjänster & Konsult
ALCA.ST,Alcadon Group AB (publ),31.9,-0.018461538461538505,-0.06725149395030294,38838,781901696,11.046,0.99111414,45.925,1.656,83000000.0,362300000.0,162475008.0,143900000.0,32.186,0.27234,0.05268,-0.104,0.309,0.8875739845315151,0.30737705398586224,,7,0.38303003,0,0,0,N/A,46.160714285714285,98.21428571428571,85.0,47.5,40.625,28.57142857142857,92.85714285714286,76.78571428571429,63.44821428571428,3.0,0.0,76.44821428571427,7,★★★★,STARK UPPTREND,10,Mjukvara & SaaS
ADMCM.HE,Admicom Oyj,26.75,-0.10833333333333334,-0.12295081967213117,17398,130861912,8.495,4.1274495,0.5,1.628,7191000.0,160000.0,9761478.0,9988776.0,6.481,0.49543998,0.1444,0.038,0.357,-0.4940590273318509,-0.38666856522809234,,7,0.052410003,0,0,0,N/A,28.303571428571423,80.35714285714286,85.0,77.67857142857143,69.28571428571429,48.214285714285715,14.285714285714285,37.5,58.06071428571428,8.0,0.0,76.06071428571428,8,★★★★,STARK UPPTREND,10,Övrigt
NTEK-B.ST,Novotek AB,53.4,0.00564971751412424,0.0037594127832940583,7312,566040000,7.972,2.4700496,0.452,1.252,139900000.0,1100000.0,28613500.0,55085000.0,21.619,0.62076,0.0665,0.014,-0.459,-0.29903898895296477,-0.30786725360580725,,6,0.50657004,0,0,0,N/A,54.01785714285714,76.78571428571429,70.0,38.92857142857143,62.05357142857143,51.78571428571429,23.214285714285715,30.357142857142854,54.8375,11.0,0.0,70.8375,9,★★★★,UPPTREND,5,Industri & Verkstad
SINT.ST,SinterCast AB (publ),106.5,-0.018433179723502304,0.014285714285714235,5590,750005888,27.711,9.855636,6.994,4.276,10500000.0,5700000.0,15412500.0,28600000.0,10.806,0.70444,0.252,-0.077,-0.329,0.09184214682100511,-0.004407045195695902,,7,0.48555002,0,0,0,N/A,52.58928571428571,62.5,85.0,18.392857142857142,78.39285714285715,10.714285714285714,67.85714285714286,48.214285714285715,53.81785714285714,11.0,0.0,69.81785714285715,10,★★★,UPPTREND,5,Industri & Verkstad
