ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank,data_quality
DOL.TO,Dollarama Inc.,Consumer Defensive,Discount Stores,Canada,CAD,47977050533.31047,13.099592999999999,14.936874999999997,2.0453,29.809493699999997,6.612276,7.321,16.868000000000002,0.8222899975000001,0.0901950025,0.11215,0.11991500499999999,0.06255,0.07700000000000001,-0.0010000000000000009,0.004,287.96225000000004,0.07774999999999987,0.282,321307584.0,340488000.0,5395701760.0,53118554112.0,0.27,0.089499995,0.48,0.27,0.12,1776384000.0,0.367,209.7031109052769,165.88509333564406,176.22999572753906,197.8125,2.0,16.0,2.79,,0.020399999,0.45716998,False,False,,0.5,748963.0,799830.0,0.12,3.16,-11.66,,,-14.59,0.2495,51.6,1.34,,True,0.6675513612744323,,0.904,Canada,True,True,45.572726803325246,79.60597118553918,14.015748031496063,55.376776225178034,53.883738038721695,61.246200607902736,67.67304860088366,51.96261682242991,50.0,,50.0,53.655196380913395,standard,173,102896447,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.022899780422449112,66.6,0.875
NOVN.SW,Novartis AG,Healthcare,Drug Manufacturers - General,Switzerland,CHF,216415787176.47925,-1.1261940000000017,1.4538974999999983,3.9179,3.7653498,3.8250873,4.557,0.136000000000001,0.23462,0.05888500000000001,0.156729993,0.1398325025,0.37992,-0.085,-0.2,-0.125,68.1705,-1.0587500000000003,0.526,11463773632.0,6892000256.0,46997999616.0,257852669952.0,3.25,0.66260004,3.7,3.59,3.7,1773100800.0,0.487,127.13168165418837,88.50694029549845,113.41999816894531,122.032394,2.63636,21.0,,,0.02111,0.45705003,False,False,,0.5,2904182.0,2863138.0,0.6,-2.4,-10.68,,,-10.68,0.1861,48.1,-3.75,,False,0.1870255573396193,,0.322,Europe,True,True,93.42957091960551,84.88631941817134,17.952755905511815,15.04811655229046,54.87509580268829,30.3951367781155,67.67304860088366,91.02803738317758,50.0,,50.0,53.599374745311415,standard,174,363705560,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.00010905312956310809,14.1,0.875
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,USD,22580725993.69449,6.883938000000004,8.035855000000002,2.9739,1.5219182500000006,3.638883,3.941,5.023999999999999,-0.015694997499999988,0.014725012499999995,0.028120000000000013,0.07652998999999999,0.002640019999999965,-0.038,-0.011000000000000003,-0.017,-41.190250000000006,0.14675000000000005,0.764,312387456.0,503400000.0,2377400064.0,24454725632.0,1.29,0.3923,1.23,1.16,0.308,1778803200.0,0.482,105.69493513987881,80.53498983463383,95.30000305175781,102.26316,2.2381,19.0,5.02,0.0505,0.00201,0.94089997,False,False,,0.5,2050917.0,1891320.0,0.44,3.53,-6.15,,,-8.64,0.2207,60.6,1.32,,True,0.555240890458317,,0.911,US,True,True,64.58042030257654,51.24868213112827,25.35433070866142,44.14285354376926,71.29982621455527,75.37993920972644,67.67304860088366,64.67289719626169,50.0,38.079470198675494,50.0,53.48114077933267,standard,175,180242802,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.013612868264317513,46.2,0.875
NEM,Newmont Corporation,Basic Materials,Gold,United States,USD,115498536143.48999,-12.838396000000001,-6.927415499999996,2.7807,0.2884996000000002,4.626233,4.503,-7.573,0.141149997,0.101675,0.229155,0.462922535,0.22150000000000003,0.37,0.36900000000000005,0.725,-41.35,0.6120000000000002,1.89,8988437248.0,8778999808.0,5532000256.0,112423534592.0,0.96,0.131,1.04,3.15,0.26,1779840000.0,0.448,134.2940212296047,51.53208731141596,108.19000244140625,142.81714,1.63636,21.0,2.6,0.020499999,0.0029499999,0.81351995,False,False,,0.5,9124993.0,7810550.0,0.27,0.89,-8.44,,,-17.0,0.5078,34.4,-1.81,,False,0.3326733584287923,,1.0,US,True,True,,87.56358048641307,15.669291338582678,85.63843563720458,55.298622942201824,40.577507598784194,67.67304860088366,96.6355140186916,50.0,71.8543046357616,50.0,53.42325908129872,commodity,176,845023424,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.02392004430294037,68.7,0.875
ASM.AS,ASM International NV,Technology,Semiconductor Equipment & Materials,Netherlands,EUR,42833975130.753784,12.160690000000002,11.648133499999997,1.8806,4.733538599999999,13.400274,12.981,21.360999999999997,0.11031500249999997,0.06043,0.24156,0.21003001,0.14231999999999995,-0.10600000000000001,,,-41.971999999999994,0.6540000000000001,1.702,-501526448.0,981600000.0,72000000.0,41494118400.0,0.37,0.1489,3.25,0.62,3.25,1778630400.0,1.534,919.4000244140625,398.4486910663275,876.2000122070312,925.6,1.7,20.0,,,0.047519997,0.62406,False,False,,0.5,165567.0,137714.0,0.69,6.34,31.39,,,-1.28,0.4837,54.0,12.09,,False,0.511581064120546,,0.757,Europe,True,True,31.472298239272988,80.33873656353721,66.61417322834646,37.76542197199903,34.38113982783375,62.61398176291794,67.67304860088366,33.83177570093458,50.0,,50.0,53.375668189339414,standard,177,130318209,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.010236026719212532,9.1,0.875
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,USD,831818311934.9872,132.77659,16.283349000000005,1.2272,6.331355200000002,22.209064,21.983,91.705,-0.06763000250000001,-0.02688,0.024790004000000004,0.0018150049999999945,0.07853999999999994,0.244,0.7020000000000001,0.951,-44.067,1.0120000000000002,1.75,6356937472.0,12346999808.0,3871000064.0,823342333952.0,,0.0,,,,798940800.0,2.399,527.2000122070312,111.01000213623047,510.1300048828125,479.77084,1.4902,48.0,0.97,0.0275,0.00412,0.72126997,False,False,,0.5,37864925.0,32687150.0,0.3,49.26,152.28,,,-1.6,0.6769,67.9,49.76,,True,0.8248883122496128,,0.746,US,True,True,39.863066040171425,36.72625805501046,72.1259842519685,79.83874802073949,29.139033558522325,19.148936170212767,12.076583210603829,54.57943925233645,50.0,61.920529801324506,50.0,53.33437023946838,standard,178,16674695989,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,OK,-0.020913882181048393,5.9,0.875
1398.HK,Industrial and Commercial Bank of China Limited,Financial Services,Banks - Diversified,China,HKD,590199519494.6503,-3.9898955999999988,-4.462606899999999,1.0424,-0.4740256799999998,3.599053,5.557,,-0.025237499999999996,0.0070600005,0.28384999,0.28368499999999996,-0.357915,-0.026999999999999996,-0.09000000000000001,0.033,,,,,4014556053504.0,5242882097152.0,3741722607616.0,5.27,0.3034,0.35,7.51,0.19441,1777852800.0,0.15,7.117570130716172,5.095341972060564,6.800000190734863,8.326278,1.5,16.0,,,0.0,0.4901,False,False,,0.5,219426345.0,177913710.0,1.0,-1.73,8.42,,,-3.67,0.1999,37.6,0.34,,False,0.38654893126699147,,0.15,Asia,True,True,,54.16543425730153,51.2992125984252,25.07888856364767,92.80334718310515,21.12462006079027,67.67304860088366,,50.0,,50.0,53.331055924569306,standard,179,154856098,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.011540761217474937,36.3,0.75
CVE.TO,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,CAD,72783883293.60962,-5.2424444999999995,-0.9330512500000019,15.91,0.27375759999999993,1.4929107,1.728,-0.7800000000000011,0.04865500000000001,0.007880001499999997,0.010175003999999988,0.009087502500000011,-0.13923999,-0.1195,0.495,0.828,-0.05975000000000108,0.398,1.003,2827587520.0,2575000064.0,13752000512.0,84237721600.0,2.25,0.31870002,0.88,2.11,0.2,1781481600.0,0.53,44.130001068115234,17.035625602505732,39.029998779296875,45.90625,1.47059,16.0,1.71,,0.2895,0.54957,False,False,,0.5,8297266.0,6215480.0,0.15,-2.67,28.45,,,-9.15,0.3746,43.7,4.45,,False,0.2690451555727942,,0.836,Canada,True,True,,45.281382246898644,52.67716535433071,59.90182856851289,58.947078582827544,51.671732522796354,67.67304860088366,86.35514018691589,50.0,,50.0,53.31088379687048,standard,180,177090829,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.022647788748145103,66.3,0.875
EVO.ST,Evolution AB (publ),Consumer Cyclical,Gambling,Sweden,SEK,140381025834.0,-10.833111500000001,-5.7782675,,30.050247399999996,68.191315,67.253,94.418,0.10229002000000001,0.06528,0.4714849935,0.4895424975,0.57365,-0.083,-0.098,-0.011,-60.543,0.2789999999999999,1.746,-7032320.0,1097950976.0,88399000.0,138449076224.0,5.05,0.53330004,30.5,2.46,2.8,1747008000.0,0.697,887.5999755859375,515.4000244140625,709.0,665.6209,3.1875,17.0,,,0.40673,0.36518002,False,False,,0.5,652306.0,878553.0,0.56,9.77,28.19,,,-1.88,0.291,75.1,10.32,,True,0.7724341023277836,,0.36,Nordic,True,True,31.929725822275003,90.976392348003,64.48818897637796,21.245367368562185,60.84678441304418,37.537993920972646,67.67304860088366,43.36448598130841,50.0,,50.0,53.30693189763159,standard,181,59174937,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.013960626907646656,48.2,0.875
IFX.DE,Infineon Technologies AG,Technology,Semiconductors,Germany,EUR,111055239668.41254,72.83149399999999,12.555703499999996,1.1615,1.3582396,7.3434663,7.31,10.838999999999999,-0.07594500750000002,7.999999999999674e-05,0.003840003999999994,0.35427000999999997,0.035999999999999976,,,,3.994000000000007,0.0,0.701,795148608.0,2152999936.0,8294000128.0,110555799552.0,0.44,0.4268,0.35,0.93,0.35,1771545600.0,1.903,86.12000274658203,30.58465687844879,85.45999908447266,70.04167,1.58333,24.0,,,0.0,0.59856,False,False,,0.5,5539297.0,6624768.0,0.69,43.87,108.83,,,0.0,0.5146,82.4,57.39,,True,0.965138948839027,,0.453,Europe,True,True,50.49264212319925,48.83835174066131,96.85039370078741,16.642120765832104,41.060516883559295,42.5531914893617,67.67304860088366,54.01869158878505,50.0,,50.0,53.26130453021707,standard,182,611444881,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.1907540261745453,91.0,0.75
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,United States,USD,191957357592.77344,38.445435,13.171923000000003,1.2401,6.426039700000001,22.02078,22.185,52.20099999999999,0.012019997500000004,-0.02527,0.180910004,0.0026549949999999795,0.06296996999999993,0.14200000000000002,-1.014,-0.806,-21.102000000000004,1.5650000000000002,2.51,1453262592.0,3843599872.0,5277199872.0,193390968832.0,0.11,0.0825,0.24,0.38,0.06,1775779200.0,2.251,225.13999938964844,59.36949601083544,219.42999267578125,222.55122,1.40909,41.0,1.24,0.0431,0.0074400003,0.85507005,False,False,,0.5,27578885.0,33681290.0,1.48,68.59,253.51,,,0.0,0.7122,85.3,80.31,,True,1.0281276080642592,,0.677,US,True,True,40.97531884132803,48.62418297657793,97.8740157480315,33.72608912472402,30.94234769044684,32.67477203647417,34.09425625920471,54.39252336448598,50.0,42.05298013245033,50.0,53.1898112479317,standard,183,7390685218,False,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,VÄNTA,-0.04267303645610809,2.6,0.875
SIE.DE,Siemens Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,EUR,212157062597.48395,3.578586999999999,4.153417499999996,4.5421,0.18701239999999997,2.6619787,3.312,7.8759999999999994,-0.017740000000000006,-0.005100000499999997,0.03271999599999999,0.020729995,0.012830029999999992,-0.061,-0.15799999999999997,-0.1,7.907000000000004,0.12949999999999995,0.743,-873351456.0,8664000512.0,54160998400.0,263971831808.0,1.96,0.5533,5.35,2.72,5.35,1770940800.0,1.268,280.20001220703125,198.0,278.1499938964844,286.1674,1.875,23.0,,,0.06138,0.44874,False,False,,0.5,1366645.0,964127.0,0.56,7.33,23.47,,,0.0,0.3604,59.8,13.96,,False,0.9400049181749871,,0.782,Europe,True,True,43.911602209944746,43.390380175176425,89.29133858267716,31.038156188997306,50.60233694794073,31.155015197568385,67.67304860088366,40.0,50.0,,50.0,53.17472410837342,standard,184,289625673,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.015316774137318134,52.9,0.875
2379.TW,Realtek Semiconductor Corp.,Technology,Semiconductors,Taiwan,TWD,334899539000.0,-5.792283999999999,-2.5553750000000033,0.85,2.6509498999999996,2.6984842,2.099,-2.8999999999999986,0.19055001250000003,0.019649999999999994,-0.010244996000000006,-0.02723999000000002,0.13685502,-0.094,-0.302,-0.091,18.7845,-0.6389999999999998,0.913,-4076544.0,64720822272.0,11279789056.0,260515889152.0,4.19,0.90879995,25.5,4.76,25.5,1757462400.0,0.699,653.0,438.0,653.0,589.5,2.17647,16.0,,,0.055710003,0.50835,False,False,,0.5,3976515.0,4435797.0,2.25,22.51,41.04,,,0.0,0.4231,71.3,20.76,,True,1.1931356466005574,,0.136,Asia,True,True,,57.3356065118047,93.14960629921259,12.273251149530639,45.731799297496124,26.443768996960486,67.67304860088366,43.55140186915888,50.0,,50.0,53.12893817907502,standard,185,89793839,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.009217645972967148,29.2,0.875
ORCL,Oracle Corporation,Technology,Software - Infrastructure,United States,USD,713690797346.0083,7.929473999999999,8.16545,1.5697,14.7032342,11.138192,13.144,11.585,0.4274599975,0.0,0.144030004,0.184615005,0.21877999999999997,0.08299999999999999,0.035,0.267,365.193,-0.3659999999999999,1.224,-23114936576.0,39132000256.0,162164998144.0,842233806848.0,0.81,0.35909998,2.0,1.28,0.5,1775692800.0,1.544,343.01319851338906,134.57000732421875,248.14999389648438,244.02513,1.51163,39.0,1.28,0.0212,0.40545,0.43945998,False,False,,0.5,27334896.0,21484270.0,0.72,32.77,57.64,,,-3.54,0.5908,75.6,37.07,,True,1.345676860840631,,0.825,US,True,True,29.02592038002788,74.44088911873105,65.62992125984252,62.92771673832575,13.899387437000385,19.6048632218845,67.67304860088366,24.299065420560748,50.0,71.19205298013244,50.0,53.095563087537414,standard,186,5331321469,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.07746937870979309,86.3,0.875
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,United States,USD,243689288909.9121,130.23153,52.77167300000001,5.0395,15.921356200000002,24.631252,24.371,137.817,0.014330007500000005,-0.028870002000000006,0.020619994000000003,0.012824994999999992,0.28296,0.014999999999999986,0.395,0.618,-45.185,-0.6679999999999999,0.914,2042787584.0,4536000000.0,459000000.0,241114677248.0,,0.0,,,,,0.77,302.95001220703125,139.57000732421875,300.4800109863281,234.48,1.59259,48.0,3.85,0.0348,0.0076599997,0.8365,False,False,,0.5,8076103.0,9123950.0,0.47,57.51,83.34,,,-3.25,0.4462,78.1,47.87,,True,1.0108229896575796,,0.913,US,True,True,40.34274797335674,47.742614949293696,67.71653543307086,70.80771910541232,33.00938047600193,28.57142857142857,12.076583210603829,56.44859813084112,50.0,49.83443708609271,50.0,53.095055212066065,standard,187,2741564596,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.05856791138648987,83.0,0.875
DIOS.ST,Diös Fastigheter AB (publ),Real Estate,Real Estate - Diversified,Sweden,SEK,9182325244.531517,-16.460297250000004,-14.093847499999999,1.37,-0.8031032800000006,3.4468186,,,0.005959999999999993,0.005305002999999999,0.11648497800000002,0.260354985,0.25909000000000004,-0.05399999999999999,0.3075,0.531,71.70750000000001,-0.6685,0.093,-149842688.0,,17489999872.0,,3.66,0.4423,2.4,3.29,0.6,1783382400.0,1.233,71.41940293696872,58.87973465674523,66.0999984741211,77.75,,4.0,,,0.29591,0.43549,False,False,,0.5,245468.0,185440.0,0.41,4.08,-5.16,,,-7.3,0.227,50.0,-0.1,,True,0.5726157714081704,,0.5,Nordic,True,True,,66.5345865864629,28.07086614173228,49.44309270241106,40.3045454800689,87.53799392097264,67.67304860088366,,50.0,,50.0,53.0933786729565,standard,188,1164470,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.013094553723931313,43.5,0.875
GIVN.SW,Givaudan SA,Basic Materials,Specialty Chemicals,Switzerland,CHF,26450878602.0,3.736425999999998,7.68878,4.0675,4.108442999999999,3.5399997,4.012,6.466000000000001,0.12624499199999997,0.038485000000000005,0.07424498599999999,0.047947490000000016,0.059599999999999986,-0.106,-0.46399999999999997,-0.046,45.982000000000006,0.027000000000000024,1.097,569773504.0,742000000.0,4416000000.0,29980524544.0,2.53,0.6063,72.0,1.93,72.0,1774224000.0,0.663,4122.111944974602,2566.0,2866.0,3367.9263,2.36842,19.0,,,0.17141001,0.37308997,False,False,,0.5,26263.0,24928.0,0.24,2.23,-5.38,,,-12.61,0.2523,60.1,2.44,,True,0.710626307704432,,0.5,Europe,True,True,67.69427376465121,67.38803120910679,22.440944881889763,17.805723306697825,59.78056540772599,72.03647416413374,67.67304860088366,71.96261682242991,50.0,,50.0,53.01935657086706,standard,189,80016886,False,5,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.008049366064369678,26.3,0.875
IBE.MC,"Iberdrola, S.A.",Utilities,Utilities - Diversified,Spain,EUR,131710409255.7219,7.762602999999999,3.3201224999999983,3.2062,1.3147453499999995,3.027081,4.574,3.663000000000001,0.011149994999999975,0.017320000000000002,0.04563499599999998,0.015195005000000011,0.16345000000000004,-0.122,-0.246,-0.146,-53.9815,0.03049999999999986,0.535,,4872000000.0,59747000320.0,199024672768.0,3.51,0.828,0.68,4.09,0.427,1783296000.0,0.582,20.59474603107996,14.889136373794157,19.489999771118164,19.75909,2.43478,22.0,,,0.0023700001,0.4651,False,False,,0.5,12187153.0,11754067.0,0.19,-0.86,2.65,,,-4.44,0.1582,50.0,-0.81,,False,0.3824492083096781,,0.924,Europe,True,True,,56.195178236260844,43.7007874015748,30.8253745744724,72.66477361812993,38.753799392097264,67.67304860088366,,50.0,,50.0,52.88453093948269,standard,190,247413704,False,2,SVAG,-8,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.020308643579483032,62.8,0.875
NESN.SW,Nestlé S.A.,Consumer Defensive,Packaged Foods,Switzerland,CHF,201173323845.06226,3.131107,2.9060244999999982,2.1518,3.57432935,2.238119,2.805,4.973000000000001,0.09106999750000001,0.012995002500000005,0.050949996000000004,0.05278501500000002,0.08263999999999999,-0.062,-0.273,-0.243,83.43875000000001,-0.16225000000000012,0.447,5677398464.0,6230000128.0,57851998208.0,252169142272.0,3.98,0.8689,3.1,3.08,3.1,1776643200.0,0.499,84.2594760502646,67.15778239946611,78.20999908447266,87.87273,2.18182,22.0,,,0.00018999999,0.47164002,False,False,,0.5,3588022.0,3469637.0,0.51,-1.11,-3.12,,,-3.7,0.2109,58.7,1.65,,False,0.46086462593562993,,0.5,Europe,True,True,71.85955491299633,61.595290448158906,36.69291338582677,18.181286099303367,59.465506257744835,31.914893617021278,67.67304860088366,74.95327102803738,50.0,,50.0,52.83463416373032,standard,191,303923543,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.013660227879881859,46.7,0.875
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,United States,USD,32484847069.49402,,32.35125000000001,1.67,4.5099722,12.482655,11.573,-395.07800000000003,-0.15801000250000002,-0.081579999,-0.12012999599999999,-0.178214995,0.26764003999999997,0.118,,,-48.074,3.2359999999999998,4.553,-298832128.0,2427152896.0,58635000.0,30116329472.0,,0.0,,,,,1.486,444.7200012207031,183.64300537109375,403.8800048828125,387.18445,1.625,36.0,2.45,0.0497,0.02727,0.93349,False,False,,0.5,2259446.0,4262540.0,0.25,48.3,58.27,,,-10.91,0.7161,69.4,41.34,,True,1.2500788276595431,,1.0,US,True,True,,24.239167927567063,54.803149606299215,85.86109505788482,37.6371741639233,68.38905775075987,12.076583210603829,34.76635514018692,50.0,38.907284768211916,50.0,52.81597013513803,standard,192,1721554676,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.11392826586961746,88.8,0.75
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,United States,USD,74981467379.27371,-2.574140499999995,-0.4995222499999983,4.0843,0.5428652500000004,0.63629353,0.711,-0.32700000000000173,0.043500005000000015,0.014680001499999998,-0.071004996,-0.1165575005,-0.30643,0.0175,,,-15.001250000000006,0.3890000000000001,1.084,3970187520.0,5733000192.0,11491000320.0,83803463680.0,1.9,0.3353,4.8,3.36,1.2,1779321600.0,0.571,262.50281085325173,121.97904827260855,252.52000427246094,259.4737,2.4,19.0,2.81,0.033,0.00579,0.87859,False,False,,0.5,3727052.0,3023550.0,0.15,1.93,13.69,,,-2.33,0.3895,56.7,5.24,,False,0.7293194710667504,,1.0,US,True,True,,32.75527383070942,57.401574803149614,72.45128493130254,57.050011136730404,51.51975683890577,67.67304860088366,91.58878504672897,50.0,52.81456953642384,50.0,52.750011330465284,standard,193,763506859,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.014924037270247936,7.4,0.875
HEI,HEICO Corporation,Industrials,Aerospace & Defense,United States,USD,18385721420.25,29.039209999999997,29.829994,3.0483,5.8775177,9.476408,10.087,19.227000000000004,0.019174995,0.0274099895,0.05617000000000001,0.11846498999999999,-0.051459980000000016,0.192,0.41,0.491,-26.878000000000007,1.5325000000000002,1.192,-108282496.0,210335008.0,2587290112.0,49537921024.0,0.07,0.0429,0.24,0.1,0.12,1767571200.0,0.953,361.69000244140625,256.1099853515625,333.25,382.95,1.82609,20.0,0.75,0.0113,0.22848,0.76583,False,False,,0.5,704707.0,843740.0,0.11,22.35,3.03,,,-7.9,0.389,71.3,14.45,,True,0.9011343337885303,,0.998,US,True,True,37.58264057417256,58.66457670076308,38.58267716535433,81.35953254296388,54.09305033020672,78.11550151975683,25.184094256259204,41.495327102803735,50.0,89.56953642384106,50.0,52.736234230735604,standard,194,281176355,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.02371656894683838,68.5,0.875
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,USD,88291402029.46478,-10.228974000000001,-4.517854499999996,28.15,0.3249838999999999,6.521172,6.314,-5.496,0.10581000700000001,0.10782499999999999,0.28502500000000003,0.477352455,0.28664002999999993,0.5730000000000001,0.669,1.081,-55.897,1.3170000000000002,2.034,3466479872.0,3122657024.0,319219008.0,85487960064.0,1.02,0.1554,1.8,2.33,0.45,1788220800.0,0.568,254.6128673094245,113.53639266384602,176.57000732421875,254.2,1.90909,15.0,2.14,0.0101,0.00065,0.734,False,False,,0.5,2504265.0,2046500.0,0.29,-1.09,-23.53,,,-29.43,0.484,33.1,-8.48,,True,0.2960787022305331,,0.914,US,True,True,,88.33585582284458,2.440944881889764,85.94579254029819,58.47028080242873,46.808510638297875,67.67304860088366,89.53271028037383,50.0,91.55629139072848,50.0,52.72043791961823,commodity,195,361350520,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.036243896931409836,76.7,0.875
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,USD,32513556955.148422,-5.518907999999996,-2.7772269999999972,1.9788,14.230915950000004,1.9638534,2.367,-0.8980000000000015,0.9337850025000001,0.0349649925,0.03798999000000001,0.07067999999999999,-0.08059,-0.013000000000000001,0.146,0.173,273.27975000000004,-0.30425,0.368,238187520.0,542000000.0,7105999872.0,39195557888.0,5.23,0.97870004,5.12,3.75,1.28,1780617600.0,0.31,137.48535176193766,92.41999816894531,97.94999694824219,114.26667,2.5625,15.0,9.44,0.1455,0.00708,0.92981005,False,False,,0.5,4794004.0,4363120.0,0.28,1.29,-6.35,,,-11.99,0.2138,47.8,-0.74,,True,0.5291294317612306,,0.912,US,True,True,,65.89613653288795,21.653543307086615,58.72622344427894,53.218067777116545,68.2370820668693,67.67304860088366,52.149532710280376,50.0,9.933774834437086,50.0,52.69025943480757,standard,196,427367591,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.02614438161253929,70.8,0.875
BBVA.MC,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Banks - Diversified,Spain,EUR,111193741763.0696,-1.156301000000001,-1.0973030000000001,1.9791,0.6183811499999998,3.4097004,3.943,,0.06290748999999998,0.008870001000000002,0.12077498600000003,0.209505,-0.37562,0.057999999999999996,0.0,0.108,,,,,160842006528.0,168716992512.0,128599048192.0,4.64,0.4011,0.92,4.99,0.6,1775606400.0,0.89,21.62073545099438,11.896416760839527,19.979999542236328,20.99261,2.43478,23.0,,,0.00102,0.44319,False,False,,0.5,13024061.0,8491463.0,0.37,9.19,13.83,,,-6.66,0.3289,67.9,5.26,,True,0.8061084476548817,,0.561,Europe,True,True,,56.79200401400234,49.60629921259842,49.5291259135678,50.45685656655792,42.24924012158054,67.67304860088366,,50.0,,50.0,52.689011878625365,standard,197,183232181,False,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.029007216915488243,73.4,0.75
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,India,INR,2550664828897.6963,29.588208999999996,26.216393999999998,,7.872624650000001,7.1681027,7.012,20.199,0.067574987,0.04758499999999999,0.002430003999999965,-0.0006925000000000056,0.03405003000000001,0.024000000000000007,0.27599999999999997,0.693,4.729500000000002,0.32300000000000006,1.294,20027812864.0,73595101184.0,39289298944.0,2495013453824.0,1.04,0.5553,27.5,0.87,4.5,1763424000.0,0.284,2985.699951171875,2115.0,2660.699951171875,2701.7354,2.70588,34.0,,,0.52924,0.2756,False,False,,0.5,1325253.0,1478902.0,0.75,9.49,11.97,,,-10.37,0.2699,60.4,8.38,,False,0.7465098294596842,,0.717,India,True,True,46.80255073062425,56.36581690637685,44.09448818897638,65.53767724658275,76.34050322413184,13.98176291793313,67.67304860088366,55.140186915887845,50.0,,50.0,52.61003419282428,standard,198,47218974,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.00888859573751688,28.0,0.875
