ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,data_warnings,roe_raw,roa_raw,pe_trailing_raw,pe_forward_raw,revenue_growth_raw,earnings_growth_raw,debt_to_equity_raw,current_ratio_raw,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
UU.L,United Utilities Group PLC,Utilities,Utilities - Regulated Water,United Kingdom,GBp,17013110372932.254,,,1.1215,2.884198300000001,3.9041317,7.61,4.367000000000002,0.169749998,0.007390000999999997,0.10002001125,0.17060498499999996,0.60206501,0.17,1.053,1.146,,1.784,2.524,-1331600000.0,1794300032.0,11490599936.0,19910680576.0,18127000000.0,,2616300000.0,,,1100300000.0,,586800000.0,1381900000.0,2.994491537614083e-05,0.6113,0.54,4.37,0.3578,1782345600.0,0.587,18783.17490107376,13890.598416644634,18033.111572265625,1510.214,2.35714,14.0,,,0.00053,0.74714994,False,False,,0.5,1744467.0,1853722.0,3.2946006270260133,-0.79,9.86,11.69,25.5,-0.03993272344843335,0.2383916523772644,41.65685904739706,0.00750555980391332,0.08501165074589734,True,0.5794242893906166,,0.5,"['dividend_yield: dividendRate(0.54)/pris(18033.11) = 0.000030 (yfinance-ytterligare 3.9 — rate-baserad vinner)', 'debt_to_equity: 512.653 > 200 -> None', 'market_cap: GBp -> USD (x1.27) 13396149899946.656 -> 17013110372932']",0.27671,0.03941,15.988372,12.59342,0.229,1.149,,2.55,UK,True,True,30.973188253151395,82.08506143487065,63.763995629637144,72.38755137989058,78.6778679741483,3.14410480349345,27.287993282955497,18.677859391395593,50.0,,50.0,55.40070385513719,standard,271,33428375650,False,5,NEUTRAL,0,34.8,False,29.303106633081445,2.5608732157850547,30.394626364399663,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,11.9
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,DKK,136477260869.33817,,,3.0681,2.120862,3.7757611,4.073,-9.027000000000001,0.47019,0.12581500150000002,0.26539,0.26230752,0.37898,-0.06699999999999999,-0.378,-0.208,20.865499999999997,0.0,0.642,36828125792.0,44982001664.0,140126994432.0,1341865066496.0,542902000000.0,,309064000000.0,,,127658000000.0,,102434000000.0,119102000000.0,0.041555675749498956,0.4457,11.7,1.93,3.75,1786665600.0,0.344,391.29954295384726,214.04786677505646,281.54998779296875,310.16696,2.95833,23.0,,,0.05272,0.33367002,False,False,,0.5,4237511.0,4395892.0,2.194403266404602,-5.98,-4.94,19.4,,-0.2804745293909612,0.4702121023595626,38.04625703185963,-0.07084354327341924,-0.032434854286705006,False,0.24031389062489852,,0.808,['market_cap: DKK -> USD (x0.145) 941222488754.0564 -> 136477260869'],0.59815,0.18729,10.729801,12.91143,0.021,-0.206,63.327,0.873,Nordic,True,True,,94.24277582938483,49.066905508702405,30.031899391937305,42.07012408449697,20.436681222707424,89.84047019311502,76.60020986358866,50.0,,50.0,55.395904451931855,standard,272,190190284,False,5,NEUTRAL,0,53.5,False,93.03106633081444,19.64735516372796,31.905961376994124,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.1
UBSG.SW,UBS Group AG,Financial Services,Banks - Diversified,Switzerland,CHF,132303999313.22717,,,0.7081,0.11949199999999993,2.39848,2.853,,-0.024200000000000013,-0.0023000000000000034,-0.050610019999999964,-0.054244980000000026,,0.041499999999999995,0.02149999999999999,0.169,,,,,575371018240.0,599213015040.0,151322378240.0,1617427000000.0,,47295000000.0,,,,,7767000000.0,21851000000.0,0.020697954652016515,0.3741,0.86,2.37,1.1,1776729600.0,0.832,45.040000915527344,27.338708022602827,41.54999923706055,44.39941,2.47059,17.0,,,0.00063,0.51093,False,False,,0.5,5237025.0,7446075.0,4.053729678793218,-2.74,1.64,46.69,,-0.07748671419905839,0.2340249249631429,30.416086298569624,-0.04006101386336802,0.1348706026077935,False,0.0175003638910739,,1.0,"['gross_margin: None för sektor Financial Services', 'market_cap: CHF -> USD (x1.04) 127215383955.02612 -> 132303999313']",0.10672,0.00566,17.098764,11.892086,0.146,0.206,,,Europe,True,True,,35.32200964925834,78.86848204780252,65.62463674189488,66.22191909446127,20.69868995633188,64.56759026028548,,50.0,,50.0,47.384868451722994,standard,532,376467094,False,1,SVAG,-8,40.3,False,29.303106633081445,19.899244332493705,50.04198152812762,50.04198152812762,50.04198152812762,50.04198152812762,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.8
WPM.TO,Wheaton Precious Metals Corp.,Basic Materials,Gold,Canada,CAD,69924422775.26634,11.160788000000004,14.71543675,0.43,4.8875226000000005,30.201046,30.793,24.826,0.111645,0.08488999900000001,0.565379997,0.5468600350000001,0.48260501499999997,0.704,0.5355,0.859,0.0,0.0,0.452,-4291185536.0,100192000.0,1976749952.0,97663434752.0,9125781000.0,,2314600000.0,,,1581641000.0,,1471720000.0,1904981000.0,0.005120667494417314,0.1597,1.08,1.1,0.269,1787184000.0,1.274,226.61000061035156,128.9170065276829,210.91000366210938,242.14853,1.3125,7.0,2.82,,0.00113,0.72503,False,False,,0.5,765530.0,697450.0,2.723733911359366,3.81,22.07,27.32,,-0.06928201273534174,0.5017273332137563,48.192956051205016,0.13640391092432358,0.16170231537751056,False,0.4044389409774027,,0.913,['market_cap: CAD -> USD (x0.73) 95786880514.06348 -> 69924422775'],0.2355,0.14365,33.424725,30.314322,0.847,0.857,20.399,0.466,Canada,True,True,23.061468769502447,93.62294217148126,82.68808573482124,85.36415709696078,13.596659910656223,32.13973799126638,35.18052057094878,25.70828961175236,50.0,,50.0,55.38365888683511,commodity,273,105168503,False,5,NEUTRAL,0,34.9,False,29.303106633081445,30.89840470193115,2.5608732157850547,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.5
METSO.HE,Metso Oyj,Industrials,Farm & Heavy Construction Machinery,Finland,EUR,15400922250.988384,,,1.2068,1.9279346,2.6614618,2.893,-0.09999999999999964,0.03563499750000001,0.0038600015000000015,0.016639996999999997,0.037682505000000005,,-0.03950000000000001,0.7245,1.098,7.506999999999998,0.0,0.696,-357375008.0,383000000.0,1608000000.0,15498114048.0,7215000000.0,,5240000000.0,,,725000000.0,,423000000.0,779000000.0,0.023228804642854494,0.65,0.4,2.87,0.2,1792627200.0,1.217,18.979999542236328,10.959745649827722,17.219999313354492,17.83,2.25,20.0,,,0.16878,0.55869,False,False,,0.5,1203015.0,1583566.0,3.114214009489445,7.56,9.54,15.02,,-0.0927292029151684,0.3803053217454151,41.79356497761529,0.02702956265012868,0.09077293813454501,False,0.20144452574125962,,0.414,['market_cap: EUR -> USD (x1.08) 14260113195.359613 -> 15400922251'],0.19992,0.06262,28.699997,19.749063,0.061,0.875,61.421,1.393,Nordic,True,True,,54.17792299889055,55.77574312282906,54.58770613099395,47.7560865404802,64.36681222707423,68.93366918555836,32.73871983210913,50.0,,50.0,55.38261905237239,standard,274,31332882,False,4,NEUTRAL,0,45.9,False,29.303106633081445,65.74307304785894,41.22586062132662,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,1,0.14285714285714285,LÅG,VÄNTA,3.7
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,119488338159.17969,7.869404,6.525607000000001,1.936,0.9749237999999996,7.411508,8.451,7.533500000000002,0.0030699999999999894,0.0488,0.03842497750000004,0.04619500500000001,,-0.0005000000000000004,-0.007500000000000007,0.135,0.0,,0.83,4538374848.0,4134000128.0,15747999744.0,136241332224.0,61200000000.0,,15336000000.0,,,6177000000.0,,4471000000.0,5651000000.0,0.009572683138970627,0.2349,3.88,0.82,0.97,1787702400.0,1.077,518.8819687131494,358.552408824988,405.32000732421875,520.3,1.33333,20.0,3.87,0.0238,0.00107,0.90812,False,False,,0.423,2151882.0,1760620.0,1.3057025596716707,-4.79,4.49,1.0,,-0.21885894719095633,0.30866232376905817,31.710641959447372,-0.04574433543479395,-0.04828992544875432,False,0.13125050387163503,,0.523,"['gross_margin: None för sektor Financial Services', 'current_ratio: None för sektor Financial Services']",0.14255,0.07033,24.684532,20.046244,0.104,0.177,42.98,,US,True,True,70.65908191570414,67.57404640260158,45.20731226143334,46.939111643473716,44.603771352947916,22.358078602620086,44.66834592779177,81.32214060860441,50.0,73.6084452975048,42.3,55.377717828953536,standard,275,713614511,False,4,NEUTRAL,0,53.4,False,80.68849706129303,21.49454240134341,50.04198152812762,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,1.0
AVB,AvalonBay Communities Inc,Real Estate,REIT - Residential,United States,USD,9730253111.66304,,12.0558675,7.17,-0.10422030000000015,8.52383,11.53,1.7940000000000005,0.015110004999999996,-0.00307750075,0.10944498750000003,-0.113219975,,-0.034,-0.473,-0.42,0.0,,0.034,499269056.0,90121000.0,9187223552.0,35552079872.0,22192137000.0,,3040725000.0,,,919756000.0,,1051301000.0,1671105000.0,0.10449075526527878,0.96980006,7.12,3.37,0.637308,1782777600.0,0.773,70.6104507446289,63.2599983215332,68.13999938964844,201.70589,2.52632,17.0,4.56,0.0363,0.004,0.95484,False,False,,0.5,3440670.0,7136864.0,1.3936003739228375,0.37,,,,-0.03498704977702449,,51.51194033553096,,,True,0.7899689819545481,,0.264,"['dividend_yield: dividendRate(7.12)/pris(68.14) = 0.104491 (yfinance-ytterligare 0.0387 — rate-baserad vinner)', 'gross_margin: None för sektor Real Estate', 'current_ratio: None för sektor Real Estate']",0.08487,0.02628,25.248285,36.584446,0.023,-0.413,75.129,,US,True,True,67.85803299150112,49.72355988447609,50.79728867796024,15.844474166765536,52.540913006029285,73.53711790393012,99.664147774979,63.16894018887723,50.0,53.07101727447217,50.0,55.35144296996389,standard,276,486305909,False,5,NEUTRAL,0,56.5,False,83.7951301427372,74.55919395465995,12.510495382031905,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,12.3
ALK-B.CO,ALK-Abelló A/S,Healthcare,Biotechnology,Denmark,DKK,5803195922.089999,,10.02389125,9.87,2.831195,6.4494066,6.257,3.6430000000000016,0.08409999000000004,0.06597500150000002,0.11048001,0.08481751,0.24090999999999996,0.088,0.07800000000000001,0.289,0.0,1.50725,2.087,-25500000.0,1736000000.0,422000000.0,42729017344.0,9057000000.0,,6312000000.0,,,1654000000.0,,1197000000.0,1817000000.0,0.008060453400503778,0.26229998,1.6,0.66,1.6,1773705600.0,0.7,271.3999938964844,191.8000030517578,198.5,293.75,1.4,4.0,,,0.0,0.63963,False,False,,0.5,179454.0,196608.0,1.195640495973472,-11.23,-22.1,-4.49,,-0.2686072053645271,0.27388720274944195,31.226750194847412,-0.09061755924759252,-0.12510282377005777,False,0.2675209350604607,,0.542,['market_cap: DKK -> USD (x0.145) 40022040842.0 -> 5803195922'],0.21205999,0.12745,32.594418,27.474049,0.176,0.25,6.079,3.457,Nordic,True,True,51.77171330192598,80.21133780039966,27.42862843017096,59.732623589054896,71.05716514508957,81.39737991266375,41.39378673383711,46.37985309548793,50.0,,50.0,55.32436288069772,standard,278,5997186,False,4,NEUTRAL,0,44.9,False,29.303106633081445,82.11586901763224,18.303946263643997,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,13.9
FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,USD,51290930880.650024,12.366968999999997,12.163042249999998,,3.2943899999999995,22.29265,21.852,11.187999999999999,0.06733999999999998,0.07585,0.5411849974999999,0.5889700150000001,0.4763200000000001,0.43899999999999995,0.10849999999999999,0.433,,7.629,8.595,-439600000.0,1014200000.0,0.0,50276732928.0,8241400000.0,,1822800000.0,,,1300900000.0,,1112100000.0,1493700000.0,0.006618283189086428,0.21440001,1.76,0.93,0.44,1788998400.0,0.958,284.12325997849075,180.51726853068092,265.92999267578125,285.30334,1.66667,9.0,5.3,,0.00616,0.82513,False,False,,0.449,775674.0,777560.0,1.3574510250429281,6.09,21.49,15.53,,-0.06403300913866328,0.3904685930079384,50.1770004762643,0.11621216264729828,0.13274641498966933,False,0.5717313528360249,,0.638,[],0.19913,0.13735,34.71671,28.54006,0.582,0.43,,9.378,US,True,True,38.968518492998314,91.47636978664114,70.6297685701624,68.49455897829661,58.421570922261104,38.427947598253276,37.95130142737196,40.71353620146905,50.0,,44.9,55.28066495590524,commodity,281,206776525,False,5,NEUTRAL,0,35.8,False,29.303106633081445,36.94374475230898,2.5608732157850547,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.8
SHOP.TO,Shopify Inc.,Technology,Software - Application,Canada,CAD,159665349286.80045,56.27072,33.053500875,1.7347,8.49102655,17.538729,17.031,77.425,0.003924990000000017,0.03839499749999999,0.05355750025000001,0.023829989999999995,0.09688501500000002,0.1675,0.34700000000000003,0.658,0.0,3.6874999999999996,3.718,820150016.0,4946999808.0,178000000.0,225977729024.0,15189000000.0,,11556000000.0,,,1885000000.0,,1231000000.0,2033000000.0,,0.0,,,,,2.616,253.10000610351562,129.00999450683594,179.33999633789062,232.93156,1.69811,3.0,3.35,0.0063,0.00233,0.73186994,False,False,,0.5,2092553.0,1906730.0,3.000652954619654,-11.49,16.65,6.59,,-0.29142634526629696,0.5736248870351557,26.303724652758717,-0.05622151450573365,-0.00486030032808904,False,0.23590243990336277,,0.526,['market_cap: CAD -> USD (x0.73) 218719656557.2609 -> 159665349287'],0.15543,0.10187,87.482925,52.35654,0.337,0.681,1.403,5.353,Canada,True,True,37.42546987985014,65.9210991460347,50.353000386435866,70.15155354746953,37.11870521921142,18.340611353711793,11.7968094038623,50.89192025183631,50.0,94.6257197696737,50.0,55.27962873614026,standard,282,244479128,False,6,NEUTRAL,0,41.5,False,63.64399664147775,17.632241813602015,2.5608732157850547,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.9
DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,India,INR,9488743421.58,6.296968000000003,23.074822375000004,,8.1299838,1.5328712,1.426,16.757499999999997,,,-0.09034749674999998,-0.127730006,,0.04149999999999998,1.212,1.949,11.188,,,,12413700096.0,9942200320.0,735796068352.0,191616400000.0,,485373900000.0,,,14743900000.0,,14386400000.0,17822900000.0,0.0007689350249903883,0.025999999,10.0,0.04,10.0,1789948800.0,-0.151,18471.0,9600.0,13005.0,14694.893,,28.0,,,0.40118998,0.35319,False,False,,0.5,474340.0,389329.0,1.0232080301062847,-10.07,5.42,27.58,,-0.2959233392886146,0.38911037301548984,14.316702819956618,-0.07702461977388697,0.07437340609827725,False,0.057800690190933014,,0.843,['market_cap: INR -> USD (x0.012) 790728618465.0 -> 9488743422'],,,42.372604,46.238033,0.211,1.546,18.457,,India,True,True,,10.898826950199533,60.038826412241626,79.30817339425093,71.16912167989838,73.7991266375546,29.135180520570948,,50.0,,50.0,47.26553909616186,standard,538,52807922,False,3,SVAG,-8,52.0,False,29.303106633081445,74.81108312342569,73.13182199832073,50.04198152812762,50.04198152812762,50.04198152812762,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.6
ABBN.SW,ABB Ltd,Industrials,Electrical Equipment & Parts,Switzerland,CHF,150693159953.84354,12.219199250000003,9.888708625,1.3109,8.1577904,4.0528436,4.168,7.375000000000002,0.1807049975,0.04481500000000001,0.07621999700000001,0.061492505,0.005485019999999952,0.04149999999999998,-0.06849999999999999,0.07,0.0,0.22599999999999976,0.818,927734976.0,5856999936.0,9146000384.0,149031305216.0,44885000000.0,,33220000000.0,,,5729000000.0,,4734000000.0,5469000000.0,0.011747063726994661,0.432,0.94,2.13,0.94,1774224000.0,1.008,89.13999938964844,52.995740074591545,80.0199966430664,83.48425,2.84,24.0,,,0.00028,0.59391,False,False,,0.5,2286022.0,2577884.0,3.987451541217443,-0.45,-9.64,20.3,,-0.10231100301803586,0.28066191155177583,49.78213009696312,-0.0003498324435401434,0.09460526835777716,True,0.7668260768434886,,0.707,['market_cap: CHF -> USD (x1.04) 144897269186.388 -> 150693159954'],0.32575,0.08951,35.723213,27.108387,0.142,0.082,55.751,1.429,Europe,True,True,51.786636059919395,73.855650499675,55.54053121409554,50.247373228466024,54.45756241496816,19.03930131004367,49.454240134340886,54.0398740818468,50.0,,50.0,55.2115888533993,standard,285,251009694,False,4,NEUTRAL,0,45.8,False,64.56759026028548,18.303946263643997,29.219143576826195,50.04198152812762,50.04198152812762,50.04198152812762,VARNING,False,1,0.14285714285714285,LÅG,VÄNTA,9.7
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,140921495875.67767,14.797884750000001,14.09902875,1.8308,3.5223796,12.771108,12.132,17.464000000000002,0.056950009999999995,0.044140000000000006,0.1706549775,0.128877505,0.22221000000000002,0.097,0.09300000000000003,0.243,,3.08375,3.636,1705324992.0,5216200192.0,0.0,133867954176.0,20458700000.0,,10064700000.0,,,2945500000.0,,,3030500000.0,,0.0,,,,,1.465,603.8800048828125,328.57000732421875,393.3299865722656,476.34482,1.78125,29.0,3.03,0.022,0.00513,0.89494,False,False,,0.1,3062166.0,2828760.0,2.122957513699176,-1.1,-3.31,-18.04,,-0.3486620133273095,0.36788823895249484,62.80419578310528,0.05312278747288479,-0.13573917027169136,True,1.0430903557513307,,1.0,[],0.17423001,0.10512,45.054985,32.529274,0.185,0.265,,4.963,US,True,True,50.1521215712601,80.59218403945451,39.53432647946482,72.09975972400028,49.68922404405625,20.0,11.7968094038623,61.59496327387198,50.0,75.23992322456814,10.0,55.18529268900758,standard,286,1112636133,False,5,NEUTRAL,0,43.7,False,68.84970612930312,19.227539882451723,7.472712006717044,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.1
COLO-B.CO,Coloplast A/S,Healthcare,Medical Instruments & Supplies,Denmark,DKK,12580610012.661173,6.0127347500000035,,1.0738,3.5346306,3.3153095,4.121,-3.165,0.05738000000000004,0.0396949975,0.009069999999999995,0.09917750000000002,0.23143000000000002,-0.030999999999999993,0.6459999999999999,0.816,135.6115,0.0,0.883,3822875232.0,817000000.0,23803000832.0,117196349440.0,48073000000.0,,27030000000.0,,,7286000000.0,,5052000000.0,2766000000.0,0.05497132011357149,1.876,23.0,2.93,5.0,1779062400.0,0.561,604.3158267768167,369.70001220703125,418.3999938964844,468.2857,2.95238,21.0,,,0.29795,0.32667,False,False,,0.5,342892.0,317947.0,1.6562278499023748,-5.72,11.66,-5.3,,-0.3076468042744046,0.2824525217420779,26.360726728403122,-0.032994679315308306,-0.07811916023738252,False,0.15145957439809893,,0.496,['market_cap: DKK -> USD (x0.145) 86762827673.52533 -> 12580610013'],0.18534,0.101169996,34.238953,16.055115,0.057,0.818,178.073,1.561,Nordic,True,True,,72.95055149587078,36.31922477869748,55.48363180321264,39.8856381114053,68.20960698689956,75.06297229219143,80.79748163693598,50.0,,50.0,55.167063598695165,standard,288,20442415,False,5,NEUTRAL,0,61.6,False,93.61880772460117,69.43744752308984,35.09655751469353,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,7.1
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified,United States,USD,35725308178.45285,,,0.12,-0.9619816000000003,1.2186699,1.243,-2.6715,0.08113000999999997,0.016980002,-0.11803502249999998,-0.22555499499999998,,-0.023499999999999993,0.1765,0.305,0.0,,0.999,4597625024.0,3991000064.0,4384000000.0,36452306944.0,85997000000.0,,28071000000.0,,,,,3836000000.0,5922000000.0,0.01819698241797374,0.1602,2.4,1.91,0.6,1788220800.0,0.45,145.43204633254254,118.21115028788249,131.88999938964844,149.4,2.3913,20.0,0.03,0.0002,0.00345,0.96257,False,False,,0.743,1598263.0,1799290.0,3.1350980591403315,-3.68,3.29,1.32,,-0.09311597604787247,0.19438299701475564,32.434207905232824,-0.04779056706137785,-0.02381356395281231,False,-0.1339291039471867,,0.816,"['gross_margin: None för sektor Financial Services', 'current_ratio: None för sektor Financial Services']",0.22061001,0.038510002,9.108426,9.64247,0.081,0.361,22.33,,US,True,True,,40.11605684081623,58.720961723790786,58.81280283516101,84.80897406039637,46.8995633187773,60.20151133501259,97.58656873032528,50.0,97.31285988483685,74.3,55.128468392161544,standard,290,237308357,False,5,NEUTRAL,0,59.5,False,90.6801007556675,45.08816120906801,50.04198152812762,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,1.2
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,139960697171.8419,,,2.4844,10.07626805,2.2442906,2.378,1.943999999999999,0.47582499549999996,0.06954000999999999,0.018714997499999997,-0.01600999249999998,,-0.029000000000000005,0.133,0.223,72.97650000000002,0.0,0.504,3488250048.0,6003999744.0,14316999680.0,148273692672.0,35767000000.0,,60372000000.0,,,7178000000.0,,5494000000.0,6874000000.0,0.015089594720487676,0.325,1.92,1.35,0.48,1794441600.0,0.593,169.46529880813935,122.77999877929688,127.23999786376953,169.8,1.59091,20.0,3.12,0.0198,0.00155,0.94943,False,False,,0.844,6821611.0,9895040.0,1.960409130791185,-11.94,-22.08,-17.21,,-0.2491678310624249,0.2078516029655597,29.306730896762346,-0.1228014514464536,-0.16743521191597754,True,0.3191185412681441,,1.0,[],0.62171,0.13543001,23.60668,22.038548,0.054,0.236,134.419,1.147,US,True,True,74.51545332306983,63.0386485238359,36.65313021971231,62.63307546300075,51.8762048270685,20.262008733624455,54.827875734676745,73.2423924449108,50.0,78.69481765834932,94.39999999999999,55.10097308167841,standard,291,1259044868,False,5,NEUTRAL,0,53.7,False,75.23089840470193,19.479429051217465,62.72040302267003,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,2.9
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold,Canada,USD,68582694272.904785,11.133626999999997,13.991705249999997,0.43,4.1476886,21.623726,22.215,13.511,0.10370999999999997,0.08215,0.5454749975,0.5420900450000001,0.41879,0.704,0.5355,0.859,0.0,0.0,0.452,-4433460544.0,100192000.0,1976749952.0,70459252736.0,9125781000.0,,2314600000.0,,,1581641000.0,,1471720000.0,1904981000.0,0.0051652210341924815,0.1597,0.78,1.11,0.195,1787184000.0,1.274,165.03237144181935,92.16365623268088,151.00999450683594,177.611,1.3125,10.0,2.53,,0.00113,0.72503,False,False,,0.556,2012790.0,1496010.0,0.7882727902799894,2.56,23.37,25.09,,-0.08496743282833374,0.5060827520506767,47.54236734725545,0.1340896973403647,0.15128874107484824,False,0.35238410657309244,,0.913,[],0.2355,0.14365,33.483368,30.368723,0.847,0.857,20.399,0.466,US,True,True,22.944390086406315,92.73660121792099,81.20728842496771,85.36415709696078,13.45359839420415,32.751091703056765,35.34844668345928,19.832109129066108,50.0,,55.60000000000001,55.081527748507675,commodity,292,225912462,False,5,NEUTRAL,0,35.0,False,29.303106633081445,31.48614609571788,2.5608732157850547,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.2
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,United States,USD,123099172962.04797,,,1.0066,9.8198102,1.5983999,1.816,-1.2780000000000005,0.7380449975000001,0.028115,-0.019845005500000006,-0.025487494999999985,,0.00449999999999999,4.2875,4.368,,0.0,0.974,4652750016.0,3791000064.0,20537999360.0,139846172672.0,59840000000.0,,75048000000.0,,,7731000000.0,,5017000000.0,8557000000.0,0.02587273589873689,0.5033,13.8,2.63,3.45,1788220800.0,0.104,683.2731146861119,429.47237222258065,533.3800048828125,640.2222,2.42857,18.0,2.66,0.0139,0.0011100001,0.76658,False,False,,0.411,1188919.0,1331550.0,2.4772646490216648,-8.91,5.04,-15.27,,-0.21937510284179496,0.28328716768026696,35.10771577656945,-0.037155802388151415,-0.03685175255048323,False,0.35054720257883953,,0.721,['debt_to_equity: 234.238 > 200 -> None'],0.89165,0.08638,19.68192,16.284359,0.105,4.438,,1.193,US,True,True,,51.408265523614304,43.18554583007945,76.54979107669789,66.09840882045678,22.183406113537117,72.7120067170445,81.21720881427072,50.0,87.3320537428023,41.099999999999994,55.04511385974406,standard,294,710222146,False,4,NEUTRAL,0,56.7,False,80.60453400503779,21.326616288832913,72.20822837951302,50.04198152812762,50.04198152812762,50.04198152812762,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.6
CMIG4.SA,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Regulated Electric,Brazil,BRL,21344738038.47489,,,,0.4293339000000005,0.7331638,1.183,-0.4419999999999993,0.05205499300000002,0.015665000000000002,0.007879997249999993,-0.04962000500000002,,-0.024999999999999994,-0.3,-0.204,0.0,0.31200000000000006,0.896,-5828899840.0,3082108928.0,22749945856.0,51740585984.0,67028000000.0,,42751000000.0,,,6328000000.0,,4897000000.0,4077000000.0,0.1204281887070499,0.7906,1.35,9.66,0.069913,1790121600.0,0.048,13.335654645993781,9.523214911735472,11.210000038146973,12.25857,3.26667,14.0,,,1.0000001e-05,0.50945,False,False,,0.5,14228110.0,16657922.0,1.1169995173037406,10.23,7.11,0.6,,-0.15939634493199661,0.23501785826105884,66.0079151207152,0.027309390533171607,0.014687421471656581,True,0.6557002466242206,,0.668,"['market_cap: valuta BRL saknas i FX-tabell, lämnas oförändrad']",0.15944,0.05939,6.919753,9.61588,0.034,-0.204,77.948,1.168,LatAm,True,True,,47.586634644378805,51.2741900421918,30.603998047291874,81.45054905267592,58.34061135371179,99.74811083123426,12.17208814270724,50.0,,50.0,47.038678799097156,standard,545,36314992,False,2,SVAG,-8,52.0,False,29.303106633081445,59.949622166246854,87.8253568429891,50.04198152812762,50.04198152812762,50.04198152812762,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-1.0
