ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,data_warnings,roe_raw,roa_raw,pe_trailing_raw,pe_forward_raw,revenue_growth_raw,earnings_growth_raw,debt_to_equity_raw,current_ratio_raw,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,data_quality,data_anomaly,data_fetched_date,data_stale_days,predicted_return,ml_rank,_fundamentals_neutralized
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,29696377233.12,,,,5.390961850000001,22.036493,21.749,22.137000000000008,,,0.137030022,0.16061497900000002,,0.19050000000000003,0.49550000000000005,0.655,0.0,,,,32330000384.0,70000000.0,2442438115328.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.0032181935207037118,0.2722,30.0,0.62,30.0,1784851200.0,0.245,9615.0,5613.352076705792,9322.0,8447.0,2.58621,29.0,,,0.51992,0.30374,False,False,,0.5,462992.0,489879.0,1.15651707429084,9.67,39.45,49.0,,-0.030473218928757095,0.24089055752658095,68.47048300536673,0.13732011684425416,0.3654212893922768,False,0.691504517305043,,1.0,['market_cap: INR -> USD (x0.012) 2474698102760.0 -> 29696377233'],,,84.41547,61.95091,0.278,0.657,0.042,,India,True,,82.86802030456853,93.10945046879328,84.92467768496665,82.40341290384431,63.54679802955665,35.810810810810814,,50.0,,50.0,78.66973957038351,standard,2,47596560,False,4,NEUTRAL,0,38.2,False,29.404362416107382,52.76845637583892,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.3,0.625,MISSING_CRITICAL;,2026-09-16,0,-0.029241224750876427,11.5,True
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,United States,USD,39142379076.63071,,,2.0355,13.182417525,5.295952,5.155,-2.7359999999999993,0.930614985,0.04290500209999997,0.07477000449999999,0.1277899975,,0.12949999999999998,0.309,0.609,126.88674999999999,0.0,0.994,-310229120.0,3576000000.0,2534000128.0,38100377600.0,10744000000.0,,6925000000.0,,,1695000000.0,,1276000000.0,2067000000.0,0.010437575334911586,0.2938,2.08,2.23,0.52,1791504000.0,1.432,209.05999755859375,92.93030836511167,199.27999877929688,195.125,2.3,16.0,4.53,0.054899998,0.00417,1.01958,False,False,,0.589,2702375.0,2793480.0,1.0508973654052596,-1.37,24.56,107.27,,-0.046780823177594355,0.4406092933316612,56.36693380402283,0.09850067334654633,0.5130768479315899,False,0.7727390247824103,,0.966,[],1.14818,0.116560005,28.186703,18.041443,0.299,0.635,169.498,1.242,US,True,,80.19653978104301,89.93304763934874,77.97212675608841,20.350023367845843,57.389162561576356,50.67567567567568,37.6865671641791,50.0,28.333333333333332,58.9,65.85652256093988,standard,21,556684691,False,3,SVAG,-8,48.9,False,65.18456375838926,43.624161073825505,23.657718120805367,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,14.1,0.75,,2026-09-16,0,0.12343475222587585,98.3,True
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,5271048467880.249,,,0.5547,10.076700525,17.39792,17.286,5.099000000000001,0.9545449850000001,0.46206499709999993,0.5195500145,0.5234899675,,0.8895,0.952,1.259,0.0,2.8260000000000005,2.918,40328270848.0,62469001216.0,38860001280.0,5237179940864.0,206803000000.0,,215938000000.0,,,130387000000.0,,120067000000.0,102718000000.0,0.004581062031044217,0.0354,1.0,0.05,0.25,1788998400.0,2.217,236.00055597235212,163.89537828689438,218.2899932861328,327.6544,1.28333,57.0,2.33,0.0128999995,0.04007,0.71410006,False,False,,0.591,132796621.0,146731290.0,0.6953779508103108,-2.48,6.67,19.47,,-0.07504458035384509,0.38102213572372606,52.56797141869234,0.027942868317126335,0.10747966660063524,False,0.4323251574428025,,0.897,[],1.17211,0.53572,27.631645,14.022135,1.059,1.278,16.971,4.589,US,True,64.09409904121775,98.2344378258395,65.69829094391699,88.43898983714504,45.20534290271132,7.389162561576355,38.513513513513516,61.19402985074627,50.0,82.77777777777777,59.099999999999994,79.8688027244642,standard,1,32029972309,False,7,STARK,8,39.8,False,66.19127516778524,2.5587248322147653,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,-1.8,0.75,,2026-09-16,0,-0.03047558292746544,10.7,True
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,12166985253.631592,,,,73.78309925,7.313042,8.484,-3.8640000000000017,1.5599999924999999,0.1867749966,0.128080002,0.40775002749999995,,0.38949999999999996,0.2675,0.392,,0.7365000000000002,1.994,-1144295456.0,231003008.0,2178533120.0,14114515968.0,2525323000.0,,1396611000.0,,,802593000.0,,316889000.0,651558000.0,,0.0,,,,,0.882,111.1500015258789,61.22999954223633,107.19999694824219,99.55556,1.66667,9.0,6.5,0.1719,0.01107,1.12178,False,False,,0.649,1991508.0,1474070.0,0.5371315988004165,5.31,51.56,68.66,,-0.035537602549803315,0.3708394769685019,46.65286110084381,0.15125464128710786,0.43005403382461593,False,0.5164078941330442,,0.66,['debt_to_equity: 1517.687 > 200 -> None'],1.73674,0.25492,31.345028,10.314575,0.477,0.429,,2.709,US,True,,93.31803567650536,83.21072531785661,70.28127742126377,55.040536948431686,79.06403940886699,11.936936936936938,16.791044776119403,50.0,7.777777777777778,64.9,63.49534058109421,standard,30,158020300,False,3,SVAG,-8,42.6,False,29.404362416107382,70.46979865771812,14.681208053691275,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,7.4,0.625,,2026-09-16,0,-0.043487291783094406,4.6,True
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62497011861470.0,,,0.7209,4.824449525,14.074343,13.532,2.7090000000000005,0.24987503500000005,0.13376500809999994,0.3457400445,0.428385045,,0.19049999999999997,0.448,0.774,9.206000000000001,0.7470000000000001,2.132,677434107904.0,3518010228736.0,1068558516224.0,60089511706624.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.011618257261410789,0.2573,28.0,1.67,7.0,1789516800.0,1.247,2535.0,1218.7544919906122,2410.0,3230.8484,1.30303,33.0,,,0.00023,0.43330002,False,False,,0.5,27067086.0,18964548.0,1.0628612538810118,-1.03,1.47,29.99,,-0.04930966469428011,0.3279048011381661,55.73770491803279,0.006935739951533293,0.18571288155708365,True,0.49228096233987684,,0.95,"['market_cap: valuta TWD saknas i FX-tabell, lämnas oförändrad']",0.39969003,0.19002001,28.17066,16.957918,0.36,0.774,16.504,2.458,Asia,True,71.9966393199565,92.67716568854897,70.74477531978434,83.35996043722321,50.04622503072137,2.4630541871921183,52.25225225225225,65.67164179104478,50.0,,50.0,71.44287149266756,standard,11,1438924608,False,5,NEUTRAL,0,41.0,False,68.6241610738255,2.5587248322147653,6.124161073825504,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.6,0.75,,2026-09-16,0,-0.0003290010499767959,60.0,True
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,155793241640.192,,,1.4604,16.343693405,18.591772,18.388,16.53875,0.29319499250000003,0.23537499849999993,0.24936002449999997,0.31501,,0.2235,0.627,0.938,0.0,0.0,1.77,8788262912.0,413124001792.0,108165996544.0,22659259695104.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.0018915510718789407,0.1145,60.0,0.78,30.0,1774828800.0,1.182,38730.0,13255.302299555202,31720.0,41838.094,1.52381,21.0,,,0.00279,0.64681,False,False,,0.5,9078201.0,8979790.0,1.2916533048228933,-11.74,16.08,31.93,,-0.18099664342886657,0.7522126788149088,39.43768996960486,-0.007493859415823145,0.19347887368636818,False,0.05865105967206937,,1.0,['market_cap: JPY -> USD (x0.0068) 22910770829440.0 -> 155793241640'],0.56895,0.2925,61.728878,133.42868,0.393,0.953,10.374,2.666,Japan,True,45.00741326480182,92.55638474732099,73.53209660749405,88.28526381855227,23.044590643274855,27.339901477832512,34.234234234234236,49.25373134328358,50.0,,50.0,70.58848496744983,standard,12,1835042313,False,6,NEUTRAL,0,50.0,False,97.5251677852349,18.120805369127517,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,3,0.42857142857142855,LÅG,OK,8.9,0.75,,2026-09-16,0,0.19731952250003815,99.8,True
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,938967655619.1599,,,0.1941,,6.799455,6.625,-15.125,3.390735005,0.5121950281000002,0.7027000445000001,0.588225025,,2.3985,12.398,12.408,64.779,15.531000000000002,11.472,55714707417088.0,38724377247744.0,3194454016000.0,1253251458531328.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.0008278145695364238,0.013200001,1500.0,1.03,375.0,1787875200.0,2.389,2986352.5777339735,304602.0961929968,1812000.0,3197603.8,1.34211,38.0,,,0.20212,0.39248002,False,False,,0.5,5298864.0,3301745.0,0.7059572580100708,20.5,-15.7,89.81,,-0.39323976227383883,0.9203919354308797,62.25799920136972,0.03166656246331456,0.3560322611566966,True,0.822334536988251,,1.0,['market_cap: KRW -> USD (x0.00073) 1286257062492000.0 -> 938967655619'],3.54055,0.56845003,,3.8352716,2.568,12.724,72.077,17.242,Asia,True,,99.08593646344168,53.11273567239352,97.98034877827189,31.904524374460742,11.083743842364532,31.756756756756754,88.43283582089553,50.0,,50.0,78.57478306714654,standard,3,4367416216,False,8,STARK,8,50.6,False,97.5251677852349,7.298657718120806,17.197986577181208,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,2,0.2857142857142857,LÅG,OK,0.6,0.625,,2026-09-16,0,0.10523153096437454,97.6,True
6701.T,NEC Corporation,Technology,Information Technology Services,Japan,JPY,45140792274.577995,,,0.34,,1.8005489,1.831,,,,,,,0.145,1.586,1.574,,,0.985,,434699010048.0,591366979584.0,6752000540672.0,4466784000000.0,,3582733000000.0,,,359913000000.0,,270228000000.0,438463000000.0,0.007992007992007992,0.1872,40.0,1.32,20.0,1790640000.0,0.344,6159.847439939296,3586.1172275143363,5005.0,6190.909,1.5,11.0,,,0.049629997,0.5498,False,False,,0.5,7190149.0,6398120.0,0.9954778864912136,5.59,12.88,22.3,,-0.18747987692868529,0.5016532985199975,52.92993630573248,0.11782625786163536,0.07227581172444109,True,0.8537157383233964,,1.0,['market_cap: JPY -> USD (x0.0068) 6638351805085.0 -> 45140792275'],,,,,,,,,,,,,68.33717635633934,88.8575529330523,51.55502392344498,52.70935960591133,46.846846846846844,,50.0,,50.0,62.473306846686384,standard,35,206301881,False,2,SVAG,-8,,,,,,,,,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0,0.25,MISSING_CRITICAL;,2026-09-16,0,0.024677792564034462,83.7,True
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,494890281739.5651,,,1.4762,78.77463520000002,14.212469,14.584,11.137,2.21321999,0.21172999900000003,0.19099998999999998,0.22661499749999994,,0.03699999999999999,0.04150000000000001,0.186,,,0.666,15479646208.0,11608999936.0,24643000320.0,511645089792.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.006113951378403276,0.17930001,3.48,0.55,0.87,1783555200.0,0.735,601.22998046875,463.74259988972767,569.1900024414062,668.5278,1.38462,36.0,2.57,0.0087,0.00112,0.91181,False,False,,0.491,3234860.0,2425460.0,0.7707887862700074,1.69,17.19,14.84,,-0.05329071913939443,0.22532993748428715,42.73743514633002,0.012420149883416887,0.07422370997897665,False,0.26033796045212654,,0.907,"['debt_to_equity: 439.583 > 200 -> None'
 'gross_margin: None för sektor Financial Services'
 'current_ratio: None för sektor Financial Services']",2.41202,0.24063,31.052374,24.720724,0.141,0.221,,,US,True,74.19170702777502,93.51644837491807,73.93033568721137,58.87751690522881,71.05263157894737,13.793103448275861,42.11711711711711,84.70149253731343,50.0,89.44444444444444,49.1,78.04101083930861,standard,4,1380547583,False,7,STARK,8,51.0,False,78.60738255033557,9.060402684563758,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,0.4,0.625,,2026-09-16,0,-0.023046059533953667,15.9,True
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,United States,USD,251727822875.5774,,,1.4141,4.068607525000001,23.881285,22.615,30.458000000000002,0.09719498499999998,0.0675349971,0.2666300145,0.3150500175,,0.2075,0.030999999999999972,0.365,,1.1939999999999997,2.289,2409908480.0,13343299584.0,0.0,238384529408.0,19448600000.0,,9005700000.0,,,3856100000.0,,3511400000.0,4371900000.0,,0.0,,,,,1.617,214.88999938964844,114.5199966430664,199.58999633789062,241.03607,1.25806,28.0,1.96,0.0139,0.17247,0.73328,False,False,,0.55,7313567.0,4104940.0,0.9239678822548562,-5.18,27.62,48.91,,-0.07119923260837813,0.5412815093264894,59.6302859089351,0.07713676345535547,0.3011378777673561,False,0.7914769569220276,,0.951,[],0.31476,0.14119,63.3619,38.67813,0.377,0.357,,2.957,US,True,50.82311950182861,85.57288658189086,85.36640553545273,71.09780016993352,38.36057947900053,19.21182266009852,11.936936936936938,63.80597014925373,50.0,81.94444444444444,55.00000000000001,69.60035885616105,standard,13,819304960,False,5,NEUTRAL,0,42.0,False,68.95973154362416,12.5,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,2.6,0.625,,2026-09-16,0,0.009342780336737633,71.7,True
