ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
BNS.TO,BNS.TO,Unknown,Unknown,Unknown,USD,,,,,,,,,,,,,,,,,,,,,,,,1460042000000.0,,37097000000.0,,,,,7789000000.0,5407000000.0,,,,,,,,124.30000305175781,71.1762556605677,124.13999938964844,,,,,,,,False,False,,0.5,,,0.15,7.15,22.62,26.15,,0.0,0.1713,59.7,9.73,,False,0.9299521709377832,,0.904,Canada,True,,,87.20784905373814,80.31645569620252,97.38219895287958,,12.658227848101266,,50.0,,50.0,73.70156612426076,standard,1,,True,44.6,False,28.17195325542571,50.04173622704508,50.04173622704508,50.04173622704508,50.04173622704508,50.04173622704508,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.1,True,0.0,EXTREME_GROWTH;EXTREME_EARNINGS_GROWTH;MISSING_CRITICAL;,2026-07-13,0
V,Visa Inc.,Financial Services,Credit Services,United States,USD,579188976996.0531,9.065088624999998,7.725641999999999,1.5282,14.03854015,15.424071,15.53,10.444999999999999,0.43066499999999996,0.16533500992500003,0.26247502600000006,0.30162002999999993,0.49807999999999997,0.10850000000000001,0.22199999999999998,0.315,1.7172500000000035,-0.6789999999999999,0.669,19739896064.0,13912999936.0,23975999488.0,668203679744.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.77,0.2197,2.68,0.7,0.67,1778544000.0,0.754,365.0199890136719,293.2820187246287,348.9700012207031,401.15817,1.36585,38.0,2.31,0.0125,0.00081,0.91583997,False,False,,0.5,8292962.0,10205490.0,0.494079565636949,7.36,13.43,-1.54,,-0.04397016129537934,0.2164131321631628,69.53082613549401,0.05760855399825826,0.06355025585324059,True,0.7163142355748475,,0.869,US,True,72.29599653129064,95.67705076696784,66.17549219957682,70.92613428611517,63.58215625645833,21.73913043478261,67.53164556962025,84.57869634340223,50.0,88.02395209580838,50.0,71.42343958948591,standard,2,3561409858,False,47.4,False,84.0567612687813,18.697829716193656,7.0951585976627705,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,5.4,True,0.875,,2026-07-13,0
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62626673711805.0,4.136150999999995,1.7737464999999988,1.1813,6.2988450500000015,15.260266,14.713,3.8019999999999996,0.23865499749999997,0.12426000895000003,0.34760750400000007,0.44270750000000003,0.247865,0.22149999999999997,0.38199999999999995,0.583,12.646749999999999,0.6930000000000001,2.187,709926586368.0,3383596154880.0,1094369804288.0,60378876739584.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.99,0.2785,24.0,1.7,7.0,1789516800.0,1.246,2535.0,1070.727733037243,2415.0,2833.9707,1.32353,34.0,,,0.00022,0.43839002,False,False,,0.5,33980625.0,25832127.0,1.33,,,,,,0.3366,42.3,,,False,0.47881798919215207,,0.927,Asia,True,67.53707183118948,92.571908512379,,80.42397324658238,56.663908521682565,2.503293807641634,67.53164556962025,65.18282988871225,50.0,,50.0,68.81431217541716,standard,5,1937830787,False,41.0,False,68.03005008347245,2.5459098497495827,7.262103505843072,50.04173622704508,50.04173622704508,50.04173622704508,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,6.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-13,0
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,4631217201493.408,0.39662137499999783,9.509896,2.5551,35.92279295,10.286465,10.295,7.373749999999998,1.2348599000000002,0.194334999075,0.16094502499999996,0.1789875,-0.0010800000000000254,0.036500000000000005,0.015999999999999986,0.194,32.048750000000005,-0.7080000000000001,0.906,99990892800.0,68507000832.0,84710998016.0,4647420952576.0,359241000000.0,,416161000000.0,,,133050000000.0,,112010000000.0,111482000000.0,0.34,0.1259,1.08,0.5,0.27,1778457600.0,1.097,317.3999938964844,200.70374904924734,315.32000732421875,315.56668,2.0,42.0,2.11,0.0095999995,0.01631,0.65731,False,False,,0.5,54717498.0,81136140.0,0.47,6.98,22.13,,,0.0,0.268,63.2,5.9,,True,0.8727703857010282,,0.911,US,True,69.88365370718311,83.64151982771105,89.98787981284177,59.90839360796412,44.76403814900136,12.121212121212121,67.53164556962025,77.10651828298887,50.0,92.66467065868264,50.0,68.69696051722326,standard,6,25583848259,False,44.9,False,76.79465776293823,9.766277128547578,11.519198664440735,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,2.8,True,0.875,,2026-07-13,0
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,359214247887.72595,-2.1837756250000036,4.698174,4.2244,4.789755574999999,7.288658,7.957,7.940750000000001,0.21788001999999995,0.020655000075,0.18817500600000003,0.22325749799999997,0.13773999999999997,0.08499999999999999,0.118,0.178,25.383750000000003,0.19399999999999984,0.782,2024396544.0,13820000256.0,44646998016.0,392142258176.0,104816000000.0,,47941000000.0,,,14911000000.0,,13107000000.0,7408000000.0,2.57,0.64779997,2.12,2.89,0.53,1781481600.0,0.349,85.68000030517578,64.03758462860179,83.48999786376953,86.1825,1.8,24.0,2.44,0.0116,0.098950006,0.6826,False,False,,0.629,16907085.0,20763030.0,0.34,2.72,10.95,,,0.0,0.19,68.0,4.79,,True,0.7977628908949826,,0.887,US,True,53.15132244544009,81.65843572280986,79.83698818046865,65.19368039914016,76.49852090880296,26.08695652173913,67.53164556962025,54.372019077901435,50.0,89.67065868263472,62.9,66.87652200329602,standard,7,1733505330,False,44.4,False,63.188647746243745,22.287145242070117,18.030050083472453,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,10.2,True,0.875,,2026-07-13,0
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1059905961155.6252,11.685717375000003,7.096690499999999,1.5739,28.331275249999994,14.670181,15.197,13.596749999999997,0.9085249999999999,0.137565010075,0.221520006,0.30658499000000006,0.34861999999999993,0.47050000000000003,1.586,1.681,82.23899999999999,-0.6230000000000001,0.721,8056746240.0,5281999872.0,43370000384.0,1097994010624.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.22129999,6.92,0.89,1.73,1786665600.0,0.506,1249.449951171875,619.3983893784804,1188.5799560546875,1240.4642,1.76667,28.0,2.74,0.0105,0.00155,0.85236,False,False,,0.284,3300485.0,3388710.0,0.33,2.42,28.13,,,-3.77,0.3971,65.1,8.77,,False,0.6187632893317456,,1.0,US,True,52.126318832201186,94.15332508809342,56.635473626848565,93.03729092882757,40.75122339988056,18.84057971014493,67.53164556962025,59.14149443561209,50.0,91.31736526946108,28.4,66.55211398448121,standard,8,4027752783,False,42.2,False,64.27378964941569,16.52754590984975,7.595993322203673,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,10.0,True,0.875,,2026-07-13,0
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,21621191716440.0,26.962097499999995,101.501677,2.2104,23.1797211,19.350029,18.874,23.559874999999995,0.468469995,0.26091499915,0.23990750025000002,0.35521253500000005,0.36475496249999995,0.2825,2.004,2.173,-9.403374999999999,0.4229999999999999,1.722,190341372928.0,339966001152.0,20192000000.0,21301416689664.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.2,0.1145,60.0,0.81,30.0,1774828800.0,1.186,35940.0,9711.253449554897,29830.0,35140.0,1.75,20.0,,,0.00279,0.65313005,False,False,,0.5,9287914.0,7913510.0,0.86,,,,,,0.7349,45.5,,,False,0.3797014320840355,,1.0,Japan,True,50.33169533169533,94.7801828019329,,92.65130376213166,34.14135426553862,5.401844532279315,67.53164556962025,62.16216216216216,50.0,,50.0,66.42634138968906,standard,9,1453902597,False,40.3,False,66.4440734557596,2.5459098497495827,5.175292153589315,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,4.8,True,0.875,,2026-07-13,0
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1547483662380000.0,,-12.2677762,2.9836,,11.715922,11.445,-0.8520000000000003,0.48827499750000003,0.22991999895,0.451457504,0.57700753,0.312555,1.8515000000000001,3.7640000000000002,3.975,7.48175,0.8220000000000001,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1511647160041472.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.14,0.028399998,3000.0,1.06,375.0,1779926400.0,2.027,2987000.0,243980.453125,2180000.0,3221475.2,1.43243,37.0,,,0.20716,0.41442,False,False,,0.5,5355752.0,5892603.0,0.82,1.4,118.47,,,-25.32,0.9471,33.2,1.73,,False,0.1933437583743126,,1.0,Asia,True,,95.81198062289529,50.68427382227484,96.29340058834042,42.47479400758238,0.2635046113306983,34.810126582278485,72.97297297297297,50.0,,50.0,66.4158929750683,standard,10,9377488414,False,42.6,False,72.95492487479132,2.5459098497495827,9.93322203672788,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,12.5,True,0.625,SUSPICIOUS_FWD_PE;,2026-07-13,0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1106014698987.7625,-15.600616625,-16.8496533,0.1457,7.61793095,12.251754,12.034,-5.753250000000001,0.48652999999999996,0.280744999075,0.44848500500000005,0.65993753,0.24598999999999993,3.3274999999999997,13.483,13.983,-41.16924999999999,1.6469999999999998,2.927,6539646208.0,26022000640.0,6376000000.0,1086368710656.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0112,0.53,0.33,0.15,1783296000.0,2.142,1254.8069810301963,103.21433303891678,979.2999877929688,1486.0,1.42222,42.0,0.55,0.028099999,0.0025499999,0.81311995,False,False,,0.456,51537644.0,55761390.0,0.51,-6.59,118.07,,,-23.35,0.8993,32.0,2.52,,False,0.2819974941534497,,1.0,US,True,,94.56952953275754,51.095232726384424,98.14039692892891,30.452590162955627,18.44532279314888,25.63291139240506,56.43879173290938,50.0,63.47305389221557,45.6,66.17900727940082,standard,11,54607128546,False,42.1,False,62.93823038397329,16.193656093489146,9.515859766277128,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,11.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-13,0
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,14201562189.5,-12.702012624999998,-5.261091500000001,2.56,1.6961052499999996,5.9783688,5.723,-2.933250000000001,0.24380500000000005,0.15048500007499999,0.22250000599999997,0.22421499000000003,0.48473999999999995,0.0155,0.323,0.319,-48.018,1.138,3.01,-470734208.0,777206976.0,169540992.0,13593895936.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.424,57.56999969482422,33.7599983215332,56.5,50.375,2.26316,16.0,10.18,0.15439999,0.01821,1.0683999,False,False,,0.463,2726155.0,2935470.0,0.36,4.21,24.0,,,-2.36,0.3478,69.0,8.43,,True,0.8353716327547671,,1.0,US,True,,93.12997725564472,57.59221677283575,70.6204190859741,69.44755114578739,80.89591567852437,12.658227848101266,25.914149443561207,50.0,9.880239520958083,46.300000000000004,65.97315008979649,standard,12,165854055,False,44.5,False,28.17195325542571,75.70951585976627,23.78964941569282,50.04173622704508,50.04173622704508,50.04173622704508,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,6.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-13,0
