ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1307552709222000.0,,-12.069850400000002,0.435,,9.899417,9.632,-1.2207499999999998,0.4851812470000001,0.22646499850000001,0.451457504,0.577683795,0.312555,1.838,3.75,3.975,7.1175,0.861,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1272242730172416.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.16,0.028399998,3000.0,1.06,375.0,1779926400.0,2.027,2987000.0,243980.46875,1842000.0,3408502.2,1.35135,37.0,,,0.20716,0.41446,False,False,,0.5,5645769.0,6677866.0,0.97,,,,,,1.0035,30.3,,,False,0.10531477146429527,,1.0,Asia,True,,95.8343961978874,,96.36822625959071,42.468669261300754,0.26109660574412535,67.31738035264485,75.35545023696683,50.0,,50.0,72.77273792018042,standard,1,8979459296,False,43.6,False,75.41946308724832,2.5587248322147653,12.332214765100671,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,17.5,True,0.625,SUSPICIOUS_FWD_PE;,2026-07-20,0
V,Visa Inc.,Financial Services,Credit Services,United States,USD,595105589165.8938,10.854225374999999,8.451195250000001,1.6052,14.690470000000001,15.847938,15.95,10.53525,0.430562503,0.1652650115,0.25912001000000007,0.3000475074999999,0.49775003,0.10700000000000001,0.22199999999999998,0.315,0.7714999999999996,-0.6824999999999998,0.669,19754017488.0,13912999936.0,23975999488.0,686275428352.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.73,0.2197,2.68,0.7,0.67,1778544000.0,0.754,365.1400146484375,293.2820187246287,358.55999755859375,401.47394,1.36585,38.0,2.31,0.0125,0.00081,0.91573,False,False,,0.284,8411691.0,8239970.0,0.7479812875783791,7.64,14.03,9.38,,-0.01802053137391446,0.21999428169707014,65.97052310295349,0.0765972786585265,0.09089802123724566,True,0.7481386012022802,,0.869,US,True,71.0422270611844,95.67356852717333,76.50585017254711,70.51272783623952,64.06585076686247,21.409921671018274,67.31738035264485,83.72827804107425,50.0,88.09523809523809,28.4,72.16580614413544,standard,2,2954523623,False,47.1,False,83.30536912751678,18.875838926174495,6.459731543624161,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,8.1,True,0.875,,2026-07-20,0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,17847636950580.0,19.872228499999995,22.305718500000005,3.4192,9.107475725,4.827142,4.675,14.867875000000002,0.16973499999999997,0.1095049995,0.026912501249999984,0.034054995000000005,0.31451001249999994,0.054000000000000006,0.541,0.523,-28.016125000000002,0.2365,1.559,373983636480.0,725578022912.0,186275004416.0,17285819400192.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.2,0.0719,26.0,0.37,13.0,1790640000.0,0.907,12885.0,6028.418262645158,12820.0,12775.0,1.5,16.0,,,0.03449,0.54956,False,False,,0.5,5718206.0,3889450.0,0.96,17.99,76.22,,,0.0,0.5277,80.4,19.25,,True,0.883925399906337,,0.943,Japan,True,63.445198753255625,78.34914579817742,97.87676433033096,74.4120614313276,42.59913219569063,6.266318537859007,67.31738035264485,77.25118483412322,50.0,,50.0,69.04941407880318,standard,4,306855233,False,46.7,False,76.6778523489933,2.5587248322147653,30.620805369127517,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,12.4,True,0.875,,2026-07-20,0
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,59385127453430.0,2.2041349999999973,0.7951099999999995,0.9071,6.138835,14.470399,13.923,4.909250000000001,0.23556124700000003,0.12080500849999999,0.34760750400000007,0.443383765,0.247865,0.208,0.368,0.583,12.282499999999999,0.732,2.187,709926586368.0,3383596154880.0,1094369804288.0,57137329864704.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.05,0.2573,24.0,1.7,7.0,1789516800.0,1.246,2535.0,1100.3330553443031,2290.0,3059.7058,1.32353,34.0,,,0.00022,0.43835,False,False,,0.5,34305319.0,29783749.0,1.48,,,,,,0.3525,38.9,,,False,-0.1349260457186335,,0.95,Asia,True,65.6223047692242,92.29053307169605,,80.35486546196574,55.65987669059122,2.3498694516971277,67.31738035264485,65.5608214849921,50.0,,50.0,68.215121425579,standard,5,2114221647,False,41.2,False,68.70805369127517,2.5587248322147653,7.802013422818792,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,3.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-20,0
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,14055775781.115097,-13.487127624999998,-5.32158025,2.56,1.8097437000000003,5.916998,5.661,-3.7109999999999994,0.24615000000000004,0.15200499999999997,0.22867999,0.2195499975,0.48441003,0.020000000000000004,0.3185,0.319,-49.98225000000001,1.1512499999999999,3.01,-456612784.0,777206976.0,169540992.0,13448110080.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.424,57.56999969482422,33.7599983215332,55.91999816894531,50.93333,2.26316,15.0,10.18,0.15439999,0.01821,1.0673699,False,False,,0.592,2727896.0,2511870.0,0.3,8.38,29.01,,,-1.47,0.3409,61.6,7.17,,False,0.6610824658002951,,1.0,US,True,,93.16017406995596,62.37060972132163,70.32908471323113,69.98926023074449,81.20104438642298,12.594458438287154,27.17219589257504,50.0,10.714285714285714,59.199999999999996,67.29712108276262,standard,6,140463766,False,44.4,False,27.936241610738254,75.58724832214764,23.909395973154364,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,7.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-20,0
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1051461196166.0417,9.546168375000002,6.8158137499999984,1.5665,28.2497157,14.553297,15.08,12.734,0.91087,0.13908500999999998,0.22769999000000002,0.3019199975000001,0.34829003,0.47500000000000003,1.5815000000000001,1.681,80.27474999999998,-0.6097499999999999,0.721,8070867664.0,5281999872.0,43370000384.0,1089549238272.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.59,0.22129999,6.92,0.89,1.73,1786665600.0,0.506,1249.449951171875,619.3983893784804,1179.1099853515625,1270.3704,1.75862,27.0,2.74,0.0105,0.00155,0.85253,False,False,,0.317,3247890.0,2480480.0,0.38,6.23,27.08,,,-5.55,0.3941,36.5,4.87,,False,0.5256253340805686,,1.0,US,True,52.570769821954656,94.21767191517137,56.1109264516504,93.02017405148545,41.23524561235493,18.66840731070496,67.31738035264485,59.3996840442338,50.0,91.36904761904762,31.7,66.63645136076055,standard,7,2924758736,False,42.3,False,64.59731543624162,16.778523489932887,7.550335570469799,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,11.5,True,0.875,,2026-07-20,0
2914.T,Japan Tobacco Inc.,Consumer Defensive,Tobacco,Japan,JPY,11268194636424.0,1.3373842500000004,-0.13269799999999954,1.2792,0.3781806750000001,3.1389775,3.455,-0.12662499999999977,-0.005317504999999997,0.019247501000000004,0.08185251525,0.239589975,0.28850001249999996,0.08100000000000002,0.187,0.251,-20.999624999999998,0.42049999999999993,0.833,76842372096.0,882317000704.0,1987193995264.0,12401822924800.0,8419240000000.0,,3467675000000.0,,,853707000000.0,,510175000000.0,514056000000.0,3.81,0.8325,242.0,5.37,121.0,1798502400.0,0.131,6376.0,4033.922850075581,6347.0,6674.5454,2.09091,11.0,,,0.34127998,0.20358999,False,False,,0.5,4539555.0,4304330.0,1.62,6.6,10.76,,,0.0,0.2325,71.8,5.03,,True,0.9779780271230377,,0.66,Japan,True,,73.36749544739888,83.57177107796927,60.938325179903714,81.26258165500884,7.83289817232376,67.31738035264485,56.55608214849921,50.0,,50.0,66.48186645285132,standard,8,168124642,False,46.7,False,65.1006711409396,6.291946308724833,46.39261744966443,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,3.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-20,0
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,476756873215.98267,10.968202375,8.184737250000001,1.6949,67.20938199999999,14.152337,14.469,10.73925,2.147832503,0.22365500149999995,0.20108998,0.23494750749999996,0.5199700300000001,0.094,0.07899999999999999,0.184,215.5975,-0.7894999999999999,0.564,15062392528.0,8218999808.0,18959998976.0,491060199424.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.63,0.1823,3.48,0.54,0.87,1783555200.0,0.729,598.0433279933587,463.74259988972767,543.5999755859375,643.8421,1.36585,38.0,1.77,0.0088,0.00114,0.9139,False,False,,0.589,3787820.0,2974980.0,0.31,11.66,5.85,,,-1.36,0.2513,69.0,8.43,,True,0.7987920185555795,,0.899,US,True,71.45595832799624,95.46546726840093,45.972758794179775,65.30841051628555,39.908873453505855,22.45430809399478,67.31738035264485,84.83412322274881,50.0,93.45238095238095,58.9,66.12109813816939,standard,9,1617199055,False,47.3,False,82.29865771812081,20.050335570469798,8.221476510067115,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-1.2,True,0.875,,2026-07-20,0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,958798329327.9875,-15.802592625,-16.70284925,0.1254,6.101764,10.62098,10.403,-6.324749999999999,0.48171749999999997,0.2779849985,0.44938999200000007,0.6603175325,0.24566002999999997,3.314,13.469000000000001,13.983,-42.9705,1.6669999999999998,2.927,6553767632.0,26022000640.0,6376000000.0,939152310272.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0112,0.53,0.33,0.15,1783296000.0,2.142,1254.8069810301963,103.21433303891678,848.9500122070312,1489.5714,1.42222,42.0,0.55,0.028099999,0.0025499999,0.8222,False,False,,0.318,51765387.0,43618290.0,0.53,-21.55,98.39,,,-26.69,0.9065,27.7,-5.17,,False,0.1046102573109655,,1.0,US,True,,94.49806446122703,50.806265586318005,98.12073301538648,30.593505788712008,19.06005221932115,25.629722921914354,58.451816745655606,50.0,63.69047619047619,31.8,65.8189472779861,standard,10,37029747828,False,42.7,False,63.758389261744966,17.197986577181208,10.98993288590604,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,9.2,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-20,0
9999.HK,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,China,HKD,649213708716.2427,2.5600229999999993,0.34700200000000003,1.4325,1.1288892000000001,5.6755133,4.312,2.7955000000000005,0.06938376200000006,0.06512500100000002,0.16645250499999997,0.23377626,0.286015,0.0,-0.03899999999999999,0.036,-26.999000000000002,2.0730000000000004,3.089,24916981760.0,170903830528.0,10955459584.0,493258211328.0,221415060000.0,,112625807000.0,,,35834867000.0,,33759800000.0,50739800000.0,2.23,0.3966,4.51,1.92,0.144,1780531200.0,0.79,247.3736598862898,168.6753483990376,202.8000030517578,249.69656,1.34783,20.0,,,0.43930998,0.26561,False,False,,0.5,8724649.0,13772418.0,1.0,,,,,,0.3422,54.0,,,False,0.5816644307081044,,0.506,Asia,True,88.4552324836685,84.59515386949673,,38.36022403023636,64.25687761296028,20.626631853785902,67.31738035264485,92.25908372827804,50.0,,50.0,65.43941222349608,standard,11,356215046,False,50.5,False,85.73825503355704,18.288590604026847,25.16778523489933,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,5.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-20,0
