ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1962038918724000.0,,-9.80766625,3.7829,,14.8545,14.576,2.383000000000001,0.48736749500000004,0.23464000000000002,0.4372325035,0.565315025,0.32550500000000004,1.8485,3.774,3.975,7.5,0.8769999999999999,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1925292507529216.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.11,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2891000.0,240992.95782520325,2764000.0,2712489.0,1.36842,38.0,,,0.20716,0.45636,False,False,,0.5,4972172.0,4918556.0,1.4139914569007621,58.42,161.79,371.82,,-0.04392943618125211,0.727980853014561,62.91192330736968,0.5901394394799035,2.0370697773234188,True,1.053336159168717,,1.0,Asia,True,True,68.48297340950558,96.07283643479794,93.69138959931799,96.4551742954396,42.80511275255687,0.17050298380221654,33.77814845704754,65.13026052104209,50.0,,50.0,88.71244213209623,standard,1,9924268812,False,41.5,False,69.80817347789825,2.543786488740617,7.839866555462886,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,16.3
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1278839125480.4622,19.938311,-10.448578750000003,0.3569,11.547025299999998,22.003803,21.939,16.2325,0.25142752000000007,0.13785999999999998,0.3069675015,0.5381,0.13486498499999994,1.8305,7.367999999999999,7.708,-34.5755,1.202,2.232,2081643648.0,14588999680.0,10798000128.0,1275048099840.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0217,0.6,0.33,0.15,1774828800.0,2.173,1149.4300537109375,103.23021586705363,1133.989990234375,945.6,1.47727,40.0,0.7,0.0334,0.0025499999,0.81588,False,False,,0.276,50692645.0,56199970.0,1.187340108355289,62.29,155.36,388.12,,-0.01343279952243659,0.7136887893271113,59.346936558263316,0.5474771131011558,1.830574305757282,True,0.9161483110866999,,1.0,US,True,True,43.85674333742111,90.93260751404209,97.38562091503269,97.48342133271377,30.654643328319143,16.197783461210573,24.228523769808174,49.69939879759519,50.0,59.65583173996176,27.6,77.71898605071293,standard,6,63730203431,False,40.1,False,59.38281901584654,15.846538782318598,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.0
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,2040523933662000.0,,-10.391080250000002,0.414,,5.985915,5.738,-2.771000000000001,0.06419749500000001,0.05812,0.08292250350000001,0.277474995,0.11886503000000004,0.5594999999999999,4.729,4.867,0.0,0.799,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2228158166204416.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.42,0.1344,1488.0,2.24,372.0,1774828800.0,1.487,374500.0,56601.68663793103,354000.0,428075.53,1.37838,36.0,,,0.0967,0.48738,False,False,,0.5,29203720.0,26471372.0,1.437221320850845,28.49,70.14,230.05,,-0.05473965287049398,0.5808687767381554,58.04347826086956,0.2984154929577465,1.1762737801289345,True,0.8040782133746385,,0.838,Asia,True,True,,79.48272478904838,91.37539073600455,90.46870553166931,49.63321630880088,0.08525149190110827,67.13928273561301,81.1623246492986,50.0,,50.0,77.12202257498289,standard,7,6840731952,False,47.1,False,83.06922435362803,2.543786488740617,22.93577981651376,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,13.0
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,23005585822320.0,34.173402,109.13385875,2.3519,24.494466799999998,20.384,20.12,27.187000000000005,0.4707175,0.25822,0.2743024985,0.398324995,0.34699995999999994,0.27949999999999997,2.012,2.171,-10.130999999999997,0.4720000000000001,1.722,208686755840.0,339966001152.0,20192000000.0,22708096073728.0,854210000000.0,,779707000000.0,,,228161000000.0,,161177000000.0,285971000000.0,0.19,0.1149,60.0,0.82,30.0,1774828800.0,1.199,32400.0,9399.3046875,31740.0,33945.0,1.75,20.0,,,0.00279,0.66051,False,False,,0.5,9789170.0,9190970.0,1.1348678547078985,18.68,34.99,57.73,,-0.020370370370370372,0.6724015575534014,70.48294495103005,0.1581743610701618,0.44648828191365797,True,1.0486061456380895,,1.0,Japan,True,True,46.61490892232225,95.35588145100158,90.50866723500992,93.27965707843735,33.32238963648491,4.3478260869565215,67.13928273561301,58.517034068136276,50.0,,50.0,76.75571851507836,standard,8,1808844498,False,40.1,False,65.47122602168474,2.543786488740617,5.337781484570475,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,9.6
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62497011861470.0,7.7193380000000005,3.102753749999997,1.1879,6.207412399999999,15.228673,14.681,2.4799999999999986,0.23774749499999998,0.12898001,0.33338250350000004,0.43101499499999996,0.260815,0.21849999999999997,0.39199999999999996,0.583,12.665,0.7479999999999999,2.187,709926586368.0,3383596154880.0,1094369804288.0,60249214025728.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.0,0.2785,24.0,1.71,7.0,1789516800.0,1.25,2433.5076957152064,1001.648473702225,2410.0,2647.5757,1.33333,33.0,,,0.00022,0.43613,False,False,,0.5,34537778.0,33683670.0,1.3730317274814576,10.59,26.85,66.6,,-0.009660004674157174,0.29825891582752245,56.80268826356954,0.08284611752032589,0.40832250539719994,True,0.8555728495840133,,0.927,Asia,True,True,66.25336493883289,93.4126980873871,90.28132992327365,82.44965634514686,57.18627892047084,1.7902813299232736,67.13928273561301,62.4248496993988,50.0,,50.0,76.59044166555182,standard,9,2563234778,False,41.1,False,68.22351959966639,2.543786488740617,7.589658048373645,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,7.8
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,50690284509.36432,75.20542800000001,11.215268249999998,,18.2208143,37.966953,32.345,71.62150000000001,0.1972775,0.11557,0.2458475015,0.21847998000000002,0.23084505500000002,1.4375,3.2399999999999998,3.622,-48.244499999999995,8.458000000000002,8.507,-561046128.0,1443286016.0,25448000.0,43183943680.0,2295619000.0,,1335116000.0,,,445005000.0,,472279000.0,464292000.0,,0.0,,,,,3.229,274.8999938964844,81.72000122070312,271.8299865722656,256.30304,1.33333,18.0,1.65,0.0627,0.10953,0.75894,False,False,,0.297,7722946.0,10868080.0,0.9501804394035976,60.86,153.83,93.69,,-0.011167724235653487,0.8634970829101307,60.28498794394403,0.37755195847045964,0.7696708802089114,True,1.0051340089898337,,1.0,US,True,True,28.864482696736758,89.71384244993034,96.2915601023018,96.2648222394146,34.21600377205818,52.77067348678602,11.884904086738949,38.276553106212425,50.0,34.608030592734224,29.7,76.47258271756881,standard,10,2954270040,False,38.0,False,28.065054211843204,53.79482902418682,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-1.7
WDC,Western Digital Corporation,Technology,Computer Hardware,United States,USD,257212139884.05713,11.104413000000001,21.270986249999996,0.6639,29.572980299999998,21.84021,21.712,46.6845,0.7124074499999999,0.08288999999999999,0.44496750150000003,0.23194998,0.004775004999999999,0.3225,4.637,5.163,-31.667499999999997,-0.20499999999999996,1.107,1263143808.0,3236999936.0,1724000000.0,255699140608.0,14002000000.0,,9520000000.0,,,2130000000.0,,1861000000.0,1691000000.0,0.08,0.0269,0.6,3.23,0.15,1780617600.0,2.2,799.8699951171875,58.501455851660694,746.22998046875,554.13043,1.56,23.0,4.01,0.1043,0.00542,1.01199,False,False,,0.421,7860895.0,9674840.0,2.08425908979895,63.76,135.52,327.76,,-0.06706091611872356,0.6766032389405229,73.73199982227032,0.5550085987189541,1.8058064288822209,True,1.1002775372734503,,0.997,US,True,True,40.1683964944815,86.30826861641434,90.93492469451549,94.32922060867253,16.00519104729415,25.66069906223359,33.40283569641368,52.90581162324649,50.0,21.223709369024856,42.1,73.18699813846492,standard,15,7219655664,False,42.2,False,62.2185154295246,25.10425354462052,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,12.6
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,106036198499.21837,22.788607,22.18329125,3.2652,101.2602643,14.91472,14.767,26.0465,1.1771175,0.07227001,0.1670175015,0.17468,0.35353498499999997,0.0685,0.09399999999999997,0.233,7.832500000000003,-0.5419999999999999,1.034,1001193728.0,3294899968.0,567200000.0,104986263552.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.109,150.07000732421875,70.12000274658203,144.72999572753906,113.78378,2.70455,37.0,2.61,0.0279,0.17386,0.72516,False,False,,0.475,6398746.0,7552620.0,2.6161468785748148,13.39,74.12,75.49,,-0.03558346995441175,0.453985464899808,57.54800400585681,0.26898476137812555,0.6099866975687733,False,0.6199001053169813,,1.0,US,True,True,47.37157150121138,91.00738205782879,92.24211423699914,73.33105606527303,38.18469953628608,38.02216538789428,11.884904086738949,59.118236472945895,50.0,67.97323135755258,47.5,80.91073192722111,standard,2,1093090660,False,45.8,False,66.05504587155964,37.1976647206005,7.756463719766472,50.0417014178482,50.0417014178482,50.0417014178482,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,19.4
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,486522152526.0315,40.155249,28.712624249999998,2.2581,39.8578893,22.43915,21.256,40.313500000000005,0.5208174999999999,0.16419,0.20149748150000002,0.21228998,0.050284985000000004,0.10549999999999998,0.21599999999999997,0.372,-14.195500000000003,0.8410000000000001,1.695,3540485248.0,4750936064.0,3734479104.0,460869435392.0,21345260000.0,,18435591000.0,,,5900968000.0,,5358217000.0,6173264000.0,0.28,0.1909,1.04,0.99,0.26,1781654400.0,1.868,401.0,87.26701897146924,389.0400085449219,335.74194,1.51429,31.0,3.47,0.0287,0.0028,0.8807,False,False,,0.443,9926993.0,13666880.0,2.0153604318083795,42.41,66.38,138.75,,-0.029825415099945407,0.533837008628448,67.43531519619819,0.3056757613850336,0.855205945928375,True,0.9640581632752075,,0.931,US,True,True,43.29423772918972,86.96160159830205,93.86189258312021,76.82325106188796,32.62098581674047,20.886615515771524,67.13928273561301,56.01202404809619,50.0,66.92160611854685,44.3,72.39273347483841,standard,16,5316963112,False,42.0,False,64.0533778148457,20.43369474562135,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,4.5
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Singapore,USD,242141797687.69336,68.206313,19.445119249999994,0.7404,213.2032243,21.992897,21.28,48.26050000000001,17.7328975,0.18305,0.10809750149999998,0.21854,-0.033795014999999984,0.3085,0.891,1.2,332.0755,-0.3689999999999999,0.772,798143744.0,1146000000.0,4177999872.0,234288332800.0,8023000000.0,,9097000000.0,,,1915000000.0,,1469000000.0,1083000000.0,0.29,0.277,2.96,3.02,0.74,1782259200.0,2.083,1145.0,128.661753884569,1070.22998046875,898.0909,1.54167,22.0,1.96,0.0458,0.00241,0.88245004,False,False,,0.458,4035404.0,4322770.0,2.2362762794648545,45.94,146.69,273.06,,-0.06530132710152836,0.6499159468363835,69.10297823525255,0.4067487694140892,1.5411536777566042,True,0.9956609657873928,,0.969,US,True,True,39.2707429784943,82.82593267936268,91.1622620062518,89.1495999781404,11.477571300448199,26.17220801364024,67.13928273561301,51.703406813627254,50.0,46.27151051625239,45.800000000000004,72.30264860243298,standard,18,4626358053,False,42.0,False,60.88407005838199,25.604670558798997,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,5.2
