ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1897442123643000.0,,-8.439921450000002,3.6584,,14.36544,14.088,3.038000000000001,0.48736749500000004,0.23464000000000002,0.43736000499999994,0.56444003,0.32550500000000004,1.855,3.7640000000000002,3.975,7.5,0.8769999999999999,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1860837530664960.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.11,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2987000.0,243980.46875,2673000.0,3048502.2,1.43243,37.0,,,0.20716,0.44072,False,False,,0.5,5175652.0,5976074.0,1.3119287931898884,19.19,168.69,386.09,,-0.10512219618346164,0.7522095862065038,66.47923875432525,0.3982691643110554,1.749563470334484,True,0.7277184410877314,,1.0,Asia,True,True,67.68591309002107,96.04249093638994,87.57446808510639,96.52964464881754,42.613598626312054,0.1702127659574468,33.48623853211009,65.5688622754491,50.0,,50.0,86.91705708590939,standard,1,11661053435,False,41.6,False,70.05838198498749,2.543786488740617,8.006672226855713,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,13.1
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1278845697040.295,-7.3445789999999995,-11.76234775,0.1749,11.794350000000001,14.166268,13.931,0.03799999999999937,0.5194175,0.28511000000000003,0.45104,0.66186002,0.27490999999999993,3.331,13.483,13.983,-43.359500000000004,1.73,2.927,6810898848.0,26022000640.0,6376000000.0,1257622208512.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0112,0.53,0.33,0.15,1783296000.0,2.173,1255.0,103.23021586705363,1132.3299560546875,1365.075,1.48837,40.0,0.76,0.0369,0.00254,0.81531,False,False,,0.1,52139568.0,59354710.0,1.4805002565925371,21.96,218.69,310.2,,-0.09774505493650398,0.747199325704372,62.971086819795666,0.4116377250162302,1.6598668001062977,True,0.7595953374733575,,1.0,US,True,True,66.88633905373611,95.33043419880127,88.22695035460993,98.19995588455315,31.723619559527126,16.170212765957448,24.02001668056714,53.093812375249506,50.0,56.87022900763359,10.0,78.11949976407824,standard,4,67209116166,False,41.6,False,62.13511259382819,15.846538782318598,8.090075062552128,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,10.3
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1956943151068500.0,,-9.099749150000001,0.3877,,5.7407293,5.491,-2.093000000000001,0.06419749500000001,0.05812,0.08305000500000001,0.2766,0.11886503000000004,0.566,4.719,4.867,0.0,0.799,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2132531658883072.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.44,0.1344,1488.0,2.24,372.0,1774828800.0,1.487,374500.0,58861.82454318937,339500.0,454325.53,1.37838,36.0,,,0.0967,0.48818,False,False,,0.5,29998870.0,32253230.0,1.2235402154733772,10.59,80.0,216.83,,-0.09345794392523366,0.6055546763482337,59.44206008583691,0.18573623917295334,1.0038792161470456,False,0.5566922324028138,,0.838,Asia,True,True,,79.45768484271433,87.81560283687945,90.48064862783754,49.467966680188844,0.0851063829787234,67.01417848206839,82.23552894211576,50.0,,50.0,75.9968751852847,standard,7,7993479257,False,47.4,False,83.40283569641367,2.543786488740617,24.603836530442035,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,12.9
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,23512955389920.0,36.866299000000005,113.31402225000001,2.4038,25.5709486,20.833553,20.57,29.057999999999996,0.47061749999999997,0.25672000100000003,0.27442999999999995,0.38981003000000003,0.34699995999999994,0.286,2.004,2.173,-10.130999999999997,0.4720000000000001,1.722,210372372480.0,339966001152.0,20192000000.0,23215957082112.0,854210000000.0,,779707000000.0,,,228161000000.0,,161177000000.0,285971000000.0,0.18,0.1149,60.0,0.82,30.0,1774828800.0,1.199,35940.0,9711.253449554897,32440.0,33945.0,1.75,20.0,,,0.00279,0.66236,False,False,,0.5,9823351.0,9499410.0,1.234860788603591,23.16,38.67,67.01,,-0.09738452977184198,0.6937369730478434,69.02561394243465,0.1492868328007313,0.44293818566056475,True,0.7912045354674554,,1.0,Japan,True,True,45.93806799808205,95.32617887965235,83.51773049645391,93.36496961827987,33.12922976618638,4.170212765957447,67.01417848206839,58.28343313373253,50.0,,50.0,74.72345029705752,standard,11,1905933542,False,39.6,False,65.13761467889908,2.543786488740617,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,7.4
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1077330623062.5139,14.216596000000003,10.675673000000002,1.5625,30.928710400000003,14.911356,15.439,16.94575,0.9489825024999999,0.14658001000000004,0.23012000000000002,0.30073999000000007,0.37753999999999993,0.47200000000000003,1.586,1.681,79.60924999999999,-0.5259999999999998,0.721,8327998880.0,5281999872.0,43370000384.0,1115418656768.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.22129999,6.92,0.89,1.73,1786665600.0,0.517,1215.760009765625,619.3983893784804,1208.1199951171875,1222.6207,1.74194,29.0,2.99,0.0109,0.00155,0.85357004,False,False,,0.315,3284738.0,3443840.0,2.2459079572144294,11.56,34.92,13.12,,-0.006284147024962938,0.3848530080227408,66.89277256918679,0.17222299822274767,0.24117255860603515,False,1.1812023168481873,,1.0,US,True,True,47.12446615149589,95.18686661539776,81.95744680851065,93.45768269681709,39.51442016032562,17.02127659574468,67.01417848206839,55.58882235528942,50.0,92.93893129770993,31.5,82.47768465899418,standard,2,4160571964,False,42.2,False,64.38698915763136,16.680567139282733,7.339449541284404,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,8.6
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,60681745956780.0,8.972028500000002,4.263510249999999,1.1533,6.270292700000001,14.786346,14.239,3.2030000000000003,0.23774749499999998,0.12898001,0.333510005,0.43013999999999997,0.260815,0.22499999999999998,0.38199999999999995,0.583,12.665,0.7479999999999999,2.187,709926586368.0,3383596154880.0,1094369804288.0,58433948614656.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.03,0.2785,24.0,1.71,7.0,1789516800.0,1.25,2535.0,1046.0565185546875,2340.0,2662.7273,1.33333,33.0,,,0.00022,0.43607,False,False,,0.5,35260565.0,35184559.0,1.0712017170581218,2.01,27.17,59.05,,-0.07692307692307687,0.3007593275431109,48.416393208171385,0.03222266701783005,0.34219724982465216,False,0.40444511962478363,,0.927,Asia,True,True,65.12929448365837,93.35200986316086,82.99290780141844,82.54496684298095,57.118223868231475,1.7872340425531916,67.01417848206839,62.874251497005986,50.0,,50.0,74.43791861638972,standard,12,2585475129,False,41.1,False,68.14011676396997,2.543786488740617,7.589658048373645,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,3.8
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,110886338449.5809,25.968660999999997,24.80554425,3.4146,106.44442199999999,15.596925,15.213,27.406999999999996,1.1769574999999999,0.07227001,0.16689,0.17097998999999997,0.35225999999999996,0.07500000000000001,0.08399999999999996,0.233,7.6205,-0.5419999999999999,1.034,984449056.0,3294899968.0,567200000.0,108158631936.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.109,152.77000427246094,70.12000274658203,151.35000610351562,113.78378,2.70455,37.0,2.95,0.031,0.17386,0.72533,False,False,,0.571,6460660.0,7358290.0,1.2654763698354485,18.31,86.78,87.64,,-0.009295006409849815,0.4544288530063152,59.423581049617994,0.25121944514427397,0.6516678581845992,False,0.8808456407150042,,1.0,US,True,True,46.30125224411512,90.95016540325437,95.97163120567376,73.28407692718388,38.521102195484744,37.19148936170213,11.843202668890743,58.48303393213573,50.0,65.17175572519083,57.099999999999994,81.87333969644682,standard,3,1113677236,False,45.3,False,65.05421184320267,36.44703919933278,7.005838198498749,50.0417014178482,50.0417014178482,50.0417014178482,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,12.2
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,13766718010.971226,-10.564873000000002,-2.790782,2.56,3.507188,5.795315,5.54,-0.5062499999999996,0.2842625025,0.15950000000000003,0.2311,0.21836999,0.51366,0.017,0.323,0.319,-50.64775,1.235,3.01,-199481568.0,777206976.0,169540992.0,13159052288.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.435,55.150001525878906,33.7599983215332,54.77000045776367,49.5,2.15789,16.0,13.08,0.1657,0.01821,1.0749401,False,False,,0.724,2650096.0,3204560.0,2.4469976047206594,9.47,29.3,17.51,,-0.0068903183608602925,0.3927717606395017,60.55045978584805,0.11091730464311889,0.24861222153503815,False,0.9850640902384538,,1.0,US,True,True,,94.6268880995105,82.95035460992908,74.32581061067607,64.00844764460543,75.82978723404256,11.843202668890743,36.62674650698603,50.0,10.305343511450381,72.39999999999999,73.13030447418551,standard,15,175513753,False,44.6,False,27.981651376146786,76.31359466221852,24.103419516263553,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,8.7
6871.T,"Micronics Japan Co., Ltd.",Technology,Semiconductor Equipment & Materials,Japan,JPY,664806510200.0,28.519962000000007,55.16363224999999,,4.9788426,8.634523,8.477,9.654,0.13646750000000002,0.07438999700000001,0.13383999,0.12664999,0.17234998,0.132,0.8069999999999999,1.014,-7.690999999999995,-0.344,1.092,,13397000192.0,1300999936.0,652710510592.0,99026000000.0,,70173000000.0,,,16542000000.0,,12063000000.0,12903000000.0,0.55,0.3049,95.0,2.5,95.0,1766966400.0,1.666,18030.0,4190.132899571132,17150.0,12400.0,1.5,2.0,,,0.18466,0.4175,False,False,,0.5,1077498.0,1282930.0,1.074213259873983,12.61,56.05,186.24,,-0.04880754298391565,0.7548851471555246,69.21658986175115,0.1905092464041762,0.7705441668356336,True,0.8545125156695182,,0.5,Japan,True,True,,83.38464130076537,91.04964539007092,71.19761860636042,13.953872189084947,18.638297872340427,67.01417848206839,,50.0,,50.0,72.11385597164927,standard,19,136080959,False,34.4,False,27.981651376146786,18.265221017514595,14.428690575479566,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,13.3
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,44381739724.0,62.27760500000001,7.331658249999998,,15.552542000000003,33.24186,32.18,71.179,0.1971175,0.11557,0.24572000000000002,0.21477997,0.22957007000000001,1.444,3.23,3.622,-48.4565,8.458000000000002,8.507,-577790800.0,1443286016.0,25448000.0,42963902464.0,2295619000.0,,1335116000.0,,,445005000.0,,472279000.0,464292000.0,,0.0,,,,,3.229,308.6700134277344,84.25,238.0,269.81342,1.31579,19.0,0.98,0.0571,0.10939,0.76067,False,False,,0.419,8380344.0,11468650.0,3.270015321538389,7.58,146.79,61.02,,-0.2289500448811157,0.8803663634937645,56.80714130748263,0.1305113625569061,0.5171624188182247,False,0.42282345124768256,,1.0,US,True,True,28.879392053881066,89.6229648075585,75.87234042553192,96.34020843517023,34.258124357885684,54.638297872340424,11.843202668890743,38.22355289421158,50.0,39.69465648854962,41.9,71.40797929590644,standard,20,2729538700,False,38.2,False,27.981651376146786,55.54628857381151,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,11.5
