ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,data_quality,data_anomaly,data_fetched_date,data_stale_days,_fundamentals_neutralized
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1721398110675000.0,,-12.130902499999998,3.5037,,13.03262,12.758,0.10675000000000079,0.48656999000000006,0.22729749925000003,0.436924997,0.5492200299999999,0.32257002,1.855,3.7640000000000002,3.975,4.015624999999998,0.8175,2.174,25774802755584.0,54361531088896.0,21832415576064.0,1685179810709504.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.12,0.028399998,3000.0,1.06,375.0,1779926400.0,2.027,2987000.0,243980.46875,2425000.0,3129583.5,1.43243,37.0,,,0.20716,0.44070998,False,False,,0.5,5240032.0,6525149.0,1.2,,,,,,0.9413,39.0,,,False,0.4697384828713927,,1.0,Asia,True,82.55937563076094,94.66316945939153,,96.6904419477892,42.94507575366469,0.4434589800443459,34.28270042194092,76.04790419161677,50.0,,50.0,74.26383993019017,standard,1,11551145017,False,42.2,False,71.53589315525876,2.5459098497495827,9.181969949916526,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,11.7,0.625,SUSPICIOUS_FWD_PE;,2026-07-08,0,True
V,Visa Inc.,Financial Services,Credit Services,United States,USD,601030765779.2124,7.171403500000004,4.860108249999996,1.5409,11.323335850000003,16.005728,16.106,7.326749999999998,0.41289999925,0.16133750725,0.25887752099999994,0.2982400112499999,0.4817950099999999,0.11000000000000001,0.22749999999999998,0.315,-4.502250000000001,-0.5942499999999997,0.669,19521627008.0,13912999936.0,23975999488.0,693002895360.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.74,0.2197,2.68,0.7,0.67,1778544000.0,0.754,362.1300048828125,293.2820187246287,362.1300048828125,398.70297,1.35,37.0,2.72,0.0128,0.00081,0.91565,False,False,,0.489,8014370.0,11543920.0,1.0802293556277625,14.12,21.56,2.83,,0.0,0.21667854026232491,86.17735037478063,0.11156088135229125,0.1045698754917741,True,1.1967349784773658,,0.869,US,True,78.77110946646033,94.43079036812915,75.97997177924559,71.08133875138526,55.7118227922914,23.725055432372503,67.51054852320675,86.52694610778443,50.0,87.30964467005076,48.9,73.51389562079171,standard,2,4180399806,False,47.2,False,83.13856427378965,18.948247078464107,6.76126878130217,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,9.3,0.875,,2026-07-08,0,True
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1082493840636.9026,7.778311999999996,3.778294500000001,1.57,25.597729249999997,14.9828205,15.51,10.465,0.8936449992499998,0.13522250575,0.22441249,0.30007998625,0.33233500999999993,0.47200000000000003,1.5815000000000001,1.681,75.10699999999999,-0.49324999999999974,0.721,7838477184.0,5281999872.0,43370000384.0,1120581844992.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.22129999,6.92,0.89,1.73,1786665600.0,0.506,1238.0,619.3984502312096,1213.9100341796875,1220.3928,1.76667,28.0,2.99,0.0109,0.00155,0.85324997,False,False,,0.558,3259654.0,3761910.0,0.37,6.65,28.78,,,-0.81,0.3968,68.7,14.2,,True,0.917893305874773,,1.0,US,True,59.26259839870819,93.43084363779629,76.14458986528598,93.68656195358476,45.853115273365304,20.620842572062084,67.51054852320675,63.47305389221557,50.0,88.83248730964468,55.800000000000004,71.99669179842053,standard,3,4566620297,False,42.2,False,64.10684474123539,16.86143572621035,7.512520868113523,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,11.7,0.875,,2026-07-08,0,True
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,63404644813815.0,5.271526750000003,1.6795875000000038,1.2029,5.8805374000000015,15.449835,14.902,3.1407499999999997,0.23694998999999997,0.12163750925000001,0.333074997,0.41491999999999996,0.25788002,0.22499999999999998,0.38199999999999995,0.583,9.180624999999997,0.6885,2.187,684907126784.0,3383596154880.0,1094369804288.0,61156848828416.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.98,0.2785,24.0,1.7,7.0,1789516800.0,1.246,2535.0,1050.990721536339,2445.0,2783.4849,1.33333,33.0,,,0.00022,0.43917,False,False,,0.5,34968779.0,36384103.0,0.81,,,,,,0.335,55.0,,,True,0.7028646186018473,,0.927,Asia,True,72.42346767139877,91.40043631075021,,80.73298225712895,57.156450233077855,3.1042128603104215,67.51054852320675,70.95808383233533,50.0,,50.0,69.7072229417809,standard,4,2773385991,False,40.9,False,67.6126878130217,2.5459098497495827,7.178631051752922,50.04173622704508,50.04173622704508,50.04173622704508,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,4.8,0.875,SUSPICIOUS_FWD_PE;,2026-07-08,0,True
GTT.PA,Gaztransport & Technigaz SA,Energy,Oil & Gas Equipment & Services,France,EUR,7033978191.342392,-1.920932749999996,2.123293625000002,,8.248150000000003,8.758533,8.483,-0.09724999999999984,0.62612997,0.3007250007500001,0.39638000300000004,0.570454985,0.5921699699999999,0.14750000000000002,0.02899999999999997,0.316,-28.5775,0.9339999999999999,1.916,-479363648.0,346700000.0,126400000.0,6812438528.0,1045800000.0,,803000000.0,,,521300000.0,,413600000.0,423200000.0,5.21,0.7054,9.88,3.66,4.94,1781654400.0,0.443,209.66549742538493,140.29102289837044,189.6999969482422,217.09091,2.0,11.0,,,0.01476,0.53925997,False,False,,0.5,94908.0,121662.0,1.43,-1.13,-0.58,18.15,,-6.35,0.2517,52.3,-0.84,,False,0.4356416021046663,,0.5,Europe,True,,97.8111404392209,45.83407570231683,55.700709990252314,75.68085696604997,90.68736141906874,67.51054852320675,18.263473053892216,50.0,,50.0,69.31736216698553,standard,5,26352227,False,44.6,False,27.963272120200333,86.0601001669449,14.774624373956593,50.04173622704508,50.04173622704508,50.04173622704508,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,OK,0.1,0.875,,2026-07-08,0,True
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,362010868024.49316,-5.551856500000001,1.147957,4.3016,1.5139394,7.345403,8.014,4.453999999999999,0.20326501674999997,0.01800999825,0.18700250000000002,0.22230998624999998,0.12145500999999997,0.086,0.11199999999999999,0.178,21.350499999999993,0.33225000000000016,0.782,1806127488.0,13820000256.0,44646998016.0,394938875904.0,104816000000.0,,47941000000.0,,,14911000000.0,,13107000000.0,7408000000.0,2.52,0.64779997,2.12,2.89,0.53,1781481600.0,0.349,84.13999938964844,64.03758462860179,84.13999938964844,85.97417,1.8,24.0,3.11,0.012,0.098950006,0.68223,False,False,,0.7,16505270.0,24642250.0,0.34,6.47,9.57,,,0.0,0.1898,67.4,5.16,,True,0.9799963075769121,,0.887,US,True,61.389019713382226,79.10509283043908,75.85904166067405,64.13796282859951,78.51976945589763,28.824833702882486,67.51054852320675,58.08383233532935,50.0,87.81725888324873,70.0,67.77574564168465,standard,6,2073398900,False,44.3,False,62.85475792988314,22.537562604340565,18.196994991652755,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,8.7,0.875,SUSPICIOUS_FWD_PE;,2026-07-08,0,True
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,4532958753995.605,-2.649274499999997,4.976244000000005,2.4938,31.431208750000003,10.041065,10.077,4.056000000000001,1.21330990175,0.1877449965,0.15756751299999996,0.18025998875,-0.017364990000000025,0.04000000000000001,0.015999999999999986,0.194,25.35625,-0.5874999999999999,0.906,99772623744.0,68507000832.0,84710998016.0,4549162565632.0,359241000000.0,,416161000000.0,,,133050000000.0,,112010000000.0,111482000000.0,0.35,0.1259,1.08,0.5,0.27,1778457600.0,1.097,317.3999938964844,200.7037642416869,308.6300048828125,315.09048,2.02128,42.0,2.88,0.0098,0.01631,0.65779,False,False,,0.665,53938887.0,86181610.0,0.23,3.95,21.18,,,-0.56,0.2678,59.5,5.95,,True,0.8948342733829784,,0.911,US,True,78.20090156765121,82.77846897256397,74.30156047749173,58.62221200690369,49.18861080244949,13.747228381374724,67.51054852320675,81.1377245508982,50.0,89.34010152284264,66.5,66.77407141435629,standard,7,26598230715,False,45.0,False,76.62771285475793,9.93322203672788,12.270450751252087,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,2.7,0.875,,2026-07-08,0,True
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,21269657087460.0,19.560803999999997,88.90613549999999,2.1352,20.9189039,18.845888,18.563,18.164250000000003,0.4360374975,0.23817749924999998,0.20293999699999998,0.30387502999999993,0.351384975,0.286,2.004,2.173,0.7865000000000002,-0.272125,1.722,10326130688.0,339966001152.0,20192000000.0,20949883682816.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.2,0.1145,60.0,0.81,30.0,1774828800.0,1.186,35940.0,9711.253449554897,29345.0,35140.0,1.75,20.0,,,0.00279,0.6653,False,False,,0.5,9393316.0,8607660.0,1.17,,,,,,0.739,45.8,,,False,0.44845077155957913,,1.0,Japan,True,44.611114848953775,92.93192494053639,,93.14246824614088,42.56226300873394,7.760532150776053,67.51054852320675,48.80239520958084,50.0,,50.0,66.08284814068887,standard,8,1554200546,False,40.4,False,66.69449081803005,2.5459098497495827,5.342237061769616,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.6,0.875,,2026-07-08,0,True
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1101790779632.2524,-17.8920115,-20.623421999999998,0.1533,4.10707775,12.204964,11.987,-8.519,0.46498000175,0.2741549965,0.44510749299999997,0.66121001875,0.22970500999999993,3.331,13.483,13.983,-47.86175,1.7675,2.927,6321377152.0,26022000640.0,6376000000.0,1082144784384.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0112,0.53,0.33,0.15,1783296000.0,2.142,1255.0,103.23020834677516,975.5599975585938,1486.0,1.42222,42.0,0.76,0.0369,0.00253,0.81384003,False,False,,0.38,51307822.0,63153070.0,0.47,-0.81,131.51,,,-22.41,0.8968,45.4,6.99,,False,0.32944423862587413,,1.0,US,True,,93.42183963399091,53.66628313917254,98.11134596466535,31.029193412907645,20.17738359201774,24.050632911392405,60.778443113772454,50.0,47.20812182741117,38.0,66.00694326512499,standard,9,61609608815,False,42.1,False,62.687813021702844,16.6110183639399,9.766277128547578,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,OK,11.6,0.875,SUSPICIOUS_FWD_PE;,2026-07-08,0,True
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,473064584946.9104,6.8778475000000014,4.176011249999998,1.6075,63.095049849999995,14.042733,14.359,7.13275,2.13016999925,0.21972749724999996,0.20084749100000004,0.23314001124999995,0.50401501,0.097,0.08449999999999999,0.184,210.32375000000002,-0.7012499999999998,0.564,14830002048.0,8218999808.0,18959998976.0,487340310528.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.65,0.1823,3.48,0.54,0.87,1783555200.0,0.729,599.0458118803059,464.5199890136719,539.3900146484375,643.5946,1.325,37.0,1.8,0.0076,0.00114,0.91403,False,False,,0.457,3818254.0,4892110.0,0.25,6.81,2.47,,,-10.28,0.2537,58.4,4.0,,True,1.2406844786585698,,0.899,US,True,80.1560923097625,95.14929718003252,29.501953593173212,64.36874074017399,42.2826596687931,25.055432372505543,67.51054852320675,88.02395209580838,50.0,90.35532994923858,45.7,65.70035483573643,standard,10,2638755285,False,47.4,False,82.3873121869783,20.28380634390651,8.514190317195327,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-0.6,0.875,,2026-07-08,0,True
