ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_total,company_type,rank,data_quality,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,United States,USD,23969678463.671936,-3.5652669999999986,3.607766999999999,2.7563,8.0820273,3.041004,3.148,0.519499999999999,0.40517000000000003,0.12248000999999999,0.020479999999999998,-0.0017700099999999885,0.007280019999999998,0.044,0.043,0.0,12.491,-0.10450000000000004,0.449,65204192.0,651601024.0,1493564032.0,24811640832.0,1.49,0.30719998,3.04,1.73,0.76,1776384000.0,1.49,221.11895684026743,150.00362411609612,203.57000732421875,207.0,2.27273,19.0,6.26,0.056399997,0.01125,0.99075997,False,False,,1289117.0,1561370.0,1.303064785313306,12.36,-0.62,14.17,,-0.07936429226520703,0.3384988764072474,69.29714123334233,0.09846610287337532,0.06118859482992689,True,0.9231368653534412,,0.924,US,64.17425473230816,70.1352590825529,59.150326797385624,48.9049027708804,45.579925981313316,66.72354948805462,67.15358931552588,50.753768844221106,50.0,37.452471482889734,58.79575285128109,standard,68,0.875,317848102,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.02587209641933441,10.5
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,United States,USD,359426991208.84204,149.500614,59.17951000000001,2.2448,40.8805223,71.83436,70.359,167.60150000000002,0.19097,0.09594000000000001,0.31911,0.29833995999999996,0.38739997,0.847,3.25,3.067,-64.91,5.4715,6.82,932739168.0,8026413056.0,211976992.0,367567405056.0,,0.0,,,,,1.521,207.52000427246094,118.93000030517578,156.5399932861328,183.7289,1.90323,27.0,1.58,0.033099998,0.03499,0.62348,False,False,,46836280.0,38763270.0,2.042679932249989,13.46,14.1,-4.29,,-0.24566311650319028,0.5112519086179907,71.27127744331212,0.10400134638381453,-0.03241422736634414,True,1.301475141881259,,1.0,US,35.795632296822454,92.25690780044383,44.64336459221369,95.58540565742493,41.89157966800565,23.037542662116042,11.936560934891485,50.65326633165829,50.0,58.36501901140685,66.67630255935569,standard,30,0.875,6068002026,False,9,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.013604095205664635,59.5
DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense,United States,USD,13007318914.368694,19.183074,17.590644,,1.1537212999999995,3.5202487,3.505,13.510499999999999,-0.026309999999999986,0.0042900030000000006,-0.03914000000000001,-0.07248001,-0.20977,0.059,0.22,0.24,-57.604,0.4255,1.472,-555632960.0,328000000.0,271000000.0,12950319104.0,0.74,0.3364,0.36,,0.09,1779148800.0,0.027,48.95000076293945,32.30043669244252,48.7599983215332,52.9,,10.0,3.51,0.0128999995,0.71446997,0.27791,False,False,,1068063.0,982000.0,1.3985227166178753,23.8,12.83,44.92,,-0.0038815615616926147,0.3987819814179877,81.56459567613433,0.11235079256234393,0.2013465003956163,True,1.0442757476336715,,1.0,US,27.429534892507647,34.06672986582525,86.82864450127879,66.0739175243691,64.95690870247341,77.04778156996586,67.15358931552588,24.120603015075375,50.0,89.25855513307985,58.51178330357847,standard,71,0.875,47882318,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.012335170991718769,56.4
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,United States,USD,16009437250.674194,4.27787,6.826181000000002,1.9294,1.6223103,5.513581,6.158,5.1015,0.036500000000000005,0.028159993999999994,0.06425999999999998,0.07166,0.09883999999999998,0.085,0.061,0.044,-5.75,1.1615,1.443,-245668448.0,103139000.0,1973748992.0,17880047616.0,1.14,0.3462,3.28,1.08,0.82,1773878400.0,0.993,304.344364438308,204.14951686492498,287.3299865722656,319.125,1.88889,8.0,4.58,0.031,0.055910002,0.77063006,False,False,,359312.0,516570.0,1.3022554230713979,2.49,-1.78,21.35,,-0.0559050202800494,0.20560775004325665,54.63413145483994,0.03666138754052417,0.13346874255476648,True,0.7341008479351955,,0.692,US,45.441512071636375,67.93519652755336,64.56379653310599,48.43924360893189,68.22896194641929,74.23208191126281,67.15358931552588,38.09045226130653,50.0,62.0722433460076,58.43212052256564,standard,72,0.875,148426051,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.005890014115720987,37.7
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,United States,USD,64323678934.69629,26.527890000000003,18.080043,0.866,96.0748523,6.3462577,6.588,23.935500000000005,0.39803999999999995,0.12158001,0.0031100000000000017,-0.08465001,-0.20206000000000002,0.01,0.388,0.382,-21.898000000000003,-0.1955,1.183,279595616.0,70540000.0,303920992.0,66770628608.0,0.14,0.065,2.6,0.38,0.8,1778803200.0,1.705,2073.1775510595326,464.0092820088392,1828.2099609375,2026.0,1.25,6.0,2.17,0.0295,0.011770001,0.96501,False,False,,417025.0,446650.0,2.156708143402735,6.08,28.02,91.2,,-0.11816044891902178,0.5312730263732831,36.79619152911476,0.07422075468987677,0.5620146989072548,False,0.22145881192103198,,1.0,US,43.391714210148486,57.48921123084119,79.6817277635692,66.32510592202883,20.59416909990342,48.122866894197955,34.14023372287146,52.56281407035176,50.0,64.92395437262357,58.25983110994303,standard,73,0.875,816569979,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.003801550716161728,33.2
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,United States,USD,113588078492.92746,0.14173200000000108,4.5555699999999995,1.6816,2.3468597,9.296782,8.866,7.2265,0.10707,0.07034,0.23745,0.21775999,0.09056996999999994,0.078,0.614,0.596,-57.127,1.5875000000000001,2.382,1962967136.0,7246700032.0,1986499968.0,108327878656.0,,0.0,,,,,0.301,507.9200134277344,362.5,447.5400085449219,548.68964,1.60606,29.0,3.97,0.0199,0.00205,0.97890997,False,False,,1297226.0,1416720.0,1.4288571180614513,5.74,-9.92,4.12,,-0.11887699497275905,0.33815487258811244,63.88280136358442,0.020220229152275948,0.026310433795544208,True,0.8190744476593995,,0.707,US,64.83751464087354,81.8786611941778,40.89229894856493,67.43379372081246,70.94461680927566,36.774744027303754,11.936560934891485,70.95477386934674,50.0,79.84790874524715,58.204135314914794,standard,74,0.875,634038881,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.009623073041439056,47.9
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,98835370027.46786,-3.027494000000001,4.908714,4.7996,0.1899525999999998,14.6563,14.88,6.417499999999999,0.024290000000000006,-0.03558,0.51562,0.53455999,0.5466599999999999,0.144,0.213,0.207,-53.328,-0.4175,0.021,2209979488.0,2515399936.0,3742200064.0,100346576896.0,1.9,0.4309,5.2,3.39,7.45,1780963200.0,0.26,321.47490946799377,250.01319556324287,273.5400085449219,306.46667,2.6875,15.0,2.01,0.0147,0.00427,0.92582,False,False,,2372814.0,2680800.0,2.5723188420224785,-4.78,-12.34,1.59,,-0.1491093068581899,0.19506612981326732,43.502449688163054,-0.0662640205863464,-0.013790855482524456,False,0.04245331298851482,,0.677,US,68.38576340348357,74.7630505725679,35.02415458937198,61.83996714546275,68.55794832322736,39.50511945392491,67.15358931552588,74.17085427135677,50.0,86.50190114068441,58.15952158718378,standard,75,0.875,733306055,False,6,NEUTRAL,0,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,0.010815154761075974,51.0
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,United States,USD,105334645686.42969,47.679558,39.271934,3.503,3.8390253,11.057595,13.367,15.2155,-0.03430999999999999,-0.01613,0.03166000999999999,0.07992999,0.06271999999999994,0.121,0.2,0.21,95.57400000000001,-0.25750000000000006,0.554,1904867168.0,1362000000.0,23335999488.0,127330639872.0,1.84,1.3299,19.7,1.86,5.16,1779235200.0,0.997,1123.1251053977066,694.7195871278673,1068.0400390625,1197.1072,1.58065,28.0,3.38,0.022,0.00269,1.0005699,False,False,,577544.0,583070.0,1.7119796862247212,-1.45,10.17,44.25,,-0.04904624255167067,0.26062536495858596,50.556711592726096,0.022129040741145856,0.23470789560787297,False,0.44218918743952074,,0.523,US,56.51108928099141,51.32505123748318,79.36913895993179,57.62441825519733,42.73883233812377,37.96928327645051,28.92320534223706,67.03517587939697,50.0,76.71102661596959,58.159009542416946,standard,76,0.875,622742106,False,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,VÄNTA,-0.021870935335755348,14.3
MYRG,MYR Group Inc.,Industrials,Engineering & Construction,United States,USD,7241465964.144775,24.887516,18.99764,3.41,6.773485299999999,1.8933674,1.867,12.803500000000001,0.09188000000000002,0.024499999999999994,-0.08051999800000001,-0.099720015,-0.33271999500000005,0.2,1.062,1.008,-58.633,-0.12450000000000006,1.25,-592435328.0,163192000.0,61522000.0,7139795968.0,,0.0,,,,,1.297,484.7099914550781,154.6199951171875,465.05999755859375,455.0,2.14286,6.0,2.29,0.0547,0.019989999,1.0307599,False,False,,293966.0,254960.0,1.0476221950494067,37.69,72.27,114.97,,-0.04053969227557275,0.4476258910283394,59.74490860259963,0.2664246261059251,0.7903621532091223,False,0.6695007057405491,,1.0,US,20.662900971020516,39.45161488880563,92.24211423699914,87.13492124393939,28.2773094247315,85.92150170648463,11.936560934891485,13.5678391959799,50.0,38.78326996197718,50.1409662454465,standard,128,0.875,118571697,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.013072543777525425,20.0
DDOG,"Datadog, Inc.",Technology,Software - Application,United States,USD,81829763154.50043,591.987984,70.62076,1.544,18.5410693,23.977673,23.032,2427.0395,-0.09559999799999999,-0.053240000100000004,-0.08067,-0.15553001,0.34571999999999997,0.322,1.04,1.134,-35.166000000000004,1.9614999999999998,3.285,116468576.0,4758617088.0,1285052032.0,84573184000.0,,0.0,,,,,1.295,249.8070068359375,98.01000213623047,247.35000610351562,225.33856,1.41667,47.0,2.42,0.0544,0.00699,0.92084,False,False,,5404352.0,5611440.0,1.3186496171992175,84.62,120.93,55.58,,-0.009835595740657177,0.6398967780070336,85.5400012962734,0.615629741209281,0.7191863922159045,True,0.8944333973129651,,1.0,US,35.092114708882754,28.570534161721856,95.0412048877522,89.7344628505162,37.81226518925485,43.25938566552901,11.936560934891485,49.64824120603015,50.0,39.353612167300376,57.98896960053175,standard,78,0.875,1387989718,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.09151141345500946,92.6
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,125504000000.0,0.41450100000000134,2.807691000000002,1.4908,0.49806760000000017,7.978639,9.067,3.5954999999999995,0.004499990000000009,0.01811,0.18599998,0.27931998999999996,0.25136,0.104,0.325,0.28,-28.994999999999997,-0.7585,0.568,4478616928.0,1810000000.0,13900000256.0,142625996800.0,0.92,0.24350001,3.88,0.82,0.97,1780012800.0,1.105,574.2335475243839,379.8408011799742,424.0,533.7619,1.29167,21.0,2.16,0.0136,0.00275,0.90956,False,False,,2030353.0,2261150.0,1.551067871577644,-1.89,-3.82,-13.8,,-0.2616244699949448,0.27182940169865416,53.30067597983469,0.001121849649492468,-0.10896004152194572,True,0.7447853867370858,,0.713,US,79.42634223750329,75.5107483302861,27.76356919579426,64.58362316153466,34.216552943651,35.23890784982935,67.15358931552588,83.01507537688441,50.0,88.40304182509506,57.51571945226841,standard,79,0.875,958727600,False,5,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.007819058373570442,42.8
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,United States,USD,79172095523.5,6.080749999999998,8.0852,2.0641,22.9160023,10.056153,10.824,7.821499999999999,0.57871,0.0971,0.19929000000000002,0.29392999,0.29097999999999996,0.081,0.078,0.058,168.152,-0.27849999999999997,0.99,1445867104.0,1510000000.0,7402999808.0,85214093312.0,0.91,0.2762,4.12,0.8,1.03,1778803200.0,1.37,544.4014999183522,400.45682926644145,453.25,536.0,1.78261,20.0,3.53,0.026099999,0.14248,0.81097,False,False,,1177574.0,1128180.0,2.014796710999962,-1.26,-4.66,-6.25,,-0.1674343291339625,0.2609375310896901,52.07312969363916,0.019456684168141836,-0.04662363206709208,True,0.7195928422926207,,0.895,US,63.23228926587826,90.94708376679868,35.62091503267974,54.90392266706066,33.61681782919515,44.027303754266214,67.15358931552588,69.54773869346734,50.0,69.48669201520913,57.461336569107,standard,80,0.875,511347585,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.008180676028132439,43.7
MASI,Masimo Corporation,Healthcare,Medical Devices,United States,USD,9345263236.882233,17.893380000000004,10.743400000000001,4.83,8.3173493,5.9963193,6.228,11.8755,0.11497000000000002,0.0509,-0.06866,0.07261999,0.16295999999999994,0.085,,,-5.795000000000002,1.2394999999999998,1.271,-492332960.0,124600000.0,485900000.0,9705978880.0,,0.0,,,1.0,1353628800.0,1.128,179.0,125.94000244140625,178.4499969482422,180.0,,4.0,4.93,0.078200005,0.06215,1.04764,False,False,,1195852.0,939970.0,0.8921559082205562,-0.01,1.77,21.82,,-0.003072642747250387,0.4472812260057982,53.88886534141482,0.0002914649552312465,0.1521008623552631,False,0.3563922364617249,,0.956,US,26.61542675784939,65.37395400203482,74.75134981528844,71.70736102020254,44.02973693498401,82.08191126279864,11.936560934891485,21.50753768844221,50.0,29.087452471482887,49.10490120856669,standard,135,0.875,167737644,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0034331928472965956,32.7
UDR,"UDR, Inc.",Real Estate,REIT - Residential,United States,USD,11989388091.481941,-1.2849749999999993,45.212360000000004,8.17,0.20456359999999973,7.7387905,10.582,3.358500000000001,-0.011399995999999996,-0.02894,0.1602,0.05603999000000001,0.21284999999999993,0.042,1.516,1.474,74.981,-1.2125,0.003,186872544.0,2371000.0,5845310976.0,18695608320.0,4.69,1.1701,1.73,3.85,0.435,1784246400.0,0.717,40.2912582081462,32.15207637461423,36.900001525878906,40.16667,2.45455,21.0,4.78,0.077199996,0.0044,1.12321,False,False,,4002295.0,6452870.0,6.090691195846116,2.05,-0.37,4.78,,-0.08416854754815384,0.19417472997765406,49.88346957448832,0.03602158433905123,0.030737921931826007,False,0.30338133880342044,,0.519,US,64.47098273321495,58.40908822509493,53.779482807615786,65.29795335899215,47.377484055172,78.75426621160409,28.92320534223706,60.60301507537689,50.0,29.277566539923956,57.028491329634875,standard,82,0.875,238110913,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.007055170368403196,40.8
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,United States,USD,542418204483.1759,-0.2769359999999992,1.430686999999999,2.9286,3.1514253,5.6289635,5.971,2.2415000000000003,0.12926,0.033159999999999995,0.10072,0.11057998999999999,0.22701007,0.099,-0.529,-0.524,0.3430000000000035,-0.4105000000000001,0.689,11691117408.0,22051000320.0,54987001856.0,575354175488.0,2.38,0.6025,5.36,2.77,1.34,1779753600.0,0.263,250.27068397455253,145.40684780124104,225.3300018310547,252.86957,2.0,23.0,2.96,0.0107,0.0005,0.76819,False,False,,7697798.0,8358780.0,1.8011476116264526,-0.32,-8.78,10.24,,-0.09965482871351328,0.1670048268989757,58.16117360687531,-0.025759211332438525,0.07550255216885482,True,0.42453785819747164,,0.682,US,75.59149129104168,77.81452764712682,47.073032111395285,31.883993387155662,77.45132982283835,19.795221843003414,67.15358931552588,72.8643216080402,50.0,92.87072243346007,56.8675140684264,standard,83,0.875,1883483913,False,5,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,0.006619749125093222,39.6
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,United States,USD,87309845391.8911,4.924386999999999,11.530619999999999,2.2129,3.3022839999999998,7.2103267,9.816,2.9064999999999994,0.06166000000000002,-0.002219998000000001,0.11294999,0.17258999,0.18171999999999994,0.09,0.25,0.252,132.468,-0.6065,0.623,-1010507952.0,950000000.0,30301999104.0,118866845696.0,2.94,0.8882,2.1,4.55,0.525,1781222400.0,0.633,80.08000183105469,54.50329464022905,71.38999938964844,82.76913,1.56,23.0,3.23,0.0187,0.00448,0.89133,False,False,,6402892.0,7161380.0,1.6390905185907843,-2.63,-3.77,22.11,,-0.10851651152231001,0.23030623643368586,48.36301170263348,-0.032267695996060275,0.0979208600455439,False,0.03543749079278812,,0.353,US,51.99299127215023,70.0971767583126,56.507530548451264,49.942874384495354,44.65056374526387,41.55290102389079,67.15358931552588,41.005025125628144,50.0,81.08365019011407,48.44139369102599,standard,140,0.875,511250914,False,2,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.017948776483535767,68.6
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,United States,USD,49789426702.88086,20.353524000000004,9.410768000000001,2.0776,1.3030082999999997,7.898696,7.428,10.0755,-0.030299999999999994,0.03161,0.05628,0.14869997,0.32532,0.167,0.082,0.063,-60.581,2.9855,3.296,81879520.0,3671500032.0,702899968.0,46820827136.0,,0.0,,,,,0.872,88.27999877929688,72.30000305175781,86.47000122070312,96.65385,1.68966,26.0,2.11,0.0225,0.00184,0.94061,False,False,,5031806.0,5179190.0,1.5084310603270763,6.46,0.0,-0.4,,-0.020502917802692866,0.23850622586721137,70.58823529411765,0.05783277161968359,0.06091847557817487,True,0.8367048100183865,,0.737,US,47.48362111308421,68.79883843811476,59.846547314578004,56.95813921932346,71.20652160835094,53.32764505119454,11.936560934891485,49.949748743718594,50.0,75.66539923954373,64.18424294805286,standard,35,0.875,447844566,False,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.010344860143959522,49.7
ORCL,Oracle Corporation,Technology,Software - Infrastructure,United States,USD,649353662369.2017,14.075348000000002,11.820636,1.4282,15.8256883,10.134117,12.14,13.827499999999999,0.44082,0.012270000000000003,0.13535999999999998,0.16325999,0.21749999999999997,0.217,0.245,0.267,347.878,-0.08850000000000002,1.224,-23118757024.0,39132000256.0,162164998144.0,777896656896.0,0.89,0.35909998,2.0,1.28,0.5,1775692800.0,1.544,343.01316637944586,134.57000732421875,225.77999877929688,244.02513,1.51163,39.0,1.28,0.0212,0.40545,0.43932,False,False,,26925501.0,18237910.0,1.9337205781246423,37.81,55.82,15.3,,-0.3417745413027792,0.6372206562542422,68.51186301816605,0.32062387885847743,0.09609457899398044,True,1.3118740240103623,,0.825,US,30.15874485207995,79.348889416145,57.01903949985792,70.53513824725883,17.632773601974222,18.771331058020476,67.15358931552588,28.34170854271357,50.0,77.85171102661596,56.020581542168266,standard,85,0.875,4117755298,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.01825588010251522,68.8
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,United States,USD,37516954096.94504,1.4663010000000014,-0.995279,11.95,0.6816270999999996,1.973305,2.163,3.240499999999999,0.017570000000000002,0.015490000000000004,-0.04546,-0.060130013999999996,-0.31296,0.191,0.931,0.858,-21.393,1.6945,1.204,-852046828.0,556526976.0,4200793088.0,41129766912.0,0.81,0.2176,2.12,1.4,0.53,1782777600.0,1.493,263.0899963378906,118.7416365659087,260.1499938964844,241.45454,2.0,11.0,3.13,0.0323,0.06566,0.86982,False,False,,1165495.0,1167670.0,1.9815338584885813,15.95,35.12,59.34,,-0.011174892555132931,0.3465901300218061,70.87150784577769,0.23036582569118025,0.4997726105850444,True,1.0031214589659234,,0.53,US,45.34981297464767,38.74125777777301,92.24211423699914,73.29525498378393,46.064501255304236,57.93515358361775,67.15358931552588,32.96482412060301,50.0,59.885931558935354,56.00775976427732,commodity,86,0.875,303769343,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.03384283930063248,5.4
ON,ON Semiconductor Corporation,Technology,Semiconductors,United States,USD,46897441966.29986,62.304164,12.087062,0.3991,2.9454739,7.7350225,7.939,8.984499999999999,-0.059960004,0.017189999999999997,-0.023000000000000007,0.01881999000000001,-0.026689980000000002,0.047,,,-23.049999999999997,3.4375,2.797,461917024.0,2403599872.0,3245799936.0,48132661248.0,,0.0,,,,,1.938,129.1300048828125,41.4900016784668,120.62000274658203,105.44828,2.18182,29.0,2.56,0.1241,0.00337,1.0892,False,False,,10243387.0,11300720.0,0.8443180064747027,22.01,81.44,149.68,,-0.0659025928478314,0.5363969980343797,63.97177148679805,0.3557165928828985,0.896998769040481,True,0.7839161299065224,,0.707,US,55.111176181660184,46.101635412428195,89.76982097186699,50.09181969949917,37.366978623593745,54.18088737201365,11.936560934891485,59.798994974874375,50.0,16.34980988593156,55.978961812579264,standard,87,0.875,1363092877,False,5,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,VÄNTA,0.08383547514677048,91.8
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,USD,155552982369.99512,12.810634000000004,9.193097999999999,3.0238,4.359702799999999,5.4537897,6.194,13.333499999999999,0.07354999000000001,0.019140000000000004,0.02224000000000001,-0.002450019999999997,-0.08229000000000003,0.168,-0.094,-0.102,43.07599999999999,-0.24249999999999994,0.686,1826242144.0,751000000.0,21833000960.0,176678977536.0,1.1,0.4129,4.4,1.55,1.1,1778198400.0,1.24,434.2300046670608,308.32187987367206,400.6000061035156,451.73297,1.72414,27.0,3.23,0.023699999,0.00054000004,0.88028,False,False,,2661952.0,2738080.0,1.1014586957134542,-2.21,7.19,19.7,,-0.07744743155031508,0.3195360934693216,49.61443783487301,0.01991849103025456,0.10360657930230155,False,0.485762646248366,,0.841,US,53.417803302225416,57.070217986995864,67.76072747939754,48.927782118312734,40.610389105372775,31.399317406143346,67.15358931552588,61.005025125628144,50.0,72.43346007604563,55.84575823493341,standard,88,0.875,1096874865,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-0.026500854641199112,9.4
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,USD,28462036545.230804,0.0,1.9646770000000018,1.7596,0.27208429999999995,3.4373877,3.636,1.6165000000000003,0.015080010000000005,0.019479999999999997,0.01541999999999999,0.00045000000000000595,-0.05293000000000003,0.101,0.053,0.033,-23.46,0.4295,1.247,20506400.0,1641916032.0,3290113024.0,30110232576.0,0.98,0.2594,2.08,1.25,0.52,1780012800.0,1.213,236.41626104348825,157.77607840645635,211.36000061035156,249.207,1.85,20.0,3.08,0.026500002,0.01255,0.94578004,False,False,,1021887.0,815520.0,1.6067718448098347,-4.67,-6.04,14.48,,-0.10598365917193675,0.23961289672554986,36.95251787438061,-0.01745897701240473,0.07424301374262399,False,0.33532677084924395,,0.853,US,60.370329089054295,54.834830466288835,51.03722648479681,53.45623654117773,55.62267694740206,62.45733788395904,67.15358931552588,48.94472361809045,50.0,68.8212927756654,55.59077209853535,standard,91,0.875,172368308,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,0.011759878136217594,54.3
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,United States,USD,345376396068.0906,2.2723639999999996,1.934705000000001,1.3178,0.0,0.76799285,0.888,4.092499999999999,-0.013140003999999997,-0.013249999999999998,-0.09084,-0.083030014,-0.26533,0.02,0.007,-0.002,6.594999999999999,-0.6375,0.722,16867242848.0,31228999680.0,77917003776.0,399502409728.0,2.32,0.6657,8.84,1.65,2.21,1773014400.0,0.646,404.1499938964844,229.78581520843133,380.30999755859375,399.73077,1.71429,26.0,2.11,0.0214,0.00241,0.85827005,False,False,,8176511.0,6697450.0,1.5578350771445688,2.58,30.69,18.26,,-0.05898799133471422,0.4002180131770498,50.24153596591825,0.12408003298139025,0.17482618843468822,False,0.4450864781699113,,0.682,US,82.75915290739411,26.82951543852379,77.23785166240408,37.66228142864225,48.88168201429632,23.293515358361773,67.15358931552588,89.14572864321609,50.0,77.56653992395437,55.574195737129756,standard,93,0.875,2547107193,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.0055268327705562115,23.2
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,USD,22658916008.47496,5.070221,7.538969000000002,2.9842,1.8837040000000003,3.6514835,3.953,3.1545000000000005,0.03289,0.030320009999999994,0.0005000000000000004,0.038839979999999996,0.0013600199999999618,0.002,0.022,-0.017,-10.593000000000004,-0.21849999999999992,0.764,308567008.0,503400000.0,2377400064.0,24532916224.0,1.29,0.3923,1.23,1.16,0.308,1778803200.0,0.482,105.69493513987881,80.53498983463383,95.62999725341797,102.26316,2.2381,19.0,5.02,0.0505,0.00201,0.94035006,False,False,,2045079.0,1866690.0,1.5968257921152447,-0.27,-8.5,14.35,,-0.09522630269029164,0.21420199250910826,57.26812657218058,0.011314111492503054,0.048728696277962724,True,0.5963839649558768,,0.911,US,67.94723618090453,60.18088880347817,49.90053992611538,42.7871602048664,66.3134414125694,67.74744027303754,67.15358931552588,64.92462311557789,50.0,43.536121673003805,55.524916706453865,standard,95,0.875,178511560,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.0010076648322865367,28.9
ENS,EnerSys,Industrials,Electrical Equipment & Parts,United States,USD,8324956755.38736,3.1810779999999994,0.7866280000000003,1.2296,0.8347402999999995,2.2191741,2.42,1.1105,0.01846001,0.022169995999999997,-0.03937,-0.029270010000000013,-0.16015998000000004,0.013,-0.15,-0.199,-5.063000000000002,1.2285000000000001,1.311,-420215456.0,438675008.0,1189683968.0,9079554048.0,0.46,0.13340001,1.05,0.87,0.263,1781740800.0,1.18,244.3000030517578,80.3493197674468,227.97000122070312,241.286,1.66667,5.0,4.35,0.051599998,0.01449,1.0212001,False,False,,384141.0,604100.0,1.0455699135361705,10.96,37.43,62.11,,-0.06684405086804268,0.36777464455171277,49.081700634497736,0.11580223250665189,0.4677950845663672,False,0.49550049892270753,,0.89,US,43.10787017795745,45.05576806839251,85.42199488491049,34.96373198004341,47.31656076650751,84.30034129692832,67.15358931552588,22.91457286432161,50.0,42.39543726235742,47.485742813821616,standard,144,0.875,137716678,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.03036009520292282,6.9
