ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
MAGI.ST,MAG Interactive AB (publ),6.82,-0.03943661971830977,-0.08579086638243083,53581,180693536.0,-23.632,0.6076807,10.892,3.325,84308000.0,32388000.0,7102500.0,54683000.0,11.223,0.56942004,0.01926,-0.006,,-0.12564102501402086,-0.14536338905257173,,6,0.57289004,0,0,0,N/A,58.303571428571416,71.42857142857143,70.0,44.64285714285714,69.28571428571428,91.07142857142857,50.0,25.0,63.21964285714286,11.0,0.0,64.21964285714286,1,★★★★,NEDTREND,-10,Övrigt
TAGM-B.ST,TagMaster AB (publ),43.5,0.023529411764705882,0.03325419421902098,23250,637167360.0,9.529,2.3054907,34.013,1.59,69373000.0,94000000.0,57499124.0,80135000.0,18.868,0.69871,0.06098,0.106,,2.3461538461538463,1.612612672470429,,7,0.69316,0,0,0,N/A,61.875,85.71428571428571,85.0,65.0,40.98214285714286,35.714285714285715,98.21428571428571,66.07142857142857,67.39821428571429,6.0,0.0,63.39821428571429,2,★★★★,NEDTREND,-10,Industri & Verkstad
CTM.ST,Catena Media plc,2.365,-0.00838574423480066,0.002118692653888754,193659,178912576.0,8.117,2.325467,,4.468,13654000.0,0.0,18860624.0,8880000.0,1.017,0.38551998,0.99894994,0.258,,0.3498858700315257,0.4781249839346857,,7,0.26545,0,0,0,N/A,39.732142857142854,89.28571428571429,85.0,71.42857142857143,45.625,48.214285714285715,85.71428571428571,35.714285714285715,64.23392857142858,8.0,0.0,62.23392857142858,3,★★★★,NEDTREND,-10,Mjukvara & SaaS
CANTA.ST,Cantargia AB (publ),2.146,0.003741814780168385,0.007511639974980611,1781714,533520576.0,1.655,2.2805526,,8.09,258034000.0,0.0,90059248.0,158088992.0,0.941,1.0,-72.61811,,,0.4081363779259759,-0.45394405292771034,,5,0.16965,0,0,0,N/A,34.01785714285714,98.21428571428571,55.0,50.0,50.44642857142857,75.0,76.78571428571429,92.85714285714286,63.19464285714286,8.0,0.0,61.19464285714287,4,★★★★,NEDTREND,-10,MedTech & Life Science
MEKKO.HE,Marimekko Oyj,10.56,0.0,-0.016759716511867695,44761,427483392.0,12.339,5.523013,39.922,3.103,32700000.0,30900000.0,29587500.0,37500000.0,1.912,0.60763,0.12319,0.045,0.245,-0.15677310388874877,-0.11325173748544004,,7,0.25234,0,0,0,N/A,39.01785714285714,78.57142857142857,85.0,77.14285714285714,57.67857142857143,23.214285714285715,48.214285714285715,37.5,58.294642857142854,11.0,0.0,59.29464285714286,5,★★★★,NEDTREND,-10,Övrigt
ADMCM.HE,Admicom Oyj,27.0,-0.023508137432188016,0.003717486352707633,19383,132084920.0,7.796,4.1660237,0.5,1.628,7191000.0,160000.0,9761478.0,9988776.0,6.481,0.49543998,0.1444,0.038,0.357,-0.49686813585201806,-0.3940055947918931,,7,0.052410003,0,0,0,N/A,29.01785714285714,80.35714285714286,85.0,75.89285714285714,69.28571428571429,51.78571428571429,12.5,42.857142857142854,58.49285714285715,8.0,0.0,56.49285714285715,6,★★★★,NEDTREND,-10,Övrigt
ALCA.ST,Alcadon Group AB (publ),31.0,-0.018987341772151944,-0.022082042463476115,36501,759841792.0,10.82,0.96315163,45.925,1.656,83000000.0,362300000.0,162475008.0,143900000.0,32.186,0.27234,0.05268,-0.104,0.309,0.8618619045191562,0.3362068526101325,,7,0.38303003,0,0,0,N/A,46.875,98.21428571428571,85.0,45.714285714285715,40.625,28.57142857142857,94.64285714285714,71.42857142857143,63.2375,3.0,0.0,56.2375,7,★★★★,NEDTREND,-10,Mjukvara & SaaS
NTEK-B.ST,Novotek AB,52.7,-0.02044609665427499,-0.034798493851280754,7434,558620032.0,8.11,2.4376707,0.452,1.252,139900000.0,1100000.0,28613500.0,55085000.0,21.619,0.62076,0.0665,0.014,-0.459,-0.3497008480303099,-0.3186563626449589,,6,0.50657004,0,0,0,N/A,54.01785714285714,76.78571428571429,70.0,37.857142857142854,62.05357142857143,50.0,21.428571428571427,28.57142857142857,54.23392857142857,11.0,0.0,55.23392857142858,8,★★★★,NEDTREND,-10,Industri & Verkstad
SINT.ST,SinterCast AB (publ),105.5,0.004761904761904762,-0.014018691588784993,5757,742963584.0,26.812,9.763095,6.994,4.276,10500000.0,5700000.0,15412500.0,28600000.0,10.806,0.70444,0.252,-0.077,-0.329,0.013990745968776919,0.009615373382786618,,7,0.48555002,0,0,0,N/A,52.58928571428571,64.28571428571429,85.0,17.32142857142857,79.19642857142858,10.714285714285714,69.64285714285714,48.214285714285715,54.22142857142858,11.0,0.0,55.22142857142859,9,★★★★,NEDTREND,-10,Industri & Verkstad
SAFETY-B.ST,mySafety Group AB,19.7,-0.009054325955734393,-0.0551558559947235,38931,442861696.0,7.493,3.278416,51.366,1.008,68983000.0,73925000.0,52036376.0,55475000.0,6.009,0.44449002,0.029070001,-0.084,6.133,0.6088608524624075,0.1333480591591949,,5,0.43038,0,0,0,N/A,49.73214285714285,92.85714285714286,55.0,52.14285714285714,26.42857142857143,53.57142857142857,87.5,57.14285714285714,59.16964285714285,6.0,0.0,55.16964285714285,10,★★★★,NEDTREND,-10,Mjukvara & SaaS
