ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_anomaly,data_fetched_date,data_stale_days,_fundamentals_neutralized
ISP.MI,Intesa Sanpaolo S.p.A.,Financial Services,Banks - Regional,Italy,EUR,98873387233.90076,-4.279943500000004,-3.893619499999998,27.9,-1.920413025,3.8463156,8.113,,-0.02776999999999999,-0.0081950005,0.11235124749999997,0.2884000509999999,-0.3903,-0.0010000000000000009,-0.068,0.056,,,,,86656000000.0,196448993280.0,208550608896.0,6.7,0.661,0.38,6.0,0.19,1779062400.0,0.843,5.954952792232862,4.42471451037787,5.672999858856201,6.72952,1.80952,21.0,,,0.05623,0.38338003,False,False,,0.5,56999411.0,44266025.0,1.49,5.32,17.42,,,-1.43,0.2713,55.1,4.54,,False,0.534283977000171,,0.702,Europe,True,,52.07730477634105,60.33057851239669,42.016110623846345,60.88822803276849,49.440298507462686,67.47311827956989,,50.0,,50.0,54.29897239962186,standard,138,290750456,False,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-4.3,-0.03079451434314251,9.7,0.75,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
CAST.ST,Castellum AB (publ),Real Estate,Real Estate - Development,Sweden,SEK,56142522032.32648,-2.46745125,-12.324475999999999,0.92,-2.7356695275000003,5.6812916,11.993,-3.5149999999999997,-0.0789987525,-0.010410000499999995,-0.04440999999999999,0.22317623999999997,0.23063505,-0.056999999999999995,653.5975,648.5,-0.004749999999999588,-0.42487499999999995,0.171,2026301728.0,104000000.0,60651999232.0,118517112832.0,2.03,0.407,2.48,3.44,0.62,1766966400.0,1.465,128.5500030517578,100.25,122.19999694824219,128.0,2.63636,12.0,,,0.30322,0.5327,False,False,,0.5,1839687.0,1543499.0,1.03,2.54,11.6,,,-2.11,0.2786,41.7,2.71,,False,0.20471558677855092,,0.531,Nordic,True,,51.848954391906275,53.719008264462815,65.30684764339532,34.34590226971698,60.447761194029844,67.47311827956989,76.37231503579952,50.0,,50.0,54.29771704467247,standard,139,20030009,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,6.3,-0.017010057345032692,20.0,0.875,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-12,0,True
CLAS-B.ST,Clas Ohlson AB (publ),Consumer Cyclical,Specialty Retail,Sweden,SEK,21907712589.0,-3.765924749999998,11.3742335,3.14,2.9025150875000008,1.9251196,1.93,-2.9044999999999996,0.23532125749999994,0.06,-0.0014800125000000094,-0.09270874499999998,0.01710499999999998,0.04200000000000001,0.627,0.736,-4.73025,0.019624999999999948,0.646,170926688.0,1836499968.0,1899900032.0,24154152960.0,1.85,0.3827,7.0,5.03,3.5,1768176000.0,,452.6000061035156,271.96627929074884,379.0,406.66666,3.0,3.0,,,0.36146,0.36242,False,False,,0.5,89920.0,154628.0,0.48,0.34,8.32,,,-7.88,0.3526,39.4,2.47,,False,0.11235959310192617,,0.439,Nordic,True,,60.59608966177675,41.83884297520662,58.46434975433478,48.58188894238485,78.17164179104478,67.47311827956989,62.29116945107399,50.0,,50.0,54.29666653085772,standard,140,6223446,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,8.3,-0.042834848165512085,5.4,0.75,,2026-06-12,0,True
SHB-A.ST,Svenska Handelsbanken AB (publ),Financial Services,Banks - Diversified,Sweden,SEK,261767018278.9778,-4.037669750000001,-2.2796659999999984,18.5356,-2.3990722625000003,4.8424654,23.745,,-0.04099624750000001,-0.020919999599999996,0.16180249500000002,0.09580128500000004,-0.460015,-0.154,-0.129,0.006,,,,,593015996416.0,1649639030784.0,1323138809856.0,5.94,0.65910006,8.0,5.48,17.5,1774483200.0,0.498,139.0,99.54871368408203,134.60000610351562,129.07687,3.76471,16.0,,,0.27145,0.43752998,False,False,,0.5,6278346.0,5236580.0,2.06,6.26,16.03,,,-0.22,0.1845,48.8,4.89,,False,0.5550195684215896,,0.795,Nordic,True,,43.762670744126076,70.35123966942149,31.108031812073555,85.35938727415555,30.970149253731343,67.47311827956989,,50.0,,50.0,54.28788784837153,standard,141,74850795,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-5.5,0.01787745952606201,72.3,0.75,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,1758198405340.0,26.50183349999999,13.791372500000001,,4.135265349999999,16.649605,16.315,12.197000000000003,0.012901250000000017,0.024795,0.11398625500000001,0.09231748000000002,0.18155999,0.012999999999999998,0.024000000000000007,0.134,-23.502499999999998,3.2502500000000003,3.132,-21845400064.0,34140000256.0,70000000.0,1722861486080.0,0.45,0.3101,30.0,1.14,30.0,1784764800.0,0.217,7039.446635250951,5636.5,6623.0,7065.8335,2.56667,30.0,,,0.52044,0.29721,False,False,,0.5,320402.0,389756.0,0.43,-1.81,4.49,,,-4.1,0.2235,43.3,2.07,,False,0.25760541862174396,,0.728,India,True,39.12504454691735,71.08355929324156,44.00826446280992,50.77062105004601,88.59160318546326,18.097014925373134,67.47311827956989,37.47016706443914,50.0,,50.0,54.17902050598263,standard,142,27143576,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,2.5,-0.006660523358732462,42.4,0.875,,2026-06-12,0,True
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,USD,760479533978.7372,116.03796137499998,8.293320750000003,1.2586,1.429929725,20.30436,20.078,75.623,-0.12593,-0.038434999750000004,0.020462504999999964,-0.0008399899999999849,0.02090994999999996,0.244,0.7000000000000001,0.951,-49.80599999999999,1.07825,1.75,5756834048.0,12346999808.0,3871000064.0,752003514368.0,,0.0,,,,798940800.0,2.492,546.4400024414062,115.05999755859375,466.3800048828125,482.6875,1.4902,48.0,0.97,0.0275,0.00411,0.72125,False,False,,0.467,37466020.0,31324980.0,0.71,15.74,164.78,,,-4.06,0.7181,58.4,34.51,,False,0.45140234224569736,,0.746,US,True,46.85126189267702,37.0881690948735,69.78305785123966,80.3815835218582,29.86377535075049,21.455223880597014,11.827956989247312,63.24582338902148,50.0,59.66386554621849,46.7,54.07624250716084,standard,143,14609344325,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,10.7,0.2000790387392044,96.6,0.875,,2026-06-12,0,True
SECT-B.ST,Sectra AB (publ),Healthcare,Medical Devices,Sweden,SEK,52612260497.0,75.34912324999999,69.417978,,24.469353687499996,15.505778,15.03,54.959999999999994,0.11495625250000004,0.038910005,0.019774995000000004,-0.04779624999999999,-0.08375502000000001,0.048,0.09000000000000001,0.2,-41.04075,-0.555375,1.145,-558432.0,1810310016.0,76484000.0,54717747200.0,0.38,0.3754,1.1,0.53,2.1,1757462400.0,0.88,374.97630901630845,173.3000030517578,293.0,330.0,1.66667,3.0,,,0.27826,0.55094004,False,False,,0.5,212457.0,153901.0,0.66,17.88,32.57,,,-3.08,0.3926,61.5,13.24,,True,0.8928374108774789,,0.838,Nordic,True,37.41217507748464,58.00977687615698,64.97933884297521,59.83529391239548,36.290381908872654,62.31343283582089,67.47311827956989,48.21002386634845,50.0,,50.0,53.95290445787094,standard,144,4788645,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,5.7,0.021577926352620125,74.4,0.875,,2026-06-12,0,True
8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,JPY,36300295805451.0,-4.831747000000002,-4.7861420000000034,1.7233,-0.5453237000000003,4.2634735,-0.436,,-0.0036287484999999974,-0.007959999999999998,0.017437494999999983,0.040485049999999995,-0.35276002,,,,,,,,151902574608384.0,110384014950400.0,-3713645412352.0,2.98,0.405,96.0,3.25,48.0,1790640000.0,0.323,3273.0,1857.363471186232,3219.0,3139.1667,1.83333,12.0,,,0.03566,0.40373,False,False,,0.5,40519750.0,42423190.0,1.15,,,,,,0.3438,58.7,,,True,0.9992952432809951,,1.0,Japan,True,,44.53743867066992,,95.25089605734766,66.03635955560543,5.037313432835821,67.47311827956989,,50.0,,50.0,53.92342275369872,standard,145,850699628,False,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,1.7,0.04310930520296097,82.4,0.625,EXTREME_GROWTH;EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-12,0,True
PODD,Insulet Corporation,Healthcare,Medical Devices,United States,USD,10612733434.831604,3.8659181250000003,-2.5573502500000016,1.352,0.2962555999999994,3.6585538,3.843,-1.3800000000000008,0.04430499,0.024674996249999994,-0.02380750000000003,-0.03957247999999998,0.20038995000000004,0.257,1.478,1.573,13.1205,0.49475000000000013,1.491,-1163165920.0,480400000.0,1014000000.0,11146333184.0,,0.0,,,,,1.125,354.8800048828125,140.6300048828125,153.22000122070312,243.78261,1.41667,23.0,1.93,0.049099997,0.00327,1.05521,False,False,,0.472,1274650.0,1525290.0,1.4570059169355705,1.28,-35.35,-50.18,,-0.5682484245025329,0.37607141990959825,56.31024401007667,-0.12684408991604001,-0.42123429970472526,True,0.6385763883321642,,1.0,US,True,,58.17226376412916,19.230180593816957,92.24799107602414,56.06000663068359,87.1268656716418,11.827956989247312,12.410501193317423,50.0,36.554621848739494,47.199999999999996,53.894480678172854,standard,147,233704936,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.2,0.1435907781124115,95.3,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,India,INR,4984657862333.0,7.339493999999997,6.700001,3.69,3.497539400000001,7.7319875,7.651,-3.1539999999999964,0.007533744999999981,0.026674999999999997,0.13686626,0.08359997000000001,0.07497999,0.007999999999999993,0.181,0.214,-60.63425,0.0,0.7,50873348096.0,69930000384.0,14780000256.0,4932197941248.0,2.07,0.9503,44.0,1.58,22.0,1782086400.0,0.361,2728.5509248247226,2022.5,2121.5,2561.1082,,37.0,,,0.62274,0.20804001,False,False,,0.5,2222633.0,3281183.0,0.69,-4.55,1.49,,,-11.94,0.2232,45.8,-1.86,,False,0.24089005745316602,,0.584,India,True,,68.65506331062286,28.202479338842977,52.97937590556397,71.75759069475968,12.686567164179104,67.47311827956989,68.25775656324582,50.0,,50.0,53.867984873232096,standard,148,73196950,False,6,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-4.0,-0.023720314726233482,14.2,0.875,,2026-06-12,0,True
TIH.TO,Toromont Industries Ltd.,Industrials,Industrial Distribution,Canada,CAD,18164846803.644943,-1.210888749999997,4.514738000000001,1.32,0.07536705750000028,3.4008372,3.342,-3.136000000000001,0.0004924949999999921,0.019645003249999994,-0.001017500999999997,-0.011627512500000006,-0.12612500999999998,0.064,0.16999999999999998,0.245,-30.567749999999997,1.6014999999999997,1.858,-19717504.0,1161606016.0,845280000.0,17848520704.0,0.97,0.337,2.16,1.4,0.56,1780617600.0,0.974,228.59626218378625,115.97561247701155,222.7899932861328,227.55556,,9.0,4.63,,0.0007,0.4491,False,False,,0.5,248247.0,204890.0,0.51,-6.89,5.1,,,-7.75,0.2889,32.8,-2.47,,False,0.5656891433197593,,0.889,Canada,True,,49.490526012823,39.256198347107436,66.19141781741362,62.50435911637543,80.41044776119402,67.47311827956989,46.77804295942721,50.0,,50.0,53.861500238371605,standard,149,32658736,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,6.2,-0.00970248319208622,36.3,0.875,,2026-06-12,0,True
2628.HK,China Life Insurance Company Limited,Financial Services,Insurance - Life,China,HKD,208352900000.0,-7.9732505,-4.410982000000001,0.38,-0.7000357749999999,2.3134806,-3.202,-14.9935,0.13870999999999997,0.00553,0.13035752999999997,-0.024464985000000022,0.20254002,-0.213,-0.459,-0.323,21.7525,4.425375,6.246,39138343424.0,2176234946560.0,275873005568.0,-1095223279616.0,3.44,0.1345,0.96,4.9,0.618,1782777600.0,0.874,36.15999984741211,15.780138983340134,28.0,36.257362,1.64706,15.0,,,0.0,0.50681,False,False,,0.5,56666647.0,41667177.0,1.95,,,,,,0.4078,42.3,,,False,0.17307981176442416,,0.5,Asia,True,,67.39466557228671,,11.38099880413112,63.129445846199516,34.701492537313435,67.47311827956989,,50.0,,50.0,53.813754542134085,standard,150,148902511,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0,-0.010371413081884384,35.0,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
NFLX,"Netflix, Inc.",Communication Services,Entertainment,United States,USD,346043424316.0737,-0.6055318749999969,0.834638749999999,1.6142,3.231240000000001,7.379899,7.478,7.2490000000000006,0.25245248000000003,0.08646001125000001,0.1579425,0.13256003999999996,-0.019400050000000002,0.101,0.7635,0.828,-29.3265,0.2917500000000002,1.178,24577135872.0,12288449536.0,16742200320.0,350661181440.0,,0.0,,,,,1.491,134.11500549316406,75.01000213623047,82.18000030517578,114.555,1.68,44.0,2.3,0.0234,0.00567,0.85058,False,False,,0.631,38250077.0,31335740.0,0.55,-7.14,-15.19,,,-25.1,0.3529,15.2,-11.14,,False,0.07261914070293254,,0.453,US,True,83.25111502284042,78.63810112621164,5.320247933884298,64.41598325387395,40.68036002379565,28.35820895522388,11.827956989247312,95.4653937947494,50.0,64.07563025210085,63.1,53.7335854899313,standard,152,2575171123,False,6,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.4,-0.003953385166823864,49.3,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
OMF,"OneMain Holdings, Inc.",Financial Services,Credit Services,United States,USD,6395793573.234497,-14.156881875,-11.418881250000002,0.75,-5.14168675,2.1038795,9.197,,0.04062249999999999,-0.0011349997500000042,0.0040999999999999925,-0.0032749549999999683,0.42418997999999997,0.03,-0.051000000000000004,0.061,590.2200000000001,,,,834000000.0,22396000256.0,27957792768.0,7.59,0.62299997,4.2,8.75,1.05,1778457600.0,1.206,69.2812040118039,44.92300197881704,55.36000061035156,67.78571,1.9375,14.0,3.79,0.0372,0.0023100001,0.92636,False,False,,0.643,1362122.0,1115720.0,0.36,5.24,17.45,,,-17.41,0.3014,63.0,2.82,,True,0.9037656742612421,,0.982,US,True,,61.536945147675716,40.392561983471076,53.92046146636788,29.338738637638873,92.16417910447761,67.47311827956989,,50.0,46.21848739495798,64.3,53.64994037616891,standard,153,61766260,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-3.5,-0.009379121474921703,36.8,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
AZN.L,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,GBp,270442672489203.53,6.075068000000002,2.6410870000000015,1.409,2.6578259699999998,3.555957,3.989,1.180250000000001,0.08620499500000002,0.015730000000000008,0.025712490000000005,0.0017424749999999795,0.34047995000000003,0.043,-0.059000000000000004,0.056,16.246749999999995,-1.321,0.701,6089693872.0,7674999808.0,34029000704.0,241065426944.0,1.7,0.477,2.36,2.09,1.595,1771459200.0,0.214,193207.77797317505,131086.0974384807,174382.1417312622,16603.21,1.58333,21.0,,,0.00046,0.65042,False,False,,0.5,2276490.0,2139639.0,1.12,-2.02,-6.28,,,-13.38,0.246,40.1,-4.39,,True,0.691019667026739,,0.86,UK,True,84.09734446376311,68.41058117689674,18.285123966942148,50.43062314507345,61.15341691373354,0.7462686567164178,67.47311827956989,83.29355608591885,50.0,,50.0,53.645727150813215,standard,154,373114831352,False,4,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,3.2,-0.00783474650233984,40.0,0.875,,2026-06-12,0,True
SLM,SLM Corporation,Financial Services,Credit Services,United States,USD,4222597042.941971,-16.187810575,-11.171398850000003,0.51,-5.00947545,2.5354362,3.266,,0.11077250000000001,-0.005474999750000004,0.19155,0.323564995,0.4903099499999999,-0.036,-0.035,0.011,180.109,-0.39125000000000026,1.279,,5203270144.0,6169181184.0,5439349760.0,2.32,0.1444,0.52,2.01,0.13,1780531200.0,0.987,34.23573222331082,17.546235679862935,22.389999389648438,28.81818,2.0,11.0,6.92,0.1388,0.01265,1.13318,False,False,,0.35,3204955.0,1789410.0,0.47,3.45,11.56,,,-20.16,0.4039,51.8,0.36,,True,0.9218069729794864,,0.464,US,True,,80.76408643892022,33.98760330578512,27.62685709415618,30.629145685590967,94.40298507462687,67.47311827956989,,50.0,10.92436974789916,35.0,53.607284695388465,standard,155,40064889,False,1,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.0,0.023479904979467392,75.3,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
HMS.ST,HMS Networks AB (publ),Technology,Communication Equipment,Sweden,SEK,27230253680.0,23.327285500000002,22.353805,0.7156,0.05533791249999975,7.4433193,8.026,7.917999999999998,-0.0482787475,0.005709996000000002,0.011504999999999987,0.05293625,0.16807495999999994,-0.04300000000000001,0.19799999999999998,0.409,23.143749999999994,-0.30187500000000006,0.823,558432.0,59000000.0,2188000000.0,29361254400.0,0.88,0.0,4.8,1.02,4.8,1776988800.0,1.094,593.5,371.7366102015162,542.5,586.8,1.4,5.0,,,0.122530006,0.80079,False,False,,0.5,61226.0,60111.0,0.63,-9.82,28.6,,,-12.81,0.393,29.9,-1.41,,False,0.21116603906094447,,0.838,Nordic,True,50.60043844965928,55.53989204463901,50.413223140495866,58.274762597653485,43.701128875390204,74.44029850746269,67.47311827956989,49.40334128878281,50.0,,50.0,53.547040999755346,standard,156,3463038,False,4,NEUTRAL,0,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,7.8,0.016643134877085686,72.0,0.875,,2026-06-12,0,True
GAW.L,Games Workshop Group PLC,Consumer Cyclical,Leisure,United Kingdom,GBp,7892139268942.012,8.681656000000004,16.6634085,,16.205469469999997,9.647464,9.443,8.59175,0.50784996,0.34473,0.2115075025,0.22943997,0.24793000000000004,0.037000000000000005,-0.008000000000000007,0.108,-60.31474999999999,2.2769999999999997,3.059,-282618768.0,171100000.0,49800000.0,6138683392.0,1.82,0.8969,3.45,2.92,1.1,1776297600.0,0.936,274731.11572265625,177349.80218100137,238834.8282623291,20283.332,1.66667,3.0,,,0.00537,0.72426003,False,False,,0.5,93552.0,84399.0,1.6,1.12,13.35,,,-4.12,0.2494,39.1,2.37,,False,0.2174906387183265,,0.5,UK,True,31.13737729349129,90.87393669639057,52.4793388429752,42.54945219895237,68.76257607588222,11.007462686567164,67.47311827956989,23.15035799522673,50.0,,50.0,53.49607405592815,standard,157,20157420671,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,2.5,-0.009203391149640083,37.8,0.875,,2026-06-12,0,True
5802.T,"Sumitomo Electric Industries, Ltd.",Consumer Cyclical,Auto Parts,Japan,JPY,10146757573750.0,-1.8507999999999996,28.6007125,0.53,0.7331309499999997,1.9856004,2.079,-0.5,0.017168756499999993,-0.003040000000000001,-0.025585002500000002,0.01005498600000003,-0.15041002,0.077,1.286,1.401,-8.692499999999997,-0.36475,0.876,30354759680.0,236981993472.0,620541968384.0,10621882990592.0,0.3,0.325,39.0,2.83,20.0,1790640000.0,0.892,14850.0,2725.0047584030117,13010.0,14288.0,1.8,10.0,,,0.04488,0.46379003,False,False,,0.5,7857241.0,6484800.0,1.15,,,,,,0.7602,34.5,,,True,0.7432194713063908,,1.0,Japan,True,,44.67519767822414,,86.3951898426419,28.48077906208307,9.701492537313433,67.47311827956989,53.93794749403341,50.0,,50.0,53.42423019970974,standard,159,525564263,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,7.1,0.06600835174322128,86.9,0.875,,2026-06-12,0,True
UCG.MI,UniCredit S.p.A.,Financial Services,Banks - Regional,Italy,EUR,109598992267.43985,-4.723600500000004,-4.097893499999998,1.1543,-1.7579400250000001,4.3040757,5.087,,0.0020000000000000018,-0.0047150005,0.19027122749999997,0.23723002100000004,-0.3903,0.0030000000000000027,0.066,0.161,,,,,113316003840.0,132993998848.0,129547837440.0,4.3,0.3994,3.15,3.99,1.7208,1776643200.0,1.073,77.87797917687404,51.83260845476378,73.1500015258789,84.02176,2.0,17.0,,,0.0,0.54354,False,False,,0.5,6626990.0,4739055.0,1.49,2.86,18.27,,,-4.5,0.3569,47.0,5.71,,False,0.6139186038967054,,0.781,Europe,True,,56.683881303175895,55.888429752066116,53.07005529521555,41.18575356301201,46.082089552238806,67.47311827956989,,50.0,,50.0,53.405232255300916,standard,160,401368417,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.8,-0.006488827522844076,43.0,0.75,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,USD,29502948630.693604,1.6876181250000002,1.3683377499999985,2.6056,-1.545719350000001,6.156709,6.042,1.3230000000000008,0.0528725,0.07478500025,0.0,0.020205045000000033,0.031379950000000045,0.0040000000000000036,0.40900000000000003,0.539,-43.48299999999999,-0.30725000000000013,0.59,-413465920.0,2136199936.0,1584600064.0,28951349248.0,1.02,0.2383,2.88,1.29,0.72,1780012800.0,0.395,370.403634917837,217.14752837144036,281.9100036621094,328.0,3.05882,14.0,2.87,0.0298,0.0025600002,0.91777,False,False,,0.551,1037766.0,1769630.0,0.33,-17.1,1.91,,,-18.91,0.3425,25.8,-6.59,,False,0.06280045601938788,,0.895,US,True,50.27721681659629,64.47640326202463,23.553719008264462,68.44149462534453,52.72105697561187,72.94776119402985,67.47311827956989,35.56085918854415,50.0,56.30252100840336,55.1,53.38717681408663,standard,161,498876400,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,4.8,-0.0037320482078939676,49.9,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
2412.TW,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,Taiwan,TWD,1093799962845.0,10.684690500000002,13.482871999999999,1.69,0.06362477500000002,4.5519156,4.507,1.418499999999998,-0.05022,0.010825001000000008,0.0,0.0,0.0,0.013999999999999999,-0.0685,0.032,-23.806000000000004,0.31737500000000013,1.281,8465201664.0,65680625664.0,39751520256.0,1082991378432.0,3.55,0.996,5.0,3.8,5.0,1751500800.0,0.109,144.0,124.68587708106408,141.0,132.14285,2.71429,7.0,,,0.41261002,0.24343,False,False,,0.5,12323980.0,17198898.0,0.56,,,,,,0.1383,73.0,,,True,0.797668782704134,,0.395,Asia,True,69.58358081620752,48.017104166130174,,31.503729694405592,86.2580309303189,19.962686567164177,67.47311827956989,63.72315035799523,50.0,,50.0,53.291086170387764,standard,162,76698231,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.7,0.06864605098962784,87.7,0.875,,2026-06-12,0,True
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,193971756762.1725,-7.272100374999999,-5.700445750000002,1.528,0.8455376499999998,2.03246,2.473,-6.443,0.193587515,0.01356499524999999,-0.003927495000000024,0.03720000000000001,0.03413995000000003,0.05,0.24500000000000002,0.269,140.00775000000002,-0.13750000000000007,0.667,7329709312.0,10828000256.0,52728000512.0,236024758272.0,4.17,0.8932,5.92,3.03,1.48,1780617600.0,0.359,168.19196609424642,122.74040181076684,141.9199981689453,170.57143,2.56522,21.0,4.15,0.020299999,0.00184,0.80854,False,False,,0.565,6462846.0,8034080.0,0.37,-2.39,-7.99,,,-14.12,0.208,37.3,-4.13,,False,0.23356639837392737,,0.862,US,True,,63.29505426062671,15.082644628099175,66.42359994834766,59.81674139006641,35.44776119402985,67.47311827956989,86.87350835322196,50.0,70.16806722689076,56.49999999999999,53.21423843524217,standard,163,1140196619,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,4.7,-0.013004645705223083,28.4,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
TXT.WA,Text S.A.,Technology,Software - Application,Poland,PLN,1042875000.0,-24.49312725,,,2.719285649999999,3.0838413,2.939,-13.486,0.8097374499999999,0.34164499949999994,0.2578037225,0.223165006,0.31292996000000006,-0.21700000000000003,-0.524,-0.312,-30.7975,-0.26225000000000004,1.304,-581161088.0,53347000.0,4356000.0,993884032.0,13.7,0.90720004,5.55,7.33,1.15,1770336000.0,0.318,57.23767786026001,35.5,40.5,62.32,1.6,5.0,,,0.41265,0.21261999,False,False,,0.5,42910.0,34490.0,0.45,0.45,11.33,,,-6.99,0.3068,27.0,-0.17,,False,0.3246037304985601,,0.5,Europe,True,,93.2329669719577,46.48760330578513,10.822930327859536,58.010254934399065,97.94776119402985,67.47311827956989,,50.0,,50.0,53.19625241816797,standard,164,1396845,False,3,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-12.8,0.0026512076146900654,60.4,0.875,,2026-06-12,0,True
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,United States,USD,36327260956.81677,-8.897921374999996,-0.24846725000000003,0.4349,0.6471009999999993,2.0511703,2.024,-3.9880000000000013,0.17761499000000003,0.05081999324999999,-0.034657495000000024,-0.05599997999999999,-0.31675004,0.134,0.22799999999999998,0.269,-68.27749999999999,-0.09299999999999997,1.215,-525020928.0,916419968.0,516518016.0,35928395776.0,0.16,0.038599998,1.3,0.3,0.4,1776297600.0,1.124,951.9600219726562,454.26944828102046,817.4400024414062,1000.1429,1.6,7.0,2.72,0.0234,0.0069999998,0.97179,False,False,,0.382,367980.0,365720.0,0.32,-11.38,13.5,,,-12.67,0.3752,44.1,-3.0,,False,0.1726481767154963,,0.97,US,True,,51.06652483306842,41.32231404958677,74.46642638148575,40.291189979442265,69.96268656716418,67.47311827956989,34.60620525059666,50.0,64.07563025210085,38.2,53.168319312463446,standard,165,298954158,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,7.8,0.010736274532973766,67.5,0.875,SUSPICIOUS_FWD_PE;,2026-06-12,0,True
