ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector
QLIRO.ST,Qliro AB (publ),19.35,0.013089005235602092,0.08743171847949904,44344,661588416.0,,1.0445908,,,74100000.0,66700000.0,,90300000.0,18.524,0.0,0.00209,0.276,,-0.04533459947004159,0.1179775545774977,,5,0.39953998,0,0,0,N/A,59.28571428571429,32.142857142857146,55.0,80.35714285714286,16.25,85.71428571428571,46.42857142857143,39.285714285714285,52.88928571428572,8.0,0.0,60.88928571428572,11,★★★,Fintech & Finans
NIL-B.ST,Nilörngruppen AB (publ),74.5,-0.0013404825737264655,0.006738772652444824,53598,849448128.0,10.795,2.3564763,19.803,1.781,102036000.0,71586000.0,64277248.0,94730000.0,31.615,0.47035998,0.06588,-0.159,-0.225,0.3068828151750673,0.3087604922710143,,7,0.03728,0,0,0,N/A,23.928571428571434,82.14285714285714,85.0,15.0,47.5,32.142857142857146,71.42857142857143,85.71428571428571,52.42142857142857,8.0,0.0,60.42142857142857,12,★★★,Mjukvara & SaaS
SEDANA.ST,Sedana Medical AB (publ),9.36,-0.01265822784810137,-0.002042850272449881,154393,929793920.0,-30.361,1.0322012,0.842,2.885,80682000.0,7564000.0,-53069876.0,-16099000.0,9.068,0.71283996,-0.09891,-0.071,,0.16448153253524023,-0.002042850272449881,,3,0.24686001,0,0,0,N/A,40.00000000000001,32.142857142857146,15.0,42.85714285714286,81.33928571428572,89.28571428571429,60.71428571428571,60.71428571428571,49.13928571428572,11.0,0.0,60.13928571428572,13,★★★,MedTech & Life Science
IVSO.ST,INVISIO AB,256.2,0.004705882352941132,0.03980504944448904,105864,,35.172,10.080265,6.313,3.561,400300000.0,74100000.0,195237504.0,330900000.0,25.416,0.58367,0.32778,0.151,0.085,-0.3134360998401735,-0.11324128258216248,,7,0.02665,0,0,0,N/A,23.928571428571434,32.142857142857146,85.0,87.5,75.71428571428572,5.357142857142857,25.0,98.21428571428571,50.46428571428572,8.0,0.0,58.46428571428572,14,★★★,Industri & Verkstad
SEZI.ST,Senzime AB (publ),4.48,-0.0022271714922048524,-0.03891888180294556,258348,704323392.0,-5.69,2.312855,7.686,3.76,55353000.0,21789000.0,-65521124.0,-99827000.0,1.937,0.32738,-1.11419,-0.011,,0.11125004291534424,-0.17685183460002762,,3,0.47079,0,0,0,N/A,70.0,32.142857142857146,15.0,49.28571428571429,75.35714285714286,71.42857142857143,42.857142857142854,46.42857142857143,50.192857142857136,8.0,0.0,58.192857142857136,15,★★★,MedTech & Life Science
MOB.ST,Moberg Pharma AB (publ),11.3,0.027272727272727337,0.04460962193550144,102924,531107104.0,-23.281,0.5787156,1.869,2.092,19286000.0,7395000.0,,-29925000.0,19.526,0.0,0.0,,,0.42820837796234335,0.06137862220629264,,4,0.12066,0,0,0,N/A,29.285714285714292,32.142857142857146,40.0,55.714285714285715,71.96428571428572,92.85714285714286,67.85714285714286,50.0,52.042857142857144,5.0,0.0,57.042857142857144,16,★★★,MedTech & Life Science
GARO.ST,Garo Aktiebolag (publ),12.08,-0.09445277361319339,0.025337853620659878,71391,604000000.0,18.744,1.1409142,52.907,1.576,16900000.0,272100000.0,88012496.0,49900000.0,10.588,0.45486,-0.05365,-0.064,,-0.36638828601230533,-0.27218224692983195,,5,0.46675,0,0,0,N/A,67.85714285714286,92.85714285714286,55.0,45.0,34.82142857142857,14.285714285714285,14.285714285714285,42.857142857142854,50.49285714285715,6.0,0.0,56.49285714285715,17,★★★,Industri & Verkstad
XBRANE.ST,Xbrane Biopharma AB (publ),10.5,0.0,0.15624999379118298,68208,216356160.0,-8.76,0.38590172,10.4,7.123,86589000.0,58308000.0,-347013376.0,-250691008.0,27.209,0.58775,-2.3746002,-0.862,,-0.5616979250909464,0.09792292368067734,,3,0.41039002,0,0,0,N/A,61.42857142857143,32.142857142857146,15.0,24.642857142857146,81.07142857142858,98.21428571428571,17.857142857142858,14.285714285714285,45.489285714285714,11.0,0.0,56.489285714285714,18,★★★,MedTech & Life Science
AAK.ST,AAK AB,265.4,0.0068285280728374595,0.026239067055393583,505679,,13.021,3.2252574,18.171,2.047,1598000000.0,3911000064.0,837249984.0,2748999936.0,82.288,0.26233998,0.112840004,-0.03,0.031,0.02213817917836214,0.03399596752722123,,7,0.30754,0,0,0,N/A,46.42857142857143,32.142857142857146,85.0,62.85714285714286,52.67857142857142,25.0,50.0,98.21428571428571,53.153571428571425,3.0,0.0,56.153571428571425,19,★★★,Konsument & Livsstil
BUSER.ST,Bambuser AB (publ),32.8,0.0,0.02564100056083385,26109,230950672.0,-1.159,2.4528866,,2.571,103135000.0,0.0,-43463500.0,-84036000.0,13.372,0.85177004,-1.53043,-0.149,,0.9607843503911702,1.0874103169769582,,3,0.37956002,0,0,0,N/A,52.85714285714286,32.142857142857146,15.0,34.285714285714285,35.535714285714285,67.85714285714286,98.21428571428571,35.714285714285715,44.39642857142857,11.0,0.0,55.39642857142857,20,★★★,Mjukvara & SaaS
ORX.ST,Orexo AB (publ),18.6,0.0,0.0,45825,653363264.0,-0.904,1.7913897,1.919,2.025,386200000.0,7000000.0,-150000.0,755500032.0,10.383,0.42134997,-15.14,-0.621,,0.26057296961695076,-0.3267759916718699,,5,0.18888001,0,0,0,N/A,33.57142857142858,32.142857142857146,55.0,24.642857142857146,66.78571428571429,75.0,57.14285714285714,32.142857142857146,46.40357142857143,8.0,0.0,54.40357142857143,21,★★★,MedTech & Life Science
DMYD-B.ST,Diamyd Medical AB (publ),1.152,0.0017391304347826103,-0.0265780280248763,3266362,158399680.0,0.162,0.9327935,,4.825,190728000.0,0.0,-103584248.0,-162652992.0,1.235,0.0,-656.80804,0.151,,-0.8475942728447317,-0.885322894332422,,3,0.22963,0,0,0,N/A,37.85714285714286,32.142857142857146,15.0,69.64285714285714,48.39285714285714,98.21428571428571,5.357142857142857,82.14285714285714,45.442857142857136,8.0,0.0,53.442857142857136,22,★★★,MedTech & Life Science
PRIC-B.ST,Pricer AB (publ),3.825,-0.0013054830287205987,-0.034838707216324316,559616,625021632.0,6.934,0.58423704,31.817,2.188,341000000.0,345500000.0,13412500.0,96300000.0,6.547,0.22636,0.02194,-0.077,,-0.5211267558337913,-0.04347827942766613,,6,0.21416001,0,0,0,N/A,35.71428571428572,64.28571428571429,70.0,39.64285714285714,51.964285714285715,53.57142857142857,10.714285714285714,67.85714285714286,49.38928571428573,3.0,0.0,52.38928571428573,23,★★★,Mjukvara & SaaS
G5EN.ST,G5 Entertainment AB (publ),56.7,0.04227941176470596,0.10961539928729724,40732,434322016.0,64.677,0.9613429,0.216,3.367,27013000.0,107000.0,,16075782.0,58.98,0.71312,0.0403,-0.206,-0.378,-0.4724109129538693,-0.3861702046495803,,6,0.3432,0,0,0,N/A,50.71428571428572,32.142857142857146,70.0,8.571428571428571,82.94642857142858,5.357142857142857,5.357142857142857,71.42857142857143,40.535714285714285,11.0,0.0,51.535714285714285,24,★★★,Gaming & Underhållning
ELIC.ST,Elicera Therapeutics AB (publ),3.105,-0.007987220447284317,-0.05263138874081841,209748,154668736.0,,8.236074,,8.042,17864068.0,0.0,-22712318.0,-27788704.0,0.377,1.0,-1.4095199,,,-0.10447758644666494,-0.4727592320156342,,3,0.42428002,0,0,0,N/A,63.57142857142857,32.142857142857146,15.0,55.714285714285715,54.01785714285714,39.285714285714285,28.57142857142857,10.714285714285714,40.38214285714285,11.0,0.0,51.38214285714285,25,★★★,MedTech & Life Science
FREETR.ST,,32.2,0.0,-0.0980966951430361,22384,306906752.0,8.955,5.3214345,90.68,1.1,34652640.0,51582696.0,-45904.0,55935120.0,6.051,0.75485003,0.02595,0.215,,-0.2395061916775174,-0.13725494176923514,,5,0.29700002,0,0,0,N/A,44.28571428571429,32.142857142857146,55.0,75.0,29.28571428571429,35.714285714285715,32.142857142857146,17.857142857142858,42.7,6.0,0.0,48.7,26,★★,Tjänster & Konsult
TOBII.ST,Tobii AB (publ),2.6,0.03092783505154651,-0.043613701380553094,1537359,623124352.0,-66.132,1.5485407,150.716,0.776,39000000.0,526000000.0,-249750000.0,255000000.0,1.679,0.8175,-0.17073,-0.172,,0.21946383519143575,0.5948052925210257,,3,0.31543,0,0,0,N/A,48.57142857142858,32.142857142857146,15.0,30.0,12.232142857142858,82.14285714285714,75.0,89.28571428571429,42.574999999999996,6.0,0.0,48.574999999999996,27,★★,Mjukvara & SaaS
DICOT.ST,Dicot Pharma AB,0.2586,-0.005384615384615432,-0.09077040708927009,10043081,519615968.0,,6.989189,,5.718,56200000.0,0.0,-53030000.0,-78454000.0,0.037,0.0,0.0,,,-0.17365688634024812,-0.40990101719601324,,4,0.12052,0,0,0,N/A,27.142857142857146,32.142857142857146,40.0,55.714285714285715,50.0,50.0,21.428571428571427,75.0,40.95,5.0,0.0,45.95,28,★★,MedTech & Life Science
