ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector,predicted_return,ml_rank
IMMU.ST,Mendus AB (publ),5.64,-0.0087873462214412,-0.0122592243771847,34665,345638464.0,-2.538,0.59138095,3.222,2.695,64656000.0,18850000.0,-44071876.0,-81532000.0,9.537,0.0,0.0,,,0.1336683366031423,-0.003533565629981,,4,0.6721,0,0,0,,59.63636363636363,22.727272727272727,40.0,47.63636363636364,73.0,90.9090909090909,67.27272727272727,7.272727272727272,52.65090909090909,8.0,0.0,60.65090909090909,20,★★★,NEUTRAL,0,MedTech & Life Science,0.05946087837219238,76.4
BPCINS.ST,BPC Instruments AB,16.3,0.01875,-0.0355029819534342,15099,181000080.0,11.447,1.92149,,10.271,69401000.0,0.0,4924250.0,7479000.0,8.483,0.72406995,-0.04262,0.043,,-0.5965346875885807,-0.4655737955062116,,5,0.76321,0,0,0,,64.72727272727273,65.45454545454545,55.0,60.72727272727273,54.68181818181819,27.27272727272727,3.636363636363636,10.909090909090908,48.97545454545455,11.0,0.0,59.97545454545455,21,★★★,NEUTRAL,0,Tjänster & Konsult,0.08268507570028305,83.6
BEGR.ST,BE Group AB (publ),26.9,-0.0037037037037037,0.0189393942130609,6921,523872288.0,-13.316,0.53786016,71.253,1.664,48000000.0,694000000.0,42875000.0,25000000.0,50.013,0.1075,0.00196,-0.075,,-0.3374384081399253,-0.0092081032601331,,6,0.53608,0,0,0,,55.27272727272727,83.63636363636363,70.0,33.45454545454545,37.18181818181819,92.72727272727272,30.909090909090907,3.636363636363636,56.73272727272727,3.0,0.0,59.73272727272727,22,★★★,NEUTRAL,0,Tjänster & Konsult,0.010799156501889229,29.1
SINT.ST,SinterCast AB (publ),102.0,0.0049261083743842,-0.0192307692307692,4890,718315520.0,25.704,9.4392,,4.276,10500000.0,0.0,16712500.0,28600000.0,10.806,0.70444,0.252,-0.077,-0.329,0.0487043120570045,-0.0050166885568774,,7,0.48555002,0,0,0,,52.36363636363635,61.81818181818181,85.0,15.454545454545451,46.5,10.909090909090908,61.81818181818181,43.63636363636363,48.71,11.0,0.0,59.71,23,★★★,NEUTRAL,0,Industri & Verkstad,0.014072909019887447,32.7
ACTI.ST,Active Biotech AB (publ),0.075,0.059322033898305,0.0026738420672134,32961435,197705040.0,-2.355,3.5714288,3.12,4.67,65099000.0,1735000.0,-7028000.0,-32399000.0,0.021,0.0,0.0,,,-0.1379309754214759,0.2228128632877841,,4,0.39591998,0,0,0,,45.090909090909086,22.727272727272727,40.0,47.63636363636364,85.45454545454545,65.45454545454545,56.36363636363636,83.63636363636363,51.309090909090905,8.0,0.0,59.309090909090905,24,★★★,NEUTRAL,0,MedTech & Life Science,-0.005524555686861277,9.1
NAXS.ST,NAXS AB (publ),37.0,0.0054347826086957,0.0335195750981245,5103,404433536.0,,0.7692628,,57.134,61672000.0,0.0,-78538248.0,-20328000.0,48.098,0.0,1.50849,,,-0.0197196547597474,0.0872692685589826,,5,0.56775004,0,0,0,,57.454545454545446,22.727272727272727,55.0,47.63636363636364,54.68181818181819,87.27272727272727,60.0,3.636363636363636,51.03727272727272,8.0,0.0,59.03727272727272,25,★★★,NEUTRAL,0,Investmentbolag & Förvärvsbyggare,0.01130444835871458,30.9
HARVIA.HE,Harvia Oyj,40.0,0.0165184243964421,0.0152283870782847,40608,747490432.0,17.191,5.3361793,72.83,3.814,53449000.0,102811000.0,13699875.0,36384000.0,7.496,0.63401,0.21995,0.127,0.117,0.0218162668765307,-0.0051218516428721,,7,0.15758,0,0,0,,32.72727272727273,56.36363636363636,85.0,80.72727272727273,54.18181818181819,16.363636363636363,58.18181818181818,78.18181818181819,55.76454545454545,3.0,0.0,68.76454545454544,26,★★★,STARK UPPTREND,10,Övrigt,0.027568839490413666,54.5
ASTOR.ST,Scandinavian Astor Group AB (publ),11.08,-0.1234177215189873,0.02728514723578,439744,689649472.0,18.205,0.89434177,24.583,2.181,248674000.0,189568992.0,-93461504.0,65888000.0,12.389,0.68677,0.08015,0.741,6.666,-0.190322564105544,-0.2363083093017937,,7,0.0,0,0,0,,26.909090909090907,22.727272727272727,85.0,98.1818181818182,57.54545454545455,12.727272727272728,32.72727272727273,98.1818181818182,50.28090909090909,8.0,0.0,58.28090909090909,27,★★★,NEUTRAL,0,Försvar & Rymd,0.014862014912068844,34.5
PRFO.ST,Profoto Holding AB (publ),9.22,0.0154185022026432,-0.0294736561022306,39049,368800000.0,-6.238,1.0597702,66.482,1.768,73000000.0,240000000.0,-4125000.0,116000000.0,8.7,0.46026,0.11184,-0.073,3.0,-0.5989630393133465,-0.0107295526898937,,7,0.72379,0,0,0,,64.72727272727273,22.727272727272727,85.0,54.54545454545456,40.63636363636364,81.81818181818183,12.727272727272728,25.454545454545453,52.2409090909091,6.0,0.0,68.2409090909091,28,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.09265585243701935,89.1
QLIRO.ST,Qliro AB (publ),19.5,-0.0076335877862594,0.0,54369,666716992.0,,1.0526884,,,64900000.0,66700000.0,,90300000.0,18.524,0.0,0.00209,0.281,,-0.1059146961259482,0.0684931506849315,,5,0.39953998,0,0,0,,45.81818181818181,50.90909090909091,55.0,73.81818181818181,15.40909090909091,85.45454545454545,52.72727272727272,70.9090909090909,54.63363636363636,3.0,0.0,57.63363636363636,29,★★★,NEUTRAL,0,Fintech & Finans,0.02195427380502224,43.6
FREETR.ST,,32.2,0.0,-0.0016233518928268,22072,306906752.0,9.765,5.3214345,81.072,1.104,42415156.0,46040172.0,,38186308.0,6.051,0.67663,0.31789,0.256,0.241,-0.2195431774335685,-0.1621253580176463,,6,0.29700002,0,0,0,,39.99999999999999,50.90909090909091,70.0,88.0,24.954545454545453,34.54545454545455,38.18181818181819,58.18181818181818,50.770909090909086,6.0,0.0,56.770909090909086,30,★★★,NEUTRAL,0,Tjänster & Konsult,0.01680169813334942,38.2
ORX.ST,Orexo AB (publ),19.92,0.0,0.0595745151428268,47346,699730944.0,-1.057,1.9185206,1.919,2.025,386200000.0,7000000.0,-150000.0,755500032.0,10.383,0.42134997,-15.14,-0.621,,0.4028169256239464,-0.2911032097554704,,5,0.18888001,0,0,0,,34.90909090909091,22.727272727272727,55.0,21.454545454545453,71.90909090909092,76.36363636363637,74.54545454545455,65.45454545454545,48.73363636363637,8.0,0.0,56.73363636363637,31,★★★,NEUTRAL,0,MedTech & Life Science,0.03821069747209549,65.5
FNM.ST,Ferronordic AB (publ),52.4,0.043824701195219,0.1268817532447077,8483,761499584.0,5.673,0.5689159,153.476,0.932,117000000.0,2075000064.0,314750016.0,369000000.0,92.105,0.17692,0.03191,-0.065,,0.1125266077167683,0.1516483851841517,,4,0.70635,0,0,0,,62.54545454545454,98.1818181818182,40.0,36.72727272727273,3.636363636363636,58.18181818181818,72.72727272727273,38.18181818181819,53.61454545454546,3.0,0.0,56.61454545454546,32,★★★,NEUTRAL,0,Industri & Verkstad,0.03249964118003845,60.0
FING-B.ST,Fingerprint Cards AB (publ),13.4,-0.0074074074074073,-0.0317919457519184,27574,101649544.0,-8.964,0.37537113,3.537,1.921,18200000.0,7000000.0,4825000.0,-32200000.0,35.698,0.62104,-0.80423,0.038,,-0.5939394054990826,-0.3491986634664463,,3,0.012560001,0,0,0,,26.909090909090907,74.54545454545455,15.0,59.09090909090909,67.0909090909091,98.1818181818182,3.636363636363636,27.27272727272727,48.22636363636364,8.0,0.0,61.22636363636364,33,★★★,UPPTREND,5,Konsument & Livsstil,0.03236446529626846,58.2
GARO.ST,Garo Aktiebolag (publ),13.0,0.0252365930599369,0.092437009809382,78698,650000000.0,18.073,1.2638538,52.907,1.576,16900000.0,272100000.0,88012496.0,49900000.0,10.286,0.45486,-0.05365,-0.064,,-0.3179433177199597,-0.2343933833647293,,5,0.46675,0,0,0,,50.9090909090909,98.1818181818182,55.0,37.81818181818181,37.90909090909091,14.545454545454543,23.63636363636364,69.0909090909091,49.91545454545454,6.0,0.0,55.91545454545454,34,★★★,NEUTRAL,0,Industri & Verkstad,0.023471007123589516,47.3
G5EN.ST,G5 Entertainment AB (publ),64.6,0.0677685950413222,0.1286956787109374,32363,499471040.0,72.431,1.0952865,0.216,3.367,27013000.0,107000.0,4251102.0,16075782.0,58.98,0.71312,0.0403,-0.109,-0.297,-0.4355240483670086,-0.2565864918996458,,6,0.33716,0,0,0,,42.9090909090909,50.90909090909091,70.0,13.454545454545457,86.72727272727275,3.636363636363636,14.545454545454543,81.81818181818183,44.361818181818194,11.0,0.0,65.3618181818182,35,★★★,STARK UPPTREND,10,Gaming & Underhållning,-0.004389035049825907,12.7
CX.ST,CombinedX AB (publ),37.5,0.0026737967914438,-0.0131578947368421,14509,730451264.0,8.692,1.4433069,29.362,1.55,62700000.0,148600000.0,-21137500.0,101000000.0,25.982,0.19843,0.078049995,0.08,-0.199,0.0996728410653706,0.0983866328992628,,7,0.55732,0,0,0,,56.72727272727273,22.727272727272727,85.0,49.81818181818182,44.09090909090909,41.81818181818181,69.0909090909091,49.09090909090909,52.05545454545455,3.0,0.0,65.05545454545455,36,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.007876303978264332,27.3
ANGL.ST,Angler Gaming plc,4.34,0.0116550116550116,0.1988951076769467,137518,325434880.0,43.372,25.988026,,4.771,1097000.0,0.0,-1307074.0,1001188.0,0.167,0.49491,0.35016,0.016,0.859,0.1615199335781358,0.3231707897695459,,7,0.0,0,0,0,,26.909090909090907,22.727272727272727,85.0,75.27272727272728,49.77272727272727,3.636363636363636,76.36363636363637,52.72727272727272,46.93363636363636,8.0,0.0,64.93363636363637,37,★★★,STARK UPPTREND,10,Gaming & Underhållning,0.08539066463708878,85.5
ENZY.ST,Enzymatica AB (publ),2.39,-0.0164609053497942,0.0042016764631986,112647,580136896.0,-12.691,5.2297597,0.596,3.047,26056000.0,661000.0,-22209500.0,-39189000.0,0.457,0.58611,-1.18636,-0.068,,-0.3171428271702358,0.2612137883693501,,3,0.69398004,0,0,0,,61.81818181818182,22.727272727272727,15.0,35.63636363636363,81.45454545454547,60.0,43.63636363636363,16.363636363636363,43.36636363636365,11.0,0.0,54.36636363636365,38,★★★,NEUTRAL,0,MedTech & Life Science,0.03571150824427605,63.6
SEZI.ST,Senzime AB (publ),4.56,-0.0161812297734628,-0.0021882338087966,249858,716900544.0,-5.883,2.3541558,7.686,3.76,55353000.0,21789000.0,-65521124.0,-99827000.0,1.937,0.32738,-1.11419,-0.011,,-0.0787878548511488,-0.1314285823277065,,3,0.47079,0,0,0,,51.63636363636363,22.727272727272727,15.0,41.09090909090909,76.54545454545456,70.9090909090909,47.27272727272727,74.54545454545455,46.19909090909091,8.0,0.0,54.19909090909091,39,★★★,NEUTRAL,0,MedTech & Life Science,0.03319838270545006,61.8
W5.ST,W5 Solutions AB (publ),50.2,-0.0019880715705764,0.008032159277248,56937,881475456.0,12.972,1.8653389,26.438,1.788,13759000.0,125260000.0,-63674376.0,-39155000.0,26.912,0.67225,0.0058399998,0.529,,-0.2988826559670444,-0.0252427036322436,,4,0.70798,0,0,0,,63.27272727272727,22.727272727272727,40.0,78.18181818181819,53.27272727272727,23.63636363636364,34.54545454545455,87.27272727272727,47.89090909090909,6.0,0.0,53.89090909090909,40,★★★,NEUTRAL,0,Försvar & Rymd,0.042502015829086304,69.1
BUSER.ST,Bambuser AB (publ),29.2,0.0068965517241379,-0.0068026822512189,26649,205602432.0,-0.917,2.1836674,,2.571,103135000.0,0.0,-43463500.0,-84036000.0,13.372,0.85177004,-1.53043,-0.149,,0.9466667175292968,1.0709219838968376,,3,0.37956002,0,0,0,,43.63636363636363,22.727272727272727,15.0,26.90909090909091,36.68181818181818,72.72727272727273,98.1818181818182,60.0,42.20454545454545,11.0,0.0,63.20454545454545,41,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.1384747177362442,94.5
GOFORE.HE,Gofore Oyj,11.64,0.0069204152249135,0.0051813834207259,21918,188999248.0,11.251,1.6293393,47.79,1.257,35609000.0,55882000.0,19912750.0,22028000.0,7.144,0.20959999,0.04222,0.297,-0.636,-0.3331174942132677,-0.1275516527906581,,5,0.45009997,0,0,0,,49.454545454545446,89.0909090909091,55.0,58.18181818181818,36.63636363636364,29.09090909090909,29.09090909090909,12.727272727272728,50.11181818181818,3.0,0.0,63.11181818181818,42,★★★,STARK UPPTREND,10,Övrigt,0.029780743643641472,56.4
XBRANE.ST,Xbrane Biopharma AB (publ),11.5,0.0648148148148147,0.0454545454545454,58233,236961504.0,-3.62,0.42265427,10.338,3.032,66747000.0,56877000.0,-246009872.0,-190548992.0,27.209,0.56807,-0.52097,-0.814,,-0.525038712186542,0.1431411053994933,,3,0.41039002,0,0,0,,47.27272727272727,22.727272727272727,15.0,21.454545454545453,69.63636363636364,98.1818181818182,21.818181818181817,56.36363636363636,42.10454545454545,11.0,0.0,53.10454545454545,43,★★★,NEUTRAL,0,MedTech & Life Science,-0.0489049106836319,3.6
MNTC.ST,Mentice AB (publ),15.7,0.0064102564102563,0.0466666539510092,15182,441574048.0,-22.171,3.5528398,12.53,0.988,56218000.0,15457000.0,-7841875.0,9463000.0,4.419,0.88751,-0.31089002,0.145,,-0.2378641010420696,0.1335739622267862,,3,0.50958997,0,0,0,,54.54545454545454,22.727272727272727,15.0,68.36363636363637,40.09090909090909,67.27272727272727,45.45454545454545,9.090909090909092,42.02090909090909,11.0,0.0,53.02090909090909,44,★★★,NEUTRAL,0,MedTech & Life Science,0.020342469215393066,41.8
PRIC-B.ST,Pricer AB (publ),3.725,0.0026917900403769,0.0177595129173684,542154,608681216.0,6.728,0.5689629,31.817,2.188,341000000.0,345500000.0,13412500.0,96300000.0,6.547,0.22636,0.02194,-0.077,,-0.3675721580524966,-0.0936740185827262,,6,0.21416001,0,0,0,,35.63636363636363,58.18181818181818,70.0,31.818181818181817,55.36363636363636,54.54545454545454,27.27272727272727,80.0,50.00363636363636,3.0,0.0,63.00363636363636,45,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.006750017404556274,21.8
DMYD-B.ST,Diamyd Medical AB (publ),1.12,0.003584229390681,-0.0635451308336926,3474518,153999696.0,0.185,0.9068826,,4.825,190728000.0,0.0,-103584248.0,-162652992.0,1.235,0.0,-656.80804,0.151,,-0.8582278492091233,-0.8828451929280065,,3,0.22963,0,0,0,,37.090909090909086,22.727272727272727,15.0,69.45454545454544,50.59090909090909,98.1818181818182,3.636363636363636,90.9090909090909,44.31727272727272,8.0,0.0,52.31727272727272,46,★★★,NEUTRAL,0,MedTech & Life Science,0.630428671836853,100.0
INTEG-B.ST,Integrum AB (publ),7.8,0.0012836970474967,0.0025740001255609,43373,208009696.0,-4.422,1.1396844,1.971,4.397,30172000.0,3598000.0,-21654630.0,-39082152.0,6.844,0.67779,-0.438,-0.171,,-0.4107413158468999,-0.0534628924491702,,3,0.45463002,0,0,0,,50.18181818181818,22.727272727272727,15.0,24.727272727272727,84.81818181818181,80.0,25.454545454545453,20.0,41.20272727272727,11.0,0.0,52.20272727272727,47,★★★,NEUTRAL,0,MedTech & Life Science,-0.07884947955608368,1.8
IMPC.ST,Impact Coatings AB (publ),3.16,0.0934256055363321,0.0748299402477639,122551,332493152.0,-8.339,2.1525886,,3.067,14500000.0,0.0,-27850000.0,-51000000.0,1.468,0.6835,-0.95238,0.105,,-0.0306748174616889,1.0025361830264146,,3,0.16121,0,0,0,,33.45454545454545,22.727272727272727,15.0,65.0909090909091,40.77272727272727,74.54545454545455,83.63636363636363,30.909090909090907,43.28090909090909,8.0,0.0,51.28090909090909,48,★★★,NEUTRAL,0,MedTech & Life Science,0.17599500715732574,96.4
ELIC.ST,Elicera Therapeutics AB (publ),2.995,-0.0033277870216305,0.0016721993332413,194585,149189312.0,,7.944297,,8.042,17864068.0,0.0,-22712318.0,-27788704.0,0.377,1.0,-1.4095199,,,-0.311494264087332,-0.4453704013582441,,3,0.42428002,0,0,0,,47.99999999999999,22.727272727272727,15.0,47.63636363636364,52.22727272727273,50.90909090909091,20.0,50.90909090909091,37.44090909090909,11.0,0.0,48.44090909090909,49,★★,NEUTRAL,0,MedTech & Life Science,0.020165298134088516,40.0
