ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,21259753421760.0,18.47706675,23.410488999999995,2.5483,1.9914153000000008,16.942282,15.606,,,,0.32786500199999996,0.4583300025,0.53750005,0.1595,0.22600000000000003,0.51,,9.778000000000002,11.111,,1426593939456.0,0.0,19583354273792.0,3670655000000.0,,1169289000000.0,,,595759000000.0,,445185000000.0,430680000000.0,0.63,0.2996,550.0,0.51,275.0,1789603200.0,1.001,87920.0,51271.96903921346,87660.0,96033.336,1.6,15.0,,,0.22763,0.37611,False,False,,0.5,684904.0,778220.0,0.8738394998819303,16.28,13.58,65.35,,-0.002957233848953633,0.4028391942051288,77.06766917293234,0.12613017684585914,0.34157002401786474,True,0.8296257108302797,,1.0,Japan,True,True,,98.01994301994301,87.0974487662066,80.56381397805283,55.74384899702208,2.843016069221261,66.58291457286433,,50.0,,50.0,77.2136032209858,standard,5,428227428,False,32.8,False,35.88777219430486,2.554438860971524,6.030150753768844,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,7.5
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1097386118770.2776,-12.64928675,-14.191389500000001,0.1265,4.9693625500000005,12.156171,11.665,-2.77675,0.51172,0.282470001,0.455975002,0.6523000325,0.2700699999999999,3.2885,13.401,13.983,-45.542,1.753,2.927,6730131392.0,26022000640.0,6376000000.0,1053085466624.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0112,0.53,0.33,0.15,1783296000.0,2.213,1254.8069810301963,113.2781877501083,971.6599731445312,1501.9767,1.41304,43.0,0.63,0.026500002,0.00243,0.79634005,False,False,,0.447,50395390.0,37046370.0,0.6616761762673389,13.88,25.23,134.85,,-0.22564985066723287,0.8112166438198583,56.363310460634544,0.011457139623972212,0.758839970704893,True,0.8329965367538816,,1.0,US,True,True,,95.04349343399346,72.85654537850272,98.03758697792625,31.479915472042364,15.945611866501855,24.036850921273032,55.026455026455025,50.0,67.81609195402298,44.7,75.75340239806366,standard,8,35996474879,False,44.5,False,75.4606365159129,10.804020100502512,9.882747068676718,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-2.9
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,Brazil,BRL,,-2.282612249999998,-0.9493175000000011,4.1561,0.46591539999999987,1.0485022,1.556,2.2864999999999993,0.14421250000000002,0.023984998999999993,0.1714599975,0.260075005,0.20297003000000002,0.11099999999999999,-0.09699999999999998,0.968,12.052499999999991,-0.49349999999999994,0.535,91825702784.0,53764001792.0,366532984832.0,853710929920.0,222337000000.0,,89195000000.0,,,27758000000.0,,19634000000.0,36047000000.0,10.35,0.2871,4.34,22.25,1.348143,1787529600.0,-0.218,49.15793007385836,27.337964295218363,,56.29231,1.61538,13.0,,,0.0,0.57133,False,False,,0.5,39364052.0,48342810.0,0.9112145879227761,,,,,,0.2517646692848199,45.942721306938196,,,False,,,0.768,LatAm,True,True,91.06390977443607,83.26783519094124,,65.95991277593119,68.10452571746934,,66.58291457286433,97.14285714285714,50.0,,50.0,75.29205722252338,standard,9,,True,51.0,False,35.88777219430486,50.041876046901166,80.31825795644892,50.041876046901166,50.041876046901166,50.041876046901166,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,20.2
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,26697350868060.0,42.175099749999994,131.55988499999998,1.5774,21.601592299999997,21.66453,21.413,30.974250000000005,0.4443149994999999,0.24231999899999995,0.308875002,0.4356400025,0.35819,0.2245,0.669,0.938,-8.405999999999999,0.577,1.77,305672140800.0,413124001792.0,108165996544.0,26387685572608.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.17,0.11399999,60.0,0.79,30.0,1774828800.0,1.185,38730.0,10414.880981730657,36870.0,38319.047,1.61905,21.0,,,0.00279,0.66253996,False,False,,0.5,9063698.0,9491340.0,0.9872427270109535,23.83,39.87,50.51,,-0.04802478698683188,0.7528790819613091,68.45168800931316,0.22303971976567527,0.4682799217665925,True,0.9589337359217518,,1.0,Japan,True,True,47.88331940963519,95.73336250613401,88.91677122542869,87.54725444132382,34.22944445626957,2.1013597033374536,66.58291457286433,61.7989417989418,50.0,,50.0,83.04822599012923,standard,1,2196702755,False,43.1,False,79.06197654941374,2.554438860971524,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,17.8
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,2250377152660.0,53.6494675,35.0083925,,8.270872149999999,20.038977,19.752,36.6505,,,0.13156500000000004,0.17078498000000003,0.19540996,0.19000000000000003,0.512,0.655,-16.145,,,,32330000384.0,70000000.0,2218117038080.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.35,0.3101,30.0,0.62,30.0,1784851200.0,0.22,8674.0,5613.352076705792,8477.0,8292.482,2.72414,29.0,,,0.51999,0.29965,False,False,,0.5,452977.0,589681.0,0.6178799500737547,16.35,23.15,33.28,,-0.022711551763892057,0.23342115993105617,77.27039507439713,0.17050020466582638,0.2886907947742523,True,0.7389947889762848,,0.838,India,True,True,,81.62393162393163,86.3237139272271,79.14591340864204,86.82488060685425,11.866501854140916,66.58291457286433,,50.0,,50.0,74.24750078629314,standard,12,52381073,False,33.1,False,35.88777219430486,8.040201005025125,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-2.3
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,22828631371665.0,31.049238000000003,35.08271,4.3113,10.9923127,5.9082417,5.878,19.665999999999997,0.22766499949999996,0.137,0.08414,0.11979999999999998,0.29867999999999995,0.14,0.688,0.675,-31.491500000000002,0.53,1.845,428925138944.0,853046001664.0,178827001856.0,22713362022400.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.15,0.0719,26.0,0.36,13.0,1790640000.0,0.914,16980.0,6028.418262645158,16455.0,14718.75,1.4375,16.0,,,0.04445,0.54162997,False,False,,0.5,5276203.0,4910590.0,1.2810339259676473,29.98,110.29,133.46,,-0.030918727915194344,0.5235224204314733,83.84615384615384,0.3467393439402868,0.8375481117296215,True,0.9696490940905057,,1.0,Japan,True,True,56.304789752158165,86.13012960632398,95.85947302383939,84.6111636885195,43.34027207716542,2.595797280593325,66.58291457286433,70.68783068783068,50.0,,50.0,82.08726067018175,standard,2,507226795,False,47.4,False,83.24958123953098,2.554438860971524,24.87437185929648,50.041876046901166,50.041876046901166,50.041876046901166,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,24.9
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,48465604552.029236,71.91364625000001,8.171741999999998,,17.431545550000003,36.300667,35.239,79.87625,0.18941999999999998,0.112930001,0.250655002,0.2052199825,0.22473007,1.4015,3.148,3.622,-50.638999999999996,8.481000000000002,8.507,-658558256.0,1443286016.0,25448000.0,47047766016.0,2295619000.0,,1335116000.0,,,445005000.0,,472279000.0,464292000.0,,0.0,,,,,3.233,308.6700134277344,86.48500061035156,259.8999938964844,279.28708,,19.0,0.96,0.0366,0.1088,0.73968005,False,False,,0.473,8053962.0,4658870.0,0.6729688385212511,24.97,40.84,113.42,,-0.15800050996099757,0.9296928412272261,64.6920215204787,0.08568695615159827,0.5191094569813839,True,0.8368972300991308,,1.0,US,True,True,28.379420774157616,89.17698134000779,79.3391886240067,96.36903327216099,33.84876681138426,55.006180469715694,11.850921273031826,37.883597883597886,50.0,54.59770114942529,47.3,72.78121348700208,standard,16,1210840285,False,42.3,False,35.88777219430486,69.5142378559464,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,11.9
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,224092267835.77496,-4.3570885,-0.007411999999998642,2.1902,15.08494315,5.882459,7.067,0.581999999999999,0.79745,0.026625001,0.11836000999999999,0.15774502,0.26329,0.007000000000000006,0.504,0.659,432.067,-0.492,0.95,7736256448.0,13989000192.0,57303998464.0,269212680192.0,90586000000.0,,36751000000.0,,,9080000000.0,,7711000000.0,9958000000.0,2.41,0.6087,10.08,3.07,2.52,1787270400.0,0.413,421.7900085449219,264.0224916487972,415.2099914550781,383.65518,2.47059,29.0,5.66,0.024600001,0.00225,0.83489,False,False,,0.332,2712362.0,2803440.0,0.7517481226602477,11.74,24.42,15.03,,-0.015600220385834418,0.2730077707133456,73.06642839612333,0.1215198891550413,0.19802410234631385,True,0.7978762973882189,,0.98,US,True,True,83.68796992481204,84.62963434788792,81.63948138854035,74.98307102431696,42.81504735776017,26.45241038318912,66.58291457286433,80.0,50.0,70.3065134099617,33.2,72.73281337245885,standard,17,1164016298,False,51.5,False,90.03350083752095,17.922948073701843,25.041876046901173,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,4.8
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,USD,103760122731.74759,-5.113019749999999,-2.7294964999999998,1.589,3.3126225500000004,0.6731289,0.864,0.3774999999999986,0.2847975,0.021495007000000003,-0.0472600025,-0.08063499499999999,-0.32743,0.22500000000000003,2.415,3.225,80.4205,-0.024499999999999966,0.857,8340006848.0,7768000000.0,34292000768.0,133244518400.0,83955000000.0,,132699000000.0,,,5768000000.0,,4047000000.0,8253000000.0,1.12,0.1356,4.0,2.25,1.0,1787097600.0,0.508,360.1000061035156,157.7820491366219,355.4200134277344,317.72223,2.21053,18.0,3.38,0.028099999,0.00333,0.81336,False,False,,0.575,2339938.0,2580810.0,0.943819836995788,16.21,43.39,81.07,,-0.012996369332012536,0.34176251618231496,69.89010059783696,0.23507590050816307,0.5616519382430685,True,1.032467137995371,,0.669,US,True,True,93.19715956558062,44.845208903848516,95.35759096612297,82.44997775043677,50.30775194980112,38.93695920889987,66.58291457286433,92.6984126984127,50.0,66.28352490421456,57.49999999999999,72.69635441092869,standard,18,917271525,False,64.2,False,97.52931323283082,26.38190954773869,88.77721943048577,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,7.6
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,117401517586.12053,23.795064249999996,22.096198,2.2541,69.76877455,15.596557,15.66,27.19825,1.01976,0.075430001,0.17864500199999997,0.18455002250000002,0.34642003999999993,0.0875,0.15500000000000003,0.378,-15.677999999999997,-0.3899999999999999,1.141,1356219072.0,4069600000.0,561400000.0,117877383168.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.058,172.08999633789062,73.55000305175781,160.00999450683594,160.86485,2.68182,37.0,2.64,0.023699999,0.17361,0.71051,False,False,,0.452,6035380.0,5083680.0,0.5238464116383454,-0.48,31.31,89.9,,-0.07019583989842249,0.3981690976208875,58.06041032026026,0.03286763635001466,0.5316900729303493,False,0.5554713102990904,,1.0,US,True,True,48.48593706488443,91.22934296264262,85.94730238393977,75.99783583334403,30.80120303942302,36.58838071693449,11.850921273031826,61.69312169312169,50.0,71.64750957854406,45.2,79.69691772771064,standard,3,813439609,False,47.0,False,79.31323283082077,24.79061976549414,6.532663316582915,50.041876046901166,50.041876046901166,50.041876046901166,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,15.9
