ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days,_fundamentals_neutralized,data_anomaly
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,12200775958.942451,-13.922740999999998,-6.365380750000002,2.56,0.4330707874999997,5.136107,4.88,-4.817000000000002,0.24978500800000003,0.151885,0.22493624474999993,0.22210500500000002,0.482472515,0.022000000000000006,0.329,0.319,-47.828500000000005,1.13175,3.01,-470182400.0,777206976.0,169540992.0,11593109504.0,,0.0,,,,,0.385,52.959999084472656,33.7599983215332,48.540000915527344,49.64706,2.1,17.0,10.6,0.16379999,0.01822,1.07531,False,False,,0.5,2667117.0,2483600.0,0.36,13.85,24.17,,,0.0,0.3714,60.3,12.34,,False,0.37053289535260775,,1.0,US,True,,93.35936894352866,90.33430232558139,70.92513589358542,68.19192447466173,84.07557354925777,12.172774869109947,23.24058919803601,50.0,8.51063829787234,50.0,72.82381531366099,standard,1,120553946,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-0.9,-0.02579912729561329,12.7,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,948946638965.9304,7.740228999999999,5.573485249999998,1.4507,24.5478997875,13.134391,13.662,10.677999999999997,0.914505008,0.13896501,0.22395624474999995,0.3044750050000001,0.34635251499999997,0.47700000000000004,1.592,1.681,82.42849999999999,-0.6292499999999999,0.721,8057298048.0,5281999872.0,43370000384.0,987034615808.0,0.65,0.22129999,6.92,0.89,1.73,1778803200.0,0.481,1149.0999755859375,619.3983893784804,1064.1500244140625,1215.1034,1.74194,29.0,2.44,0.0095,0.00156,0.85323995,False,False,,0.5,3091704.0,3283510.0,0.74,17.71,13.81,,,0.0,0.3895,73.1,17.85,,True,0.6882827943783447,,1.0,US,True,54.99613707291783,94.10690726020428,84.26598837209303,93.47071064130999,41.97269679685317,19.298245614035086,67.60471204188482,60.06546644844517,50.0,93.16109422492401,50.0,72.38133272290862,standard,2,3494147247,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.5,-0.051385801285505295,2.8,0.875,2026-06-05,0,True,
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1675257542760000.0,,-14.566085375,3.3411,,12.683292,12.41,-1.7409999999999997,0.48243999,0.226325,0.45036750499999995,0.57599503,0.312555,1.847,3.7550000000000003,3.975,7.1175,0.8005000000000002,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1639140579868672.0,0.13,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2407000.0,202155.24179216867,2360000.0,2076603.1,,38.0,,,0.20716,0.45203,False,False,,0.5,4934621.0,5697985.0,1.11,,,,,,0.7974,67.3,,,True,0.8967380503864539,,1.0,Asia,True,,95.47601989651703,,96.51298161259915,43.20504075997633,0.2699055330634278,34.29319371727749,72.50409165302783,50.0,,50.0,72.35475344739694,standard,3,9816488558,False,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,OK,0.0,0.14331163465976715,95.7,0.625,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
V,Visa Inc.,Financial Services,Credit Services,United States,USD,526659167778.3186,6.678002500000002,6.114480999999999,1.4736,11.837098037500002,14.025177,14.144,8.377499999999998,0.431890008,0.16509501,0.26361377525000007,0.3090300174999999,0.495812515,0.11000000000000001,0.21799999999999997,0.315,2.217500000000001,-0.7369999999999998,0.669,19740447872.0,13912999936.0,23975999488.0,608561201152.0,0.84,0.2197,2.68,0.7,0.67,1778544000.0,0.784,372.56717031581684,293.2820187246287,317.32000732421875,398.74313,1.34211,35.0,3.54,0.0156,0.00084,0.91693,False,False,,0.5,7443055.0,9380780.0,1.256575385333724,-3.06,-0.89,-4.73,,-0.14828779182225393,0.22142653457692738,38.972341078620275,0.005481006365579244,-0.03629514345073115,False,0.09575913458202112,,0.869,US,True,75.44820119750739,95.90664862851563,57.86085715131073,70.91826733376058,62.42049958133026,22.807017543859647,67.60471204188482,86.08837970540098,50.0,81.91489361702128,50.0,70.81001084848599,standard,4,2976709178,False,7,STARK,8,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,-0.5,0.008398648351430893,66.0,0.875,2026-06-05,0,True,
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62885997412475.0,1.8659580000000027,-0.9598303750000015,1.1622,5.620937475000001,15.323457,14.491,1.2050000000000018,0.23281998999999998,0.12066500999999999,0.34651750500000006,0.44169499999999995,0.247865,0.21699999999999997,0.373,0.583,12.282499999999999,0.6715000000000002,2.187,709926586368.0,3383596154880.0,1094369804288.0,59471241936896.0,1.01,0.2785,24.0,1.71,7.0,1781136000.0,1.264,2440.0,936.0327758789062,2425.0,2589.5757,1.33333,33.0,,,0.00022,0.43526,False,False,,0.5,36185165.0,34416835.0,1.09,,,,,,0.326,67.1,,,True,1.0839090352102825,,0.927,Asia,True,72.74440637992903,92.51546835095478,,80.54752414446372,56.63923797112834,2.42914979757085,67.60471204188482,66.12111292962356,50.0,,50.0,69.88237522962702,standard,5,2644680275,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,0.6,0.0351545624434948,80.2,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
7974.T,"Nintendo Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,Japan,JPY,8596645204241.0,0.7205334999999984,0.0,3.6088,0.515419175,3.716583,2.743,6.649499999999999,0.015297499999999978,0.0205550039999998,0.088767495,0.009785002750000042,0.11615500499999992,0.8899999999999999,0.4704999999999999,0.567,,2.4751250000000002,3.11,239468115968.0,2216856125440.0,0.0,6345204957184.0,2.95,0.60080004,219.0,2.66,177.0,1774828800.0,0.158,14463.939554412957,6849.0,7457.0,10641.074,1.85185,26.0,,,0.00733,0.51716,False,False,,0.5,11379418.0,9665050.0,1.19,,,,,,0.422,52.7,,,True,0.7769958886634084,,1.0,Japan,True,79.60288093035548,64.50021411212565,,86.83839191092102,72.50782353851912,9.041835357624832,67.60471204188482,89.36170212765957,50.0,,50.0,68.97906856051362,standard,7,449569485,False,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,-0.3,0.08505120128393173,90.1,0.75,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
PUUILO.HE,Puuilo Oyj,Consumer Cyclical,Department Stores,Finland,EUR,1103470802.2148314,-3.0141700000000036,-1.923680500000001,,7.500790350000001,2.494847,2.801,-1.8192500000000003,0.39416500499999996,0.08861001000000002,0.0662000035,0.04507499499999998,-0.05268000000000002,0.088,0.023000000000000007,0.143,100.56325000000002,1.053,0.667,-930787500.0,33000000.0,163400000.0,1238738432.0,5.02,0.69699997,0.66,,0.33,1791936000.0,0.61,14.52934106278931,11.00821617219834,13.119999885559082,14.25,,2.0,,,0.07625,0.4893,False,False,,0.5,127569.0,54204.0,2.2,10.88,20.74,,,0.0,0.2754,80.0,9.92,,True,0.7813068863759737,,0.376,Nordic,True,,72.94944559657881,88.95348837209303,45.32308395382078,60.85246490189962,98.11066126855602,67.60471204188482,,50.0,,50.0,68.79532852263407,standard,8,819966,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.5,-0.0038194674998521805,50.1,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,42239036260.0,85.68266700000001,0.639027999999997,,11.6636835125,31.636976,30.611,64.74099999999999,0.15962000050000003,0.10833,0.24181625174999996,0.2183774825,0.19838258500000006,1.436,3.205,3.622,-46.675000000000004,8.342500000000001,8.507,,1443286016.0,20617000.0,40869736448.0,,0.0,,,,,3.176,245.9499969482422,66.75,229.0,231.58556,1.33333,18.0,1.73,0.0683,0.11137,0.76583,False,False,,0.5,7243376.0,8674640.0,1.08,13.08,83.59,,,-9.79,0.9195,65.5,24.76,,True,0.8271909899181878,,1.0,US,True,,87.62777947996666,60.68313953488372,96.26401131718984,34.20192592538411,63.292847503373814,12.172774869109947,,50.0,27.96352583586626,50.0,68.51725606062244,standard,9,1986492560,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,5.9,0.0897059440612793,90.8,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,20064178889820.0,19.13838150000001,86.230139,2.0344,20.053466049999997,17.777779,16.636,17.719499999999996,0.4648949924999999,0.25859000299999974,0.25091750399999996,0.3717250027500001,0.3665449649999999,0.27799999999999997,1.993,2.171,-8.616999999999999,0.48312500000000025,1.722,203025381376.0,339966001152.0,20192000000.0,18775801856000.0,0.23,0.1149,60.0,0.82,30.0,1774828800.0,1.199,32400.0,7138.927068884628,27660.0,32795.0,1.75,20.0,,,0.00279,0.66172,False,False,,0.5,9835703.0,8475320.0,0.87,,,,,,0.6723,60.1,,,False,0.5818596212937603,,1.0,Japan,True,55.28682233585101,95.04376433664791,,92.8385510646237,35.037286003211086,5.937921727395412,67.60471204188482,65.13911620294598,50.0,,50.0,67.67842001170213,standard,10,1462301270,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,4.6,-0.02608511969447136,12.5,0.875,2026-06-05,0,True,
9999.HK,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,China,HKD,624697582470.0,-0.16728500000000324,-0.7338103749999978,1.3184,0.9861720999999999,5.46119,4.167,0.05900000000000105,0.0695525075,0.064890001,0.166957496,0.232475,0.286015,0.0,-0.0695,0.036,-26.999000000000002,2.0335000000000005,3.089,24916981760.0,170903830528.0,10955459584.0,476627959808.0,2.28,0.3966,4.51,1.89,0.144,1780531200.0,0.799,247.55646464252385,168.8000030517578,195.0,250.04669,1.30435,22.0,,,0.44055998,0.26652,False,False,,0.5,6616351.0,10107891.0,0.89,,,,,,0.3408,63.1,,,True,0.8146181087866764,,0.506,Asia,True,95.1378455032479,84.7502279771359,,37.47928242548536,64.290651618165,21.45748987854251,67.60471204188482,93.45335515548283,50.0,,50.0,67.13982530023296,standard,11,251584490,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-1.5,0.11886972188949585,93.6,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
0700.HK,Tencent Holdings Limited,Communication Services,Internet Content & Information,China,HKD,4209559006655.0576,0.5833979999999954,-0.39128837499999714,1.2979,0.9430901000000003,5.479756,5.702,3.7300000000000004,0.053422497500000006,0.034029997000000006,0.174627516,0.16168499999999997,0.19362500000000005,0.03,0.1285,0.215,0.0,0.17350000000000032,1.141,120854767616.0,459714985984.0,405511012352.0,4380063694848.0,1.1,0.1712,5.3,0.67,5.3,1778803200.0,0.753,675.1340645101453,420.3999938964844,466.3999938964844,710.38464,1.34783,42.0,,,0.31638,0.25677,False,False,,0.5,29700268.0,40121618.0,0.76,,,,,,0.3443,50.9,,,True,0.7495122089805555,,0.88,Asia,True,79.16997895721299,78.6121176249889,,61.426594039983314,67.17354113645351,12.280701754385964,67.60471204188482,82.48772504091653,50.0,,50.0,66.26604318014796,standard,12,2388502370,False,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,-1.5,0.12763044238090515,94.0,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,United States,USD,66001097153.50806,-20.374254999999998,3.4819169999999993,4.58,8.0895103375,11.632134,14.434,-2.7410000000000028,1.031400003,0.019487501250000004,0.44454124975000003,0.059242497500000005,0.333852515,0.136,-0.07150000000000001,0.159,367.63250000000005,-0.5145,0.195,1395388800.0,542955008.0,28989048832.0,95967215616.0,4.32,0.60150003,8.8,5.11,2.2,1780963200.0,1.363,208.7899932861328,150.01149822129392,203.52999877929688,214.4,2.19048,20.0,0.0,0.0,0.01799,0.95093,False,False,,0.1,1569982.0,1630030.0,0.24,3.95,9.82,,,0.0,0.1942,74.8,4.55,,False,0.5159258967166354,,0.0,US,True,,84.64948375187481,81.72238372093024,41.498859429199946,33.985214941661425,54.655870445344135,67.60471204188482,70.37643207855973,50.0,99.0,10.0,64.78510350971015,standard,13,331760004,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.4,0.0024136812426149845,60.0,0.875,2026-06-05,0,True,
4519.T,"Chugai Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - General,Japan,JPY,12216499164688.0,4.248778500000004,8.90841625,2.3012,4.139424925000001,9.461142,9.051,5.8615,0.14988001,0.1268050029999998,0.25456749700000003,0.34732252525000007,0.4376750049999999,0.037000000000000005,0.08,0.187,,2.333375,3.671,270324234240.0,850094981120.0,0.0,11687328481280.0,1.73,0.4626,132.0,1.67,66.0,1782691200.0,0.56,10700.0,5838.138484321139,7423.0,9986.667,2.06667,15.0,,,0.59895,0.19572,False,False,,0.5,2893485.0,2771590.0,0.75,,,,,,0.4534,42.6,,,False,-0.09171646354862334,,0.432,Japan,True,73.83309105325756,93.52591150698872,,45.08716468041323,63.15534554622136,7.422402159244265,67.60471204188482,78.72340425531915,50.0,,50.0,64.73142020998459,standard,14,128332609,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.5,0.00610999995842576,64.3,0.75,2026-06-05,0,True,
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,2077991181031500.0,,-14.282525974999999,0.1996,,6.095826,5.848,-3.4689999999999976,0.05926998999999999,0.049804999999999995,0.09605750500000002,0.28815500000000005,0.10591503000000002,0.5579999999999999,4.71,4.867,-0.3825000000000003,0.7225000000000004,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2271025161043968.0,0.41,0.1344,1488.0,2.24,372.0,1774828800.0,1.327,370000.0,55225.95375770246,360500.0,397803.22,1.37838,37.0,,,0.0967,0.48659,False,False,,0.5,30361326.0,33556130.0,1.07,,,,,,0.6924,66.9,,,True,1.1127114622549472,,0.838,Asia,True,,77.87549978437258,,89.67454993580422,33.78237457651708,0.1349527665317139,67.60471204188482,84.12438625204582,50.0,,50.0,64.22904080974646,standard,16,8830798951,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.1,0.10802826285362244,93.3,0.625,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,5396923397399.902,-6.71416,-8.277503000000003,0.6865,25.597985512499996,21.290394,21.113,10.128,0.9584200004999999,0.45644,0.5177362517499999,0.5177175024999999,0.25948246500000005,0.718,1.934,2.106,-41.119,1.6305,2.139,45236571264.0,53171998720.0,12814000128.0,5351885766656.0,0.45,0.0061000003,1.0,0.05,0.01,1780531200.0,2.244,236.5399932861328,137.91748812723765,222.82000732421875,296.81033,1.29508,58.0,1.92,0.0128,0.039839998,0.70856005,False,False,,0.5,166657271.0,189108030.0,0.63,-1.65,13.89,,,-11.76,0.3721,35.8,2.21,,False,0.6474921221346707,,0.889,US,True,56.45027497941466,95.54138879822334,45.348837209302324,89.88805213943954,43.38505951009471,11.336032388663968,67.60471204188482,61.211129296235676,50.0,87.38601823708207,50.0,63.99806719992175,standard,17,42137052630,False,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.1,-0.011130045168101788,34.4,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,19554801715680.0,9.229621500000004,13.057558999999996,3.0886,0.46702604999999997,16.72367,14.971,10.4955,,,0.299067534,0.4410150027500001,0.5533749449999998,0.044999999999999984,0.04300000000000001,0.254,,8.490125,9.963,,1493889056768.0,0.0,17505530675200.0,0.7,0.2996,550.0,0.5,275.0,1789603200.0,0.985,84170.0,51271.96903921346,80630.0,83256.25,1.6875,16.0,,,0.22763,0.37557,False,False,,0.5,841631.0,782650.0,0.62,,,,,,0.4516,56.6,,,False,0.720115970251772,,0.75,Japan,True,,97.61583445793973,,58.22830551739219,56.307155718589115,6.0728744939271255,67.60471204188482,,50.0,,50.0,63.97807560247059,standard,18,393634202,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,1.2,0.07853229343891144,88.6,0.625,2026-06-05,0,True,
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,72103200844.8435,0.8071429999999999,6.662784749999999,2.7179,5.7097806875,3.0448039,3.027,2.6984999999999997,0.207259993,0.049769999999999995,0.014896242249999962,0.02744001,-0.15456745499999996,0.13799999999999998,0.259,0.356,-2.174999999999997,0.10699999999999998,0.884,945246080.0,4130980096.0,4723149824.0,71981129728.0,0.8,0.2318,1.78,1.03,0.445,1780963200.0,0.875,237.41000366210938,123.61246471473268,223.82000732421875,256.17648,1.57895,17.0,3.27,0.0271,0.02148,0.9455,False,False,,0.5,2822638.0,4102770.0,0.22,3.01,9.23,,,-1.52,0.2649,66.0,3.67,,True,0.5477929371960786,,0.946,US,True,70.70096878144982,63.46761057838156,58.64825581395348,76.02297468402685,59.717267619267055,52.90148448043185,67.60471204188482,67.59410801963993,50.0,63.829787234042556,50.0,63.88961512924785,standard,19,918282011,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.3,-0.027825303375720978,11.8,0.875,2026-06-05,0,True,
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,4629454790489.014,-2.676867999999999,6.8869379999999945,2.4621,34.5856555125,10.254816,10.291,6.832999999999998,1.2302499005,0.19146000000000002,0.15959627174999994,0.18450750249999998,-0.003347484999999973,0.032,0.007000000000000006,0.194,31.874000000000002,-0.7404999999999997,0.906,99991444608.0,68507000832.0,84710998016.0,4645658820608.0,0.34,0.1259,1.08,0.5,0.27,1778457600.0,1.065,315.45001220703125,194.29916455806153,315.20001220703125,310.507,1.97917,43.0,2.84,0.0095,0.01632,0.65819,False,False,,0.5,44471914.0,47705410.0,0.58,8.53,20.04,,,-1.12,0.2251,64.5,10.85,,True,0.8967950002007689,,0.911,US,True,71.07460532067378,83.69253589673886,66.64244186046511,58.786820047729854,48.72571396637101,11.875843454790823,67.60471204188482,77.57774140752865,50.0,93.16109422492401,50.0,63.83454157666362,standard,20,15036745814,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.5,0.008336421102285385,65.8,0.875,2026-06-05,0,True,
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,418942659922.7948,6.6161785,5.735010999999997,1.5806,57.86706003750001,12.436145,12.753,8.435499999999998,2.149160008,0.223485,0.20558374524999998,0.24393001749999998,0.518032515,0.097,0.07499999999999998,0.184,217.04350000000002,-0.8439999999999999,0.564,15048822912.0,8218999808.0,18959998976.0,432814325760.0,0.73,0.1823,3.48,0.54,0.87,1775692800.0,0.759,599.0458118803059,477.67999267578125,477.67999267578125,646.9722,1.33333,36.0,1.94,0.0081,0.00114,0.91482,False,False,,0.5,3503098.0,3550550.0,0.47,-2.09,-5.11,,,-15.22,0.2461,47.5,-1.86,,False,-0.2818164451365771,,0.899,US,True,76.65805979404499,95.7033321180614,21.584302325581397,64.74429455049587,39.37507771727006,24.966261808367072,67.60471204188482,88.21603927986907,50.0,93.61702127659575,50.0,63.78731823391171,standard,21,1696026698,False,6,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,0.6,-0.005417732056230307,47.7,0.875,2026-06-05,0,True,
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,109062039931.43309,16.861005000000006,17.531897999999998,3.3196,101.5999385125,15.340324,14.957,22.823,1.1394600005,0.06503001,0.16298625174999995,0.17457750249999998,0.321072515,0.067,0.07499999999999998,0.233,9.636000000000003,-0.6574999999999998,1.034,713748224.0,3294899968.0,567200000.0,106334339072.0,,0.0,,,,,0.919,149.02999877929688,70.12000274658203,148.86000061035156,107.86111,2.69767,36.0,3.28,0.0324,0.17387,0.72448,False,False,,0.5,6142841.0,6499530.0,0.39,35.7,74.82,,,-2.1,0.4655,74.8,42.51,,True,0.911552300010908,,1.0,US,True,47.64478352359943,89.17371994133964,73.14680232558139,68.22449497329652,42.4995603454866,43.31983805668016,12.172774869109947,57.283142389525366,50.0,54.7112462006079,50.0,63.77210034400967,standard,22,967520040,False,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.2,0.00811760127544403,65.4,0.875,2026-06-05,0,True,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,337357662151.5412,-3.227249999999998,3.7881859999999996,4.0266,3.7607753375,6.845176,7.513,6.257999999999997,0.21410752300000002,0.020945002500000004,0.18502624774999998,0.22800749849999996,0.13547251500000002,0.08499999999999999,0.149,0.178,29.356749999999998,0.1845000000000001,0.782,2024948352.0,13820000256.0,44646998016.0,370285641728.0,2.7,0.64779997,2.12,2.89,0.53,1781481600.0,0.356,82.66000366210938,64.45102779330306,78.41000366210938,86.06,1.75,23.0,3.37,0.0113,0.09897,0.68139,False,False,,0.5,15003230.0,15622250.0,0.69,1.98,3.51,,,-2.37,0.1794,46.8,2.48,,False,0.177370063771983,,0.887,US,True,56.19613503979831,81.81934876577164,51.45348837209302,65.42589796185136,76.36440851872266,27.39541160593792,67.60471204188482,54.99181669394435,50.0,90.12158054711246,50.0,63.710084124224416,standard,23,1224940680,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.1,-0.009927257895469666,37.0,0.875,2026-06-05,0,True,
MYCR.ST,Mycronic AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,59596449722.068726,9.136764999999993,-2.115255749999999,0.42,3.02599045,7.181161,6.869,4.534749999999999,0.05130999999999997,0.065694999,0.11392999399999998,0.22173249249999996,0.09649996999999998,0.10800000000000001,0.08,0.153,-54.938750000000006,0.8530000000000002,1.592,497125056.0,2721999872.0,401000000.0,57002024960.0,1.07,0.3247,3.25,1.36,3.25,1778112000.0,0.723,315.0,172.10615932907666,305.20001220703125,260.25,3.25,4.0,,,0.002,0.83961,False,False,,0.5,288008.0,320712.0,0.7,2.53,48.68,,,-3.97,0.3863,53.9,10.12,,False,0.6821139894852161,,0.267,Nordic,True,63.87471917536672,77.63529446705779,68.56831395348837,47.08802622149348,59.18430391536558,56.14035087719298,67.60471204188482,61.702127659574465,50.0,,50.0,63.584107169523016,standard,24,10342411,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.3,0.029751870781183243,77.9,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1200021776136.5303,9.404117,-15.896707000000003,0.3667,7.734898512500001,20.647667,20.582,10.296999999999997,0.2137700205,0.13061999999999996,0.30293625175,0.5379975024999999,0.10240251499999999,1.8290000000000002,7.348999999999999,7.708,-32.772,1.0865,2.232,1794198144.0,14588999680.0,10798000128.0,1196230836224.0,0.06,0.0217,0.6,0.33,0.15,1774828800.0,1.919,1076.56005859375,96.72846036798533,1064.0999755859375,726.225,1.47727,40.0,0.77,0.0313,0.00265,0.81557,False,False,,0.5,48200663.0,54177400.0,0.8,40.05,132.71,,,-16.11,0.7977,64.0,46.49,,True,1.019919055319153,,1.0,US,True,49.253997621250164,89.38337647397182,56.14098837209303,97.37977466243412,30.258265155477208,18.62348178137652,24.93455497382199,51.06382978723404,50.0,57.29483282674772,50.0,63.58328409609524,standard,25,57650170017,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.5,-0.1563599854707718,0.4,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
2914.T,Japan Tobacco Inc.,Consumer Defensive,Tobacco,Japan,JPY,10850277056480.0,-0.039841499999997865,-2.622734999999998,1.2359,0.0490015749999998,3.0225585,3.348,-0.6064999999999996,-0.01053750500000003,0.017445005499999805,0.09042751,0.24796496875000007,0.2890050049999999,0.08100000000000002,0.218,0.251,-10.77425,0.469125,0.833,91081873408.0,882317000704.0,1987193995264.0,12020145455104.0,3.95,0.8325,242.0,5.41,121.0,1782691200.0,0.138,6474.0,4045.5689371451,6112.0,6524.5454,2.09091,11.0,,,0.34127998,0.20417,False,False,,0.5,4217650.0,4281720.0,0.94,,,,,,0.218,31.2,,,False,0.42975192725359707,,0.66,Japan,True,,72.71235755785497,,61.27993268242771,83.13629719571708,8.097165991902834,67.60471204188482,58.756137479541735,50.0,,50.0,63.16465219738672,standard,27,163241353,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.2,0.24140974879264832,98.5,0.875,2026-06-05,0,True,SUSPICIOUS_FWD_PE;
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,15197428056720.0,11.637597499999998,14.172581000000003,2.9071,7.234809675,4.110356,3.953,10.631500000000003,0.17429749999999994,0.0997950139999998,0.039837495,0.003555002750000029,0.3150150049999999,0.054000000000000006,0.5085,0.522,-26.780500000000004,0.2931250000000002,1.559,363979372544.0,725499969536.0,186199998464.0,14613833842688.0,0.24,0.0719,26.0,0.37,13.0,1790640000.0,0.86,11390.0,6028.418262645158,10920.0,10475.0,1.625,16.0,,,0.03449,0.53567004,False,False,,0.5,6526528.0,7264120.0,0.48,,,,,,0.5223,75.1,,,True,0.8386558769429043,,0.943,Japan,True,68.93042665013061,77.00833415917275,,74.4358590631676,45.32589441910759,6.747638326585695,67.60471204188482,79.70540098199672,50.0,,50.0,63.14817132977759,standard,28,494805166,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.2,0.2694493532180786,98.9,0.875,2026-06-05,0,True,
