ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,341961317025.7878,0.2720135000000017,7.4978335,4.0696,6.33287215,6.9385867,7.607,9.713000000000001,0.25030752,0.02931,0.18815000000000004,0.22473999999999997,0.16409999999999997,0.086,0.149,0.178,25.852749999999993,0.29125,0.782,2307812608.0,13820000256.0,44646998016.0,374889316352.0,2.67,0.64779997,2.12,2.89,0.53,1781481600.0,0.354,82.66000366210938,64.45102779330306,79.4800033569336,86.06,1.75,23.0,3.37,0.0113,0.09897,0.68231004,False,False,,0.453,14907193.0,15458880.0,1.6449876736498381,0.32,3.88,13.02,,-0.03847084641049281,0.1640757644437239,44.640021191380384,0.018517365026802235,0.09445768394797982,False,0.41020356591306545,,0.887,US,True,True,49.737279178619964,84.71824219242312,68.73231465761177,69.75914285790182,76.52967335709795,23.44944774851317,66.98584512905911,54.054054054054056,50.0,91.82509505703422,45.300000000000004,74.06829972404572,standard,9,1228671834,False,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,10.4,-0.011334402486681938,47.7
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,United States,USD,298330093349.0418,6.922041999999998,-2.955221999999999,5.6168,3.0491740999999997,4.536098,5.197,-1.9639999999999986,0.06555500500000003,0.06456,0.013240005000000006,0.19277750999999999,0.31391995999999994,-0.033,,,47.9515,-0.7255,0.696,13232812800.0,5702000128.0,49116999680.0,341798092800.0,2.81,0.9352,3.4,3.01,0.85,1781481600.0,0.218,124.21993517165414,74.71347070570936,120.79000091552734,129.74074,1.82759,27.0,3.2,0.0117999995,0.00061,0.82254,False,False,,0.488,9510641.0,10024890.0,1.6477928672985171,6.37,5.09,20.0,,-0.027611785913324804,0.27323023980381367,66.05254102196879,0.03970666402044576,0.17223647535868714,True,0.8396741970060168,,0.928,US,True,True,,78.77212867503124,74.33503112620261,60.590174270491794,53.05986760875598,24.384027187765504,66.98584512905911,87.88788788788789,50.0,90.68441064638783,48.8,66.03029601397971,standard,62,1210906472,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,5.5,0.004343892447650433,70.6
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,Australia,USD,210137349111.2472,-5.658452500000001,-0.5221240000000016,5.95,1.2682357,3.8922973,8.163,2.7860000000000014,0.129959987,0.07476000549999999,0.08025998999999999,0.254155003,0.37750999999999996,0.020000000000000004,-0.14199999999999996,0.277,-4.472999999999999,-0.18149999999999988,1.232,7320687360.0,13509000192.0,29195999232.0,440714428416.0,3.22,0.5464,2.66,7.08,1.46,1772755200.0,0.825,93.69999694824219,44.85666350667274,82.72000122070312,68.07143,3.125,7.0,6.29,0.0061000003,5e-05,0.04302,False,False,,0.417,2986539.0,2432310.0,1.7844916217239948,-1.91,15.13,45.63,,-0.11718245555124374,0.31862567258566876,46.63730968893271,0.019535359293423094,0.25840155811379506,False,0.1522737700525532,,0.5,US,True,True,69.91164348706246,87.21120374381253,75.15563101301642,46.64017793695475,45.89464602776849,27.612574341546303,66.98584512905911,68.66866866866866,50.0,95.24714828897338,41.699999999999996,65.85275769682741,standard,63,201200686,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,4.7,-0.010293821804225445,50.3
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,United States,USD,416504131881.14575,13.488808500000005,10.800308000000001,2.149,17.9715675,5.886568,6.449,14.297,0.3604249950000001,0.030035002999999994,0.028820000000000012,0.04515002,-0.16732002,0.159,0.22999999999999998,0.273,154.89950000000002,-0.03225,0.73,2960187392.0,3316000000.0,43065999360.0,456293842944.0,0.67,0.2958,6.04,1.72,1.51,1776643200.0,1.603,946.8300170898438,348.4884768754644,904.280029296875,936.9865,2.10714,26.0,3.36,0.0202,0.0021799998,0.72893,False,False,,0.461,2532495.0,2693590.0,1.050659852038907,-2.44,33.06,53.53,,-0.044939415760972046,0.3436718994736073,53.23214742326749,0.08302584918871236,0.399592908784141,False,0.5878187710123727,,0.783,US,True,True,47.756415633510606,65.46400102780362,88.8228636106395,72.85278141850641,29.299494254576167,21.580288870008495,66.98584512905911,55.05505505505506,50.0,79.37262357414448,46.1,65.77652784538013,standard,64,2435759644,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,8.7,-0.01923668198287487,32.1
TIH.TO,Toromont Industries Ltd.,Industrials,Industrial Distribution,Canada,CAD,18164846803.644943,4.443181500000005,7.215788000000003,1.32,1.5707848000000002,3.4008372,3.342,0.7119999999999997,0.025159989999999993,0.031345002999999996,0.01346,-0.020600000000000007,-0.12658999999999998,0.064,0.16999999999999998,0.245,-33.15899999999999,1.7992499999999998,1.858,-283814656.0,1161606016.0,845280000.0,17848520704.0,0.97,0.337,2.16,1.4,0.56,1780617600.0,0.974,228.59626218378625,115.97561247701155,222.7899932861328,227.55556,,9.0,4.63,,0.0007,0.4491,False,False,,0.5,248247.0,204890.0,0.7447135262847017,0.3,11.89,39.16,,-0.02539966682825867,0.23607441714825514,49.37276450971078,0.04778236461540164,0.24110490142123409,False,0.5656891433197593,,0.889,Canada,True,True,52.30504247264024,54.08815723258497,83.13525749858518,70.63909706584664,67.91781615297374,71.62276975361087,66.98584512905911,35.53553553553554,50.0,,50.0,65.75556355238788,standard,67,32762105,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,6.2,0.011886829510331154,75.9
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,United States,USD,227600762573.2422,-12.44114775,-1.216876000000001,0.9093,2.4181307249999997,5.1162333,5.239,-1.3070000000000004,0.216060005,0.06357,0.11537001,0.0824,0.09464999999999996,-0.169,1.518,1.621,5.9069999999999965,0.687,1.448,8773187328.0,9799000064.0,15269999616.0,233071755264.0,1.7,0.38279998,3.68,2.12,0.92,1780531200.0,1.596,258.9635412258548,121.54109371821322,215.94000244140625,180.48387,2.61538,31.0,1.88,0.053600002,0.0012800001,0.84755,False,False,,0.484,19683434.0,24289540.0,0.9271622090403691,12.55,59.73,25.23,,-0.16613743610698306,0.474836416150826,54.41312436706787,0.22937861112393088,0.32672389552149395,False,0.39639835761802517,,0.87,US,True,True,,80.6610985670728,72.75042444821733,66.57533781657281,47.55652233144374,26.423109600679695,66.98584512905911,87.08708708708708,50.0,40.49429657794677,48.4,65.56002570187012,standard,68,5245083327,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,6.8,0.029844624921679497,85.6
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,United States,USD,49707186593.802765,14.746131500000004,11.421541000000001,1.9533,9.762897500000001,5.6459775,6.065,10.068,0.11894499500000003,0.03820499899999999,0.019119999999999998,0.07059002999999998,0.03586999999999996,0.055999999999999994,0.324,0.389,37.4735,-0.29425,0.616,158062464.0,423000000.0,4054000128.0,53392187392.0,1.24,0.55869997,5.52,1.63,1.38,1779062400.0,1.561,468.1099853515625,301.1794982131928,446.7099914550781,462.1684,2.21429,25.0,4.13,0.0337,0.0017299999,0.91096,False,False,,0.464,819168.0,701250.0,1.1577106409245226,-2.45,21.16,12.31,,-0.04571573896338155,0.2845999758138159,49.65568681742365,0.06964793829817495,0.15768690445749067,False,0.4016051979029694,,0.981,US,True,True,46.97803949200597,70.65196344654532,76.37238256932655,77.04783944210966,39.263242344673955,52.76125743415463,66.98584512905911,50.750750750750754,50.0,57.79467680608364,46.400000000000006,65.55231945170634,standard,69,313255382,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,7.3,-0.030732182785868645,15.1
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,USD,90439160279.4115,-0.29923149999999943,4.598933000000001,2.0354,23.396292785,8.359057,12.994,0.625,0.23122,0.0204499995,0.009954980000000002,0.07928002000000003,0.28629999999999994,0.01100000000000001,0.5335,0.759,352.3115,-0.30599999999999994,0.264,3797925120.0,1608800000.0,45131198464.0,140591054848.0,3.6,0.8226,6.98,2.93,1.79,1781222400.0,0.891,227.76820914331435,163.4468972054467,194.1199951171875,216.13635,1.68,22.0,3.09,0.0222,0.00083,0.96649003,False,False,,0.451,3153690.0,3076190.0,0.9278989642685536,7.75,3.96,12.37,,-0.14773007239546332,0.24101584938597503,83.99420916605278,0.08591459819657232,0.07410238033429706,True,0.9497119469181031,,0.638,US,True,True,82.67284043820356,75.67822298061026,56.607243916242226,66.84414620501467,39.333518041092645,40.611724723874254,66.98584512905911,78.67867867867868,50.0,76.42585551330798,45.1,65.49460373185251,standard,70,597149988,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.7,-0.015572684817016125,38.8
FFIV,"F5, Inc.",Technology,Software - Infrastructure,United States,USD,22192511151.805756,-3.3673087499999976,0.7757629999999995,1.6992,0.3588737249999996,6.8821993,6.515,4.026999999999999,0.05863000500000003,0.018170006000000002,0.11191999,0.08197000999999998,0.36208,-0.024000000000000007,-0.172,0.015,-42.952000000000005,-0.06800000000000006,1.422,-57254976.0,1442811008.0,259860992.0,21009561600.0,,0.0,,,,,1.046,411.5199890136719,223.75999450683594,393.3500061035156,406.5,2.53846,10.0,1.86,0.0342,0.00506,1.10166,False,False,,0.22,757998.0,811480.0,0.5934258662976309,15.35,37.43,63.47,,-0.04415334223182188,0.3357981209673199,65.75848509286871,0.16540484072939843,0.3294360148930704,False,0.6589259773130192,,1.0,US,True,True,50.53919841629339,77.70463898518177,90.01131861912847,49.181071759285985,41.51406708601404,67.62956669498725,11.823480432972524,44.74474474474475,50.0,57.22433460076045,22.0,57.40344606629294,standard,212,319195663,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-0.3,-0.015547138638794422,39.0
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,USD,1826303610630.9382,28.439188249999994,-1.440831000000001,0.8815,14.915462725,24.200672,24.864,25.493,0.228039985,0.057840004,0.28077,0.35169,0.30949999999999994,0.345,0.642,0.875,23.945999999999998,0.5589999999999999,1.615,26395811584.0,19627999232.0,64907001856.0,1876339326976.0,0.67,0.41259998,2.6,1.87,0.65,1782086400.0,1.433,495.0,239.17210028429176,385.7300109863281,512.7291,1.33333,45.0,2.7,0.0115,0.01949,0.80285,False,False,,0.455,24438841.0,26428190.0,1.8515963230242485,-9.33,16.96,1.75,,-0.22074745255287243,0.4533019587723239,39.505323125096886,-0.031821138763466816,0.08680302400398165,False,0.027379599051316462,,0.857,US,True,True,51.8887043468049,91.49155833295572,51.41482739105829,84.13341814420693,43.45699471957446,14.69838572642311,66.98584512905911,66.06606606606607,50.0,91.15969581749049,45.5,73.06942367199893,standard,13,10194146019,False,7,STARK,8,VARNING,False,3,0.42857142857142855,LÅG,OK,16.2,-0.006540568079799414,56.9
GTT.PA,Gaztransport & Technigaz SA,Energy,Oil & Gas Equipment & Services,France,EUR,7538922124.776154,2.268605500000003,6.079473999999999,,11.463179799999999,9.387277,9.115,6.805499999999999,0.68105496,0.31451,0.444034996,0.614444995,0.5992299999999999,0.14750000000000002,0.02899999999999997,0.316,-29.896,0.93475,1.916,-277501440.0,346700000.0,126400000.0,7320222208.0,4.86,0.7054,9.88,3.68,4.94,1781654400.0,0.442,215.0,143.86042038667915,203.39999389648438,216.18182,2.0,11.0,,,0.01476,0.53242,False,False,,0.5,101209.0,76732.0,0.9539390793359607,-2.12,4.63,20.73,31.58,-0.053953516760537834,0.24055018357237287,51.08693909481174,0.003314758322218392,0.1449790098916175,False,0.5259622960824901,,0.5,Europe,True,True,33.18933458598263,98.75574227644582,72.1094686998645,59.96013880631114,77.09430509050956,85.21665250637214,66.98584512905911,25.625625625625624,50.0,,50.0,65.02325006432726,standard,74,17991110,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,3.9,0.002142309909686446,68.3
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Financial Data & Stock Exchanges,Brazil,BRL,77217133105.8656,9.643313499999998,6.9311110000000005,1.21,3.4655745500000004,7.3165984,7.375,8.432,0.12058251500000003,0.06203999799999999,0.257987495,0.323665025,0.65486,0.14200000000000002,0.254,0.335,0.3610000000000042,0.258,1.859,2865900160.0,14980616192.0,15579192320.0,77836763136.0,3.93,0.66120005,0.61,3.01,0.07434,1775001600.0,0.145,20.329999923706055,11.671482586327329,15.40999984741211,20.03571,2.0,14.0,,,0.0,0.88021004,False,False,,0.5,36581496.0,33518530.0,0.8377998722367793,-16.07,-14.8,8.0,,-0.24200689103578976,0.3419223379317938,36.809810088194375,-0.13344454399961336,0.02131901321173335,False,-0.0028978364960614428,,0.655,LatAm,True,True,73.87924237086247,92.07305208655542,31.960950764006792,69.37612584602334,74.76649839890702,44.26508071367884,66.98584512905911,86.78678678678679,50.0,,50.0,72.91777706667675,standard,14,99886004,False,7,STARK,8,VARNING,False,5,0.7142857142857143,HÖG,OK,12.4,-0.00947493314743042,51.7
PUUILO.HE,Puuilo Oyj,Consumer Cyclical,Department Stores,Finland,EUR,1180848335.0716105,-1.372373500000002,0.870200500000001,,9.149659900000001,2.6659873,2.968,0.13949999999999818,0.41063001,0.09274001000000001,0.0828849975,0.09339498500000001,-0.04426000000000002,0.084,0.023000000000000007,0.143,104.65200000000002,0.9979999999999999,0.667,-799880172.0,33000000.0,163400000.0,1312964992.0,4.7,0.69699997,0.66,,0.33,1791936000.0,0.608,14.529340108490848,11.00821617219834,14.039999961853027,14.36667,1.75,3.0,,,0.07625,0.48992002,False,False,,0.5,125498.0,60560.0,1.9036325835536005,10.86,20.91,-2.75,,-0.03367944744798512,0.2685726521751289,80.16527720581426,0.10073952419283394,0.09221383252238757,True,1.1342322501819124,,0.376,Nordic,True,True,,77.53274547119241,69.22750424448218,49.61571965141905,58.687287045784885,96.51656754460492,66.98584512905911,,50.0,,50.0,56.90601716728209,standard,224,980130,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-11.9,1.3989847502671182e-06,65.5
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,United States,USD,100787072525.63773,26.900418499999997,22.508066,0.8,13.941792499999998,11.6881695,11.968,23.249,0.185294995,0.06401499899999999,0.09779000000000002,0.14523001000000002,-0.10287998000000004,0.128,0.642,0.686,11.900499999999997,1.0587499999999999,1.458,376312448.0,2435000064.0,4848000000.0,103200071680.0,0.19,0.1067,0.48,,0.12,1778198400.0,1.193,280.6163847930776,165.13677814193298,251.89999389648438,303.228,1.45455,20.0,3.44,0.0218,0.0086900005,0.94475,False,False,,0.485,2401614.0,2598040.0,0.891048002051474,-1.72,0.75,29.78,,-0.10233326510056873,0.306714788239854,40.73262128019621,0.0053333354866815785,0.149255497353445,False,0.24380796137502242,,0.922,US,True,True,42.79094737195295,75.50301954843941,65.15280135823429,82.55740047858092,59.22734991250147,39.167374681393376,66.98584512905911,51.95195195195195,50.0,77.18631178707224,48.5,64.83076921870794,standard,75,654446260,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,8.3,-0.01751764863729477,34.5
FORTUM.HE,Fortum Oyj,Utilities,Utilities - Renewable,Finland,EUR,19013034492.540924,4.896799499999998,6.3126745,13.9,0.24465373000000012,3.5510764,3.845,1.3929999999999998,-0.007245000000000008,0.0036300000000000013,0.060325000000000004,0.06010999,-0.02196999999999999,0.136,0.1,0.16,-88.0545,1.0122499999999999,1.619,447282304.0,2523000064.0,4009999872.0,20526198784.0,3.49,0.8043,0.74,6.75,0.74,1775001600.0,0.096,22.920000076293945,13.912978761743922,21.190000534057617,17.695,3.9,20.0,,,0.5298,0.21845,False,False,,0.5,1146986.0,455022.0,0.5982353899908128,0.47,10.46,24.08,,-0.07547990996848464,0.2848044769593423,55.443035529759435,0.0026328583797132765,0.1512404109600094,True,0.9137639548981185,,0.197,Nordic,True,True,76.86462999312161,58.18684786306617,73.45783814374647,51.841170750513335,78.80446259038057,70.7731520815633,66.98584512905911,73.57357357357357,50.0,,50.0,64.77927837090964,standard,76,11114601,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,3.2,-0.03669647127389908,9.9
INCY,Incyte Corporation,Healthcare,Biotechnology,United States,USD,20453696480.181923,-12.642858,-4.294167,0.3585,0.18739339999999982,3.8152623,3.074,-2.905999999999999,0.18434500500000003,0.07766,0.144449995,0.06225751000000003,0.07432,0.127,0.726,0.917,-58.28350000000001,1.6575000000000002,3.402,-257570496.0,4015824896.0,39430000.0,16477301760.0,,0.0,,,,,0.79,112.29000091552734,66.73999786376953,102.37999725341797,107.95833,2.42857,24.0,7.59,0.0952,0.01881,1.0648301,False,False,,0.4,1486053.0,1491970.0,1.7443077685131676,2.53,6.71,0.87,,-0.08825366088975628,0.3305874677305004,69.15988601811453,0.060827081907549374,0.06641331554695573,True,1.0364074891611055,,0.838,US,True,True,,80.16078085452838,58.531409168081495,80.89779952257824,61.13998935872672,70.00849617672048,11.823480432972524,35.93593593593594,50.0,23.76425855513308,40.0,64.68273214661525,standard,77,152747885,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,,0.007858832366764545,72.4
KIT.OL,Kitron ASA,Technology,Electronic Components,Norway,NOK,24472806838.613487,6.9889907499999975,2.4058149999999987,2.11,1.719326225,28.913996,29.432,261.634,0.05546000500000002,0.0027299959999999984,-0.002610000000000001,-0.015050009999999989,-0.08892,0.523,1.038,1.632,4.405999999999999,-0.34350000000000014,1.012,-776205168.0,80800000.0,125200000.0,24911067136.0,0.63,0.1096,0.7,1.88,0.7,1777248000.0,0.995,115.80000305175781,53.84967665078595,111.9000015258789,109.67882,,5.0,,,0.02678,0.61325,False,False,,0.5,692512.0,434711.0,0.5504058631373905,8.12,4.77,94.52,,-0.0336787687659712,0.40788048552690126,56.043964335778476,0.08544123822632854,0.3920439563460103,False,0.7308390296879058,,0.699,Nordic,True,True,20.094955290486016,50.81747118415073,81.38087153367289,83.46483294184817,45.94750738827527,65.42056074766354,66.98584512905911,28.22822822822823,50.0,,50.0,56.60194095096659,standard,235,5148359,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,4.7,0.05116140842437744,91.4
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,Brazil,BRL,222707438063.02936,-5.986845999999998,-1.5938510000000008,4.1096,0.4172716000000003,1.1216824,1.711,1.2255000000000003,0.13095001500000003,0.020419997999999995,0.14523499999999998,0.164235015,0.17477002000000003,-0.0445,-0.35700000000000004,-0.072,7.879000000000005,-0.55625,0.426,81246608512.0,47600001024.0,371690995712.0,852294303744.0,9.48,0.3117,3.88,22.06,0.700973,1780358400.0,-0.156,49.179244435835535,26.54054136034827,40.88999938964844,54.11667,1.76923,12.0,,,0.0,0.62431,False,False,,0.5,54560222.0,46882230.0,0.7061522197420446,-12.04,4.06,34.19,,-0.16855169576674012,0.24997634166270172,23.53055693460425,-0.09973164496749531,0.1572041978953156,False,0.1162267869225429,,0.671,LatAm,True,True,93.5261518501742,80.35072421581825,61.60158460667799,31.186797362088555,67.65840023971742,27.017841971113,66.98584512905911,96.8968968968969,50.0,,50.0,64.44758365718094,standard,79,370716918,False,4,NEUTRAL,0,VARNING,False,5,0.7142857142857143,HÖG,VÄNTA,0.8,-0.012352555990219116,44.8
CABK.MC,"CaixaBank, S.A.",Financial Services,Banks - Regional,Spain,EUR,80025116359.65244,2.0556395,1.0492940000000006,0.94,0.8141012499999999,5.1772733,5.61,,0.0326775,0.004160001,0.17584749099999997,0.22511505499999995,-0.37562,-0.034,-0.049000000000000016,0.069,,,,,47705001984.0,54319001600.0,86713679872.0,4.35,0.96769994,0.5,4.99,0.3321,1775520000.0,0.132,11.744999885559082,6.8459697700088995,11.489999771118164,11.85952,2.28571,21.0,,,0.49707,0.24625999,False,False,,0.5,9768426.0,7983068.0,0.44215796688650055,5.03,18.17,20.75,63.39,-0.02171137649430288,0.24390921097535492,63.55420458142623,0.06334944931229658,0.18255989535305006,False,0.6566579029704529,,0.974,Europe,True,True,,61.3073833737659,83.42335010358094,52.76628469942429,85.38607289956414,43.24553950722175,66.98584512905911,,50.0,,50.0,56.43313599087746,standard,238,105735387,False,2,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-3.4,0.007410835474729538,72.2
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,87580629235.14389,18.5391725,19.3047605,2.6011,6.198726150000001,9.960181,9.631,17.293,0.08312750000000001,0.11146,0.14123000000000002,0.18438000000000002,0.10137002999999994,0.234,0.256,0.286,-98.00825,2.19025,2.682,867902976.0,2984993024.0,94469000.0,84690100224.0,,0.0,,,0.005208,,0.542,90.44000244140625,58.09000015258789,89.55000305175781,89.46261,2.03846,23.0,3.75,0.0286,0.28295,0.70914,False,False,,0.437,5318311.0,5455610.0,0.9418795945169022,16.0,18.44,21.03,,-0.009840771402290116,0.2642502161248498,59.332341551232105,0.11751437356039007,0.196455164460289,False,0.9142448459855849,,0.729,US,True,True,50.688957113538116,82.13844102403289,83.616298811545,73.42277806934847,75.60849155997535,41.54630416312659,11.823480432972524,60.76076076076076,50.0,65.8745247148289,43.7,72.28520313614877,standard,15,488549892,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,9.7,-0.009049014188349247,52.7
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,Canada,CAD,376053031973.26025,0.5404359999999997,3.1449750000000014,2.5563,0.7698742499999996,5.72231,1.156,,0.04062750000000001,-0.007149999999999997,0.106227495,0.082035005,-0.38794,0.1,0.14,0.256,,,,,794214006784.0,483078995968.0,75986878464.0,2.6,0.41349998,7.04,3.51,1.64,1785110400.0,0.94,272.3500061035156,168.29205787754913,270.6000061035156,265.4643,2.0,14.0,2.15,,0.00027000002,0.49355,False,False,,0.5,3719739.0,3325120.0,0.6026519412346184,9.24,22.46,25.5,,-0.006425555207569378,0.13808136760361805,77.67586580844096,0.10331002276752677,0.21812662154801798,True,0.8968595590456506,,0.945,Canada,True,True,,53.41067951416706,86.3469156762875,73.83550823888044,69.94931655295869,22.514868309260834,66.98584512905911,,50.0,,50.0,56.26693292247511,standard,242,645788759,False,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-6.0,-0.00469545042142272,59.9
SU.TO,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,CAD,102547717862.97583,-4.463563499999996,-1.4083919999999992,11.41,0.16404109999999994,2.0081408,2.234,-1.6004999999999994,0.040034999999999994,0.011260000000000006,0.03420499999999999,0.031774995,0.19990999999999998,0.1265,0.013999999999999957,0.243,-7.843499999999999,0.24875000000000003,0.888,5835087296.0,3271000064.0,14812000256.0,114088722432.0,2.76,0.4449,2.4,3.87,0.6,1780531200.0,0.564,95.89465222997927,47.887135508642395,86.8499984741211,99.15789,2.2,19.0,2.88,,0.00014999999,0.75091004,False,False,,0.5,6475803.0,7188740.0,1.1446324315795011,-0.55,13.25,41.28,,-0.09431864598837947,0.24429199723628234,34.93709405071175,-0.027421732618421957,0.24124073912255217,False,0.19416766896939602,,0.618,Canada,True,True,,66.63279137443604,76.37238256932655,62.00977001342628,68.60052609558022,38.74256584536958,66.98584512905911,91.3913913913914,50.0,,50.0,64.22285005490892,standard,81,448103099,False,4,NEUTRAL,0,VARNING,False,5,0.7142857142857143,HÖG,VÄNTA,6.6,0.001340339775197208,67.6
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,DKK,952331962129.6216,-12.448744000000003,-1.6552629999999997,3.2534,3.3822241,3.8359804,4.227,-6.822,0.589075005,0.13166000999999997,0.28813001499999996,0.4517375,0.40560996000000005,0.15799999999999997,0.559,0.672,31.869499999999995,-1.389,0.541,-12897342592.0,21625999360.0,146381996032.0,1385771958272.0,5.6,0.4269,15.9,1.81,7.95,1774569600.0,0.349,509.65771503976435,216.7734285890619,283.8500061035156,311.77563,2.69231,23.0,,,0.05283,0.33438,False,False,,0.5,6143654.0,6014921.0,1.147548793198521,2.1,23.07,2.31,,-0.44305757035117355,0.5452928387634516,40.83998598093461,0.07743788926564243,-0.07018415986483884,False,0.316519687744472,,0.56,Nordic,True,True,,96.46105601852494,45.69892473118279,73.4440674090844,39.12299802153299,17.50212404418012,66.98584512905911,40.44044044044044,50.0,,50.0,64.2004652683348,standard,83,263254250,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,1.8,-0.009547644294798374,51.6
CNR.TO,Canadian National Railway Company,Industrials,Railroads,Canada,CAD,101872405480.95703,-8.906448499999996,-0.498307999999998,2.6916,0.9149734999999994,5.895394,7.183,-3.085000000000001,0.08091000000000001,0.023344994999999997,0.18935000000000002,0.24703999999999998,0.17866999999999994,-0.068,-0.061,-0.013,47.31700000000001,-0.69875,0.403,1757712576.0,586000000.0,22666000384.0,124120342528.0,2.18,0.4713,3.66,2.03,0.915,1780963200.0,1.002,169.85000610351562,124.46398935242772,167.94000244140625,160.21053,2.25926,19.0,1.49,,0.02668,0.73506,False,False,,0.5,1656622.0,1856960.0,0.6775372504919877,9.81,16.44,23.54,,-0.011245237524132423,0.21169184605414143,85.80903406311631,0.09241064389008202,0.2025873430044356,True,0.8764009692913891,,0.528,Canada,True,True,,81.27621072843097,83.05036785512168,35.019229361509815,45.289971060688615,38.997451146983856,66.98584512905911,66.26626626626627,50.0,,50.0,56.18200836771821,standard,246,223826787,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.4,-0.010508036240935326,49.7
