ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days
6723.T,Renesas Electronics Corporation,Technology,Semiconductors,Japan,JPY,8164326294000.0,,-6.042869,2.5544,0.4837881000000001,5.8621116,6.51,8.9265,-0.13592,-0.0007800019999998,-0.085715,0.1219099875,0.2428999950000001,0.232,1.585,1.621,17.508000000000003,-0.5569999999999998,0.865,142302248960.0,307907002368.0,1205048967168.0,9067115315200.0,0.62,0.3081,28.0,,28.0,1766966400.0,1.192,4689.0,1635.0516868465108,4500.0,3489.2307,1.84615,13.0,,,0.09187,0.54263,False,False,,,15272030.0,18729040.0,0.89,33.54,77.48,,,0.0,0.6829,75.6,49.49,,True,0.8916164869651736,,0.512,Japan,True,,61.597301351783386,44.847239711328974,96.09164420485175,77.86015629837036,31.741049345458954,9.581646423751687,67.60471204188482,67.53670473083197,50.0,,50.0,63.27719996761693,standard,26,547824420,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.0,0.10142983496189117,97.0,0.75,2026-06-04,0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,15197428056720.0,14.719397999999998,17.0480425,2.9071,7.68477345,4.110356,3.953,13.055000000000001,0.17914750499999998,0.099675012,0.062569995,0.029670003999999972,0.29546999999999995,0.054000000000000006,0.5085,0.522,-28.677,0.2660000000000001,1.559,369835872256.0,725499969536.0,186199998464.0,14613833842688.0,0.24,0.0719,26.0,0.37,13.0,1790640000.0,0.86,11390.0,6028.418262645158,10920.0,10475.0,1.625,16.0,,,0.03449,0.53567004,False,False,,0.5,6526528.0,7264120.0,0.47,42.01,56.77,,,-2.79,0.5212,82.6,32.48,,True,0.8386558769429043,,0.943,Japan,True,True,65.92936132538712,77.75719806174735,66.61051212938006,74.4358590631676,44.09176855248384,6.747638326585695,67.60471204188482,78.14029363784665,50.0,,50.0,63.239151366309265,standard,27,515607238,False,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,0.2,-0.032872121781110764,15.6,0.875,2026-06-04,0
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,109062039931.43309,20.088255000000004,20.635528,3.3196,104.027881975,15.340324,14.957,26.077,1.1756599975,0.07251001,0.165960004,0.16930499499999999,0.35097999999999996,0.067,0.07499999999999998,0.233,7.2379999999999995,-0.5599999999999998,1.034,992792032.0,3294899968.0,567200000.0,106334339072.0,,0.0,,,,,0.919,149.02999877929688,70.12000274658203,148.86000061035156,107.86111,2.69767,36.0,3.28,0.0324,0.17387,0.72448,False,False,,0.5,6142841.0,6499530.0,1.21,62.9,73.51,,,-1.6,0.4658,80.8,46.4,,True,0.911552300010908,,1.0,US,True,True,46.75580184773787,89.25502345232391,70.85579514824798,68.22449497329652,43.42622607393661,43.31983805668016,12.172774869109947,57.74877650897226,50.0,54.7112462006079,50.0,63.22176718559907,standard,28,967520040,False,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.2,0.000996623421087861,66.6,0.875,2026-06-04,0
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,267159399570.90308,20.197243999999998,18.207453,2.0366,39.447955975,20.399048,20.49,26.916999999999998,0.8014999575,0.14947000000000002,0.247669984,0.268634995,0.1624,-0.019000000000000003,-0.093,0.103,55.328,1.313,1.963,2069929056.0,4957938176.0,6145359872.0,268346834944.0,0.45,0.2152,9.2,0.95,2.3,1779062400.0,1.501,2060.080078125,751.496563218555,2045.199951171875,1855.138,1.93333,29.0,3.26,0.028900001,0.00097000005,0.93766,False,False,,0.1,985258.0,948860.0,1.08,22.79,48.87,,,0.0,0.5358,68.3,20.59,,True,1.0274202622277238,,0.878,US,True,True,44.2458212760376,89.81045394498182,94.0700808625337,46.647114961739476,39.62749711915342,28.74493927125506,67.60471204188482,54.48613376835236,50.0,61.39817629179332,10.0,62.96789890387185,standard,29,1940608426,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-0.5,-0.010002811439335346,47.7,0.875,2026-06-04,0
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,72103200844.8435,4.034392999999998,9.766414750000001,2.7179,8.13772415,3.0448039,3.027,5.952500000000001,0.24345999,0.057249999999999995,0.0178699945,0.02216750249999999,-0.12465997000000001,0.13799999999999998,0.259,0.356,-4.573,0.2044999999999999,0.884,1224289888.0,4130980096.0,4723149824.0,71981129728.0,0.8,0.2318,1.78,1.03,0.445,1780963200.0,0.875,237.41000366210938,123.61246471473268,223.82000732421875,256.17648,1.57895,17.0,3.27,0.0271,0.02148,0.9455,False,False,,0.5,2822638.0,4102770.0,0.72,2.29,8.51,,,-0.93,0.2656,68.1,4.59,,True,0.5477929371960786,,0.946,US,True,True,66.58570175510505,62.93049674922334,56.60377358490567,76.02297468402685,59.69648205919679,52.90148448043185,67.60471204188482,69.49429037520392,50.0,63.829787234042556,50.0,62.661919402628364,standard,30,918282011,False,5,NEUTRAL,0,UPPTREND,False,6,0.8571428571428571,HÖG,OK,-0.3,-0.02554158866405487,22.4,0.875,2026-06-04,0
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,United States,USD,66001097153.50806,-17.147005,6.585547000000001,4.58,10.5174538,11.632134,14.434,0.5129999999999981,1.0675999999999999,0.026967501250000005,0.44751500200000005,0.053969989999999995,0.36376,0.136,-0.07150000000000001,0.159,365.2345,-0.41700000000000004,0.195,1674432608.0,542955008.0,28989048832.0,95967215616.0,4.32,0.60150003,8.8,5.11,2.2,1780963200.0,1.363,208.7899932861328,150.01149822129392,203.52999877929688,214.4,2.19048,20.0,0.0,0.0,0.01799,0.95093,False,False,,0.1,1569982.0,1630030.0,1.24,0.61,2.42,,,-1.93,0.1934,58.3,2.22,,False,0.5159258967166354,,0.0,US,True,True,78.04975120299704,84.19097619673221,47.13611859838275,41.498859429199946,34.46271994695105,54.655870445344135,67.60471204188482,70.47308319738988,50.0,99.0,10.0,62.540557383730935,standard,31,331760004,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-0.4,-0.030992992222309113,16.8,0.875,2026-06-04,0
MYCR.ST,Mycronic AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,59596449722.068726,9.556614999999994,-0.1887529999999984,0.42,3.927425,7.181161,6.869,5.685499999999999,0.067775005,0.070294999,0.13412998599999998,0.268879985,0.10491996999999997,0.10800000000000001,0.08,0.153,-52.884,0.8120000000000003,1.592,628032384.0,2721999872.0,401000000.0,57002024960.0,1.07,0.3247,3.25,1.36,3.25,1778112000.0,0.723,315.0,172.10615932907666,305.20001220703125,260.25,3.25,4.0,,,0.002,0.83961,False,False,,0.5,288008.0,320712.0,0.11,2.32,47.7,,,-3.27,0.3863,49.1,11.7,,False,0.6821139894852161,,0.267,Nordic,True,True,60.985760777787796,78.30540238381198,64.85849056603774,47.08802622149348,58.07381860606304,56.14035087719298,67.60471204188482,60.848287112561174,50.0,,50.0,62.335401046600445,standard,32,9298724,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,0.3,0.010303687304258347,76.0,0.875,2026-06-04,0
8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,JPY,35375591159273.0,2.9281495,4.091433499999996,1.6184,0.5193396499999998,4.1548667,-0.666,,0.025255004999999997,0.0006350010000000066,0.08489749750000003,0.10026254899999998,-0.29636,,,,,,,,151902574608384.0,110384014950400.0,-5666401419264.0,3.15,0.405,96.0,3.25,48.0,1790640000.0,0.325,3170.0,1857.363471186232,3137.0,3130.0,1.83333,12.0,,,0.03565,0.40375,False,False,,0.5,41062256.0,42925610.0,1.34,10.69,16.38,,,0.0,0.3433,69.5,10.43,,True,0.8921344295748078,,1.0,Japan,True,True,,51.395382209085575,84.77088948787062,95.28795811518324,67.47221379015241,3.913630229419703,67.60471204188482,,50.0,,50.0,62.2923905046941,standard,33,875274651,False,2,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,1.6,-0.011515951715409756,44.9,0.625,2026-06-04,0
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,19554801715680.0,12.311422000000004,15.933020499999994,3.0886,0.9169898249999999,16.72367,14.971,12.919,,,0.321800034,0.46713000400000004,0.53382994,0.044999999999999984,0.04300000000000001,0.254,,8.463000000000001,9.963,,1493889056768.0,0.0,17505530675200.0,0.7,0.2996,550.0,0.5,275.0,1789603200.0,0.985,84170.0,51271.96903921346,80630.0,83256.25,1.6875,16.0,,,0.22763,0.37557,False,False,,0.5,841631.0,782650.0,0.74,0.87,27.8,,,-4.91,0.4518,55.8,16.22,,False,0.720115970251772,,0.75,Japan,True,True,,97.43589743589745,57.71563342318059,58.22830551739219,56.12263358532016,6.0728744939271255,67.60471204188482,,50.0,,50.0,62.2189777319752,standard,34,410182952,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.2,0.05381951481103897,91.1,0.625,2026-06-04,0
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,United States,USD,220770179870.1481,22.641437000000003,16.588457999999996,2.195,9.966773975,22.736607,21.465,30.236,0.1669499775,0.08023999999999999,0.274220004,0.28387497500000003,0.18330999999999997,0.21699999999999997,0.03900000000000001,0.257,,1.1160000000000003,2.176,3541979488.0,12353200128.0,0.0,208422797312.0,,0.0,,,,,1.673,179.8000030517578,85.58000183105469,175.3300018310547,188.19922,1.27586,27.0,1.82,0.02,0.1727,0.72815,False,False,,0.5,8967106.0,10111080.0,0.8,2.44,25.09,,,-1.89,0.56,79.2,15.33,,True,1.0456279481004014,,0.941,US,True,True,53.958946445113,86.94721113273953,63.40970350404312,71.50726748271309,34.454912401969565,31.17408906882591,12.172774869109947,69.33115823817292,50.0,75.07598784194529,50.0,62.11209181007272,standard,35,1772775675,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.4,0.04698885977268219,89.5,0.75,2026-06-04,0
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,4629454790489.014,0.550381999999999,9.990567999999996,2.4621,37.013598975,10.254816,10.291,10.087,1.2664498975,0.19894000000000003,0.16257002399999998,0.17923499499999998,0.026559999999999973,0.032,0.007000000000000006,0.194,29.476,-0.6429999999999998,0.906,100270488416.0,68507000832.0,84710998016.0,4645658820608.0,0.34,0.1259,1.08,0.5,0.27,1778457600.0,1.065,315.45001220703125,194.29916455806153,315.20001220703125,310.507,1.97917,43.0,2.84,0.0095,0.01632,0.65819,False,False,,0.5,44471914.0,47705410.0,1.04,9.28,19.31,,,-1.57,0.2263,64.0,11.29,,True,0.8967950002007689,,0.911,US,True,True,64.88133981489831,84.25933751617205,61.65768194070081,58.786820047729854,49.36983386796286,11.875843454790823,67.60471204188482,73.7357259380098,50.0,93.16109422492401,50.0,61.939067540621025,standard,36,15036745814,False,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-0.5,-0.0544767789542675,5.1,0.875,2026-06-04,0
6479.T,MINEBEA MITSUMI Inc.,Technology,Electronic Components,Japan,JPY,1832078757678.0,-8.110918000000002,-2.288990000000002,1.07,-0.6915699000000001,1.100753,1.261,-3.5265000000000004,-0.01288,-0.006090002,-0.0193050019999999,0.0258800074999999,-0.1623800149999999,0.153,2.142,2.142,23.146,-0.0799999999999999,0.97,-97354997760.0,227522002944.0,482491006976.0,2099107725312.0,1.32,0.2028,60.0,1.51,30.0,1790640000.0,0.941,4617.0,1861.3820131373789,4562.0,3696.0,1.73333,15.0,,,0.062319998,0.60813,False,False,,,2431498.0,2727570.0,0.89,51.0,62.0,,,0.0,0.4595,77.8,48.01,,True,0.9427720790907343,,0.34,Japan,True,,,37.076444241596064,95.14824797843666,70.00941851989255,46.17795342978499,16.194331983805668,67.60471204188482,18.107667210440457,50.0,,50.0,61.83643471459278,standard,37,80880633,False,4,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0,0.03987983614206314,87.6,0.875,2026-06-04,0
ALK-B.CO,ALK-Abelló A/S,Healthcare,Biotechnology,Denmark,DKK,51942583236.0,22.466699999999996,20.08036275,9.87,5.940320999999999,8.71343,8.654,13.745000000000001,0.08411500500000002,0.06553500000000001,0.11148000300000001,0.15798749250000005,0.25281,0.08600000000000001,0.127,0.234,-35.8585,1.07275,1.916,14657344.0,1544999936.0,410000000.0,56781471744.0,0.61,0.2759,1.6,0.66,1.6,1773705600.0,0.678,271.0,171.10009130256813,258.0,297.5,1.4,4.0,,,0.0,0.64079005,False,False,,0.5,220304.0,222116.0,0.07,1.93,20.69,,,-1.49,0.2699,69.0,13.1,,False,0.4779033193089488,,0.675,Nordic,True,True,42.145269577905836,79.85872994081535,63.00539083557952,60.097828543386456,70.30213426862258,59.24426450742241,67.60471204188482,45.02446982055465,50.0,,50.0,61.76962813594053,standard,38,8194748,False,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.1,-0.050082817673683167,6.3,0.875,2026-06-04,0
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,Australia,USD,236633149196.059,-3.8952735000000036,0.8351302500000015,5.95,1.623758,4.3830695,9.144,4.663,0.129959987,0.07490000549999999,0.08018498999999998,0.25337249549999996,0.37878999999999996,0.020000000000000004,-0.14199999999999996,0.277,-4.472999999999999,-0.18199999999999983,1.232,7316866912.0,13509000192.0,29195999232.0,493667549184.0,2.86,0.5464,2.66,7.08,1.46,1772755200.0,0.797,93.69999694824219,44.85666350667274,93.1500015258789,68.07143,3.125,7.0,6.29,0.0061000003,5e-05,0.04303,False,False,,0.5,3007687.0,2543510.0,0.87,14.65,22.54,,,-2.47,0.3543,50.1,12.88,,True,0.9981695339505525,,0.5,US,True,True,65.92132768245797,84.39479396897812,60.74797843665768,41.731563858558346,46.415569786451236,30.229419703103915,67.60471204188482,66.06851549755302,50.0,94.22492401215806,50.0,61.74288325394551,standard,39,236927960,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,0.1,0.03316159173846245,85.7,0.875,2026-06-04,0
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,USD,86437140522.85287,-1.3666599999999995,3.1036300000000017,1.9663,22.2530218,7.989161,12.625,0.5300000000000011,0.23122,0.020457501250000003,0.009644981999999996,0.07928001999999998,0.28757999999999995,0.01100000000000001,0.5335,0.759,352.3115,-0.30899999999999994,0.264,3794104672.0,1608800000.0,45131198464.0,136589041664.0,3.76,0.8226,6.98,2.93,1.79,1781222400.0,0.9,227.7682246060024,163.4468972054467,185.52999877929688,216.13635,1.68,22.0,3.09,0.0222,0.00084,0.96643996,False,False,,0.245,3104011.0,2983460.0,1.82,2.31,-1.91,,,-4.68,0.262,66.0,2.56,,True,0.7297914181713884,,0.638,US,True,True,85.2826940575635,71.65304561997506,35.98382749326146,63.35133428343757,38.82585826899468,48.178137651821864,67.60471204188482,80.91353996737357,50.0,70.82066869300911,24.5,61.724628030271106,standard,40,553521330,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.1,-0.02659919485449791,20.5,0.875,2026-06-04,0
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,DKK,930524114249.6216,-11.893795,-1.3346542500000007,3.2676,3.306243,3.7481387,4.143,-6.6370000000000005,0.589075005,0.13179500999999996,0.288440013,0.4518774925,0.40560996000000005,0.16199999999999998,0.5640000000000001,0.672,29.9865,-1.39225,0.541,-12897342592.0,21625999360.0,146381996032.0,1358228226048.0,5.73,0.4269,15.9,1.81,7.95,1774569600.0,0.348,509.65771503976435,216.7734285890619,277.3500061035156,309.9496,2.69231,23.0,,,0.05283,0.33442003,False,False,,0.5,6201751.0,6150653.0,0.34,-2.88,19.49,,,-29.17,0.5442,31.9,4.38,,False,0.029932931476231467,,0.56,Nordic,True,True,,95.71680405906889,39.01617250673854,71.46533290119979,41.96217145353154,19.4331983805668,67.60471204188482,35.39967373572594,50.0,,50.0,61.69962478639432,standard,41,243941362,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.8,-0.007504312787204981,52.2,0.875,2026-06-04,0
FORTUM.HE,Fortum Oyj,Utilities,Utilities - Renewable,Finland,EUR,19147623820.011692,5.6135914999999965,6.986157249999999,13.9,0.38415785000000024,3.5863693,3.777,1.3575000000000008,-0.007245000000000008,0.0035600000000000007,0.060944996,0.06164499500000001,-0.02196999999999999,0.136,0.1,0.16,-89.9375,1.013,1.619,447282304.0,2523000064.0,4009999872.0,20167292928.0,3.57,0.8043,0.74,6.75,0.74,1775001600.0,0.119,22.920000076293945,13.912978761743922,21.34000015258789,17.695,3.9,20.0,,,0.5298,0.2181,False,False,,0.5,1167981.0,590467.0,0.26,0.0,9.94,,,-6.81,0.3147,60.8,-0.11,,True,1.0276960251587262,,0.197,Nordic,True,True,78.60218711829948,51.90695987147818,45.4177897574124,48.42325461654757,76.17774884460324,78.00269905533064,67.60471204188482,74.06199021207178,50.0,,50.0,61.691473383370905,standard,42,13608611,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.3,-0.035886358469724655,12.5,0.875,2026-06-04,0
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,418942659922.7948,9.843428499999998,8.838640999999999,1.5806,60.29500350000001,12.436145,12.753,11.689499999999999,2.185360005,0.230965,0.20855749750000002,0.23865750999999996,0.54794,0.097,0.07499999999999998,0.184,214.64550000000003,-0.7464999999999999,0.564,15327866720.0,8218999808.0,18959998976.0,432814325760.0,0.73,0.1823,3.48,0.54,0.87,1775692800.0,0.759,599.0458118803059,477.67999267578125,477.67999267578125,646.9722,1.33333,36.0,1.94,0.0081,0.00114,0.91482,False,False,,0.5,3503098.0,3550550.0,1.4,-5.14,-9.97,,,-18.48,0.2436,34.4,-5.74,,False,-0.2818164451365771,,0.899,US,True,True,73.15554116422241,95.44692186165115,12.938005390835581,64.74429455049587,39.63200189010213,24.966261808367072,67.60471204188482,87.60195758564437,50.0,93.61702127659575,50.0,61.649390399347155,standard,43,1696026698,False,6,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.6,6.838535773567855e-05,65.4,0.875,2026-06-04,0
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,337357662151.5412,0.0,6.891816000000001,4.0266,6.1887188,6.845176,7.513,9.511999999999999,0.25030752,0.028425002500000005,0.18800000000000003,0.22273499099999997,0.16537999999999997,0.08499999999999999,0.149,0.178,26.958749999999995,0.28200000000000003,0.782,2303992160.0,13820000256.0,44646998016.0,370285641728.0,2.7,0.64779997,2.12,2.89,0.53,1781481600.0,0.356,82.66000366210938,64.45102779330306,78.41000366210938,86.06,1.75,23.0,3.37,0.0113,0.09897,0.68139,False,False,,0.5,15003230.0,15622250.0,0.97,0.36,2.95,,,-3.86,0.167,41.1,1.09,,False,0.177370063771983,,0.887,US,True,True,50.33556854418913,82.09154482883608,43.66576819407008,65.42589796185136,77.19241899295832,27.39541160593792,67.60471204188482,52.20228384991843,50.0,90.12158054711246,50.0,61.62530197365665,standard,44,1224940680,False,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,-0.1,-0.007991028018295765,51.6,0.875,2026-06-04,0
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,United States,USD,327913325137.1283,-4.069514999999999,4.257039000000002,3.9377,2.2578558,3.7814195,4.078,1.4800000000000004,0.12770750000000003,0.0425849925,0.10162000000000002,0.102654991,0.05777999999999994,0.038,0.025,0.043,-30.333250000000007,-0.3440000000000001,0.487,11913492320.0,12305999872.0,37026000896.0,353618296832.0,3.02,0.618,4.26,2.47,1.089,1776988800.0,0.398,166.00000775715966,135.62849904935726,140.82000732421875,163.77274,2.04167,22.0,3.36,0.0127,0.00066,0.71926004,False,False,,0.5,9536165.0,8908960.0,1.04,-3.25,-8.28,,,-15.52,0.2109,45.1,-2.47,,False,0.16766159329290467,,0.869,US,True,True,86.86511677473828,73.78964067045432,16.576819407008085,53.426864919162824,65.72798833570448,27.800269905533064,67.60471204188482,86.2969004893964,50.0,87.84194528875379,50.0,61.43777135826262,standard,45,1254559812,False,6,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,-0.1,-0.012074578553438187,43.1,0.875,2026-06-04,0
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,Canada,CAD,367659227556.2959,-0.08710599999999857,3.0574524999999992,2.5563,0.6980926999999997,5.5945835,1.029,,0.041965,-0.008404999999999996,0.10834749750000006,0.08431249499999999,-0.38794,0.1,0.138,0.256,,,,,794214006784.0,483078995968.0,67595882496.0,2.66,0.41349998,7.04,3.51,1.64,1785110400.0,0.937,265.1000061035156,167.8941127398684,264.55999755859375,262.17856,2.0,14.0,1.99,,0.00027000002,0.49069,False,False,,0.5,3720819.0,3522720.0,0.68,9.31,19.06,,,0.0,0.1498,78.8,9.24,,True,0.8216885182466707,,0.945,Canada,True,True,,48.530887151545016,86.2533692722372,70.21410729766981,72.93400066562556,26.180836707152494,67.60471204188482,,50.0,,50.0,61.218421949893475,standard,46,680338680,False,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.2,-0.013824661262333393,40.4,0.75,2026-06-04,0
