ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,data_warnings,roe_raw,roa_raw,pe_trailing_raw,pe_forward_raw,revenue_growth_raw,earnings_growth_raw,debt_to_equity_raw,current_ratio_raw,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,29696377233.12,51.3297415,40.27795775,,9.94155965,22.036493,21.749,42.949,,,0.13031500200000004,0.16488998000000002,0.18578498,0.19050000000000003,0.49550000000000005,0.655,0.0,,,,32330000384.0,70000000.0,2442438115328.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.0032181935207037118,0.2722,30.0,0.62,30.0,1784851200.0,0.245,9615.0,5613.352076705792,9322.0,8447.0,2.58621,29.0,,,0.51992,0.30374,False,False,,0.5,462992.0,489879.0,1.15651707429084,9.67,39.45,49.0,,-0.030473218928757095,0.24089055752658095,68.47048300536673,0.13732011684425416,0.3654212893922768,False,0.691504517305043,,1.0,['market_cap: INR -> USD (x0.012) 2474698102760.0 -> 29696377233'],,,84.41547,61.95091,0.278,0.657,0.042,,India,True,True,,81.66967493054449,94.48015075281755,84.64617481767603,84.64296794781825,50.786713286713294,32.38255033557047,,50.0,,50.0,77.8722196191038,standard,6,47798323,False,4,NEUTRAL,0,38.2,False,29.404362416107382,52.76845637583892,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.3
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,Brazil,BRL,266878567571.0,,,5.5093,0.38148970000000004,1.2206368,1.723,1.2289999999999974,0.160947495,0.0247874985,0.175235003,0.23874749500000003,0.20297003000000002,0.11099999999999999,-0.10200000000000009,0.968,7.914499999999997,0.0,0.535,91592332544.0,53764001792.0,366532984832.0,945220878336.0,222337000000.0,,89195000000.0,,,27758000000.0,,19634000000.0,36047000000.0,0.08857142857142856,0.2872,4.34,22.26,1.348143,1787529600.0,-0.213,49.599998474121094,26.715396513118954,49.0,57.025,1.46154,12.0,,,0.0,0.58864,False,False,,0.5,40115132.0,44505750.0,0.5727154105354122,21.93,29.39,15.81,,-0.012096743802001209,0.26312932712953685,75.90907367631159,0.17313824010420786,0.270058203409018,True,0.857703754768061,,0.768,"['market_cap: valuta BRL saknas i FX-tabell, lämnas oförändrad']",0.30274,0.10073,4.846687,4.9600163,0.423,0.968,76.067,0.854,LatAm,True,True,93.07804523682495,83.59553987125338,80.28076298964024,65.57508383144749,70.58277307686453,12.5,99.32885906040269,96.22245540398741,50.0,,50.0,75.25304441775175,standard,13,425418774,False,5,NEUTRAL,0,59.6,False,94.12751677852349,11.996644295302012,78.02013422818791,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,1.0
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,United States,USD,39142379076.63071,,,2.0355,20.494746325,5.295952,5.155,0.0,0.989814995,0.04960500549999998,0.08017998949999999,0.11018000000000003,0.26015996999999996,0.12949999999999998,0.309,0.609,128.54749999999999,0.0,0.994,261878272.0,3576000000.0,2534000128.0,38100377600.0,10744000000.0,,6925000000.0,,,1695000000.0,,1276000000.0,2067000000.0,0.010437575334911586,0.2938,2.08,2.23,0.52,1791504000.0,1.432,209.05999755859375,92.93030836511167,199.27999877929688,195.125,2.3,16.0,4.53,0.054899998,0.00417,1.01958,False,False,,0.589,2702375.0,2793480.0,1.0508973654052596,-1.37,24.56,107.27,,-0.046780823177594355,0.4406092933316612,56.36693380402283,0.09850067334654633,0.5130768479315899,False,0.7727390247824103,,0.966,[],1.14818,0.116560005,28.186703,18.041443,0.299,0.635,169.498,1.242,US,True,True,,84.5169960520957,91.3277890190561,79.2189933057423,16.161786451684883,45.45454545454545,46.644295302013425,55.299055613851,50.0,36.97318007662835,58.9,74.87308040632443,standard,14,556684691,False,5,NEUTRAL,0,48.9,False,65.18456375838926,43.624161073825505,23.657718120805367,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,14.1
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1101451975473.49,,,0.1436,5.301512325000001,12.20121,11.984,-2.3290000000000006,0.5080149949999999,0.2817450005,0.4473899995,0.64721003,0.27958999999999995,3.2874999999999996,13.359,13.983,0.0,1.7279999999999998,2.927,6730003072.0,26022000640.0,6376000000.0,1081805963264.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.0005434448195280456,0.0112,0.53,0.33,0.15,1783296000.0,2.222,1254.8069810301963,152.96449541817447,975.260009765625,1513.1111,1.34694,45.0,0.95,0.026400002,0.00238,0.7988,False,False,,0.458,41244370.0,25957350.0,0.831659385633082,7.02,-2.05,140.74,,-0.2227808543390979,0.8151312280771738,51.32284673692853,0.05023977604559904,0.5681122975735138,True,0.5972383482340254,,1.0,[],0.66638,0.3487,22.024843,6.24902,3.457,13.685,6.33,3.425,US,True,True,,95.29098515126334,67.52687250554237,97.99601130637083,32.09076335607114,7.080419580419581,28.7751677852349,54.0398740818468,50.0,67.72030651340997,45.800000000000004,73.79233113972565,standard,15,25315165414,False,6,NEUTRAL,0,40.9,False,64.51342281879194,6.795302013422819,8.221476510067115,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-0.8
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,United States,USD,129998359461.06592,,,17.7502,1.7736595499999996,2.642995,3.334,-5.899000000000001,0.34844998250000003,0.045744999999999994,0.07360999699999998,0.13629,0.27051,-0.030499999999999992,1.3695,1.532,,0.0,1.29,7204878464.0,11066999808.0,45053001728.0,163984359424.0,90038000000.0,,48195000000.0,,,13724000000.0,,7054000000.0,14156000000.0,0.039597737651925535,0.5529,2.52,3.96,0.63,1782950400.0,0.227,68.63999938964844,41.13021258475044,63.63999938964844,66.20833,2.46429,24.0,4.07,0.0216,0.00097000005,0.84893996,False,False,,0.749,11275201.0,7128950.0,0.9100619746218825,-0.09,13.11,10.3,,-0.07284382349155505,0.2761032554235318,29.476191316969917,0.003358179752600554,0.10312806081245918,False,0.07717109380677811,,1.0,['debt_to_equity: 201.859 > 200 -> None'],0.46598998,0.10719,14.017621,9.704621,0.057,1.531,,1.532,US,True,True,,83.91448508495738,77.23655533668553,78.07160529318503,60.88873935021561,21.328671328671327,88.50671140939598,86.56873032528857,50.0,75.67049808429118,74.9,73.46546311928874,standard,17,453686374,False,4,NEUTRAL,0,55.6,False,84.47986577181209,20.469798657718123,59.312080536912745,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-0.6
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,125336990284.79999,14.783104500000002,18.154700999999996,2.2472,1.3598749250000002,14.688724,13.552,,,,0.32198000449999997,0.4575,0.53526505,0.1585,0.184,0.51,,9.8335,11.111,,1426593939456.0,0.0,17005312737280.0,3670655000000.0,,1169289000000.0,,,595759000000.0,,445185000000.0,430680000000.0,0.007236842105263158,0.2996,550.0,0.52,275.0,1789603200.0,1.003,87920.0,51271.96903921346,76000.0,97866.664,1.46667,15.0,,,0.22763,0.37428,False,False,,0.5,629180.0,567390.0,1.5425619554366683,-12.27,4.65,25.89,,-0.13557779799818015,0.4121233318490353,33.33333333333333,-0.04153435216550172,0.12461683938388646,False,0.14398631768158432,,1.0,['market_cap: JPY -> USD (x0.0068) 18431910336000.0 -> 125336990285'],,,41.322315,40.698513,0.328,0.51,,11.867,Japan,True,True,,98.19983194643521,71.65704558048004,79.26619381392906,55.481491170730635,22.02797202797203,39.68120805369127,,50.0,,50.0,72.85257844649479,standard,23,280823953,False,5,NEUTRAL,0,33.9,False,29.404362416107382,21.140939597315437,5.956375838926174,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,4.0
MSAB-B.ST,Micro Systemation AB (publ),Technology,Software - Application,Sweden,SEK,153005745.57161286,,10.072649499999997,,6.940111125000001,3.3330204,3.192,-3.678000000000001,0.42743499500000004,0.12582,0.051260004500000005,-0.0092,0.49483999999999995,0.35250000000000004,,,18.134500000000003,0.0,1.495,-761881896.0,145300000.0,73300000.0,1630749568.0,318067000.0,,461784000.0,,,67843000.0,,49172000.0,101888000.0,0.01301518481257258,0.3989,1.2,4.0,0.6,1794441600.0,0.416,98.0,53.37512753821798,92.19999694824219,99.0,1.0,2.0,,,0.2339,0.56356996,False,False,,0.5,26000.0,28073.0,0.20317344165554477,1.1,27.0,49.48,,-0.059183704609773624,0.4804154312509694,55.395682860923834,0.04501968848673954,0.29050975124655665,False,0.49310779849388203,,0.52,['market_cap: SEK -> USD (x0.095) 1610586795.4906616 -> 153005746'],0.59636,0.19253,24.327177,29.26984,0.522,,51.439,1.612,Nordic,True,True,,81.30873801669561,78.09426993489923,68.56942005048096,51.79065427474276,98.95104895104895,51.929530201342274,1.1017838405036726,50.0,,50.0,72.8413763872258,standard,24,267265,False,4,NEUTRAL,0,49.8,False,29.404362416107382,97.5251677852349,35.151006711409394,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,13.0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,146386859634.4,28.24551,32.981667,1.4428,10.2322887,5.5714927,5.414,18.23,0.23215500500000003,0.13907,0.08414,0.11979999999999998,0.29644499999999996,0.14150000000000001,0.6859999999999999,0.675,0.0,0.614,1.845,462837512192.0,853046001664.0,178827001856.0,20917461712896.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.0016774193548387097,0.0719,26.0,0.36,13.0,1790640000.0,0.946,18215.0,6028.418262645158,15500.0,17568.75,1.4375,16.0,,,0.03763,0.53626,False,False,,0.5,4196698.0,4694500.0,1.1857213445986605,-7.68,43.65,135.37,,-0.14905297831457587,0.5329191389817902,41.5907207953604,0.07781100062582569,0.5794250598132733,False,0.19965032836614843,,1.0,['market_cap: JPY -> USD (x0.0068) 21527479358000.0 -> 146386859634'],0.36222,0.17828,44.642857,51.21766,0.189,0.737,10.003,2.089,Japan,True,True,57.49256322977307,86.18256197094829,86.58477739175683,84.46674360048279,43.986860470044604,19.58041958041958,30.285234899328863,72.40293809024135,50.0,,50.0,80.43729250970542,standard,1,473870769,False,7,STARK,8,53.0,False,97.5251677852349,18.79194630872483,22.063758389261746,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,10.4
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,155793241640.192,35.1896675,110.88486800000001,1.4604,18.190969225,18.591772,18.388,24.764000000000003,0.442465,0.24259499849999994,0.3029900045,0.43481000000000003,0.355955,0.2235,0.627,0.938,0.0,0.6324999999999998,1.77,319044515840.0,413124001792.0,108165996544.0,22659259695104.0,1171816000000.0,,1128610000000.0,,,499120000000.0,,375353000000.0,335182000000.0,0.0018915510718789407,0.1145,60.0,0.78,30.0,1774828800.0,1.182,38730.0,13255.302299555202,31720.0,41838.094,1.52381,21.0,,,0.00279,0.64681,False,False,,0.5,9078201.0,8979790.0,1.2916533048228933,-11.74,16.08,31.93,,-0.18099664342886657,0.7522126788149088,39.43768996960486,-0.007493859415823145,0.19347887368636818,False,0.05865105967206937,,1.0,['market_cap: JPY -> USD (x0.0068) 22910770829440.0 -> 155793241640'],0.56895,0.2925,61.728878,133.42868,0.393,0.953,10.374,2.666,Japan,True,True,49.56056611982699,95.86058909755471,76.79289871382223,87.28003852583686,35.43140824513599,18.88111888111888,30.87248322147651,63.48373557187828,50.0,,50.0,80.3527656904584,standard,2,1854975753,False,7,STARK,8,50.0,False,97.5251677852349,18.120805369127517,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,3,0.42857142857142855,LÅG,OK,8.9
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62497011861470.0,,,0.7209,5.9916913250000015,14.074343,13.532,2.7780000000000005,0.265175025,0.14753000899999996,0.3588600045,0.44636004,0.27639499,0.19049999999999997,0.448,0.774,9.206000000000001,0.8100000000000003,2.132,720721266688.0,3518010228736.0,1068558516224.0,60089511706624.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.011618257261410789,0.2573,28.0,1.67,7.0,1789516800.0,1.247,2535.0,1218.7544919906122,2410.0,3230.8484,1.30303,33.0,,,0.00023,0.43330002,False,False,,0.5,27067086.0,18964548.0,1.0628612538810118,-1.03,1.47,29.99,,-0.04930966469428011,0.3279048011381661,55.73770491803279,0.006935739951533293,0.18571288155708365,True,0.49228096233987684,,0.95,"['market_cap: valuta TWD saknas i FX-tabell, lämnas oförändrad']",0.39969003,0.19002001,28.17066,16.957918,0.36,0.774,16.504,2.458,Asia,True,True,64.12519760842132,93.42380951547963,75.78385487115406,82.81677904232498,57.78593440911047,1.7482517482517483,49.077181208053695,60.65057712486883,50.0,,50.0,72.2581553644325,standard,26,1445112127,False,5,NEUTRAL,0,41.0,False,68.6241610738255,2.5587248322147653,6.124161073825504,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.6
