ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,958798329327.9875,-12.845131000000002,-13.859245,0.1254,7.8215153,10.62098,10.403,-2.89525,0.5196675,0.28509,0.452290002,0.659062535,0.27362999999999993,3.314,13.469000000000001,13.983,-43.53,1.7434999999999998,2.927,6823062272.0,26022000640.0,6376000000.0,939152310272.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0112,0.53,0.33,0.15,1783296000.0,2.142,1254.8069810301963,103.21433303891678,848.9500122070312,1489.5714,1.42222,42.0,0.55,0.028099999,0.0025499999,0.8222,False,False,,0.318,51765387.0,43618290.0,1.18017279273034,-16.82,85.7,154.82,,-0.32344175236414174,0.7669394476981264,23.99678146042298,-0.09064522193912639,0.7579924769866735,False,0.1046102573109655,,1.0,US,True,True,,95.26962778723593,73.35610589239965,98.17642803416058,31.64328248379599,17.431972789115648,23.699664429530202,55.611222444889776,50.0,68.73804971319312,31.8,75.81342610250844,standard,6,37029747828,False,42.7,False,63.758389261744966,17.197986577181208,10.98993288590604,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,9.2
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1307552709222000.0,,-10.8674254,0.435,,9.899417,9.632,-1.2207499999999998,0.48736749500000004,0.23494999700000002,0.438355004,0.561717535,0.32550500000000004,1.838,3.75,3.975,7.1175,0.8884999999999998,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1272242730172416.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.16,0.028399998,3000.0,1.06,375.0,1779926400.0,2.027,2987000.0,243980.46875,1842000.0,3408502.2,1.35135,37.0,,,0.20716,0.41446,False,False,,0.5,5645769.0,6677866.0,0.8528992441096259,-26.93,67.03,148.08,,-0.3833277535989287,0.8114667267963753,29.682151589242054,-0.15892969406443191,0.6630487860039262,False,0.10531477146429527,,1.0,Asia,True,True,,96.06801862740303,71.3065755764304,96.40971546171552,42.63944040323746,0.17006802721088435,66.65268456375838,72.24448897795591,50.0,,50.0,83.44129907745359,standard,1,8979459296,False,43.6,False,75.41946308724832,2.5587248322147653,12.332214765100671,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,17.5
MSAB-B.ST,Micro Systemation AB (publ),Technology,Software - Application,Sweden,SEK,1467345936.0,-5.206750000000003,7.893609,,6.041925899999999,3.0365913,2.89,-3.0257499999999977,0.44776750000000004,0.12849999700000003,0.066414999,-0.00999249499999999,0.5138499999999999,0.379,,,20.134999999999998,-0.21399999999999997,1.495,-784231864.0,145300000.0,73300000.0,1476235264.0,318067000.0,,461784000.0,,,67843000.0,,49172000.0,101888000.0,1.43,0.3989,1.2,4.0,0.6,1794441600.0,,88.0,51.61550828737911,84.0,96.0,1.0,2.0,,,0.2339,0.559,False,False,,0.5,17507.0,22008.0,0.9371557519878758,23.53,13.97,37.5,,-0.045454545454545414,0.48266238305607606,76.5151423199478,0.12817508969890445,0.2691713326149108,True,0.7603822969906142,,0.52,Nordic,True,True,,81.82953367404063,82.977512097922,69.39063453325198,41.68264734651816,95.40816326530613,66.65268456375838,,50.0,,50.0,74.2126359777117,standard,8,191670,False,51.2,False,27.936241610738254,97.5251677852349,47.14765100671141,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,21.7
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,14055775781.115097,-10.529665999999999,-2.477976,2.56,3.529495,5.916998,5.661,-0.2815000000000003,0.2841,0.1591100015,0.23157999999999998,0.21829500000000002,0.51238,0.020000000000000004,0.3185,0.319,-50.54175,1.22775,3.01,-187318144.0,777206976.0,169540992.0,13448110080.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.424,57.56999969482422,33.7599983215332,55.91999816894531,50.93333,2.26316,15.0,10.18,0.15439999,0.01821,1.0673699,False,False,,0.592,2727896.0,2511870.0,0.8625272334831351,7.33,26.0,23.63,,-0.02866078746961065,0.38783779803888185,56.60159201147474,0.06829684306905892,0.2425202866153624,False,0.6610824658002951,,1.0,US,True,True,,94.49414259702802,86.47879305436949,74.23111682889714,65.10418297763916,75.25510204081633,11.703020134228188,38.17635270541082,50.0,11.854684512428298,59.199999999999996,73.71881571587959,standard,10,140463766,False,44.4,False,27.936241610738254,75.58724832214764,23.909395973154364,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,7.7
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1051461196166.0417,12.503630000000001,9.659417999999999,1.5665,29.969466999999998,14.553297,15.08,16.1635,0.94882,0.1461900115,0.2306,0.30066500000000007,0.37625999999999993,0.47500000000000003,1.5815000000000001,1.681,79.71524999999998,-0.5332499999999999,0.721,8340162304.0,5281999872.0,43370000384.0,1089549238272.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.59,0.22129999,6.92,0.89,1.73,1786665600.0,0.506,1249.449951171875,619.3983893784804,1179.1099853515625,1270.3704,1.75862,27.0,2.74,0.0105,0.00155,0.85253,False,False,,0.317,3247890.0,2480480.0,0.8831416826598059,5.04,30.66,10.23,,-0.056296745423327854,0.3853964307279588,44.03944973825247,0.06304157200767402,0.1732886689348434,False,0.5256253340805686,,1.0,US,True,True,47.85459186529483,95.12630466040807,77.8679191574153,93.27849776680355,39.686535353033065,17.006802721088434,66.65268456375838,56.312625250501,50.0,92.54302103250478,31.7,81.60466030370576,standard,2,2924758736,False,42.3,False,64.59731543624162,16.778523489932887,7.550335570469799,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,11.5
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,118403306916.68309,30.284511000000002,27.682849999999995,3.6273,114.4943313,16.65424,16.271,32.324749999999995,1.1772075,0.07225001,0.16814000199999998,0.16818250499999998,0.35097999999999996,0.058000000000000024,0.06999999999999998,0.233,7.450000000000003,-0.5285,1.034,996612480.0,3294899968.0,567200000.0,115675602944.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.09,170.35000610351562,70.12000274658203,161.61000061035156,119.24324,2.75,37.0,2.12,0.0249,0.17386,0.73038,False,False,,0.571,6174227.0,4757700.0,0.9362985299660761,9.92,96.13,111.56,,-0.05130616483719452,0.45473091216931516,59.30358598150625,0.1393599191909447,0.6650405441385172,False,0.7034177311359959,,1.0,US,True,True,44.89862406377,90.8633325195355,93.05436948477086,72.00895437982386,39.23881592952207,36.394557823129254,11.703020134228188,57.91583166332666,50.0,73.51816443594646,57.099999999999994,80.85847927575396,standard,3,768891900,False,45.1,False,64.93288590604027,35.90604026845637,6.124161073825504,50.041946308724825,50.041946308724825,50.041946308724825,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,15.0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,17847636950580.0,22.101453499999998,24.437239000000005,3.4192,9.4016626,4.827142,4.675,16.7815,0.17753500499999997,0.1091199995,0.062429999999999986,0.06844998999999999,0.29675500999999993,0.054000000000000006,0.541,0.523,-28.321,0.259,1.559,396061074432.0,725578022912.0,186275004416.0,17285819400192.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.2,0.0719,26.0,0.37,13.0,1790640000.0,0.907,12885.0,6028.418262645158,12820.0,12775.0,1.5,16.0,,,0.03449,0.54956,False,False,,0.5,5718206.0,3889450.0,0.9603685289969345,14.82,78.98,40.01,,-0.005044625533566216,0.4805372518029783,80.43912175648703,0.19254482740657775,0.5172759779771618,True,0.883925399906337,,0.943,Japan,True,True,60.747360643073854,82.92862815458462,95.7443780244805,77.73967260819364,42.13403354667637,5.017006802721088,66.65268456375838,75.0501002004008,50.0,,50.0,72.81299120054706,standard,13,307125527,False,46.7,False,76.6778523489933,2.5587248322147653,30.620805369127517,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,12.4
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,3854925724.4008675,-10.782798,-7.546773,,0.0,6.457616,5.194,-3.7845000000000004,0.11919001000000001,0.10148000149999999,0.25149,0.29701500000000003,0.38830005,-0.024,-0.006499999999999992,0.123,-59.034749999999995,5.072749999999999,6.701,-644627632.0,755859008.0,2681000.0,3100599552.0,1103979000.0,,588989000.0,,,257778000.0,,214326000.0,208670000.0,,0.0,,,,,0.742,32.560001373291016,19.049999237060547,31.489999771118164,31.66667,,3.0,4.11,0.0678,0.05574,0.89997,False,False,,0.895,2643075.0,3010030.0,0.0,0.38,24.27,38.6,,-0.032862455683143055,0.31985759611344805,65.51721869985005,0.00902320184937877,0.24224949147696928,False,0.7682177432215802,,1.0,US,True,True,,91.69228557861757,88.75604896100198,58.735799875379556,67.91261001397184,91.07142857142857,11.703020134228188,6.012024048096192,50.0,33.84321223709369,99.5,72.53546664676155,standard,14,94785844,False,46.4,False,27.936241610738254,91.19127516778524,21.140939597315437,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,1.7
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,59385127453430.0,4.235688499999998,1.997535000000001,0.9071,6.4820487,14.470399,13.923,4.909250000000001,0.23774749499999998,0.12929000699999998,0.33450500400000005,0.427417505,0.260815,0.208,0.368,0.583,12.282499999999999,0.7594999999999998,2.187,709926586368.0,3383596154880.0,1094369804288.0,57137329864704.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.05,0.2573,24.0,1.7,7.0,1789516800.0,1.246,2535.0,1100.3330553443031,2290.0,3059.7058,1.32353,34.0,,,0.00022,0.43835,False,False,,0.5,34305319.0,29783749.0,2.274613521012305,-3.98,13.11,35.11,,-0.096646942800789,0.3133775130562376,43.10344827586207,-0.025522005702908634,0.2466371505534226,False,-0.1349260457186335,,0.95,Asia,True,True,63.239887596421895,92.96893228955314,77.05664674067748,82.38906682564507,56.465849788599044,1.7857142857142856,66.65268456375838,63.52705410821643,50.0,,50.0,72.44135202705581,standard,15,2107362305,False,41.2,False,68.70805369127517,2.5587248322147653,7.802013422818792,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,VARNING,False,5,0.7142857142857143,HÖG,STARK,3.1
V,Visa Inc.,Financial Services,Credit Services,United States,USD,595105589165.8938,13.811686999999997,11.294799500000002,1.6052,16.4102213,15.847938,15.95,13.964749999999999,0.46851250299999997,0.17237001300000002,0.26202002,0.2987925099999999,0.52572,0.10700000000000001,0.22199999999999998,0.315,0.2120000000000033,-0.6059999999999998,0.669,20023312128.0,13912999936.0,23975999488.0,686275428352.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.73,0.2197,2.68,0.7,0.67,1778544000.0,0.754,365.1400146484375,293.2820187246287,358.55999755859375,401.47394,1.36585,38.0,2.31,0.0125,0.00081,0.91573,False,False,,0.284,8411691.0,8239970.0,0.7479812875783791,7.64,14.03,9.38,,-0.01802053137391446,0.21999428169707014,65.97052310295349,0.0765972786585265,0.09089802123724566,True,0.7481386012022802,,0.869,US,True,True,65.8899922750529,96.3385935137091,75.46256760603472,73.94820582476612,63.41279098903183,19.132653061224488,66.65268456375838,80.56112224448898,50.0,90.43977055449331,28.4,80.04773611514902,standard,4,2954523623,False,47.1,False,83.30536912751678,18.875838926174495,6.459731543624161,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,8.1
