ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1526188015650000.0,,-11.0306622,3.0399,,11.554693,11.284,-1.581500000000002,0.48956000000000005,0.2348,0.43741500199999994,0.565365025,0.32550500000000004,1.8485,3.774,3.975,7.1175,0.8939999999999999,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1490398211997696.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.14,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2407000.0,232777.28237791933,2150000.0,2523541.8,1.36842,38.0,,,0.20716,0.45388,False,False,,0.5,4865506.0,5407915.0,0.951583254309477,17.19,125.17,290.28,,-0.10677191524719565,0.7230670227553789,57.26095544031702,0.36827811479678685,1.5188552179471486,False,0.5959398381481681,,1.0,Asia,True,True,,96.08207592891775,86.68932313792128,96.46096654480084,43.116293935512566,0.17006802721088435,33.88842631140716,69.80942828485456,50.0,,50.0,87.97922710341207,standard,1,8487722592,False,42.7,False,73.27227310574521,2.5811823480432974,10.074937552039968,50.041631973355535,50.041631973355535,50.041631973355535,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,15.6
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,46261889001.08276,103.284077,8.576935000000002,,16.482122399999998,34.650085,33.628,77.573,0.19915000500000002,0.11573,0.24603,0.21852998,0.22829007,1.4375,3.2239999999999998,3.622,-49.227000000000004,8.474,8.507,,1443286016.0,20617000.0,44897673216.0,809257000.0,,436775000.0,,,37997000.0,,52183000.0,65083000.0,,0.0,,,,,3.229,270.2120056152344,72.02999877929688,250.80999755859375,256.30304,1.33333,18.0,1.65,0.0627,0.11102,0.76624,False,False,,0.419,7817107.0,12279910.0,0.9266081275929663,32.45,113.11,58.76,,-0.07180290902495245,0.8596284550487678,62.36640988415435,0.35315871096420315,0.6608234237094877,True,0.8244274381799458,,1.0,US,True,True,,89.6878697478359,88.17615406400454,96.27097047212662,34.283907131422204,54.25170068027211,11.823480432972524,,50.0,34.476190476190474,41.9,79.787152668628,standard,4,3079924197,False,38.2,False,28.059950041631975,55.203996669442134,2.5811823480432974,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,8.5
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1106995005282.5684,12.531794000000001,-11.53099,0.3359,9.317335400000001,19.04704,18.982,12.032,0.2533000250000001,0.13801999999999998,0.30715000000000003,0.53815,0.13230999999999993,1.8305,7.367999999999999,7.708,-35.324,1.2179999999999997,2.232,2081643648.0,14588999680.0,10798000128.0,1103204057088.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0217,0.6,0.33,0.15,1774828800.0,2.173,1089.2900390625,103.23021586705363,981.6099853515625,828.725,1.47727,40.0,0.7,0.0334,0.0025499999,0.8161,False,False,,0.395,51198950.0,55006250.0,0.7370215674204272,22.15,130.45,272.54,,-0.09885342732373881,0.6992303206510304,64.15080644653867,0.44855695280993,1.5725219492346953,False,0.6755813298136036,,1.0,US,True,True,45.019247687195666,90.86924087882483,87.4539790427641,97.48756482612829,30.822331581755645,16.666666666666664,24.18817651956703,49.54864593781344,50.0,59.80952380952381,39.5,75.39636424250061,standard,7,53994684257,False,40.8,False,60.03330557868443,16.319733555370526,5.495420482930891,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,8.1
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,59903774854770.0,6.3080845,2.503261499999999,1.1387,6.017347149999999,14.596777,14.049,2.3505000000000003,0.23994,0.12914001,0.33356500200000005,0.43106499499999995,0.260815,0.21849999999999997,0.39199999999999996,0.583,12.282499999999999,0.7649999999999999,2.187,709926586368.0,3383596154880.0,1094369804288.0,57655976525824.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.04,0.2785,24.0,1.71,7.0,1789516800.0,1.25,2433.5076957152064,1001.648473702225,2310.0,2607.2727,1.33333,33.0,,,0.00022,0.43493,False,False,,0.5,34438369.0,32195389.0,0.651193270920393,2.03,23.27,65.35,,-0.05075295053830009,0.29805960399341647,50.67548676636235,0.05802243231511395,0.3695419540384153,False,0.5667232102761312,,0.927,Asia,True,True,66.98447297198858,93.42851419483696,85.01840838289438,82.42486599990322,57.45500362849165,1.870748299319728,67.02747710241465,63.28986960882648,50.0,,50.0,75.20297486884937,standard,8,2352778991,False,41.4,False,69.02581182348044,2.5811823480432974,8.159866777685263,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,4.9
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1858951888717500.0,,-10.703934799999999,0.3772,,5.45327,5.203,-3.4695,0.06639000000000002,0.05828,0.08310500200000001,0.277524995,0.11886503000000004,0.5594999999999999,4.729,4.867,-0.3825000000000003,0.8160000000000001,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2020417711636480.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.46,0.1344,1488.0,2.24,372.0,1774828800.0,1.487,370000.0,55913.820633468094,322500.0,426451.88,1.37838,37.0,,,0.0967,0.48624,False,False,,0.5,28992712.0,32699193.0,0.9592234112852235,15.59,70.09,210.75,,-0.1283783783783784,0.5794523043103746,55.04385964912281,0.2594163337511861,1.0713129110818524,False,0.6495976163930925,,0.838,Asia,True,True,,79.58304693944959,84.15463041631266,90.4116992450172,33.398995034999594,0.08503401360544217,67.02747710241465,84.95486459378134,50.0,,50.0,74.17283130222654,standard,10,7698207512,False,47.9,False,84.34637801831806,2.5811823480432974,25.81182348043297,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,10.7
WDC,Western Digital Corporation,Technology,Computer Hardware,United States,USD,194031909479.30267,-0.10279999999999845,11.127931,0.5008,20.951158399999997,16.47535,16.347,31.068,0.714279955,0.08305,0.44515000000000005,0.23199998,0.0022200199999999892,0.3225,4.637,5.163,-32.416,-0.18900000000000006,1.107,1263143808.0,3236999936.0,1724000000.0,192517193728.0,14002000000.0,,9520000000.0,,,2130000000.0,,1861000000.0,1691000000.0,0.11,0.0269,0.6,3.23,0.15,1780617600.0,2.2,602.3829346800377,54.452432032486115,562.9299926757812,547.087,1.52,23.0,4.01,0.1043,0.00542,1.0119799,False,False,,0.463,7761507.0,6671670.0,0.9546853675818906,13.96,106.79,209.62,,-0.06549478700822142,0.6571553559994318,62.42815270840854,0.2536877634210546,1.219626482967171,False,0.7838450539625208,,0.997,US,True,True,43.615091083305785,86.22262123128031,91.33389974511469,94.33874620476536,16.640185753379217,29.166666666666668,33.55537052456287,54.964894684052155,50.0,21.142857142857142,46.300000000000004,73.90960946497808,standard,11,3755683144,False,43.6,False,63.363863447127386,28.55953372189842,6.49458784346378,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,11.1
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,107186461839.16545,23.155507000000004,22.421863000000002,3.3006,102.56742639999999,15.076512,14.693,26.291999999999998,1.178990005,0.07243001,0.1672,0.17473,0.35097999999999996,0.0685,0.09399999999999997,0.233,7.084000000000003,-0.526,1.034,1001193728.0,3294899968.0,567200000.0,104458756096.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.109,150.07000732421875,70.12000274658203,146.3000030517578,112.48649,2.70455,37.0,2.61,0.0279,0.17386,0.72509,False,False,,0.614,6270511.0,6723170.0,0.7907567462888314,24.31,75.34,79.29,,-0.02512163715908955,0.4534815038782772,61.951693798301044,0.3423841366433209,0.652475330955268,False,0.7583118267254418,,1.0,US,True,True,47.416271159848264,90.9434156296425,93.59954687057491,73.29955122042162,38.85738766681292,37.32993197278912,11.823480432972524,59.27783350050151,50.0,68.28571428571428,61.4,81.54156009264298,standard,2,983599792,False,45.7,False,66.02830974188177,36.55287260616153,7.743547044129892,50.041631973355535,50.041631973355535,50.041631973355535,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,18.7
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1010343012998.0,12.759431750000003,9.876711499999999,1.5188,28.887746749999998,13.9841795,14.511,15.16925,0.9489025025,0.14644501000000001,0.230375003,0.30356500500000005,0.37625999999999993,0.47200000000000003,1.586,1.681,79.53224999999999,-0.5179999999999999,0.721,8344743552.0,5281999872.0,43370000384.0,1048431034368.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.61,0.22129999,6.92,0.89,1.73,1778803200.0,0.517,1182.72998046875,619.3984502312096,1133.0,1215.7931,1.74194,29.0,2.75,0.011,0.00155,0.85333,False,False,,0.574,3225958.0,3215750.0,0.752414248041489,11.74,15.21,14.41,,-0.042046774234166806,0.38158050684658756,62.35105942368699,0.13775952642791656,0.1854669174539887,True,0.7240169913604475,,1.0,US,True,True,48.91557353625121,95.24469108066799,72.42990654205607,93.38238381561784,39.57438811472328,17.261904761904763,67.02747710241465,56.87061183550652,50.0,92.57142857142857,57.4,81.1167361899227,standard,3,3643444750,False,42.6,False,64.9458784346378,16.902581182348044,8.409658617818485,50.041631973355535,50.041631973355535,50.041631973355535,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,12.4
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Singapore,USD,210649765109.28003,54.73132700000001,14.319050000000004,0.6441,184.82314639999998,19.132586,19.237,42.32900000000001,17.734770005,0.18320999999999998,0.10827999999999999,0.21859,-0.03634999999999999,0.3085,0.891,1.2,331.327,-0.353,0.772,798143744.0,1146000000.0,4177999872.0,211798163456.0,8023000000.0,,9097000000.0,,,1915000000.0,,1469000000.0,1083000000.0,0.32,0.277,2.96,3.02,0.74,1782259200.0,2.083,966.7999877929688,123.04414409849512,931.0399780273438,885.9091,1.54167,22.0,1.96,0.0458,0.00241,0.8824,False,False,,0.327,3949147.0,2998830.0,0.9907900663177349,13.91,143.06,212.83,,-0.03698801222294046,0.6442859748085117,63.81641643659395,0.3039640504260741,1.3069004246676954,False,0.8137077174415056,,0.969,US,True,True,39.91583689616335,82.76743719719808,94.30756159728122,89.14686587403278,11.761423172777937,27.55102040816326,67.02747710241465,51.755265797392184,50.0,46.285714285714285,32.7,73.02985552004866,standard,13,2792030617,False,42.8,False,61.53205661948377,26.977518734388013,5.412156536219817,50.041631973355535,50.041631973355535,50.041631973355535,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,8.1
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,458721945456.84814,35.70102700000001,25.760147000000003,2.1358,37.3739324,21.156961,21.11,40.379000000000005,0.522690005,0.16435,0.20167998,0.21233997999999998,0.047729999999999995,0.10549999999999998,0.21599999999999997,0.372,-14.944000000000003,0.857,1.695,3540485248.0,4750936064.0,3734479104.0,457705488384.0,21345260000.0,,18435591000.0,,,5900968000.0,,5358217000.0,6173264000.0,0.28,0.1909,1.04,0.99,0.26,1781654400.0,1.868,373.82000732421875,87.32849210902725,366.80999755859375,323.375,1.55556,32.0,3.47,0.0287,0.0028,0.88093,False,False,,0.567,9915958.0,11115980.0,0.9201632831650284,24.16,72.86,118.26,,-0.01875236645518852,0.5290789013739673,68.67857876223499,0.28287181929544003,0.7958487219896548,True,0.9942422382691707,,0.931,US,True,True,43.38333436062377,86.92614999629663,94.81733220050978,76.84365575562511,32.91680823757761,20.918367346938776,67.02747710241465,56.46940822467402,50.0,67.23809523809524,56.699999999999996,72.92671612327379,standard,14,4077452597,False,42.2,False,64.69608659450458,20.48293089092423,2.5811823480432974,50.041631973355535,50.041631973355535,50.041631973355535,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,5.0
