ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
CX.ST,CombinedX AB (publ),33.4,0.018292682926829312,0.0569620608443,12644,650588608,1.921,1.0947231,15.8,2.435,351300000.0,93900000.0,169287504.0,102000000.0,30.51,0.19086,0.49485,-0.051,16.708,-0.2106159750638743,-0.06435416349418799,,7,0.55732,0,0,0,N/A,57.8448275862069,98.27586206896551,85.0,56.89655172413793,60.51724137931035,68.96551724137932,53.44827586206896,37.93103448275862,68.52758620689656,8.0,0.0,81.52758620689656,1,★★★★,UPPTREND,5,Mjukvara & SaaS
MAGI.ST,MAG Interactive AB (publ),7.34,-0.018716577540107027,-0.008108100271120633,46036,194810944,-25.585,0.657824,10.356,2.882,84998000.0,30670000.0,6065125.0,56194000.0,11.158,0.56347,-0.02303,0.079,,-0.41513943896138716,0.2525597244629907,,5,0.57289004,0,0,0,N/A,58.53448275862069,62.06896551724138,55.0,60.689655172413794,70.25862068965517,93.10344827586206,48.275862068965516,25.862068965517242,61.84827586206897,11.0,0.0,77.84827586206896,2,★★★★,UPPTREND,5,Övrigt
TAGM-B.ST,TagMaster AB (publ),41.3,0.03249999999999993,0.09840427960352316,27529,604942784,8.944,2.1888912,24.596,1.833,48356000.0,71681000.0,66606124.0,96715000.0,18.868,0.70459,0.096370004,-0.084,0.194,2.059259202745226,1.1623035817909524,,7,0.69316,0,0,0,N/A,62.672413793103445,82.75862068965517,85.0,45.3448275862069,53.01724137931035,37.93103448275862,98.27586206896551,77.58620689655173,66.80517241379309,6.0,0.0,82.80517241379309,3,★★★★,STARK UPPTREND,10,Industri & Verkstad
EOLU-B.ST,Eolus Aktiebolag (publ),36.4,-0.005464480874317017,-0.035761548983340274,55902,905209792,-1.97,0.6821845,40.315,6.443,1000000000.0,564000000.0,954249984.0,797000000.0,53.358,0.01338,0.33858,-0.683,0.822,-0.3063948917393463,0.06901622148233644,,7,0.15201001,0,0,0,N/A,33.706896551724135,98.27586206896551,85.0,37.931034482758626,66.72413793103448,89.65517241379311,51.724137931034484,84.48275862068965,67.11724137931034,5.0,0.0,82.11724137931034,4,★★★★,STARK UPPTREND,10,Industri & Verkstad
ENRO.ST,Eniro Group AB (publ),27.43,-0.046741963509991276,0.09720001220703134,18512,399384704,4.163,1.2213367,12.628,0.875,145000000.0,37000000.0,17812500.0,84000000.0,22.459,0.30124,0.06073,0.042,12.25,0.316574161833153,0.6083554920121392,,5,0.69665,0,0,0,N/A,63.362068965517246,65.51724137931035,55.0,78.62068965517241,39.13793103448277,60.3448275862069,93.10344827586206,43.103448275862064,62.831034482758625,8.0,0.0,75.83103448275862,5,★★★★,UPPTREND,5,Övrigt
CANTA.ST,Cantargia AB (publ),1.892,0.009066666666666615,0.006382959970471669,1258072,470373216,1.259,2.010627,,8.09,258034000.0,0.0,90059248.0,158088992.0,0.941,1.0,-72.61811,,,0.40148142706056134,-0.6621428585417417,,5,0.14417,0,0,0,N/A,33.01724137931034,94.82758620689656,55.0,47.241379310344826,53.10344827586207,77.58620689655173,79.3103448275862,87.93103448275862,62.724137931034484,8.0,0.0,80.72413793103448,6,★★★★,STARK UPPTREND,10,MedTech & Life Science
CTM.ST,Catena Media plc,3.515,0.09501557632398759,0.21206896183181767,198992,265910240,11.154,3.456244,,4.468,13654000.0,0.0,18860624.0,8880000.0,1.017,0.38551998,0.99894994,0.258,,0.9614955337096851,1.1225845811855923,,7,0.26545,0,0,0,N/A,40.603448275862064,74.13793103448276,85.0,70.0,47.67241379310345,24.137931034482758,98.27586206896551,56.896551724137936,61.32758620689655,8.0,0.0,74.32758620689654,7,★★★★,UPPTREND,5,Mjukvara & SaaS
MEKKO.HE,Marimekko Oyj,10.46,0.005769230769230817,0.0038387679040452483,38049,423435232,12.151,5.4707117,39.922,3.103,32700000.0,30900000.0,29587500.0,37500000.0,1.912,0.60763,0.12319,0.045,0.245,-0.1202299925226682,-0.13421681630384852,,7,0.25234,0,0,0,N/A,39.91379310344827,72.41379310344827,85.0,73.44827586206897,59.13793103448276,20.689655172413794,56.896551724137936,31.03448275862069,57.320689655172416,11.0,0.0,73.32068965517242,8,★★★★,UPPTREND,5,Övrigt
PRIC-B.ST,Pricer AB (publ),4.69,0.008602150537634416,0.05988697289560729,233241,766366400,5.495,0.6876833,30.779,2.297,336300000.0,343000000.0,92250000.0,193300000.0,6.82,0.24629,0.05962,0.084,,-0.08398434334958371,0.1301204697454874,,7,0.21416001,0,0,0,N/A,36.46551724137931,87.93103448275862,85.0,61.72413793103448,54.05172413793104,55.172413793103445,72.41379310344827,72.41379310344827,64.65172413793104,3.0,0.0,72.65172413793104,9,★★★★,UPPTREND,5,Mjukvara & SaaS
DEDI.ST,Dedicare AB (publ),55.9,0.016363636363636337,-0.0035650080870224254,14185,534551712,10.087,1.7457839,10.418,1.48,70300000.0,31900000.0,13837000.0,21304000.0,32.02,0.15711,0.03824,0.1,0.495,0.2903172122452655,0.35505894622236234,,5,0.32936,0,0,0,N/A,44.741379310344826,60.3448275862069,55.0,80.0,52.24137931034483,31.03448275862069,87.93103448275862,65.51724137931035,57.54137931034483,8.0,0.0,70.54137931034484,10,★★★★,UPPTREND,5,Övrigt
