ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,,-14.1752975,-14.740973250000003,0.1209,3.9907488250000003,,10.761,-3.426000000000001,0.51095,0.282595001,0.455985002,0.6555800345,0.2699999999999999,3.2929999999999997,13.41,13.983,-45.09775,1.726,2.927,6733027648.0,26022000640.0,6376000000.0,971475517440.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.06,0.0112,0.53,0.33,0.15,1783296000.0,2.213,1254.8069810301963,111.49105414772517,877.5700073242188,1507.7906,1.41304,43.0,0.69,0.0321,0.00262,0.80754995,False,False,,0.434,52152882.0,48112270.0,0.7553115691472739,-11.5,35.74,129.33,,-0.30063346746466624,0.8119729983429453,50.90142963896655,-0.09609548039485794,0.640747166980655,True,0.45697854226421214,,1.0,US,True,True,,95.10124044468577,72.19440967876511,98.03413487846969,31.57398617706526,,23.953098827470686,56.18336886993603,50.0,61.75908221797323,43.4,78.6938634369129,standard,4,42221885136,False,46.8,False,36.97654941373534,50.041876046901166,50.041876046901166,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,OK,10.8
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,,51.751269,33.288214999999994,,7.8923614,19.561464,19.274,35.12499999999999,,,0.13495499600000005,0.17723996500000003,0.19540996,0.19100000000000003,0.511,0.655,-16.9315,,,,32330000384.0,70000000.0,2164492468224.0,200330000000.0,,104760000000.0,,,29790000000.0,,25680000000.0,27380000000.0,0.36,0.3101,30.0,0.62,30.0,1784851200.0,0.22,8585.0,5613.352076705792,,8152.276,2.68966,29.0,,,0.52,0.29999,False,False,,0.5,446222.0,730024.0,0.4274865390673139,,,,,,0.23542965029694193,80.76435648192165,,,True,,,0.838,India,True,True,,81.81041844577284,,79.1137632713915,86.2997678780053,,66.49916247906198,,50.0,,50.0,74.77893385093111,standard,8,,True,39.7,False,36.97654941373534,50.041876046901166,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,17.3
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,20641314324960.0,17.579023000000003,22.53849725,2.5383,1.7984047750000003,16.449438,15.313,,,,0.32770500399999997,0.4605000045,0.53538005,0.164,0.235,0.51,,9.823000000000002,11.111,,1426593939456.0,0.0,19214716895232.0,3670655000000.0,,1169289000000.0,,,595759000000.0,,445185000000.0,430680000000.0,0.65,0.2996,550.0,0.51,275.0,1789603200.0,1.001,87920.0,51271.96903921346,85110.0,95062.5,1.5625,16.0,,,0.22763,0.3762,False,False,,0.5,705987.0,991200.0,0.9481666406615696,13.94,3.41,53.26,,-0.031960873521383104,0.40366124133777576,76.18697092381304,0.10106341690600007,0.314045136268595,True,0.8848333221396107,,1.0,Japan,True,True,,97.90777113578139,76.05340008343762,80.6790851822419,55.44986403878178,2.9023746701846966,66.49916247906198,,50.0,,50.0,73.75265856259327,standard,11,534793697,False,33.1,False,36.97654941373534,2.554438860971524,6.030150753768844,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,3.4
GALP.LS,"Galp Energia, SGPS, S.A.",Energy,Oil & Gas Integrated,Portugal,EUR,,-0.32787900000000114,0.4235600000000037,0.95,1.553267425,0.7200263,0.815,0.01049999999999951,0.11827499999999999,0.058115003,-0.017835007500000007,-0.0026250050000000136,-0.06938,0.03999999999999998,0.28049999999999997,1.419,34.7425,0.4314999999999998,1.113,1308360064.0,2331000064.0,4598000128.0,17533460480.0,15329000000.0,,19507000000.0,,,2143000000.0,,1120000000.0,2527000000.0,3.41,0.405,0.68,4.19,0.35,1787097600.0,-0.076,235.89706072468516,149.12435601944526,,22.26111,2.11111,18.0,,,0.49872002,0.38001,False,False,,0.5,1829866.0,1817030.0,0.5635811473519549,,,,,,0.32078226415394817,58.344669601405954,,,False,,,0.997,Europe,True,True,95.83691710936841,59.2086549312818,,78.62886133475882,68.60545275785074,,66.49916247906198,94.45628997867804,50.0,,50.0,73.56565506138308,standard,12,,True,52.6,False,36.97654941373534,50.041876046901166,88.60971524288107,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,13.2
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,222323956604.0039,-4.364531500000002,-0.6660020000000024,2.1139,15.00012655,5.8359694,6.969,0.657,0.7856174930000001,0.024759999999999997,0.121920004,0.16263001000000002,0.26322,0.008000000000000007,0.503,0.659,431.2805,-0.499,0.95,7739152704.0,13989000192.0,57303998464.0,265485025280.0,90586000000.0,,36751000000.0,,,9080000000.0,,7711000000.0,9958000000.0,2.49,0.6087,10.08,3.07,2.52,1787270400.0,0.413,418.3999938964844,264.0224916487972,410.95001220703125,374.68967,2.47059,29.0,4.66,0.0238,0.0021600001,0.84912,False,False,,0.451,2731166.0,3152540.0,0.6710778877717561,13.02,25.82,13.36,,-0.017805883838746706,0.27374934112178706,78.67124692271061,0.13527182728302556,0.19676833808857852,True,0.9840365722869604,,0.98,US,True,True,83.8957753604857,84.46334214383232,81.51856487275761,75.13000909270849,42.847528372901174,28.62796833773087,66.49916247906198,80.38379530916845,50.0,73.9961759082218,45.1,73.16734664819222,standard,13,1295536351,False,51.5,False,90.87102177554439,18.174204355108877,23.785594639865998,50.041876046901166,50.041876046901166,50.041876046901166,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,10.7
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,18327936072885.0,22.387277999999995,24.758320999999995,3.3472,9.627769050000001,4.957045,4.805,17.273,0.17226999399999995,0.112630004,0.06313999999999999,0.056709990000000016,0.29057999999999995,0.054000000000000006,0.5569999999999999,0.523,-25.502000000000002,0.2650000000000001,1.559,384236261376.0,725578022912.0,186275004416.0,17765209473024.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.2,0.0719,26.0,0.36,13.0,1790640000.0,0.905,13320.0,6028.418262645158,13165.0,13018.75,1.4375,16.0,,,0.04445,0.54161,False,False,,0.5,5235990.0,4207370.0,0.9682599531471168,8.09,70.97,59.73,,-0.01163663663663661,0.47617321229994997,54.78502080443829,0.11931098395640083,0.49973844360450514,False,0.9787677943739819,,1.0,Japan,True,True,59.045029091828994,81.47144788433191,96.14100959532749,79.48171693237462,43.043345791720135,3.2981530343007917,66.49916247906198,73.45415778251599,50.0,,50.0,72.7070927275325,standard,16,351136492,False,48.8,False,86.18090452261306,2.554438860971524,29.061976549413735,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,15.6
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,117130047117.09673,22.312465500000002,22.06198375,2.1978,69.669783325,15.5604925,15.094,26.105,1.01899,0.07555500100000001,0.17865500199999998,0.18783002450000003,0.3463500399999999,0.092,0.16399999999999998,0.378,-15.233749999999993,-0.4169999999999999,1.141,1359115328.0,4069600000.0,561400000.0,113621843968.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.058,172.08999633789062,72.83000183105469,159.63999938964844,160.86485,2.68182,37.0,2.36,0.0239,0.17361,0.71086997,False,False,,0.395,6102341.0,6705250.0,0.8615949325506495,-2.5,47.86,102.26,,-0.07234584934151089,0.3991645773644993,49.07739510467633,0.04426276948938068,0.5570008669321913,False,0.5324034086084476,,1.0,US,True,True,48.93119150012648,91.33688413744201,89.15310805173134,76.41274600023488,30.02989638063106,37.73087071240106,11.850921273031826,62.153518123667375,50.0,73.7093690248566,39.5,80.70442993988794,standard,1,1070426106,False,47.3,False,80.98827470686767,23.953098827470686,6.448911222780569,50.041876046901166,50.041876046901166,50.041876046901166,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,STARK,16.6
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Financial Data & Stock Exchanges,Brazil,BRL,,7.364687,5.800915,1.21,3.2056448999999994,7.080419,7.157,7.765,0.11778,0.06215,0.24789750099999996,0.31326252499999996,0.64711,0.10850000000000001,0.1875,0.335,1.5024999999999977,0.2775000000000002,1.859,1904247552.0,14980616192.0,15579192320.0,75531804672.0,48487647000.0,,10067381000.0,,,6539094000.0,,4585619000.0,4358630000.0,5.76,0.66120005,0.88,3.06,0.221177,1782345600.0,0.11,20.030828945113228,11.499728453128654,,19.89286,1.85714,14.0,,,0.0,0.65445,False,False,,0.5,38487301.0,32769820.0,0.8028154577444279,,,,,,0.34592115178726573,52.27272480972574,,,False,,,0.655,LatAm,True,True,67.79913989375159,91.608311071899,,65.4047750979594,75.23645767775969,,66.49916247906198,76.7590618336887,50.0,,50.0,72.66013442518599,standard,17,,True,42.0,False,36.97654941373534,50.041876046901166,17.922948073701843,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,15.2
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,5424535322616.577,-0.5202184999999986,-3.026300250000002,0.5529,21.906343324999998,21.39932,21.222,14.836000000000002,0.9874499999999999,0.461165001,0.526585002,0.5078400045,0.28575995,0.688,1.87,2.106,-44.872749999999996,1.742,2.139,45429400896.0,53171998720.0,12814000128.0,5379473801216.0,206803000000.0,,215938000000.0,,,130387000000.0,,120067000000.0,102718000000.0,0.46,0.0061000003,1.0,0.05,0.25,1780531200.0,2.215,236.26463268418732,163.8517783946414,223.9600067138672,302.82758,1.29508,58.0,2.24,0.0139,0.03991,0.70478994,False,False,,0.563,151325148.0,134604800.0,0.8291049572951641,10.44,6.01,30.46,,-0.05207984720577119,0.36671660192483746,65.6099080763999,0.08692762768682938,0.15562512755968028,True,0.9973435251193683,,0.889,US,True,True,48.90209967113584,95.97140061938742,72.46558197747184,89.77250813204085,43.59821908296607,7.387862796833773,66.49916247906198,57.995735607675904,50.0,89.19694072657744,56.3,80.38524520340549,standard,2,30146091912,False,43.1,False,79.14572864321609,2.554438860971524,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,STARK,18.0
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,46598961817.40292,57.7738885,7.133019749999995,,16.608122325,34.902557,33.841,76.53199999999998,0.18864999999999998,0.11305500100000003,0.250665002,0.2084999845,0.22466007,1.4060000000000001,3.157,3.622,-50.19474999999999,8.454,8.507,-655662000.0,1443286016.0,25448000.0,45181124608.0,2295619000.0,,1335116000.0,,,445005000.0,,472279000.0,464292000.0,,0.0,,,,,3.233,308.6700134277344,86.48500061035156,249.88999938964844,279.28708,,19.0,0.67,0.036199998,0.108789995,0.75878,False,False,,0.471,8166322.0,5592380.0,0.7513228916621355,-5.93,32.72,154.83,,-0.19042994615946873,0.9276917628438146,60.36164252809645,0.05744137877806943,0.4839694830689121,True,0.938532939694944,,1.0,US,True,True,27.9273125895944,89.1669773724114,77.49269920734251,96.48464149441605,33.8850645962845,56.068601583113455,11.850921273031826,37.3134328358209,50.0,57.07456978967495,47.099999999999994,72.38016578305785,standard,18,1397479835,False,43.0,False,36.97654941373534,72.11055276381909,2.554438860971524,50.041876046901166,50.041876046901166,50.041876046901166,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,12.6
