ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
PRY.MI,Prysmian S.p.A.,Industrials,Electrical Equipment & Parts,Italy,EUR,42477764422.8699,2.838647000000007,6.254392000000002,0.62,2.1234656100000002,2.060527,2.22,1.8118749999999983,0.061849988999999994,0.014399994499999996,-0.020682494999999995,-0.051925,0.008745014999999995,0.038000000000000006,0.462,0.64,8.75150000000001,-0.01375000000000004,0.771,577801152.0,1546000000.0,5423000064.0,45773074432.0,0.62,0.1702,0.9,1.39,0.9,1776643200.0,0.954,157.25,54.75191407195797,145.35000610351562,142.5,2.0,20.0,,,0.0,0.66203004,False,False,,0.5,1167058.0,997002.0,0.96,-4.3,40.92,,,-9.24,0.4361,47.9,6.94,,False,0.21066813071371154,,0.323,Europe,True,72.40695936810646,52.651539645916024,54.62304409672831,54.899434414643935,52.284035256415265,62.68456375838927,67.34028683181225,67.10310965630114,50.0,,50.0,57.871236393052186,standard,75,167395455,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,8.3,0.04771532863378525,83.4,True,0.875,,2026-06-09,0
ADSK,"Autodesk, Inc.",Technology,Software - Application,United States,USD,48554963337.56117,-4.741752250000003,-8.725959999999999,0.8817,7.2174431000000006,6.4679585,6.437,0.26875000000000027,0.32118500650000004,0.042319995000000006,0.0841350075,0.15811750500000002,0.4417325150000001,0.04999999999999999,2.102,2.23,37.450500000000005,-0.9373750000000001,0.669,1956663872.0,2924000000.0,2724000000.0,48321560576.0,,0.0,,0.48,0.015,1111449600.0,1.295,329.0899963378906,214.10000610351562,229.9600067138672,319.26718,1.36364,32.0,3.35,0.0313,0.00215,0.97269,False,False,,0.313,2084849.0,3001020.0,0.28,-5.47,-11.38,,,-25.92,0.381,35.5,-6.06,,False,0.13800817649833566,,0.919,US,True,92.58841528499252,85.39395323327588,9.246088193456615,81.62017772899424,31.714369146576217,61.07382550335571,12.190352020860495,90.34369885433715,50.0,58.157099697885194,31.3,57.855554029095785,standard,76,690114579,False,7,STARK,8,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,8.1,-0.02187785878777504,15.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
ATCO-A.ST,Atlas Copco AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,594705740343.0,5.872199250000003,7.212543000000002,2.6949,2.6046919,5.2631774,5.352,2.4060000000000015,0.05378998999999998,0.046174999000000015,0.07148000399999999,0.05872003000000005,-0.019089999999999996,-0.11399999999999999,-0.124,-0.051,-31.046750000000003,0.17799999999999994,1.185,20511249088.0,20828000256.0,35472998400.0,889324765184.0,1.67,0.5607,3.0,1.54,2.5,1792368000.0,1.069,195.91558224218255,139.96714715217726,179.25,194.42857,2.04762,21.0,,,0.00029,0.6917,False,False,,0.5,5185101.0,5071522.0,0.755379882924176,-3.34,-1.33,14.62,,-0.08506511861614596,0.28908069048824153,58.5298141178343,0.020934812313906148,0.06445838805121817,True,0.6203438026626941,,0.093,Nordic,True,79.2154191784164,67.20298082706215,67.2475106685633,15.972724506094064,52.86825475390768,21.879194630872483,67.34028683181225,78.55973813420621,50.0,,50.0,57.84338248850135,standard,77,96072973,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.4,0.001978430664166808,59.8,True,0.875,,2026-06-09,0
NFLX,"Netflix, Inc.",Communication Services,Entertainment,United States,USD,346043424316.0737,1.5473094999999972,3.362,1.6142,5.5967768750000015,7.379899,7.478,10.51575,0.2762374865000001,0.09043501100000001,0.16047499250000005,0.14023753499999997,0.007682515000000039,0.101,0.7635,0.828,-21.483999999999998,0.16612500000000024,1.178,24889340736.0,12288449536.0,16742200320.0,350661181440.0,,0.0,,,,,1.491,134.11500549316406,75.01000213623047,82.18000030517578,114.555,1.68,44.0,2.3,0.0234,0.00567,0.85058,False,False,,0.631,38250077.0,31335740.0,1.2771809795947562,-6.9,-17.01,-20.95,,-0.38724231488500704,0.3320625584991228,32.514498026504384,-0.10794921298837767,-0.17989126567254043,False,0.07261914070293254,,0.453,US,True,80.04335627369854,81.00984782418007,27.190455216103093,63.8008501667764,41.391993164050604,26.845637583892618,12.190352020860495,95.5810147299509,50.0,67.5226586102719,63.1,57.8086331896614,standard,78,2575171123,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.4,-0.003953385166823864,49.3,True,0.875,,2026-06-09,0
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,India,INR,1940697537100.0,-1.9189459999999947,3.6306034999999994,,2.6296052000000008,8.290901,8.046,-1.8212500000000045,0.06452750499999999,0.01776999199999999,0.1448775025,0.09540000200000001,0.03712002000000003,0.11900000000000001,0.0,0.116,-37.60199999999999,0.16849999999999976,1.287,12764524544.0,61139701760.0,5139500032.0,1883369373696.0,0.99,0.3487,70.0,0.45,70.0,1754006400.0,0.272,8230.0,5152.687234561904,7070.0,7824.4165,2.08108,36.0,,,0.49795,0.2913,False,False,,0.5,613680.0,662399.0,0.8357467665272268,-3.51,-7.3,-0.6,,-0.1409477521263669,0.2571806916789323,56.885964912280706,-0.0028321260126824566,-0.001114033358835309,False,0.44330168632842915,,0.72,India,True,,71.5344414137613,51.75342320680286,56.78148118982349,73.45340155626378,15.838926174496645,67.34028683181225,56.46481178396072,50.0,,50.0,57.76270129490808,standard,79,49120633,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,4.8,-0.08128491789102554,0.9,True,0.875,,2026-06-09,0
BNS.TO,The Bank of Nova Scotia,Financial Services,Banks - Diversified,Canada,CAD,137761900108.3374,-6.010540000000006,-1.154217249999999,1.2192,-1.4410868499999996,4.0262423,-1.229,,-0.029907510000000012,-0.017654999999999997,0.036544995000000025,0.036082522499999985,-0.394745,0.065,0.21899999999999997,0.313,,,,,531156008960.0,349912006656.0,-42061099008.0,4.06,0.6069,4.56,5.48,1.1,1783382400.0,1.217,113.56999969482422,69.46636150561251,112.36000061035156,112.85714,2.92857,14.0,7.36,,0.00021,0.50911,False,False,,0.5,4224309.0,3403860.0,0.34,7.87,18.66,,,0.0,0.165,69.1,8.08,,True,0.8132154936376261,,0.904,Canada,True,,38.360088268022956,88.05120910384068,69.18461951946885,61.51292786370117,38.52348993288591,67.34028683181225,,50.0,,50.0,57.75846680764365,standard,80,274104280,False,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-3.2,-0.005029484163969755,46.9,True,0.75,SUSPICIOUS_FWD_PE;,2026-06-09,0
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,India,INR,2575589580567.6963,23.1223275,22.915983000000004,,7.482292100000001,7.238148,7.158,4.7102499999999985,0.06487748199999999,0.036379991499999986,0.0037624990000000025,0.0,0.03328004000000001,0.024000000000000007,0.27599999999999997,0.693,0.4180000000000028,-0.005499999999999949,1.294,12133888000.0,73595101184.0,39289298944.0,2547054280704.0,1.02,0.5553,27.5,0.87,23.0,1782172800.0,0.303,2985.699951171875,2115.0,2686.699951171875,2845.639,2.5,36.0,,,0.52884996,0.28101,False,False,,0.5,1309143.0,1557820.0,0.87,8.09,21.94,,,-6.5,0.2635,70.5,8.21,,False,0.8273419618173175,,0.717,India,True,57.60879730814975,62.086358976984265,53.34281650071124,64.55209776084868,75.7911292571588,14.36241610738255,67.34028683181225,53.682487725040914,50.0,,50.0,57.73941982332958,standard,81,43899676,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-1.0,-0.043411411345005035,5.2,True,0.875,,2026-06-09,0
6954.T,Fanuc Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,7136796582752.0,13.810177000000005,17.2266765,3.8079,0.8120564499999999,8.319584,7.462,11.555499999999997,-0.0218200074999999,0.016175000499999898,0.11835000000000001,0.15106999400000004,0.11692000500000001,0.043,0.038000000000000006,0.11,,5.1522499999999996,5.14,121507717120.0,753871028224.0,0.0,6401003356160.0,1.4,0.6,107.09,2.1,55.76,1774828800.0,0.937,8880.0,3571.371976260481,7648.0,7379.5,2.33333,20.0,,,0.0072899996,0.5353,False,False,,0.5,6482210.0,6849910.0,1.1,,,,,,0.5524,47.3,,,False,0.2854299291873655,,0.75,Japan,True,65.16356446513707,67.18562884380087,,54.21678443651932,53.78475812347114,10.201342281879194,67.34028683181225,75.12274959083469,50.0,,50.0,57.63149647722648,standard,82,326796626,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,4.6,0.09099484235048294,91.2,True,0.75,,2026-06-09,0
ABBN.SW,ABB Ltd,Industrials,Electrical Equipment & Parts,Switzerland,CHF,150838774507.40436,11.418605000000005,12.051069000000002,3.3171,8.997205309999998,4.363033,4.474,5.719875,0.17038999900000001,0.0391099985,0.05640750500000001,0.07607499999999999,0.029805004999999968,0.12,0.14,0.201,-7.759499999999992,0.09824999999999984,0.793,-112198880.0,5926000128.0,9176999936.0,154677493760.0,1.13,0.44169998,0.94,2.2,0.94,1774224000.0,1.023,86.4800033569336,44.62955205058097,83.0999984741211,73.2392,2.78571,28.0,,,0.00028,0.58748,False,False,,0.5,2556539.0,2163881.0,1.09,-1.83,23.02,,,-6.48,0.3096,52.7,4.61,,False,0.5193077220919582,,0.722,Europe,True,51.119994713889255,72.84580713419021,53.876244665718346,63.3868679695634,50.51382393368474,37.04697986577181,67.34028683181225,46.808510638297875,50.0,,50.0,57.61846214399403,standard,83,225440996,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.3,0.12809248268604279,94.8,True,0.875,,2026-06-09,0
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,United States,USD,49707186593.802765,12.069136,8.037331000000002,1.9533,7.730591875000002,5.6459775,6.065,6.982749999999999,0.08093999650000003,0.030624998999999993,0.0160849975,0.07165753500000001,0.006602515000000014,0.055999999999999994,0.324,0.389,39.57700000000001,-0.38762499999999994,0.616,-129836096.0,423000000.0,4054000128.0,53392187392.0,1.24,0.55869997,5.52,1.63,1.38,1779062400.0,1.561,468.1099853515625,301.1794982131928,446.7099914550781,462.1684,2.21429,25.0,4.13,0.0337,0.0017299999,0.91096,False,False,,0.464,819168.0,701250.0,0.35,-0.2,22.1,,,-1.95,0.333,70.8,7.75,,False,0.4016051979029694,,0.981,US,True,47.74588039157882,66.37885405449421,58.74822190611664,73.07353043404001,36.42737702122998,60.13422818791946,67.34028683181225,44.51718494271686,50.0,53.02114803625378,46.400000000000006,57.57614060833686,standard,84,313255382,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,7.3,-0.016808634623885155,20.6,True,0.875,,2026-06-09,0
NESN.SW,Nestlé S.A.,Consumer Defensive,Packaged Foods,Switzerland,CHF,197958048845.06226,0.5964620000000025,1.6269494999999985,2.1189,2.6350549600000006,2.202348,2.779,2.9908749999999986,0.06970250400000001,0.0044649995000000005,0.028167505000000016,0.029905000000000015,0.08432498499999999,-0.057,-0.273,-0.243,84.32675,-0.17325000000000013,0.447,5650676032.0,6230000128.0,57851998208.0,249828425728.0,4.03,0.8689,3.1,3.08,3.1,1776643200.0,0.497,84.2594760502646,67.15778239946611,76.95999908447266,87.87273,2.18182,22.0,,,0.00018999999,0.47188,False,False,,0.5,3559288.0,3334175.0,1.1375212756776354,-0.79,-1.41,0.66,,-0.08663093230531682,0.20856117562022045,44.574782901821806,-0.0015880442675861861,0.02698538709527032,False,0.2562067793227614,,0.5,Europe,True,77.51700196196033,62.74643944626216,60.14229564857404,19.329454418277905,59.43504357161605,32.88590604026846,67.34028683181225,78.39607201309329,50.0,,50.0,57.557794506597624,standard,85,321700658,False,4,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,-1.0,-0.004794479347765446,47.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
GIVN.SW,Givaudan SA,Basic Materials,Specialty Chemicals,Switzerland,CHF,26478566193.0,2.084169000000003,6.640838000000001,4.0561,3.3761566100000007,3.5437052,4.04,5.346875000000001,0.10480500099999998,0.028774999000000002,0.051387495000000005,0.022809983000000013,0.061284984999999986,-0.106,-0.46399999999999997,-0.046,47.976000000000006,0.013000000000000012,1.097,543051072.0,742000000.0,4416000000.0,30183565312.0,2.51,0.6063,72.0,1.93,72.0,1774224000.0,0.661,4122.111944974602,2566.0,2869.0,3367.9263,2.36842,19.0,,,0.17141001,0.37295,False,False,,0.5,26013.0,24241.0,0.7484136542575183,4.9,-0.43,-11.41,,-0.3039975531237842,0.21877555608681162,68.32971800433839,0.028160635316547333,-0.05932676773671364,True,0.6924872878780901,,0.5,Europe,True,70.8833396021185,68.43250193621434,43.217850498106976,18.285698456516442,63.41037073114664,72.21476510067114,67.34028683181225,73.97708674304418,50.0,,50.0,57.55595027610109,standard,86,87192591,False,5,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,-5.2,-0.0021623934153467417,52.5,True,0.875,,2026-06-09,0
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,359671569137.81006,4.223592749999996,3.1714910000000014,1.5373,7.045579100000001,12.392212,12.359,16.35175,0.21414503650000005,0.07765,0.18239499750000004,0.18183750500000004,0.006952515000000031,-0.020000000000000004,0.12300000000000003,0.313,-17.56949999999999,0.735625,1.624,1936038976.0,8240999936.0,7267999744.0,358698549248.0,0.47,0.1731,2.12,0.79,0.53,1779321600.0,1.672,510.75,153.7846009301305,453.010009765625,511.16666,1.5,36.0,2.59,0.0231,0.00306,0.85157996,False,False,,0.471,6816000.0,7076420.0,0.76,9.98,38.97,,,-2.87,0.5353,70.1,17.52,,True,0.5620862510870093,,0.906,US,True,48.140915513718475,81.32045238110207,61.09530583214794,59.940651945643225,33.502661227857566,26.44295302013423,67.34028683181225,54.6644844517185,50.0,68.8821752265861,47.099999999999994,57.5232194891742,standard,87,3205689093,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,9.1,0.0906580463051796,91.0,True,0.875,,2026-06-09,0
HARVIA.HE,Harvia Oyj,Consumer Cyclical,Leisure,Finland,EUR,745733103.3187561,4.449656749999997,1.4568985000000008,,1.670998,3.628713,3.874,0.28050000000000086,0.03771500499999997,0.020990006000000005,0.0700350015,0.10265501500000007,0.18856999999999996,0.05500000000000001,0.0020000000000000018,0.119,9.268749999999999,2.3297499999999998,2.289,-909550109.0,53449000.0,102811000.0,796066624.0,1.93,0.5172,0.77,1.81,0.38,1792108800.0,1.258,51.28123299220312,30.710798057913102,39.900001525878906,47.5,,4.0,,,0.15758,0.59055,False,False,,0.5,37840.0,19747.0,0.9,3.39,11.05,,,-7.63,0.4233,52.2,7.11,,False,0.6395502444001132,,0.525,Nordic,True,,71.57091274656236,45.305832147937416,48.49472600311486,56.56463889895208,98.52348993288591,67.34028683181225,,50.0,,50.0,57.502238922520796,standard,88,910137,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.5,-0.05807524919509888,1.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,USD,90439160279.4115,-2.9762270000000033,1.214723000000001,2.0354,21.36398716,8.359057,12.994,-2.4602500000000007,0.1932150015,0.012869999500000003,0.006919977500000004,0.08034752500000006,0.257032515,0.01100000000000001,0.5335,0.759,354.415,-0.39937499999999987,0.264,3510026560.0,1608800000.0,45131198464.0,140591054848.0,3.6,0.8226,6.98,2.93,1.79,1781222400.0,0.891,227.76820914331435,163.4468972054467,194.1199951171875,216.13635,1.68,22.0,3.09,0.0222,0.00083,0.96649003,False,False,,0.451,3153690.0,3076190.0,0.29,8.22,6.09,,,-1.06,0.2761,65.0,6.89,,True,0.9497119469181031,,0.638,US,True,,72.16507383660236,47.972972972972975,63.03623597063719,36.850842182408755,46.84563758389262,67.34028683181225,80.19639934533551,50.0,70.99697885196375,45.1,57.3626822561885,standard,90,597149988,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,2.7,-0.010881167836487293,32.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
D05.SI,DBS Group Holdings Ltd,Financial Services,Banks - Regional,Singapore,SGD,180984337765.87045,2.6345600000000005,1.9662559999999996,4.1856,0.8389973999999999,8.120625,13.2,,,,0.0,0.059185020000000026,0.0,-0.028999999999999998,,0.011,,,,,70002999296.0,183164993536.0,294190448640.0,5.08,0.79800004,3.24,4.55,0.81,1778457600.0,0.279,65.19000244140625,40.6568974103973,63.779998779296875,60.54938,2.0625,16.0,,,0.006,0.54234004,False,False,,0.5,5367253.0,5156285.0,1.16,,,,,,0.1478,55.2,,,True,0.778433987226467,,0.686,Singapore,True,,55.913978494623656,,37.86845530354543,93.71152745865535,33.95973154362416,67.34028683181225,,50.0,,50.0,57.36105886055251,standard,91,255584190,False,0,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-8.5,0.020800430327653885,74.0,True,0.625,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-09,0
8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,JPY,36300295805451.0,0.011548499999999962,1.7516765000000025,1.7233,0.32727839999999997,4.2634735,-0.436,,0.01991750250000009,0.0008300014999998996,0.06157749499999998,0.073585059,-0.265979995,,,,,,,,151902574608384.0,110384014950400.0,-3713645412352.0,2.98,0.405,96.0,3.25,48.0,1790640000.0,0.323,3273.0,1857.363471186232,3219.0,3139.1667,1.83333,12.0,,,0.03566,0.40373,False,False,,0.5,40519750.0,42423190.0,1.06,,,,,,0.3455,65.1,,,True,0.9992952432809951,,1.0,Japan,True,,53.239240575867726,,95.3715775749674,66.75241347367657,4.026845637583892,67.34028683181225,,50.0,,50.0,57.30945379349242,standard,92,851861750,False,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.7,0.04310930520296097,82.4,True,0.625,EXTREME_GROWTH;EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-09,0
LUN.TO,Lundin Mining Corporation,Basic Materials,Copper,Canada,CAD,31837203962.703705,-10.830585000000005,1.8472977500000014,0.93,0.09216080000000049,7.4171095,7.726,2.66,0.10106999199999998,0.0320450045,0.23569750000000003,0.2901024905,0.129185,0.17200000000000001,0.865,1.264,-31.845374999999994,-0.20799999999999996,1.208,1148804224.0,565400000.0,511200000.0,33164519424.0,0.3,0.0571,0.11,3.02,0.028,1780617600.0,2.058,45.66843141945938,13.311646966398083,37.220001220703125,40.77136,2.28,25.0,3.04,,0.20886,0.51647,False,False,,0.5,2727525.0,1978100.0,0.5,-5.62,-0.39,,,-17.59,0.6306,46.2,-3.88,,False,0.17385423548501963,,0.838,Canada,True,85.05072633194742,81.92660587537395,24.679943100995736,81.73986285779364,18.367554800581733,67.91946308724832,67.34028683181225,87.56137479541735,50.0,,50.0,57.29169756106581,commodity,93,52766346,False,6,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,5.5,-0.04016067087650299,6.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,United States,USD,298330093349.0418,4.245046499999994,-6.339431999999999,5.6168,1.0168684749999999,4.536098,5.197,-5.049249999999999,0.02755000650000003,0.05698000000000001,0.010205002500000008,0.193845015,0.284652475,-0.033,,,50.055000000000014,-0.818875,0.696,12944914240.0,5702000128.0,49116999680.0,341798092800.0,2.81,0.9352,3.4,3.01,0.85,1781481600.0,0.218,124.21993517165414,74.71347070570936,120.79000091552734,129.74074,1.82759,27.0,3.2,0.0117999995,0.00061,0.82254,False,False,,0.488,9510641.0,10024890.0,0.44,7.66,3.85,,,-2.74,0.2566,59.9,3.11,,True,0.8396741970060168,,0.928,US,True,,74.71806473766728,42.887624466571836,55.73395412945799,55.99273668701546,28.322147651006713,67.34028683181225,89.36170212765957,50.0,89.12386706948641,48.8,57.27342406650819,standard,94,1210906472,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,5.5,-0.02500455267727375,13.1,True,0.875,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-09,0
CABK.MC,"CaixaBank, S.A.",Financial Services,Banks - Regional,Spain,EUR,80025116359.65244,0.0,-0.3699149999999989,0.94,-0.03651643999999998,5.1772733,5.61,,0.011237509000000007,-0.005394999500000001,0.15306499999999998,0.20380005499999995,-0.37393501500000004,-0.034,-0.049000000000000016,0.069,,,,,47705001984.0,54319001600.0,86713679872.0,4.35,0.96769994,0.5,4.99,0.3321,1775520000.0,0.132,11.744999885559082,6.8459697700088995,11.489999771118164,11.85952,2.28571,21.0,,,0.49707,0.24625999,False,False,,0.5,9768426.0,7983068.0,0.58,6.86,14.76,,,-2.78,0.2699,54.4,4.71,,False,0.6566579029704529,,0.974,Europe,True,,55.68322418083987,53.41394025604552,48.53418433788588,81.55892690103622,49.93288590604027,67.34028683181225,,50.0,,50.0,57.22736379906446,standard,95,105955237,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-3.4,0.014884465374052525,71.2,True,0.75,SUSPICIOUS_FWD_PE;,2026-06-09,0
NXT.L,NEXT plc,Consumer Cyclical,Apparel Retail,United Kingdom,GBp,19571390405065.61,-3.603369999999998,1.9511545000000017,2.9807,6.39995715,2.2536647,2.544,0.4945000000000004,0.3548937199999999,0.09375500024999998,0.03576251249999996,0.01753750850000001,0.04114499999999999,0.081,0.134,0.232,14.438500000000001,0.38324999999999976,1.081,137631232.0,96200000.0,1809799936.0,17558120448.0,1.97,0.32869998,2.68,2.95,1.81,1782950400.0,1.047,183390.9684544423,141642.6736520485,171450.186252594,14699.5,2.1,20.0,,,0.062280003,0.70926005,False,False,,0.5,572020.0,468447.0,1.68,7.0,7.83,,,-4.58,0.2377,78.1,5.16,,True,1.0014312349326187,,0.5,UK,True,70.51234611826656,72.97730924434202,45.02133712660029,54.09697276223782,64.51625476292358,6.0402684563758395,67.34028683181225,59.738134206219314,50.0,,50.0,57.2177593800085,standard,96,80315325399,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,1.5,0.011413509957492352,68.8,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
TXT.WA,Text S.A.,Technology,Software - Application,Poland,PLN,1042875000.0,-23.892813249999996,,,3.8753675349999988,3.0838413,2.939,-11.674125000000002,0.8286149589999998,0.34522499949999996,0.279077475,0.24491501000000002,0.329294945,-0.21700000000000003,-0.524,-0.312,-37.729,-0.26750000000000007,1.304,-504077376.0,53347000.0,4356000.0,993884032.0,13.7,0.90720004,5.55,7.33,1.15,1770336000.0,0.318,57.23767786026001,35.5,40.5,62.32,1.6,5.0,,,0.41265,0.21261999,False,False,,0.5,42910.0,34490.0,1.1206147265444488,-0.88,11.88,-2.41,,-0.2924241249116247,0.3147869838928815,51.74604058835925,0.016362171599541453,-0.05141623121772965,False,0.3246037304985601,,0.5,Europe,True,,94.15750456323886,59.224245618848876,12.189544810520484,58.37381981005982,98.12080536912752,67.34028683181225,,50.0,,50.0,57.20714507605149,standard,97,1396845,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-12.8,0.0026512076146900654,60.4,True,0.875,,2026-06-09,0
HOLN.SW,Holcim AG,Basic Materials,Building Materials,Switzerland,CHF,41174634613.2431,83.55059200000001,2.1950829999999995,0.4401,0.21771401,2.618585,2.906,1.3188749999999998,-0.10850499900000002,-0.010895001000000001,0.746197505,-0.024910001999999994,0.049494984999999964,-0.124,,,8.791000000000004,-0.3989999999999999,1.037,1266501184.0,5442999808.0,9246999552.0,45686632448.0,2.28,4.4286,1.7,4.01,1.7,1779062400.0,0.733,94.859089214061,45.549503326416016,74.44000244140625,79.21857,2.2381,21.0,,,0.08778,0.45139998,False,False,,0.5,1377260.0,1286134.0,0.5069348607021434,7.25,13.84,2.35,,-0.21525704011954627,0.5809665310743185,65.60937538807786,0.05364469040401265,0.06446015970776986,False,0.5404042827935173,,0.5,Europe,True,84.0146994541074,49.55980365124971,65.69596580283195,18.877411858406113,46.19587226692842,63.48993288590604,29.335071707953063,82.48772504091653,50.0,,50.0,57.11448852515668,standard,98,120030358,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-4.4,0.02221962995827198,74.8,True,0.875,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
POW.TO,Power Corporation of Canada,Financial Services,Insurance - Life,Canada,CAD,48309845806.01819,-1.323374500000007,-0.73738225,0.8811,-0.7098393499999999,1.3409827,-2.539,-23.103,-0.0356375,-0.019685,-0.17243500500000003,-0.1743274975,0.13027500000000003,0.012999999999999998,0.07499999999999998,0.197,-0.6493749999999956,77.292,64.623,-26981529088.0,196672995328.0,21473599488.0,-100187889664.0,3.18,0.60220003,2.67,4.92,0.668,1782777600.0,0.938,84.41000366210938,49.025586904400164,83.97000122070312,82.55556,2.88889,9.0,6.28,,0.00614,0.42698002,False,False,,0.5,2503900.0,1651790.0,0.16,7.6,31.19,,,0.0,0.2185,59.8,10.38,,False,0.8761107588862351,,0.622,Canada,True,,28.481162063910194,92.67425320056898,51.08907776843207,76.78215771721443,61.20805369127517,67.34028683181225,,50.0,,50.0,57.07833982193331,standard,99,99405723,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-7.5,-0.003133173333480954,51.2,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
