ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,13246413065.86871,-12.329975500000003,-5.950968,2.56,1.4213384749999998,5.5762844,5.32,-3.809249999999999,0.24798000650000002,0.15150999999999998,0.22518499250000001,0.2192950150000001,0.48183251499999996,0.018000000000000002,0.324,0.319,-48.123,1.140125,3.01,-475216704.0,777206976.0,169540992.0,12638746624.0,,0.0,,,,,0.435,52.97999954223633,33.7599983215332,52.70000076293945,49.64706,2.1,17.0,10.6,0.16379999,0.01821,1.0753,False,False,,0.803,2646884.0,2497150.0,0.24,6.01,26.23,,,0.0,0.3658,66.0,11.54,,True,1.0016617971973654,,1.0,US,True,,93.25144755785516,91.53627311522047,70.4707083349473,67.54689420094341,82.14765100671141,12.190352020860495,23.895253682487724,50.0,8.761329305135952,90.30000000000001,73.73072729444677,standard,1,131599807,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.3,-0.014998098835349083,24.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
V,Visa Inc.,Financial Services,Credit Services,United States,USD,537032354853.3186,8.004976499999994,6.525639000000002,1.4618,12.685393125,14.301421,14.417,8.942749999999998,0.4287475065,0.16476001,0.2615825225,0.30411254,0.4951725150000001,0.11000000000000001,0.21999999999999997,0.315,2.103500000000011,-0.729875,0.669,19735413568.0,13912999936.0,23975999488.0,620338937856.0,0.83,0.2197,2.68,0.7,0.67,1778544000.0,0.765,372.56717031581684,293.2820187246287,323.57000732421875,398.63916,1.33333,36.0,3.54,0.0156,0.00084,0.91694,False,False,,0.683,7502390.0,8994570.0,0.8786716938988683,1.71,2.17,-1.43,,-0.131512293340458,0.22335091665523274,47.62009152622784,0.022374160102517138,-0.016309450391939206,False,0.4518116799000119,,0.869,US,True,73.66418964938853,95.89634479853643,59.79088893863139,70.97895445051682,61.97989601413671,22.818791946308725,67.34028683181225,85.27004909983633,50.0,82.02416918429003,68.30000000000001,70.97572909492459,standard,2,2910373081,False,7,STARK,8,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,5.3,-0.012505747377872467,29.2,True,0.875,,2026-06-09,0
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,USD,38160847974.02069,75.36326274999999,-1.0390549999999994,,10.517715100000002,28.58242,27.553,55.93875,0.16130500650000001,0.10823000000000002,0.24299499750000003,0.21949748500000002,0.19774258500000005,1.436,3.2039999999999997,3.622,-46.9695,8.380625,8.507,,1443286016.0,20617000.0,36786397184.0,,0.0,,,,,3.229,245.9499969482422,66.75,206.88999938964844,256.30304,1.33333,18.0,1.73,0.0683,0.11137,0.76611,False,False,,0.605,7252263.0,8815920.0,1.02,8.65,97.05,,,-3.23,0.9249,72.8,29.98,,False,0.5440891825292328,,1.0,US,True,,87.65059024974246,65.04267425320056,96.29355896815423,33.97553530891735,65.50335570469798,12.190352020860495,,50.0,28.700906344410875,60.5,70.04463131625423,standard,3,1823925683,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,5.5,0.06053939089179039,85.6,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,61330055208455.0,3.425215250000001,0.08032474999999994,1.1678,5.687721975,14.94432,14.397,1.2800000000000011,0.23764749749999997,0.1218600098,0.347062503,0.4461674925,0.247865,0.21699999999999997,0.372,0.583,12.282499999999999,0.7185,2.187,709926586368.0,3383596154880.0,1094369804288.0,59082257989632.0,1.01,0.2785,24.0,1.71,7.0,1781136000.0,1.25,2440.0,976.4299642131556,2365.0,2589.5757,1.33333,33.0,,,0.00022,0.43507,False,False,,0.5,35449288.0,33738465.0,0.95,,,,,,0.3284,62.0,,,True,0.7785328973620411,,0.927,Asia,True,72.65123867806568,92.59988366248228,,80.374372275938,56.56920997431039,2.4161073825503356,67.34028683181225,66.12111292962356,50.0,,50.0,69.8284035717741,standard,4,2524567078,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,7.0,0.7100117802619934,98.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1008934100764.3748,10.383699499999999,6.461766000000001,1.5167,26.917522475,13.964679,14.492,12.281750000000002,0.9127000064999999,0.13859000999999999,0.22420499250000003,0.30166501500000004,0.345712515,0.47300000000000003,1.587,1.681,82.134,-0.6208749999999998,0.721,8052263744.0,5281999872.0,43370000384.0,1047022075904.0,0.61,0.22129999,6.92,0.89,1.73,1778803200.0,0.517,1166.2900390625,619.3984502312096,1131.4200439453125,1215.1034,1.74194,29.0,2.44,0.0095,0.00156,0.85327005,False,False,,0.42,3102606.0,3169140.0,0.6,18.53,14.64,,,-0.43,0.3881,73.3,16.48,,True,0.8891682484574605,,1.0,US,True,52.94019578940948,94.1575886878978,61.16642958748221,93.42823487894404,41.150422464762556,19.06040268456376,67.34028683181225,58.59247135842881,50.0,93.202416918429,42.0,67.87524159715086,standard,6,3585628518,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,8.8,-0.04043368250131607,6.4,True,0.875,,2026-06-09,0
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,19414958350905.0,18.884733749999995,83.53164350000002,2.1208,19.773486675,17.20254,16.922,18.118499999999997,0.46923500250000005,0.25890000149999987,0.25354,0.37719999400000004,0.37737996499999993,0.27799999999999997,1.9920000000000002,2.171,-10.628499999999997,0.49749999999999994,1.722,202976600064.0,339966001152.0,20192000000.0,19098656309248.0,0.22,0.1149,60.0,0.82,30.0,1774828800.0,1.199,32400.0,7489.7444940560135,26765.0,32845.0,1.75,20.0,,,0.00279,0.65973,False,False,,0.5,9763473.0,8467830.0,1.05,,,,,,0.6826,48.3,,,False,0.45269525654200754,,1.0,Japan,True,54.226753819723285,95.22510860613224,,92.86400275382022,34.6843129960771,6.174496644295302,67.34028683181225,64.1571194762684,50.0,,50.0,67.48275742777132,standard,7,1413787696,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,1.6,0.11204355955123901,93.6,True,0.875,,2026-06-09,0
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1469399624370000.0,,-13.820790249999998,2.9268,,11.124752,10.855,-3.7699999999999996,0.48726749750000004,0.2275199998,0.45091250299999996,0.5804675225,0.312555,1.847,3.754,3.975,7.1175,0.8475,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1433734440026112.0,0.14,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2407000.0,221076.1845768374,2070000.0,2076603.1,,38.0,,,0.20716,0.45224,False,False,,0.5,4863821.0,5697985.0,1.14,15.56,106.85,,,-19.13,0.8203,53.9,29.5,,False,0.571953600162036,,1.0,Asia,True,,95.57578119924642,52.63157894736842,96.54170549044474,43.12414116526205,0.2684563758389262,34.419817470664924,74.14075286415712,50.0,,50.0,67.01587409532466,standard,8,8610225134,False,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,OK,14.9,0.010922778397798538,68.0,True,0.625,SUSPICIOUS_FWD_PE;,2026-06-09,0
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,United States,USD,68199728121.01611,-19.721475000000005,4.46372,4.58,9.83800616,12.019625,14.765,-2.60225,1.0295950015,0.019379999500000005,0.44478999750000003,0.055037494999999964,0.33321251500000004,0.136,-0.07150000000000001,0.159,367.338,-0.5073749999999999,0.195,1390354496.0,542955008.0,28989048832.0,98165899264.0,4.18,0.60150003,8.8,5.11,2.2,1780963200.0,1.346,211.22999572753906,150.01148310449148,210.30999755859375,214.4,2.19048,20.0,0.0,0.0,0.01799,0.95075,False,False,,0.328,1585788.0,1701550.0,0.49,5.3,11.66,,,0.0,0.197,70.6,5.09,,True,1.0885792091304753,,0.0,US,True,,84.41565320402684,83.92603129445234,41.547909646163795,33.89966048607215,54.09395973154363,67.34028683181225,69.88543371522094,50.0,99.0,32.800000000000004,65.6707742648687,standard,9,357852976,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.5,-0.006202071905136108,44.1,True,0.875,,2026-06-09,0
CSX,CSX Corporation,Industrials,Railroads,United States,USD,87313947962.26437,-5.393832,-1.063725999999999,2.1433,0.048243874999999825,6.170161,7.465,-4.187250000000001,0.04594999650000001,0.008094999000000002,0.10803499750000001,0.22598751500000003,-0.01444745499999996,-0.046,0.193,0.249,69.27000000000001,-0.5126249999999999,0.775,25538880.0,1108999936.0,19428999168.0,105639944192.0,1.19,0.3252,0.56,1.31,0.14,1780012800.0,1.222,47.25,31.396510299924657,46.9900016784668,46.15909,2.0,22.0,2.63,0.0182,0.00233,0.82019997,False,False,,0.738,13000001.0,13952790.0,0.33,5.73,17.26,,,0.0,0.2292,59.8,6.28,,False,0.9106524001752726,,0.714,US,True,,68.13545192754741,87.33997155049786,52.50450926578223,41.81223724291177,48.053691275167786,67.34028683181225,49.42716857610475,50.0,78.54984894259819,73.8,65.391450484049,standard,10,655641626,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,10.0,-0.005878644064068794,44.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,United States,USD,29999096667.03447,-24.795389000000007,-17.401345,,-3.2601141399999998,7.424723,11.738,-10.689250000000001,0.0070050014999999966,0.0175699995,0.5071499975,0.6961873949999999,0.5088025150000001,-0.021999999999999992,0.36549999999999994,0.605,-28.281999999999993,10.416625,11.119,180943936.0,486896000.0,17701677056.0,47428169728.0,6.46,0.6104,1.8,5.15,0.45,1781740800.0,0.676,32.478809197109385,26.549999237060547,27.860000610351562,34.17391,1.79167,23.0,3.68,0.031,0.0028400002,0.98072,False,False,,0.734,8410315.0,8554640.0,0.41,-3.25,0.05,,,-6.34,0.1802,44.3,-0.79,,False,0.32474517249743023,,0.723,US,True,,83.68692544130269,34.28165007112375,60.84292285434378,86.40723302001493,69.26174496644295,67.34028683181225,53.0278232405892,50.0,58.76132930513596,73.4,64.12415842198281,standard,11,238332276,False,5,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,1.3,-0.0017904716078191996,53.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,974373508417.5378,2.500385749999994,-16.689794999999997,0.2977,5.4527581000000005,16.765144,16.7,4.0497499999999995,0.21545502650000004,0.13052,0.30411499750000004,0.5391175049999999,0.10176251499999998,1.8290000000000002,7.348,7.708,-33.06649999999999,1.1246249999999998,2.232,1789163840.0,14588999680.0,10798000128.0,970582523904.0,0.07,0.0217,0.6,0.33,0.15,1774828800.0,2.173,1089.2900390625,103.23021586705363,864.010009765625,739.475,1.47727,40.0,0.77,0.0313,0.00262,0.81575996,False,False,,0.412,48323617.0,52037290.0,0.88,13.79,116.24,,,-16.17,0.8234,63.6,41.36,,True,0.5278013897253688,,1.0,US,True,56.850952008213795,89.45402198198295,54.12517780938833,97.40564559384927,29.417695977181552,19.19463087248322,25.16297262059974,50.736497545008184,50.0,58.157099697885194,41.199999999999996,64.11387779351807,standard,12,44960739441,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,10.0,-0.02405387908220291,13.6,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,Japan,JPY,18933937367520.0,9.354677750000004,12.752947500000005,3.0816,0.824228675,16.192694,14.915,10.172500000000001,,,0.30169003,0.44648999400000006,0.564209945,0.044999999999999984,0.04200000000000001,0.254,,8.5045,9.963,,1493889056768.0,0.0,17440048152576.0,0.7,0.2996,550.0,0.5,275.0,1789603200.0,1.002,84170.0,51271.96903921346,78070.0,84318.75,1.6875,16.0,,,0.22763,0.37585998,False,False,,0.5,836688.0,740850.0,0.81,,,,,,0.4573,54.1,,,False,0.5027042799893371,,0.75,Japan,True,,97.67025089605734,,58.45779837576558,55.04267059361491,6.308724832214765,67.34028683181225,,50.0,,50.0,63.896699035609636,standard,13,360793981,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,7.6,0.9289151430130005,99.8,True,0.625,,2026-06-09,0
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,United States,USD,28114705339.738174,1.4900824999999962,4.733702000000001,1.3585,4.023658475000001,5.8354692,5.622,4.328749999999999,0.19435000650000003,0.02771,0.0674549925,0.02200501500000003,0.13243251500000006,0.06799999999999999,0.81,0.893,-10.047999999999993,-0.16987499999999994,1.583,-47698560.0,2415200000.0,1384800000.0,27084304384.0,,0.0,,,,,1.443,89.9800033569336,54.11000061035156,72.86000061035156,83.0,1.33333,24.0,3.16,0.052399997,0.00281,1.0267401,False,False,,0.47,5260520.0,6704830.0,0.35,32.32,18.39,,,0.0,0.3615,79.2,20.58,,True,0.6999348187682694,,0.962,US,True,52.55405556515639,72.1929463419395,87.76671408250355,80.09586054201388,33.360416724608335,70.60402684563758,12.190352020860495,45.662847790507364,50.0,37.91540785498489,47.0,63.46300462342289,standard,14,488513918,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.0,-0.0045217061415314674,48.4,True,0.875,,2026-06-09,0
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,430694940051.79047,8.148128499999995,6.311062,1.5376,60.148829125000006,12.785007,13.102,9.163749999999999,2.1460175065000002,0.22314999999999996,0.20355249250000002,0.23901254000000005,0.5173925149999999,0.097,0.07699999999999999,0.184,216.92950000000002,-0.836875,0.564,15043788608.0,8218999808.0,18959998976.0,444654354432.0,0.71,0.1823,3.48,0.54,0.87,1775692800.0,0.738,599.0458118803059,464.5199890136719,491.0799865722656,646.9722,1.30769,36.0,1.94,0.0081,0.00114,0.91481,False,False,,0.487,3536014.0,3735560.0,0.39,-1.07,-2.12,,,-14.87,0.2472,44.9,-1.43,,False,0.43633983815610244,,0.899,US,True,74.39438452389423,95.55938811734701,23.61308677098151,65.15166396221102,39.21707183972009,24.42953020134228,67.34028683181225,86.57937806873977,50.0,93.65558912386706,48.699999999999996,63.45087991031175,standard,15,1834458755,False,6,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.0,-0.009803512133657932,35.9,True,0.875,,2026-06-09,0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,14745123650270.0,10.639247500000002,12.769520499999999,2.8258,7.185448450000001,3.9880238,3.858,10.378499999999999,0.17514750250000008,0.1000350124999999,0.04136999500000001,0.005270003999999981,0.32585000499999994,0.054000000000000006,0.5085,0.522,-28.791999999999998,0.274,1.559,363930591232.0,725499969536.0,186199998464.0,14264779669504.0,0.25,0.0719,26.0,0.37,13.0,1790640000.0,0.912,11390.0,6028.418262645158,10595.0,11068.75,1.625,16.0,,,0.03449,0.53706,False,False,,0.5,6468768.0,6848030.0,0.83,,,,,,0.5216,74.6,,,True,0.7260722045433182,,0.943,Japan,True,69.94012463022638,77.47711135679901,,74.26491870559515,43.7286669466399,6.7114093959731544,67.34028683181225,81.01472995090016,50.0,,50.0,63.30593117199338,standard,16,452596754,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,7.1,0.10096351057291031,92.3,True,0.875,,2026-06-09,0
2914.T,Japan Tobacco Inc.,Consumer Defensive,Tobacco,Japan,JPY,10603518465045.0,-1.0532369999999993,-3.074596000000001,1.2039,0.09481280000000025,2.953819,3.27,-0.8735000000000017,-0.009687502499999914,0.0186400014999999,0.09196001000000001,0.25011996400000003,0.29984000499999997,0.082,0.218,0.251,-13.89175,0.4587499999999999,0.833,91033092096.0,882317000704.0,1987193995264.0,11737882427392.0,4.05,0.8325,242.0,5.41,121.0,1782691200.0,0.136,6474.0,4045.5689371451,5973.0,6524.5454,2.09091,11.0,,,0.34127998,0.20431,False,False,,0.5,4169511.0,4211790.0,0.92,,,,,,0.2217,37.5,,,False,0.09302830380870705,,0.66,Japan,True,,73.52859939029082,,61.31576004400527,82.2208675923488,8.053691275167784,67.34028683181225,59.08346972176759,50.0,,50.0,63.27682163591925,standard,17,156929302,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.4,0.1886415183544159,96.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,4967727247833.252,-6.855501250000001,-8.672316,0.6319,23.6927701,19.597254,19.421,7.421749999999999,0.9601050064999999,0.45634,0.5189149975,0.518837505,0.2588424650000001,0.718,1.933,2.106,-41.41349999999999,1.6686249999999996,2.139,45231536960.0,53171998720.0,12814000128.0,4923062222848.0,0.49,0.0061000003,1.0,0.05,0.25,1780531200.0,2.202,236.26463268418732,140.6626531024409,205.10000610351562,298.42374,1.29032,59.0,1.92,0.0128,0.039839998,0.7086,False,False,,0.473,166389520.0,191099500.0,0.61,-6.75,10.0,,,-13.2,0.3771,38.0,-0.16,,False,-0.02412171344140139,,0.889,US,True,58.82226469182991,95.58626983777712,38.904694167852064,89.99080752730922,43.005398546252415,11.677852348993287,67.34028683181225,61.53846153846154,50.0,87.16012084592145,47.3,62.87319297405592,standard,18,39194508616,False,7,STARK,8,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,14.9,-0.013186387717723846,28.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,341961317025.7878,-2.404982000000002,4.1136235,4.0696,4.300566525000001,6.9385867,7.607,6.627750000000001,0.2123025215,0.021730000000000003,0.18511499750000004,0.225807505,0.13483251500000001,0.086,0.149,0.178,27.956250000000004,0.19787500000000008,0.782,2019914048.0,13820000256.0,44646998016.0,374889316352.0,2.67,0.64779997,2.12,2.89,0.53,1781481600.0,0.354,82.66000366210938,64.45102779330306,79.4800033569336,86.06,1.75,23.0,3.37,0.0113,0.09897,0.68231004,False,False,,0.453,14907193.0,15458880.0,0.56,3.04,5.13,,,-1.06,0.1784,46.7,3.6,,False,0.41020356591306545,,0.887,US,True,55.107094570554324,81.83873707032433,47.01280227596017,65.68472010655537,76.56467283026271,27.114093959731544,67.34028683181225,54.50081833060556,50.0,90.18126888217523,45.300000000000004,62.83980412945993,standard,19,1228671834,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,10.4,-0.007308742962777615,40.9,True,0.875,,2026-06-09,0
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,Canada,CAD,376053031973.26025,-3.9027455000000053,2.0350537500000008,2.5563,-0.1216094499999999,5.72231,1.156,,0.021732500000000002,-0.014684999999999995,0.09436499500000001,0.0909225025,-0.394745,0.1,0.14,0.256,,,,,794214006784.0,483078995968.0,75986878464.0,2.6,0.41349998,7.04,3.51,1.64,1785110400.0,0.94,272.3500061035156,168.29205787754913,270.6000061035156,265.4643,2.0,14.0,2.15,,0.00027000002,0.49355,False,False,,0.5,3719739.0,3325120.0,0.42,11.38,23.74,,,0.0,0.1488,77.7,11.34,,True,0.8968595590456506,,0.945,Canada,True,,49.06133406141579,90.64722617354195,70.26947979863293,72.73723787814114,25.771812080536915,67.34028683181225,,50.0,,50.0,62.194012677642135,standard,20,644863090,False,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-6.0,0.03451788052916527,79.6,True,0.75,,2026-06-09,0
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,USD,70880770544.99039,6.9346429999999994,3.218168499999998,1.5867,483.52398152499995,3.4085486,3.74,0.004749999999999144,3.4143523015,0.08761000000000002,0.007525007500000003,0.08449750500000003,0.11802251500000004,0.049,-0.092,-0.064,1543.54825,-0.1351250000000001,0.557,2215163968.0,1419000064.0,7973000192.0,77775765504.0,2.39,0.8062,2.12,2.32,0.53,1776643200.0,0.322,98.71650072566527,73.63863380274942,88.58000183105469,95.84211,2.0,19.0,3.72,0.0277,0.0014599999,0.88121,False,False,,0.47,5816892.0,5350210.0,0.5,1.68,-0.96,,,-10.48,0.246,45.0,2.1,,False,0.470097587316797,,0.867,US,True,87.80560327738866,77.21157157137378,28.236130867709814,46.39647931423568,51.41794722672407,53.15436241610738,67.34028683181225,82.97872340425532,50.0,63.141993957703924,47.0,62.18187195033762,standard,21,473921612,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.2,-0.007019523996859789,41.7,True,0.875,,2026-06-09,0
MYCR.ST,Mycronic AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,58581042600.0,7.765776250000004,-2.4253699999999996,0.42,2.8715393,7.0588074,6.779,3.9080000000000004,0.05130999999999997,0.06623499900000002,0.113929994,0.22930002000000008,0.08582996999999998,0.10600000000000001,0.08,0.153,-55.02475,0.8290000000000002,1.592,562875072.0,2721999872.0,401000000.0,56260001792.0,1.08,0.3247,3.25,1.36,3.25,1778112000.0,0.718,315.0,172.10615932907666,300.0,260.25,3.25,4.0,,,0.002,0.83822,False,False,,0.5,279986.0,299443.0,0.56,-2.33,49.67,,,-6.21,0.3875,46.6,6.25,,False,0.44323733219566475,,0.267,Nordic,True,65.74432505514837,77.77934191764106,59.3172119487909,47.13066884672754,59.032038672813165,55.97315436241611,67.34028683181225,63.17512274959084,50.0,,50.0,62.0348403518152,standard,22,9493780,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,5.3,0.005615634378045797,63.4,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,DKK,952331962129.6216,-12.901531750000004,-3.6961209999999984,3.2534,2.5329829,3.8359804,4.227,-7.684999999999999,0.57261,0.12753000999999997,0.26840001899999993,0.4140775200000001,0.38651996000000005,0.15799999999999997,0.559,0.672,28.87324999999999,-1.3712499999999999,0.541,-12962499904.0,21625999360.0,146381996032.0,1385771958272.0,5.6,0.4269,15.9,1.81,7.95,1774569600.0,0.349,509.65771503976435,216.7734285890619,283.8500061035156,311.77563,2.69231,23.0,,,0.05283,0.33438,False,False,,0.5,6143654.0,6014921.0,0.78,-8.02,20.43,,,-30.54,0.5512,37.8,1.69,,False,0.316519687744472,,0.56,Nordic,True,,95.51982991850086,40.327169274537695,70.99126688439917,41.624725625366075,19.463087248322147,67.34028683181225,37.80687397708674,50.0,,50.0,61.78312675555194,standard,23,263833115,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.8,0.027092168107628822,77.6,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,United States,USD,134760128260.4065,2.071574999999994,15.644604999999995,111.8553,-1.79506904,14.445253,18.527,3.90375,-0.0378649985,-0.011419998499999997,0.1353099975,0.006187515000000032,0.27339251500000006,0.02600000000000001,0.4165,0.656,-29.200999999999997,-0.1723749999999999,0.317,3749974336.0,871209984.0,35310190592.0,173708148736.0,2.96,1.0302,4.28,2.75,1.07,1781568000.0,1.334,147.92999267578125,100.89201466274896,144.5399932861328,152.3,1.95652,20.0,3.7,0.0154,0.00263,0.9814,False,False,,0.608,3490584.0,3455120.0,0.35,2.33,10.57,,,0.0,0.2062,60.2,4.57,,False,0.6293761493276074,,0.668,US,True,76.03389210234724,56.45766853147984,82.71692745376956,63.70674007198254,49.69023041178192,39.06040268456376,29.335071707953063,77.74140752864157,50.0,82.4773413897281,60.8,61.60055766077387,standard,24,499403022,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,2.9,-0.007351921871304512,40.7,True,0.875,,2026-06-09,0
PUUILO.HE,Puuilo Oyj,Consumer Cyclical,Department Stores,Finland,EUR,1180848335.0716105,-1.8251612500000025,-1.1706574999999977,,8.300418700000002,2.6659873,2.968,-0.7235000000000005,0.39416500499999996,0.08861001000000002,0.0631550015,0.05573500500000006,-0.06335000000000002,0.084,0.023000000000000007,0.143,101.65575000000001,1.01575,0.667,-865037484.0,33000000.0,163400000.0,1312964992.0,4.7,0.69699997,0.66,,0.33,1791936000.0,0.608,14.529340108490848,11.00821617219834,14.039999961853027,14.36667,1.75,3.0,,,0.07625,0.48992002,False,False,,0.5,125498.0,60560.0,1.15,12.98,25.07,,,-0.99,0.2747,73.0,8.98,,True,1.1342322501819124,,0.376,Nordic,True,,73.031773075379,61.059743954480794,45.24369694034329,60.14306553444246,97.8523489932886,67.34028683181225,,50.0,,50.0,61.537268888426944,standard,25,982167,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-11.9,-0.040313754230737686,6.5,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
ALK-B.CO,ALK-Abelló A/S,Healthcare,Biotechnology,Denmark,DKK,53593473998.01526,22.643087749999992,18.469112,9.87,5.301426900000001,8.990369,8.816,13.066000000000003,0.06764999999999999,0.061270000000000026,0.09144000900000002,0.12018752000000008,0.23371999999999998,0.082,0.12200000000000001,0.234,-36.97175000000001,1.09375,1.916,-50499968.0,1544999936.0,410000000.0,57844973568.0,0.6,0.2759,1.6,0.66,1.6,1773705600.0,0.698,271.0,171.10009130256813,266.20001220703125,297.5,1.4,4.0,,,0.0,0.64137,False,False,,0.5,217217.0,199718.0,0.61,2.4,23.72,,,-1.49,0.271,70.2,11.99,,False,0.8112162821948039,,0.675,Nordic,True,44.01785078935865,78.73209155157903,59.95732574679943,59.77001815562524,69.8935949224887,58.12080536912752,67.34028683181225,46.64484451718494,50.0,,50.0,61.17420415784724,standard,27,8215533,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,5.2,0.019557371735572815,73.1,True,0.875,,2026-06-09,0
