ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
V,Visa Inc.,Financial Services,Credit Services,United States,USD,558044288670.4779,8.6125275,7.147559500000001,1.4757,13.412788775,14.860979,14.972,9.390249999999998,0.42922750649999997,0.16510001,0.2612837675,0.3053750087499999,0.4979150149999999,0.11000000000000001,0.22749999999999998,0.315,1.576500000000003,-0.7164999999999999,0.669,19739896064.0,13912999936.0,23975999488.0,644195942400.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.8,0.2197,2.68,0.7,0.67,1778544000.0,0.765,357.1416263785221,293.2820187246287,336.2300109863281,398.83362,,36.0,2.72,0.0128,0.00084,0.91667,False,False,,0.62,7873214.0,10141530.0,1.8313488498468362,2.63,10.28,-4.46,,-0.05855272487903862,0.2136737593095996,62.939493241156796,0.0413009953108634,0.026291899620128234,True,0.9794790355887026,,0.869,US,True,72.78140341307567,95.9267666384716,59.31556241180841,71.16202103304596,63.26132434837026,22.119205298013245,67.3521850899743,84.50479233226838,50.0,88.28828828828829,62.0,70.85333020118439,standard,1,3409886743,False,47.5,False,84.07005838198499,19.26605504587156,7.422852376980818,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,6.2,True,0.875,,2026-07-01,0
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,60681745956780.0,5.744166250000002,3.438008749999997,1.1533,5.852146050000001,14.786346,14.239,2.0140000000000002,0.236316246,0.12148000980000001,0.3471100045,0.4441037575,0.247865,0.22499999999999998,0.38199999999999995,0.583,12.665,0.7010000000000001,2.187,709926586368.0,3383596154880.0,1094369804288.0,58433948614656.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,1.03,0.2785,24.0,1.71,7.0,1789516800.0,1.25,2535.0,1046.0565185546875,2340.0,2662.7273,1.33333,33.0,,,0.00022,0.43607,False,False,,0.5,35260565.0,35184559.0,0.86,,,,,,0.3407,65.2,,,False,0.40444511962478363,,0.927,Asia,True,71.59890516636796,92.65104119562173,,80.82180052507195,56.32535369207282,2.251655629139073,67.3521850899743,66.61341853035144,50.0,,50.0,69.69815087581188,standard,2,2587343914,False,41.1,False,68.14011676396997,2.543786488740617,7.589658048373645,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,3.8,True,0.875,,2026-07-01,0
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1897442123643000.0,,-9.265422950000003,3.6584,,14.36544,14.088,1.849000000000001,0.48593624600000007,0.22713999980000002,0.45096000449999996,0.5784037875,0.312555,1.855,3.7640000000000002,3.975,7.5,0.8300000000000001,2.174,25799822215168.0,54361531088896.0,21832415576064.0,1860837530664960.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.11,0.028399998,3000.0,1.08,375.0,1779926400.0,2.027,2987000.0,243980.46875,2673000.0,3048502.2,1.43243,37.0,,,0.20716,0.44072,False,False,,0.5,5175652.0,5976074.0,0.82,12.15,203.6,,,-9.22,0.8962,65.8,34.35,,True,0.7277184410877314,,1.0,Asia,True,73.88607496298604,95.79638371429094,57.232267037552155,96.49594001425994,42.779695435213306,0.26490066225165565,33.933161953727506,69.4888178913738,50.0,,50.0,69.14120518300535,standard,4,11661053435,False,41.6,False,70.05838198498749,2.543786488740617,8.006672226855713,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,13.1,True,0.625,SUSPICIOUS_FWD_PE;,2026-07-01,0
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,110886338449.5809,23.2931715,21.802833,3.4146,104.54894782499998,15.596925,15.213,24.252499999999998,1.1394325015,0.06489001,0.1635562425,0.17348249374999997,0.323175015,0.07500000000000001,0.08399999999999996,0.233,9.197000000000003,-0.6315000000000002,1.034,713196416.0,3294899968.0,567200000.0,108158631936.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.109,152.77000427246094,70.12000274658203,151.35000610351562,113.78378,2.70455,37.0,2.95,0.031,0.17386,0.72533,False,False,,0.571,6460660.0,7358290.0,0.3,6.67,95.67,,,0.0,0.4711,75.1,26.65,,False,0.8808456407150042,,1.0,US,True,46.98316839398426,89.20690119887094,97.009735744089,69.26809155318848,38.536115952257745,42.51655629139073,12.210796915167094,57.18849840255591,50.0,60.51051051051051,57.099999999999994,69.10820243464319,standard,5,1113677236,False,45.3,False,65.05421184320267,36.44703919933278,7.005838198498749,50.0417014178482,50.0417014178482,50.0417014178482,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,12.2,True,0.875,,2026-07-01,0
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,United States,USD,6577920095.836304,-5.0229505,-3.9840715000000007,1.77,-0.29428382500000017,5.156322,10.16,,0.10691750650000001,0.02368,0.0999037375,0.15902500874999992,0.46416501500000007,0.066,0.3045,0.278,357.60450000000003,2.0675,3.634,,25700000.0,6408600064.0,12960820224.0,8631700000.0,,2287900000.0,,,619900000.0,,423900000.0,1054600000.0,,0.0,,,,,1.388,638.5499877929688,401.8999938964844,628.8599853515625,536.6667,,3.0,6.84,0.2897,0.53068,0.69525003,False,False,,0.737,167757.0,263660.0,0.32,21.52,56.95,,,0.0,0.4152,84.1,18.95,,True,1.08231868527996,,0.708,US,True,,82.29030711706241,95.13212795549373,64.63750159238907,35.935031744459884,90.86092715231788,12.210796915167094,,50.0,11.2012012012012,73.7,67.34544736536851,standard,8,165805224,False,46.8,False,27.981651376146786,86.82235195996664,28.27356130108424,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,4.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-01,0
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,23512955389920.0,33.721969,111.59367862500001,2.4038,25.24615365,20.833553,20.57,27.336499999999997,0.46281749499999997,0.25699500149999993,0.23957999999999996,0.3607300325,0.35570996499999985,0.286,2.004,2.173,-5.801750000000003,0.48,1.722,181828247552.0,339966001152.0,20192000000.0,23215957082112.0,854210000000.0,,779707000000.0,,,228161000000.0,,161177000000.0,285971000000.0,0.18,0.1149,60.0,0.82,30.0,1774828800.0,1.199,35940.0,9711.253449554897,32440.0,33945.0,1.75,20.0,,,0.00279,0.66236,False,False,,0.5,9823351.0,9499410.0,0.72,,,,,,0.7328,70.4,,,True,0.7912045354674554,,1.0,Japan,True,49.168842047845395,94.76093963973554,,92.95715535382989,34.387147351642206,5.1655629139072845,67.3521850899743,60.70287539936102,50.0,,50.0,66.27231715776107,standard,9,1896549596,False,39.6,False,65.13761467889908,2.543786488740617,2.543786488740617,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,7.4,True,0.875,,2026-07-01,0
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1077330623062.5139,11.541106500000003,7.672961750000002,1.5625,29.033236225000003,14.911356,15.439,13.791250000000002,0.9114575039999999,0.13920001000000004,0.2267862425,0.30324249375000006,0.348455015,0.47200000000000003,1.586,1.681,81.18574999999998,-0.6154999999999999,0.721,8056746240.0,5281999872.0,43370000384.0,1115418656768.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.22129999,6.92,0.89,1.73,1786665600.0,0.517,1215.760009765625,619.3983893784804,1208.1199951171875,1222.6207,1.74194,29.0,2.99,0.0109,0.00155,0.85357004,False,False,,0.315,3284738.0,3443840.0,0.33,10.74,23.67,,,-4.19,0.4041,57.8,12.46,,False,1.1812023168481873,,1.0,US,True,51.739558170342086,94.31639310105082,51.390820584144635,93.39404006381707,40.51113468348464,18.940397350993376,67.3521850899743,58.626198083067095,50.0,90.990990990991,31.5,65.7144687182416,standard,10,4160571964,False,42.2,False,64.38698915763136,16.680567139282733,7.339449541284404,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.6,True,0.875,,2026-07-01,0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1278845697040.295,-10.020068499999999,-14.765059,0.1749,9.898875825000001,14.166268,13.931,-3.1164999999999994,0.48189250149999996,0.27773000000000003,0.44770624249999996,0.66436252375,0.24582501499999995,3.331,13.483,13.983,-41.783,1.6404999999999998,2.927,6539646208.0,26022000640.0,6376000000.0,1257622208512.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0112,0.53,0.33,0.15,1783296000.0,2.173,1255.0,103.23021586705363,1132.3299560546875,1365.075,1.48837,40.0,0.76,0.0369,0.00254,0.81531,False,False,,0.1,52139568.0,59354710.0,0.51,-1.38,185.29,,,-13.52,0.897,57.7,24.65,,True,0.7595953374733575,,1.0,US,True,,94.35011949482607,53.75521557719054,98.11622829317649,30.449751709031588,18.27814569536424,24.80719794344473,54.7923322683706,50.0,52.552552552552555,10.0,65.59487919368814,standard,11,67209116166,False,41.6,False,62.13511259382819,15.846538782318598,8.090075062552128,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,OK,10.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-01,0
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,13766718010.971226,-13.240362500000002,-5.79349325,2.56,1.611713825,5.795315,5.54,-3.6607499999999984,0.24673750400000002,0.15212000000000003,0.2277662425,0.22087249375,0.484575015,0.017,0.323,0.319,-49.07125,1.1455,3.01,-470734208.0,777206976.0,169540992.0,13159052288.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.435,55.150001525878906,33.7599983215332,54.77000045776367,49.5,2.15789,16.0,13.08,0.1657,0.01821,1.0749401,False,False,,0.724,2650096.0,3204560.0,0.2,10.69,22.0,,,-1.9,0.3599,56.8,7.69,,False,0.9850640902384538,,1.0,US,True,,93.15846691914257,53.26842837273991,70.62664820318956,68.14816669963444,81.98675496688742,12.210796915167094,25.718849840255594,50.0,9.30930930930931,72.39999999999999,65.59324269264974,standard,12,175513753,False,44.6,False,27.981651376146786,76.31359466221852,24.103419516263553,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.7,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-01,0
4519.T,"Chugai Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - General,Japan,JPY,12234602558304.0,2.821033999999999,9.534475375,2.2456,4.24367205,9.475162,8.817,4.686250000000001,0.1447825075,0.1271250014999999,0.24549000000000004,0.34383002249999994,0.42684000499999986,0.032,0.074,0.187,,2.3180000000000005,3.671,250375233536.0,850094981120.0,0.0,11384507072512.0,2468595000000.0,,,,,,,,,1.78,0.4626,132.0,1.67,66.0,1782691200.0,0.553,10700.0,5838.138484321139,7434.0,9973.333,1.93333,15.0,,,0.59895,0.19739,False,False,,0.5,2866490.0,2087170.0,0.99,,,,,,0.4515,59.3,,,True,0.2581151370807204,,0.5,Japan,True,74.08078781267045,93.1143236002776,,48.19614870425682,63.26035522039276,7.417218543046358,67.3521850899743,77.47603833865814,50.0,,50.0,65.30303441004689,standard,13,95492026,False,44.6,False,76.73060884070058,5.921601334445372,13.261050875729774,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.9,True,0.75,,2026-07-01,0
