ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,437658609859.1922,8.1938585,6.433379499999998,1.5354,61.24516277500001,12.991721,13.308,9.14825,2.1464975065000003,0.22349,0.2032537375,0.24027500874999996,0.520135015,0.097,0.08449999999999999,0.184,216.40250000000003,-0.8235000000000001,0.564,15048271104.0,8218999808.0,18959998976.0,451670016000.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.7,0.1823,3.48,0.54,0.87,1783555200.0,0.738,599.0458118803059,464.5199890136719,499.0199890136719,644.8889,1.30769,36.0,1.8,0.0076,0.00114,0.91549003,False,False,,0.434,3784976.0,4590510.0,0.35,10.34,7.39,,,-8.88,0.2503,71.4,6.06,,True,0.8447529485544144,,0.899,US,True,74.08254110496375,95.6724095630083,31.710709318497912,65.69033629514686,39.28696503968652,24.10596026490066,67.3521850899743,86.10223642172524,50.0,93.3933933933934,43.4,64.4893907517932,standard,14,2290756250,False,47.9,False,83.65304420350293,20.934111759799833,9.174311926605505,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.9,True,0.875,,2026-07-01,0
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1956943151068500.0,,-9.925250650000002,0.3877,,5.7407293,5.491,-3.282000000000001,0.06276624600000005,0.0506199998,0.09665000450000001,0.2905637575000001,0.10591503000000002,0.566,4.719,4.867,0.0,0.7520000000000002,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2132531658883072.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.44,0.1344,1488.0,2.24,372.0,1774828800.0,1.487,374500.0,58861.82454318937,339500.0,454325.53,1.37838,36.0,,,0.0967,0.48818,False,False,,0.5,29998870.0,32253230.0,0.84,-4.3,89.45,,,-7.86,0.7774,57.3,14.73,,False,0.5566922324028138,,0.838,Asia,True,,78.46937560053945,56.88456189151599,89.69984075672262,48.327381698899785,0.13245033112582782,67.3521850899743,85.3035143769968,50.0,,50.0,63.89797215358469,standard,15,7993479257,False,47.4,False,83.40283569641367,2.543786488740617,24.603836530442035,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,12.9,True,0.625,SUSPICIOUS_FWD_PE;,2026-07-01,0
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,USD,73673429527.5016,7.757356500000002,3.3265122500000013,1.645,502.88943072499995,3.5428436,3.874,0.541500000000001,3.4150448015,0.08765250100000001,0.007226252499999992,0.08593250375000001,0.120765015,0.049,-0.123,-0.064,1543.02125,-0.14050000000000035,0.557,2219646464.0,1419000064.0,7973000192.0,80568426496.0,16330000000.0,,20382000000.0,,,4233000000.0,,2132000000.0,4198000000.0,2.3,0.8062,2.12,2.32,0.53,1784505600.0,0.322,98.71650072566527,73.63863380274942,92.06999969482422,95.85,2.04762,20.0,3.93,0.0286,0.00145,0.88007003,False,False,,0.817,5583380.0,6202190.0,0.27,4.5,8.67,,,-6.38,0.2473,61.0,4.39,,True,0.8451490818437598,,0.867,US,True,86.55137146419386,77.43890969261602,35.53546592489568,45.23937442271582,51.79990534008631,51.9205298013245,67.3521850899743,82.74760383386581,50.0,63.96396396396396,91.69999999999999,63.6346887015627,standard,16,571035631,False,56.1,False,82.98582151793161,44.45371142618849,41.201000834028356,50.0417014178482,50.0417014178482,50.0417014178482,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.1,True,0.875,,2026-07-01,0
CSX,CSX Corporation,Industrials,Railroads,United States,USD,88558897593.43051,-5.144940500000001,-0.7086560000000013,2.1739,0.22276992499999992,6.2581367,7.553,-4.0045,0.046905001500000015,0.008960000000000003,0.1077362425,0.22781749375,-0.011704954999999989,-0.044,0.197,0.249,68.743,-0.5080000000000002,0.775,30021376.0,1108999936.0,19428999168.0,106884898816.0,43682000000.0,,14092000000.0,,,4718000000.0,,2889000000.0,4613000000.0,1.17,0.3252,0.56,1.31,0.14,1780012800.0,1.222,48.029998779296875,31.482380199045476,47.65999984741211,46.79545,2.0,22.0,3.32,0.022,0.0022200001,0.82034,False,False,,0.569,12857042.0,13720840.0,0.36,4.81,17.06,,,0.0,0.2403,63.6,5.36,,False,0.8646959160256239,,0.714,US,True,,68.62597991941657,81.50208623087622,52.741103982602034,41.49864048672525,47.28476821192053,67.3521850899743,49.84025559105431,50.0,74.62462462462463,56.89999999999999,63.520337626893195,standard,17,653935232,False,47.1,False,61.05087572977481,40.200166805671394,21.9349457881568,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-01,0
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,DKK,1065763201101.7676,-13.799598000000003,-3.1109025,3.5714,3.4060468000000004,4.293834,4.69,-7.4506250000000005,0.57261,0.12861001,0.27128002399999995,0.41422000000000003,0.38651996000000005,0.15699999999999997,0.558,0.672,30.814749999999997,-1.3489999999999998,0.541,-13028249920.0,21625999360.0,146381996032.0,1537262747648.0,542902000000.0,,309064000000.0,,,127658000000.0,,102434000000.0,119102000000.0,5.0,0.4269,15.9,1.81,7.95,1774569600.0,0.349,443.92002896878444,216.7734285890619,317.95001220703125,314.41,2.61538,24.0,,,0.05283,0.33273998,False,False,,0.5,5856751.0,5173769.0,0.86,16.69,40.56,,,-16.49,0.5357,78.4,13.75,,True,0.9991806322544073,,0.56,Nordic,True,,95.5829453144499,46.87065368567455,71.00512190620078,41.620237820276856,19.072847682119207,67.3521850899743,39.61661341853035,50.0,,50.0,63.16101904746175,standard,18,250591435,False,37.3,False,27.981651376146786,16.763969974979148,34.862385321100916,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-07-01,0
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,15369214526880.0,13.964441000000003,15.495786375,2.9445,7.58068165,4.156818,4.006,11.445500000000001,0.17092249999999998,0.10870000249999989,0.027719994999999997,0.03744999249999999,0.30418000499999986,0.054000000000000006,0.5105,0.523,-24.343750000000004,0.274,1.559,368274137088.0,725578022912.0,186275004416.0,14812440428544.0,2789018000000.0,,3697351000000.0,,,630567000000.0,,496912000000.0,610363000000.0,0.24,0.0719,26.0,0.37,13.0,1790640000.0,0.912,11755.0,6028.418262645158,11040.0,12462.5,1.5,16.0,,,0.03449,0.54477,False,False,,0.5,6055219.0,3768490.0,1.09,,,,,,0.5332,53.5,,,False,0.6008276481592144,,0.943,Japan,True,68.61392503701394,78.36905919180494,,74.55655851520629,43.32538502507061,6.490066225165562,67.3521850899743,80.5111821086262,50.0,,50.0,63.14918481900636,standard,19,256049049,False,48.2,False,77.81484570475396,5.170975813177648,36.03002502085071,50.0417014178482,50.0417014178482,50.0417014178482,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,6.2,True,0.875,,2026-07-01,0
CAST.ST,Castellum AB (publ),Real Estate,Real Estate - Development,Sweden,SEK,57065721229.55238,-1.2786142500000013,-11.435093999999998,0.92,-1.3459335300000004,5.7747135,12.173,-2.9593750000000014,-0.055592502500000016,-0.005672498750000001,-0.012974995999999996,0.26773,0.24521005,-0.056999999999999995,653.5975,648.5,3.762999999999998,-0.3999999999999998,0.171,1789625024.0,104000000.0,60651999232.0,120296038400.0,155889000000.0,,9593000000.0,,,6189000000.0,,938000000.0,3921000000.0,1.97,0.407,2.48,3.44,0.62,1766966400.0,1.465,128.5500030517578,100.25,125.94999694824219,128.0,2.63636,12.0,,,0.30322,0.48584,False,False,,0.5,1671791.0,1871960.0,1.13,3.5,19.34,,,0.0,0.2835,60.6,4.5,,True,0.9272173096525471,,0.531,Nordic,True,,56.47557065234812,84.21418636995827,65.28310329096648,49.563314063691905,56.95364238410596,67.3521850899743,70.92651757188499,50.0,,50.0,63.10846431099576,standard,21,24257718,False,54.5,False,82.81901584653878,51.12593828190158,24.27022518765638,50.0417014178482,50.0417014178482,50.0417014178482,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,7.9,True,0.875,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-07-01,0
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,94260418955.6205,18.407849499999998,17.799246250000003,2.7995,5.0154807250000015,10.719847,10.391,16.5445,0.04581500150000002,0.10392250099999997,0.13789624250000002,0.18688250375,0.07484504499999997,0.234,0.22499999999999998,0.286,-96.43175,2.0915,2.682,584486912.0,2984993024.0,94469000.0,91369897984.0,9988945000.0,,8294343000.0,,,2419354000.0,,1905432000.0,2098177000.0,,0.0,,,0.005208,,0.542,97.87000274658203,58.09000015258789,96.37999725341797,89.69333,2.07407,24.0,4.1,0.0319,0.28293,0.70919997,False,False,,0.64,5453833.0,6494060.0,0.25,10.68,34.21,,,0.0,0.2923,74.3,12.65,,True,0.9756514556941737,,0.729,US,True,49.340859502844225,78.55801318126248,91.86369958275381,70.90007823260797,74.60430597651852,46.22516556291391,12.210796915167094,57.02875399361022,50.0,58.55855855855856,64.0,62.89954961622774,standard,22,625897485,False,46.5,False,65.30442035029192,39.53294412010008,11.259382819015846,50.0417014178482,50.0417014178482,50.0417014178482,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,9.4,True,0.875,,2026-07-01,0
FEMSAUBD.MX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,Mexico,MXN,455505842854.0934,-0.8857689999999998,9.486335875000002,2.28,0.6700206250000001,1.0854055,1.16,0.23012500000000014,-0.09967124625,-0.016113746000000102,-0.025848747999999998,0.008465010000000137,0.10083500000000004,0.025999999999999995,1.6139999999999999,1.554,-33.26925000000001,-0.015125000000000055,0.827,155828652672.0,115761553408.0,257757872128.0,989562732544.0,795877000000.0,,840954000000.0,,,72155000000.0,,19431000000.0,71080000000.0,2.11,1.0623001,4.75,2.56,3.202925,1784073600.0,0.174,226.22999572753906,147.22689931119945,225.1999969482422,235.66154,,13.0,,,0.0,0.22798,False,False,,0.5,2632016.0,3475579.0,0.08,8.6,15.27,,,0.0,0.2076,60.6,,,True,0.9200124219098346,,0.341,LatAm,True,99.05468323852567,39.5827279709692,79.7635605006954,61.528142931402186,77.27731370399765,23.841059602649008,29.4987146529563,99.04153354632588,50.0,,50.0,62.86221189761277,standard,23,40700420,False,61.8,False,97.5396163469558,20.600500417014178,78.89908256880734,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.8,True,0.875,,2026-07-01,0
LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,USD,240244906964.64478,6.6902025,8.075489750000003,2.1992,1.4491056749999995,6.9324746,7.625,3.1295,0.03024500150000002,0.017690000000000004,0.0924262525,0.13168252375,0.0077950149999999885,-0.011999999999999997,-0.283,0.11,10.140499999999996,-1.0825000000000002,0.624,3594646272.0,3959000064.0,26317000704.0,264259977216.0,86817000000.0,,33986000000.0,,,9254000000.0,,6898000000.0,10350000000.0,1.23,0.4045,6.4,1.3,1.6,1780531200.0,0.732,527.9400024414062,385.26352644301903,519.6199951171875,546.04,1.62963,25.0,3.18,0.0165,0.00252,0.89351,False,False,,0.459,2234376.0,2713400.0,0.42,8.29,8.75,,,0.0,0.1943,66.3,5.4,,True,0.7317516313315233,,0.839,US,True,70.71524585054156,67.80764572898256,74.20027816411682,42.98390806686715,59.721732428308975,30.066225165562916,67.3521850899743,69.00958466453673,50.0,82.43243243243244,45.9,62.856448709688266,standard,24,1409936895,False,47.3,False,72.31025854879066,25.521267723102586,19.182652210175146,50.0417014178482,50.0417014178482,50.0417014178482,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.8,True,0.875,,2026-07-01,0
