ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,data_quality,data_anomaly,data_fetched_date,data_stale_days,_fundamentals_neutralized
V,Visa Inc.,Financial Services,Credit Services,United States,USD,579188976996.0531,8.668467249999999,5.078928500000002,1.5282,8.708434,15.424071,15.53,8.262749999999999,0.41266,0.162295009925,0.26083001,0.30674003999999994,0.47798999999999997,0.10850000000000001,0.22199999999999998,0.315,-7.9460000000000015,-0.486,0.669,19356634368.0,13912999936.0,23975999488.0,668203679744.0,99627000000.0,,40000000000.0,,,26556000000.0,,20058000000.0,23059000000.0,0.77,0.2197,2.68,0.7,0.67,1778544000.0,0.754,365.0199890136719,293.2820187246287,348.9700012207031,401.15817,1.36585,38.0,2.31,0.0125,0.00081,0.91583997,False,False,,0.5,8292962.0,10205490.0,0.494079565636949,7.36,13.43,-1.54,,-0.04397016129537934,0.2164131321631628,69.53082613549401,0.05760855399825826,0.06355025585324059,True,0.7163142355748475,,0.869,US,True,78.59203739522889,93.56504237817835,66.65794693760868,71.07392327122398,56.2699061241716,24.20212765957447,67.81326781326781,86.74242424242425,50.0,83.9506172839506,50.0,71.93510311184748,standard,1,3561409858,False,47.4,False,84.0567612687813,18.697829716193656,7.0951585976627705,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,5.4,0.875,,2026-07-16,0,True
000660.KS,SK hynix Inc.,Technology,Semiconductors,South Korea,KRW,1547483662380000.0,,-12.2917937,2.9836,,11.715922,11.445,-0.9532500000000015,0.49190500000000004,0.22988999915000002,0.43835500400000005,0.54922003,0.30837998000000005,1.8515000000000001,3.7640000000000002,3.975,3.7958749999999988,0.81525,2.174,25772658903040.0,54361531088896.0,21832415576064.0,1511647160041472.0,176107659000000.0,,97146675000000.0,,,47206319000000.0,,42919287000000.0,53373126000000.0,0.14,0.028399998,3000.0,1.06,375.0,1779926400.0,2.027,2987000.0,243980.453125,2180000.0,3221475.2,1.43243,37.0,,,0.20716,0.41442,False,False,,0.5,5355752.0,5892603.0,0.94,,,,,,0.984,33.6,,,False,0.1933437583743126,,1.0,Asia,True,,93.39314198564892,,96.3472610937109,44.11111565841652,0.5319148936170213,35.25798525798526,76.13636363636364,50.0,,50.0,71.86554655190528,standard,2,9377488414,False,42.6,False,72.95492487479132,2.5459098497495827,9.93322203672788,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,12.5,0.625,SUSPICIOUS_FWD_PE;,2026-07-16,0,True
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,4631217201493.408,0.0,6.863182500000002,2.5551,30.592686800000006,10.286465,10.295,5.191499999999998,1.2168549000000002,0.19129499907499997,0.15930000899999994,0.18410750999999997,-0.021170000000000022,0.036500000000000005,0.015999999999999986,0.194,22.3855,-0.5150000000000001,0.906,99607631104.0,68507000832.0,84710998016.0,4647420952576.0,359241000000.0,,416161000000.0,,,133050000000.0,,112010000000.0,111482000000.0,0.34,0.1259,1.08,0.5,0.27,1778457600.0,1.097,317.3999938964844,200.70374904924734,315.32000732421875,315.56668,2.0,42.0,2.11,0.0095999995,0.01631,0.65731,False,False,,0.5,54717498.0,81136140.0,0.66,10.98,26.2,,,0.0,0.2735,89.7,10.11,,True,0.8727703857010282,,0.911,US,True,77.32833655705996,81.92881653624023,92.99995661981606,59.37886159079582,50.089480784993526,14.893617021276595,67.81326781326781,80.68181818181817,50.0,87.34567901234568,50.0,70.54165330572609,standard,3,25583848259,False,44.9,False,76.79465776293823,9.766277128547578,11.519198664440735,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.8,0.875,,2026-07-16,0,True
BNS.TO,BNS.TO,Unknown,Unknown,Unknown,USD,,,,,,,,,,,,,,,,,,,,,,,,1460042000000.0,,37097000000.0,,,,,7789000000.0,5407000000.0,,,,,,,,124.30000305175781,71.1762556605677,124.13999938964844,,,,,,,,False,False,,0.5,,,0.28,4.11,20.9,25.56,,-0.93,0.1725,64.0,9.36,,False,0.9299521709377832,,0.904,Canada,True,,,78.34634530792856,77.76412776412776,97.90575916230367,,12.285012285012286,,50.0,,50.0,70.2499049156758,standard,4,,True,44.6,False,28.17195325542571,50.04173622704508,50.04173622704508,50.04173622704508,50.04173622704508,50.04173622704508,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,8.1,0.0,EXTREME_GROWTH;EXTREME_EARNINGS_GROWTH;MISSING_CRITICAL;,2026-07-16,0,True
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,USD,1059905961155.6252,11.289096000000004,4.449977000000002,1.5739,23.001169099999995,14.670181,15.197,11.414499999999995,0.8905199999999999,0.13452501007499998,0.21987498999999996,0.31170500000000007,0.32852999999999993,0.47050000000000003,1.586,1.681,72.57574999999997,-0.43000000000000016,0.721,7673484544.0,5281999872.0,43370000384.0,1097994010624.0,112476000000.0,,65179000000.0,,,29696000000.0,,20640000000.0,16813000000.0,0.57,0.22129999,6.92,0.89,1.73,1786665600.0,0.506,1249.449951171875,619.3983893784804,1188.5799560546875,1240.4642,1.76667,28.0,2.74,0.0105,0.00155,0.85236,False,False,,0.284,3300485.0,3388710.0,0.57,4.76,30.31,,,-4.82,0.3956,57.5,6.38,,False,0.6187632893317456,,1.0,US,True,58.48323662153449,92.47116658749407,69.10723581467985,92.86485052993964,47.6931542154325,21.01063829787234,67.81326781326781,62.878787878787875,50.0,85.80246913580247,28.4,69.91768431428453,standard,5,4027752783,False,42.2,False,64.27378964941569,16.52754590984975,7.595993322203673,50.04173622704508,50.04173622704508,50.04173622704508,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,10.0,0.875,,2026-07-16,0,True
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,62626673711805.0,3.492567874999997,1.7497289999999985,1.1813,5.651848000000001,15.260266,14.713,3.7007499999999984,0.24228499999999997,0.12423000915000003,0.3345050040000001,0.41492,0.24368998000000003,0.22149999999999997,0.38199999999999995,0.583,8.960874999999998,0.68625,2.187,682763274240.0,3383596154880.0,1094369804288.0,60378876739584.0,7932842500000.0,,3809054300000.0,,,1936095600000.0,,1697604000000.0,2274975600000.0,0.99,0.2785,24.0,1.7,7.0,1789516800.0,1.246,2535.0,1070.727733037243,2415.0,2833.9707,1.32353,34.0,,,0.00022,0.43839002,False,False,,0.5,33980625.0,25832127.0,1.17,,,,,,0.3342,62.5,,,False,0.47881798919215207,,0.927,Asia,True,72.67005157962605,89.65578043353251,,80.51000329975821,57.88734700786156,3.723404255319149,67.81326781326781,70.07575757575758,50.0,,50.0,69.42674088784287,standard,6,1941394884,False,41.0,False,68.03005008347245,2.5459098497495827,7.262103505843072,50.04173622704508,50.04173622704508,50.04173622704508,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,6.0,0.875,SUSPICIOUS_FWD_PE;,2026-07-16,0,True
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,461970055225.39307,8.577633250000002,4.713860500000001,1.6098,59.51632500000002,13.713396,14.03,8.369749999999998,2.12993,0.22068499992499996,0.20279998000000002,0.24164003999999994,0.50021,0.0955,0.07899999999999999,0.184,206.88000000000002,-0.5930000000000002,0.564,14665009408.0,8218999808.0,18959998976.0,476162949120.0,54157000000.0,,32791000000.0,,,19514000000.0,,14968000000.0,17648000000.0,0.67,0.1823,3.48,0.54,0.87,1783555200.0,0.729,598.0432666718583,463.74259988972767,526.739990234375,643.8421,1.34146,38.0,1.77,0.0088,0.00114,0.91477996,False,False,,0.297,3824840.0,4340630.0,0.5,9.46,5.83,,,-1.02,0.2507,78.6,9.26,,True,0.7889488808979779,,0.899,US,True,79.17472598323661,94.45713741030578,57.9392243623113,64.54577876136169,44.52295155948462,26.063829787234045,67.81326781326781,87.87878787878788,50.0,88.27160493827161,29.7,69.30818802611981,standard,7,2286383404,False,47.6,False,83.0550918196995,20.36727879799666,8.347245409015025,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.8,0.875,,2026-07-16,0,True
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,1106014698987.7625,-15.997238000000003,-19.496366799999997,0.1457,2.2878248000000005,12.251754,12.034,-7.935500000000003,0.468525,0.277704999075,0.446839989,0.6650575400000001,0.22589999999999993,3.3274999999999997,13.483,13.983,-50.8325,1.8399999999999999,2.927,6156384512.0,26022000640.0,6376000000.0,1086368710656.0,82798000000.0,,37378000000.0,,,9809000000.0,,8539000000.0,17525000000.0,0.05,0.0112,0.53,0.33,0.15,1783296000.0,2.142,1254.8069810301963,103.21433303891678,979.2999877929688,1486.0,1.42222,42.0,0.55,0.028099999,0.0025499999,0.81311995,False,False,,0.456,51537644.0,55761390.0,0.71,-17.39,84.43,,,-30.51,0.9101,20.7,-9.26,,False,0.2819974941534497,,1.0,US,True,,92.08763782283671,52.498698594482036,98.11295211710572,31.331143277555352,20.74468085106383,24.815724815724817,60.22727272727273,50.0,58.333333333333336,45.6,66.06676295531425,standard,8,54607128546,False,42.1,False,62.93823038397329,16.193656093489146,9.515859766277128,50.04173622704508,50.04173622704508,50.04173622704508,6,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,11.1,0.875,SUSPICIOUS_FWD_PE;,2026-07-16,0,True
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,United States,USD,70943155273.7218,-19.560235,3.764808000000004,4.58,5.23731813,12.556854,15.178,-3.1290000000000013,1.01224,0.01576000057500001,0.44371248850000006,0.059090000000000004,0.31603,0.136,-0.031,0.159,357.5005,-0.3140000000000003,0.195,1011575296.0,542955008.0,28989048832.0,100909391872.0,40606466000.0,,6364505000.0,,,3175396000.0,,4627612000.0,4136551000.0,4.01,0.60150003,8.8,5.11,2.25,1780963200.0,1.327,229.58999633789062,152.09703098378446,218.77000427246094,221.63158,2.42857,19.0,0.0,0.0,0.01798,0.94938004,False,False,,0.5,1887093.0,2736820.0,0.24,5.57,14.09,,,-0.15,0.2162,52.8,7.6,,False,0.4393386705191443,,0.0,US,True,,81.79004050303773,80.84331077563769,42.42097475563712,37.902617146510735,57.446808510638306,67.81326781326781,68.93939393939394,50.0,98.76543209876543,50.0,65.72226551559012,standard,9,598734123,False,50.1,False,77.54590984974958,45.32554257095159,9.181969949916526,50.04173622704508,50.04173622704508,50.04173622704508,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,9.4,0.875,,2026-07-16,0,True
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,115399444041.85219,24.839916999999993,19.935297499999997,3.6939,103.88989280000001,16.231724,15.848,23.85449999999999,1.126065,0.06486500907500001,0.16268998899999995,0.17417750999999998,0.30324999999999996,0.07150000000000001,0.08399999999999996,0.233,0.14750000000000085,-0.43200000000000016,1.034,329934720.0,3294899968.0,567200000.0,112671744000.0,10389200000.0,,6799600000.0,,,2084700000.0,,1853400000.0,2590600000.0,,0.0,,,,,1.09,165.27999877929688,70.12000274658203,157.50999450683594,113.89189,2.75,37.0,2.12,0.0249,0.17386,0.72240996,False,False,,0.5,6308293.0,5881900.0,0.37,10.02,96.29,,,-3.05,0.4832,60.8,15.18,,False,0.7181127974474992,,1.0,US,True,47.383139909735654,86.11063954796609,77.49869859448204,69.7901574871688,46.50193122682855,47.6063829787234,12.285012285012286,54.92424242424242,50.0,62.34567901234568,50.0,65.23858265868743,standard,10,926458037,False,45.0,False,64.60767946577629,35.80968280467446,6.67779632721202,50.04173622704508,50.04173622704508,50.04173622704508,8,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,16.5,0.875,,2026-07-16,0,True
