ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
CX.ST,CombinedX AB (publ),38.8,-0.010204081632653206,0.0374330923546331,20925,755773568.0,2.549,1.2717142,15.8,2.435,351300000.0,93900000.0,169287504.0,102000000.0,30.51,0.19086,0.49485,-0.051,16.708,0.0869178468287235,0.27852197984118,,7,0.53876996,0,0,0,N/A,59.416666666666664,98.33333333333333,85.0,50.333333333333336,66.91666666666667,68.33333333333333,76.66666666666667,68.33333333333333,72.26833333333335,8.0,0.0,80.26833333333335,1,★★★★★,NEUTRAL,0,Mjukvara & SaaS
TAGM-B.ST,TagMaster AB (publ),30.2,-0.016286644951140065,-0.06211179977057324,22384,442355296.0,6.944,1.6005937,24.596,1.833,48356000.0,71681000.0,66606124.0,96715000.0,18.868,0.70459,0.096370004,-0.084,0.194,0.8247735441166877,0.2080000305175782,,7,0.70455,0,0,0,N/A,64.75,91.66666666666666,85.0,40.66666666666667,55.91666666666667,56.666666666666664,95.0,60.0,69.41833333333334,6.0,0.0,75.41833333333334,2,★★★★,NEUTRAL,0,Industri & Verkstad
AAC.ST,AAC Clyde Space AB (publ),114.0,0.007067137809187254,-0.03225808958670573,31738,883827776.0,-31.639,1.0611364,2.821,1.034,126921000.0,21650000.0,69113504.0,35432000.0,107.432,0.66488,-0.05935,0.519,,0.09826586366434076,0.11328123341081686,,4,0.15654999,0,0,0,N/A,38.74999999999999,76.66666666666667,40.0,73.0,55.91666666666667,81.66666666666667,71.66666666666667,91.66666666666666,62.27500000000001,8.0,0.0,70.275,3,★★★★,NEUTRAL,0,Försvar & Rymd
MAGI.ST,MAG Interactive AB (publ),8.08,-0.0024691358024690833,0.015075362435176265,40787,214451280.0,-28.505,0.7241441,10.356,2.882,84998000.0,30670000.0,6065125.0,56194000.0,11.158,0.56347,-0.02303,0.079,,-0.36126480890401635,0.5905511899715512,,5,0.5153,0,0,0,N/A,57.416666666666664,41.66666666666667,55.0,58.99999999999999,74.83333333333334,88.33333333333333,55.00000000000001,30.0,58.951666666666675,11.0,0.0,69.95166666666668,4,★★★★,NEUTRAL,0,Övrigt
ENRO.ST,Eniro Group AB (publ),30.695,-0.00292350170537599,-0.012863792486352721,11813,446923552.0,4.555,1.525369,12.628,0.875,145000000.0,37000000.0,17812500.0,84000000.0,20.123,0.30124,0.06073,0.042,12.25,0.5668833343718844,0.3453038729455573,,5,0.65449,0,0,0,N/A,62.75,63.33333333333333,55.0,75.33333333333334,39.5,63.33333333333333,90.0,33.33333333333333,61.57833333333334,8.0,0.0,69.57833333333335,5,★★★★,NEUTRAL,0,Övrigt
NTEK-B.ST,Novotek AB,63.0,-0.015625,0.009615359927070743,8381,667800000.0,9.892,2.9009533,0.422,1.226,120000000.0,1000000.0,30926000.0,45685000.0,21.717,0.61708,0.07864,0.121,0.745,-0.30583566261616646,-0.03519414157715017,,6,0.36426997,0,0,0,N/A,51.416666666666664,66.66666666666666,70.0,82.0,64.83333333333334,36.666666666666664,33.33333333333333,45.0,58.51166666666666,11.0,0.0,69.51166666666666,6,★★★★,NEUTRAL,0,Industri & Verkstad
PRIC-B.ST,Pricer AB (publ),4.135,0.03374999999999995,-0.045034572346439705,183151,675677056.0,4.733,0.606305,30.779,2.297,336300000.0,343000000.0,92250000.0,193300000.0,6.82,0.24629,0.05962,0.084,,-0.08416382034127179,0.5009074617483151,,7,0.21416001,0,0,0,N/A,40.08333333333333,86.66666666666667,85.0,60.0,61.00000000000001,61.66666666666667,73.33333333333333,63.33333333333333,66.11833333333333,3.0,0.0,69.11833333333333,7,★★★★,NEUTRAL,0,Mjukvara & SaaS
INVE-B.ST,Investor AB (publ),411.25,-0.0044783345436940755,-0.008438818565400852,2398769,,5.043,1.1602548,11.589,2.236,20027000832.0,125865000960.0,166005374976.0,23918000128.0,354.448,0.89444,0.88697,1.17,1.589,0.48881491864175075,0.15968230041842335,,7,0.00254,0,0,0,N/A,26.749999999999996,50.83333333333333,85.0,96.33333333333333,67.75,60.0,85.0,98.33333333333333,66.11833333333333,3.0,0.0,79.11833333333333,7,★★★★,STARK UPPTREND,10,Investmentbolag & Förvärvsbyggare
SSAB-B.ST,SSAB AB (publ),102.05,-0.01827801827801833,-0.02809520903087792,2697833,,8.991,1.436272,15.324,2.425,19657000960.0,10856999936.0,-2845625088.0,12168999936.0,71.052,0.14015001,0.09673,0.072,0.122,0.9023925513709286,0.4251102375283524,,7,0.13059,0,0,0,N/A,35.416666666666664,50.83333333333333,85.0,70.33333333333333,66.70833333333334,43.333333333333336,98.33333333333333,98.33333333333333,63.373333333333335,5.0,0.0,73.37333333333333,9,★★★★,UPPTREND,5,Material & Skog
ALCA.ST,Alcadon Group AB (publ),30.1,-0.009868421052631486,-0.013114741591156553,14369,737781888.0,10.461,0.90095484,43.595,1.6,60200000.0,357000000.0,131662496.0,125000000.0,33.409,0.27306998,0.056199998,0.013,0.736,0.43333335149855845,0.08664258312011652,,7,0.35071,0,0,0,N/A,50.083333333333336,93.33333333333333,85.0,65.33333333333334,46.833333333333336,30.0,81.66666666666667,41.66666666666667,63.845000000000006,3.0,0.0,66.845,10,★★★★,NEUTRAL,0,Mjukvara & SaaS
