ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector
CX.ST,CombinedX AB (publ),34.0,-0.005847953216374352,0.04294483409225536,11668,662275776.0,2.058,1.1143887,15.8,2.435,351300000.0,93900000.0,169287504.0,102000000.0,30.51,0.19086,0.49485,-0.051,16.708,-0.1851968664315201,-0.08971214632100721,,7,0.55732,0,0,0,N/A,57.416666666666664,98.33333333333333,85.0,55.333333333333336,61.66666666666667,73.33333333333333,51.66666666666667,31.666666666666664,68.445,8.0,0.0,66.445,1,★★★★,NEDTREND,-10,Mjukvara & SaaS
TAGM-B.ST,TagMaster AB (publ),37.6,-0.025906735751295335,-0.07843139271514354,26091,550746944.0,8.643,1.9927919,24.596,1.833,48356000.0,71681000.0,66606124.0,96715000.0,18.868,0.70459,0.096370004,-0.084,0.194,1.629370487594998,0.918367231751126,,7,0.69316,0,0,0,N/A,62.08333333333333,88.33333333333333,85.0,42.83333333333333,52.91666666666667,45.0,98.33333333333333,65.0,67.47666666666666,6.0,0.0,63.47666666666666,2,★★★★,NEDTREND,-10,Industri & Verkstad
MAGI.ST,MAG Interactive AB (publ),7.26,-0.016260162601626032,-0.00819671330225158,43970,192687664.0,-25.114,0.65065426,10.356,2.882,84998000.0,30670000.0,6065125.0,56194000.0,11.158,0.56347,-0.02303,0.079,,-0.4350194542133181,0.23050849347989844,,5,0.57289004,0,0,0,N/A,58.083333333333336,63.33333333333333,55.0,59.333333333333336,72.91666666666667,93.33333333333333,46.666666666666664,20.0,61.70166666666667,11.0,0.0,62.70166666666667,3,★★★★,NEDTREND,-10,Övrigt
EOLU-B.ST,Eolus Aktiebolag (publ),36.25,-0.002751031636863863,0.004155167097484425,54619,901479488.0,-1.947,0.67937326,40.315,6.443,1000000000.0,564000000.0,954249984.0,797000000.0,53.358,0.01338,0.33858,-0.683,0.822,-0.34967552964887394,0.06617647058823528,,7,0.15201001,0,0,0,N/A,35.416666666666664,98.33333333333333,85.0,36.66666666666667,66.75,90.0,45.0,76.66666666666667,66.31833333333333,5.0,0.0,61.31833333333333,4,★★★★,NEDTREND,-10,Industri & Verkstad
ENRO.ST,Eniro Group AB (publ),29.18,0.012667013708138069,0.02818890655624573,17225,424864960.0,4.171,1.4500821,12.628,0.875,145000000.0,37000000.0,17812500.0,84000000.0,20.123,0.30124,0.06073,0.042,12.25,0.28670248595674175,0.7109665776740723,,5,0.69665,0,0,0,N/A,62.75,65.0,55.0,76.33333333333334,40.416666666666664,65.0,91.66666666666666,38.333333333333336,62.685,8.0,0.0,60.685,5,★★★★,NEDTREND,-10,Övrigt
INVE-B.ST,Investor AB ser. B,418.5,0.006009615384615385,0.026867899730115496,2649457,,5.076,1.1807091,11.589,2.236,20027000832.0,125865000960.0,166005374976.0,23918000128.0,354.448,0.89444,0.88697,1.17,1.589,0.5107529292344632,0.21242873557161657,,7,0.00254,0,0,0,N/A,26.749999999999996,50.83333333333333,85.0,95.66666666666666,64.91666666666667,61.66666666666667,90.0,98.33333333333333,66.34166666666667,3.0,0.0,59.34166666666667,6,★★★★,NEDTREND,-10,Investmentbolag & Förvärvsbyggare
CTM.ST,Catena Media plc,3.995,-0.0012499999999999734,-0.037349447288296034,231087,302222272.0,14.063,3.9282203,,4.468,13654000.0,0.0,18860624.0,8880000.0,1.017,0.38551998,0.99894994,0.258,,1.1854485755043815,1.2545146651312078,,7,0.26545,0,0,0,N/A,42.08333333333333,71.66666666666667,85.0,69.33333333333334,47.416666666666664,20.0,98.33333333333333,61.66666666666667,60.82833333333333,8.0,0.0,58.82833333333333,7,★★★★,NEDTREND,-10,Mjukvara & SaaS
CANTA.ST,Cantargia AB (publ),1.762,-0.003393665158371044,-0.05724986395215603,1198880,438053728.0,1.098,1.8724761,,8.09,258034000.0,0.0,90059248.0,158088992.0,0.941,1.0,-72.61811,,,0.32282277928400327,-0.6790528163619252,,5,0.044850003,0,0,0,N/A,30.083333333333332,95.0,55.0,42.33333333333334,53.416666666666664,81.66666666666667,66.66666666666666,78.33333333333333,60.495,8.0,0.0,58.495000000000005,8,★★★★,NEDTREND,-10,MedTech & Life Science
MEKKO.HE,Marimekko Oyj,10.54,-0.0037807183364840192,0.009578580985541985,36822,426673728.0,12.362,5.5125523,39.922,3.103,32700000.0,30900000.0,29587500.0,37500000.0,1.912,0.60763,0.12319,0.045,0.245,-0.15186605734808278,-0.1583701610147633,,7,0.25234,0,0,0,N/A,41.416666666666664,75.0,85.0,70.0,58.66666666666667,23.333333333333332,50.0,28.333333333333332,57.06166666666666,11.0,0.0,58.06166666666667,9,★★★★,NEDTREND,-10,Övrigt
SSAB-B.ST,SSAB AB ser. B,102.2,0.001960784313725518,0.003929213010740451,2713471,,8.807,1.4383831,15.324,2.425,19657000960.0,10856999936.0,-2845625088.0,12168999936.0,71.052,0.14015001,0.09673,0.072,0.122,0.8665011896620625,0.38239283625266296,,7,0.13059,0,0,0,N/A,34.08333333333333,50.83333333333333,85.0,70.0,61.833333333333336,43.333333333333336,95.0,98.33333333333333,62.205,5.0,0.0,57.205,10,★★★★,NEDTREND,-10,Material & Skog
PRIC-B.ST,Pricer AB (publ),4.42,-0.013392857142857253,-0.0555555046114129,223770,722247232.0,5.296,0.6480938,30.779,2.297,336300000.0,343000000.0,92250000.0,193300000.0,6.82,0.24629,0.05962,0.084,,-0.15487570551157193,0.08466264617838704,,7,0.21416001,0,0,0,N/A,38.08333333333333,90.0,85.0,60.333333333333336,54.66666666666667,58.333333333333336,60.0,66.66666666666666,64.14166666666667,3.0,0.0,57.141666666666666,11,★★★★,NEDTREND,-10,Mjukvara & SaaS
DEDI.ST,Dedicare AB (publ),58.4,0.006896551724137907,0.06181820956143458,13362,558458304.0,10.68,1.8238602,10.418,1.48,70300000.0,31900000.0,13837000.0,21304000.0,32.02,0.15711,0.03824,0.1,0.495,0.3187188317081504,0.468790994071669,,5,0.32936,0,0,0,N/A,46.083333333333336,60.0,55.0,78.33333333333334,54.0,31.666666666666664,86.66666666666667,56.666666666666664,57.24166666666666,8.0,0.0,55.24166666666666,12,★★★★,NEDTREND,-10,Övrigt
ALCA.ST,Alcadon Group AB (publ),31.1,-0.009554140127388444,-0.01582278461911668,21954,762292928.0,10.769,0.9662586,45.925,1.656,83000000.0,362300000.0,162475008.0,143900000.0,32.186,0.27234,0.05268,-0.104,0.309,0.4072398119751286,0.27983544682743555,,7,0.35071,0,0,0,N/A,47.41666666666667,98.33333333333333,85.0,42.66666666666667,41.083333333333336,30.0,85.0,51.66666666666667,61.32833333333333,3.0,0.0,54.32833333333333,13,★★★,NEDTREND,-10,Mjukvara & SaaS
BEGR.ST,BE Group AB (publ),30.5,0.009933774834437109,0.03741497944702066,12696,593981568.0,-29.646,0.599379,70.03,1.713,37000000.0,694000000.0,55250000.0,51000000.0,50.886,0.11807,0.011360001,0.011,,-0.25609756097560976,0.21031742367464634,,6,0.53608,0,0,0,N/A,55.416666666666664,80.0,70.0,47.333333333333336,35.083333333333336,95.0,53.333333333333336,26.666666666666668,61.17166666666667,3.0,0.0,54.17166666666667,14,★★★,NEDTREND,-10,Tjänster & Konsult
UPSALE.ST,Upsales Technology AB (publ),29.2,0.0034364261168384146,-0.006802682251218939,116935,491680608.0,13.439,26.813591,63.76,0.651,32496000.0,2493000.0,21630376.0,42078000.0,1.089,0.61460996,0.17363001,0.077,0.118,-0.07886435141423576,-0.006802682251218939,,5,0.54107,0,0,0,N/A,56.083333333333336,66.66666666666666,55.0,70.33333333333333,18.916666666666668,21.666666666666668,63.33333333333333,88.33333333333333,53.14166666666667,11.0,0.0,54.14166666666668,15,★★★,NEDTREND,-10,Mjukvara & SaaS
NTEK-B.ST,Novotek AB,59.8,-0.02605863192182413,0.01184434485638719,9377,633880000.0,9.605,2.6610894,0.452,1.252,139900000.0,1100000.0,28613500.0,55085000.0,22.472,0.62076,0.0665,0.014,-0.459,-0.33106795892788654,-0.260315478091364,,6,0.50657004,0,0,0,N/A,54.75,68.33333333333333,70.0,33.666666666666664,63.50000000000001,36.666666666666664,33.33333333333333,41.66666666666667,52.76833333333333,11.0,0.0,53.76833333333333,16,★★★,NEDTREND,-10,Industri & Verkstad
ADTR.ST,Adtraction Group AB,41.4,-0.007194244604316649,0.05612246735003601,8166,687535744.0,9.851,3.7670612,,1.23,112391000.0,0.0,74273760.0,64309704.0,10.99,0.07948,-0.01739,0.195,,0.5826663824911522,0.4275862595130657,,4,0.76807,0,0,0,N/A,64.75,83.33333333333334,40.0,66.33333333333334,19.666666666666664,35.0,93.33333333333333,21.666666666666668,55.65500000000001,8.0,0.0,53.65500000000001,17,★★★,NEDTREND,-10,Mjukvara & SaaS
OGUN-B.ST,Ogunsen AB (publ),26.1,-0.0038167938931296897,0.0038461685180664062,8683,280791648.0,11.821,4.0755777,30.624,1.671,42500000.0,21100000.0,29014500.0,34175000.0,6.404,0.13419,0.05314,-0.018,0.621,0.049668877474194684,-0.10469416850354651,,7,0.22045,0,0,0,N/A,39.416666666666664,81.66666666666667,85.0,54.0,47.333333333333336,25.0,70.0,8.333333333333332,55.32833333333333,8.0,0.0,53.32833333333333,18,★★★,NEDTREND,-10,Tjänster & Konsult
MNTC.ST,Mentice AB (publ),14.15,-0.024137931034482734,0.0,14737,397979168.0,-64.262,3.2203002,10.976,1.004,61072000.0,13564000.0,2361000.0,25071000.0,4.394,0.88372004,-0.03936,0.255,,-0.034129693721463794,0.03284670186351435,,4,0.76216006,0,0,0,N/A,64.75,36.666666666666664,40.0,68.33333333333334,46.333333333333336,66.66666666666666,68.33333333333333,3.3333333333333335,52.281666666666666,11.0,0.0,53.281666666666666,19,★★★,NEDTREND,-10,MedTech & Life Science
