ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,data_warnings,roe_raw,roa_raw,pe_trailing_raw,pe_forward_raw,revenue_growth_raw,earnings_growth_raw,debt_to_equity_raw,current_ratio_raw,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days,predicted_return,ml_rank
D05.SI,DBS Group Holdings Ltd,Financial Services,Banks - Regional,Singapore,SGD,220125604339.5996,,,2.802,1.2256463999999996,9.711709,15.962,,0.05182999999999998,0.002304999999999998,0.08933498999999999,0.05452500750000002,,-0.03649999999999999,,0.09,,,,,67684999168.0,213082996736.0,361791160320.0,897488000000.0,,22895000000.0,,,,,10934000000.0,11024000000.0,0.04108527050786631,0.7975,3.18,4.62,0.81,1786665600.0,0.29,77.4000015258789,47.520680969337896,77.4000015258789,76.72708,2.1875,16.0,,,0.006,0.54828,False,False,,0.5,4615374.0,3140135.0,1.4763441579524035,4.51,20.97,44.63,,0.0,0.15694747958166766,56.944682293801904,0.07768081901138801,0.2896082121879686,False,0.9184673399133169,,0.694,"['gross_margin: None för sektor Financial Services'
 'market_cap: valuta SGD saknas i FX-tabell, lämnas oförändrad']",0.16165,0.01242,19.795397,17.461102,0.068,,,,Singapore,True,,65.31131797413784,81.72676484415534,39.59307529809851,93.50111594949352,17.475728155339805,90.48751486325803,,50.0,,50.0,55.275104509493055,standard,167,191096794,False,3,SVAG,-8,39.0,False,30.70469798657718,8.89261744966443,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,3.2,True,0.75,EXTREME_EARNINGS_GROWTH;,2026-08-31,0,0.07484788447618484,91.4
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,USD,103576593566.44968,,,1.8034,0.7311247750000003,0.67193824,0.887,-2.230249999999999,0.2484750025,0.0162400048,-0.05134498949999999,-0.07022560712499998,,0.22500000000000003,2.41,3.225,86.326,0.0,0.857,8136733760.0,7768000000.0,34292000768.0,136743600128.0,83955000000.0,,132699000000.0,,,5768000000.0,,4047000000.0,8253000000.0,0.010845105185655157,0.1356,4.0,2.25,1.0,1787097600.0,0.508,369.1199951171875,160.07163219718552,368.8299865722656,324.55557,2.26316,18.0,2.85,0.027,0.00331,0.79603,False,False,,0.293,2356573.0,2400650.0,0.7626384284544507,17.75,48.67,87.3,,-0.0007856755222100942,0.34163636901235944,80.66632833786691,0.19878236703171348,0.5657284630123363,True,0.7584238129235544,,0.669,[],0.42099,0.087390006,12.788835,11.453696,0.537,3.48,133.328,1.25,US,True,,52.61194781352113,85.55172815574402,81.45137890526391,37.230818642599615,29.403606102635226,45.89774078478002,92.84525790349417,50.0,62.78409090909091,29.299999999999997,63.16482479987659,standard,60,885431707,False,5,NEUTRAL,0,60.9,False,88.6744966442953,18.288590604026847,89.93288590604027,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,17.9,True,0.75,,2026-08-31,0,-0.018368501216173172,25.7
2628.HK,China Life Insurance Company Limited,Financial Services,Insurance - Life,China,HKD,225467596822.834,,,0.38,-0.35485397500000004,1.8742762,-2.567,-11.187499999999998,0.29069748450000005,0.014690000200000003,0.250567492,0.37323501,,1.4324999999999999,8.3055,8.48,24.520249999999994,,0.314,725353217536.0,2279143112704.0,260986994688.0,-1172915355648.0,7591004000000.0,,605114000000.0,,,,,154078000000.0,459925000000.0,0.03729373031197551,0.0975,1.13,4.83,0.358,1791417600.0,0.879,35.230359869549844,20.119375259861865,30.299999237060547,35.23175,1.6875,15.0,,,0.0,0.50465,False,False,,0.5,54094180.0,58698979.0,1.2622510521217238,3.77,7.61,-4.95,,-0.13994636020595086,0.4234937975006378,67.65375230706667,0.07623445897092829,0.06763571253403011,True,1.0020586659700772,,0.5,"['dividend_yield: dividendRate(1.13)/pris(30.30) = 0.037294 (yfinance-ytterligare 3.83 — rate-baserad vinner)'
 'gross_margin: None för sektor Financial Services'
 'current_ratio: None för sektor Financial Services'
 'market_cap: valuta HKD saknas i FX-tabell, lämnas oförändrad']",0.41301998,0.0253,2.9676785,5.6907125,1.537,8.49,38.5,,Asia,True,,86.9766959099636,40.52473309067279,81.6308187530179,37.85265664813354,16.643550624133148,87.39595719381688,,50.0,,50.0,71.12457562158674,standard,20,226894312,False,8,STARK,8,55.7,False,97.5251677852349,8.389261744966444,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-0.6,True,0.75,,2026-08-31,0,0.01723056472837925,74.8
BBVA.MC,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Banks - Diversified,Spain,EUR,149947805264.93292,,,2.4424,-0.2493848999999999,4.0673957,4.83,,0.02567498500000001,-0.004914999599999994,0.07614498200000003,0.17130500749999994,,0.09750000000000002,-0.0325,0.114,,,,,183573004288.0,198940999680.0,164872060928.0,859576000000.0,,39415000000.0,,,,,10511000000.0,14968000000.0,0.03656597796421007,0.48680001,0.92,5.08,0.6,1775606400.0,0.89,25.280000686645508,14.624560406028365,25.15999984741211,22.99318,2.65217,22.0,,,0.00103,0.44189,False,False,,0.5,8544846.0,5967943.0,0.20664694293103558,3.97,28.83,43.84,71.54,-0.004746868511629088,0.2946652632702294,56.76692915418405,0.07411201289482316,0.2470581021938043,False,0.9550437374890683,,0.531,"['gross_margin: None för sektor Financial Services'
 'market_cap: EUR -> USD (x1.08) 138840560430.49344 -> 149947805265']",0.18924,0.01354,13.312169,10.984165,0.202,0.152,,,Europe,True,,65.18358025259258,82.22047099306117,48.790078464536926,55.68197780587161,23.02357836338419,86.08799048751486,,50.0,,50.0,55.11049901595121,standard,172,174515848,False,3,SVAG,-8,39.7,False,30.70469798657718,13.422818791946309,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.7,True,0.75,,2026-08-31,0,-0.009094138629734516,43.3
HSY,The Hershey Company,Consumer Defensive,Confectioners,United States,USD,26197189650.659225,,,1.0261,1.7296434249999997,2.9575799,3.379,-0.26425000000000143,0.11865748749999999,0.03003499805,0.03494501300000001,0.109049385375,,0.029000000000000005,6.22,6.297,63.37599999999999,0.048750000000000016,0.507,630994880.0,791212992.0,5923312128.0,41107836928.0,13741297000.0,,11692576000.0,,,1462122000.0,,883259000.0,2277367000.0,0.03244903602889361,0.77099997,5.81,2.38,1.452,1786665600.0,0.097,235.79890580979844,156.70447121839578,179.0500030517578,205.5238,2.47826,21.0,6.72,0.0828,0.00321,0.91477996,False,False,,0.1,1808923.0,1001290.0,0.719116469027827,1.82,-6.99,-23.04,,-0.2406665228710424,0.2745505929917064,46.54464778349105,0.006514560380218581,-0.056080210170602496,False,0.2473060580607363,,1.0,[],0.32808998,0.09922,24.460382,18.144102,0.066,6.31,129.821,1.18,US,True,,74.56511011657972,38.202129332294305,85.08400700189199,58.778101337098384,62.413314840499304,82.75862068965517,70.54908485856906,50.0,23.011363636363637,10.0,63.108632362030676,standard,62,179280978,False,6,NEUTRAL,0,56.9,False,79.44630872483222,57.466442953020135,39.261744966442954,50.041946308724825,50.041946308724825,50.041946308724825,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.9,True,0.75,,2026-08-31,0,-0.009550285525619984,42.3
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,United States,USD,34271904562.138634,,,1.6846,6.902892099999999,6.896866,6.786,6.25875,0.22903252500000004,0.03657250329999999,0.080965012,0.03927939537499999,,0.04350000000000001,0.2745,0.385,3.194999999999993,0.0,1.37,-91478976.0,1947000064.0,1398400000.0,33723303936.0,6339900000.0,,4662000000.0,,,911800000.0,,836300000.0,1440700000.0,,0.0,,,,,1.41,92.58999633789062,54.11000061035156,90.81999969482422,94.12,1.32143,25.0,3.11,0.0506,0.00261,1.06487,False,False,,0.493,5024230.0,4267770.0,0.5080546218068287,21.84,23.16,23.68,,-0.01911649976318308,0.41758081694100474,60.31229400131839,0.1462887537353985,0.2950964673847547,False,0.7005168376459877,,0.986,[],0.38491002,0.103310004,35.897232,29.071146,0.131,0.436,53.346,1.733,US,True,47.47716544932665,69.27891918250226,85.33983310610061,70.33001823854163,28.543476745449457,55.89459084604715,12.604042806183116,44.259567387687184,50.0,35.08522727272727,49.3,54.79049006901569,standard,176,387598870,False,3,SVAG,-8,47.1,False,63.25503355704698,41.10738255033557,17.533557046979865,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,15.1,True,0.75,SUSPICIOUS_FWD_PE;,2026-08-31,0,-0.03993751108646393,6.7
VAIAS.HE,Vaisala Oyj,Technology,Scientific & Technical Instruments,Finland,EUR,2056307071.4494631,,,1.6914,0.7557159249999996,3.4400415,3.444,-2.941499999999997,0.018964980000000027,0.026755003500000003,0.0015250080000000013,-0.02633500000000001,,-0.1255,0.04299999999999998,0.345,0.0,0.35750000000000015,1.582,-1029587472.0,82500000.0,97500000.0,2083091584.0,588900000.0,,596900000.0,,,84400000.0,,59800000.0,90400000.0,0.015061296374460848,0.4804,0.86,1.72,0.86,1774396800.0,0.815,57.70000076293945,40.076190390699956,57.099998474121094,59.2,,5.0,,,0.38108003,0.33832002,False,False,,0.5,14712.0,15113.0,6.924801130133377,4.77,5.94,23.31,,-0.010398653048263706,0.2353355319547827,51.19045889024927,0.032587044085299555,0.17885940124172706,True,0.7033076754058906,,0.975,['market_cap: EUR -> USD (x1.08) 1903988029.119873 -> 2056307071'],0.21139999,0.097600006,31.89944,23.211382,0.044,0.36,29.771,2.088,Nordic,True,,52.1619721345484,76.71285786140658,52.760012406677575,67.4454771529501,93.89736477115119,56.123662306777646,1.1647254575707155,50.0,,50.0,62.77237012487389,standard,63,1002966,False,4,NEUTRAL,0,49.1,False,30.70469798657718,91.35906040268456,34.98322147651007,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,39.0,True,0.75,,2026-08-31,0,0.1375078409910202,93.8
FRO.OL,Frontline plc,Energy,Oil & Gas Midstream,Cyprus,NOK,,,,,0.7407628500000005,,31.694,38.831500000000005,0.37102749500000004,0.10063249849999999,0.39823000650000007,0.4450500075000001,0.043060000000000015,0.81,6.428,7.501,35.704499999999996,0.5720000000000002,0.66,-662052864.0,322307008.0,2434842112.0,95242379264.0,5753627000.0,,1965104000.0,,,592823000.0,,379081000.0,682460000.0,0.23599225796285986,0.4693,97.63,10.92,2.61,1789603200.0,,424.6000061035156,202.28723999233546,413.70001220703125,354.86627,3.0,7.0,,,0.35786998,0.39539,False,False,,0.5,798398.0,731488.0,0.6995218489498147,12.02,29.42,21.87,,-0.02567120522797872,0.41890658486395005,64.58026537704822,0.09381944129625874,0.3054937806998761,True,0.8300665421742192,,0.0,['dividend_yield: dividendRate(97.63)/pris(413.70) = 0.235992 (yfinance-ytterligare 23.34 — rate-baserad vinner)'],0.53851,0.17031,6.787531,10.78712,1.122,7.498,77.182,1.87,Nordic,True,32.795592441600355,88.13212665323759,63.042068027833686,73.48994618215535,43.661760050648944,,99.76218787158146,40.765391014975044,50.0,,50.0,62.65656010528037,standard,64,32392122,False,5,NEUTRAL,0,45.2,False,30.70469798657718,50.0,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,4.9,True,0.625,,2026-08-31,0,-0.009288347326219082,43.0
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,India,INR,54329068457.428856,22.670207999999995,10.079116250000006,,23.728227975000003,4.8989067,5.255,17.270000000000007,,,-0.033764991999999966,0.00336998149999998,,0.21199999999999997,0.525,0.629,162.22700000000003,,,,38610001920.0,306210013184.0,4856743985152.0,605610000000.0,,873050000000.0,,,75540000000.0,,50730000000.0,55900000000.0,0.0029397930948356008,0.16950001,15.0,0.28,15.0,1783555200.0,0.18,5186.7001953125,3292.2971645749917,5102.39990234375,5395.6484,1.86111,37.0,,,0.58703,0.21909,False,False,,0.5,873015.0,493108.0,0.7291607284692477,4.66,25.2,18.29,,-0.016253164785760443,0.2307106340341437,46.39637967747567,0.06854412406009236,0.1903190123475189,False,0.6404829176121825,,0.805,['market_cap: INR -> USD (x0.012) 4527422371452.404 -> 54329068457'],,,78.34178,57.413403,0.293,0.628,195.001,,India,True,,42.198581560283685,78.56801484411847,77.23435539785376,59.183916160317345,44.66019417475729,29.845422116527942,,50.0,,50.0,54.619440257796796,standard,177,26442262,False,2,SVAG,-8,38.7,False,30.70469798657718,30.70469798657718,26.090604026845636,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-3.1,True,0.75,,2026-08-31,0,0.04798182100057602,88.0
JYSK.CO,Jyske Bank A/S,Financial Services,Banks - Regional,Denmark,DKK,8961266141.119999,,,0.6,-1.5854093999999996,4.347955,31.087,,-0.07093501499999998,-0.019150000599999988,0.109454986,0.1035800125,,-0.0915,-0.0615,0.056,,,,,100843003904.0,480860012544.0,441865437184.0,777056000000.0,,14437000000.0,,,,,5414000000.0,5391000000.0,0.02281021897810219,0.2925,25.0,,25.0,1773792000.0,0.358,1100.0,660.2507046055601,1096.0,1052.0,2.5,5.0,,,0.30316,0.23716,False,False,,0.5,82749.0,104401.0,0.3303776743290761,7.14,20.7,17.62,,-0.0036363636363636598,0.196110156346141,75.22123893805309,0.08454718176060805,0.21115204850728153,True,1.0838414534888592,,0.983,"['gross_margin: None för sektor Financial Services'
 'market_cap: DKK -> USD (x0.145) 61801835456.0 -> 8961266141']",0.10293999,0.00694,12.815716,11.554899,0.013,0.123,,,Nordic,True,,50.668529748405874,84.05390130532786,42.490426265027985,88.26403521093786,81.13730929264909,71.10582639714626,,50.0,,50.0,54.6076800435898,standard,178,17786321,False,3,SVAG,-8,49.2,False,30.70469798657718,76.76174496644296,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,25.5,True,0.625,,2026-08-31,0,-0.007799594663083553,45.2
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,United States,USD,44798560101.78528,,,1.2647,0.0,12.954681,10.904,17.29075,-0.011627495000000002,0.009092504300000002,0.173235012,0.09237939537500003,0.09730994000000004,0.0885,0.23350000000000004,0.365,0.0,3.4785000000000004,5.363,145068352.0,7242947072.0,151695008.0,37707309056.0,8979343000.0,,3195311000.0,,,916369000.0,,908906000.0,1415225000.0,,0.0,,,,,0.922,310.5,148.0500030517578,276.69000244140625,294.07407,2.0,27.0,3.5,0.039300002,0.08612,0.93714,False,False,,0.622,2239711.0,2142130.0,1.7741271500013398,37.27,58.71,52.02,,-0.10888888102606686,0.42556832429991576,72.15656626800853,0.33271231663840983,0.3911916420549064,True,0.9663808229860524,,0.901,[],0.14425,0.075830005,45.4335,27.017792,0.176,0.395,2.041,5.458,US,True,44.794275402023814,67.5181851873303,81.3289773141245,69.77834922864751,62.39117578995897,49.237170596393895,12.604042806183116,52.079866888519135,50.0,45.45454545454545,62.2,62.59373778410429,standard,65,592705955,False,6,NEUTRAL,0,45.5,False,66.2751677852349,34.98322147651007,7.634228187919463,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,6.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-08-31,0,0.04638897255063057,87.5
HMS.ST,HMS Networks AB (publ),Technology,Communication Equipment,Sweden,SEK,2465279095.84,,12.465442062500003,0.72,1.4469481249999998,6.817639,7.479,4.283500000000001,-0.034605009999999985,0.016045002500000006,0.039035008,0.080055,0.009839999999999988,0.006499999999999978,0.532,0.845,23.16,0.0,0.808,-365868256.0,47000000.0,2188999936.0,28468760576.0,6600064000.0,,3577348000.0,,,789704000.0,,434746000.0,877277000.0,0.009284332688588007,0.436,4.8,1.02,4.8,1776988800.0,1.089,593.5,371.7366102015162,517.0,602.0,1.4,5.0,,,0.12254,0.79682,False,False,,0.5,34265.0,32623.0,0.5142531089088667,6.6,-3.63,28.27,,-0.1288963774220725,0.3535021610014507,77.7777838545569,0.05287595942950274,0.1121890652267763,True,1.092919201892388,,1.0,['market_cap: SEK -> USD (x0.095) 25950306272.0 -> 2465279096'],0.15783,0.086890005,47.693726,43.85072,0.176,0.849,59.194,1.494,Nordic,True,46.62491014472355,58.26353535658863,63.798842709489385,74.7956855647574,38.29108227891414,93.34257975034674,42.80618311533888,37.60399334442596,50.0,,50.0,62.59334448516887,standard,66,1772771,False,4,NEUTRAL,0,46.4,False,30.70469798657718,90.18456375838926,18.036912751677853,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,5.2,True,0.875,,2026-08-31,0,-0.03148830309510231,13.0
AOF.DE,ATOSS Software SE,Technology,Software - Application,Germany,EUR,1735056149.7600002,,,,13.037122125000002,8.016451,7.51,0.9505000000000008,0.47859497999999995,0.2573200285,0.16153499400000004,0.204449995,0.253555025,-0.03950000000000001,-0.179,0.13,0.0,0.7700000000000002,2.174,-691619936.0,119728280.0,5547104.0,1504968320.0,160152456.0,,189258254.0,,,68903047.0,,48367468.0,47231857.0,0.022574257425742573,0.71029997,2.28,1.41,2.28,1777852800.0,1.197,120.43030474702327,65.0,101.0,121.5,1.625,8.0,,,0.46869,0.20181,False,False,,0.5,23127.0,16179.0,0.12099949052846094,17.99,24.38,19.67,,-0.16134065912926732,0.4416321272024547,77.45098112547066,0.2416709746111565,0.16251679449566914,True,0.947975700322393,,0.981,['market_cap: EUR -> USD (x1.08) 1606533472.0 -> 1735056150'],0.66072,0.32053003,31.464174,26.62863,0.13,0.138,6.362,2.261,Europe,True,28.458812352021557,92.34086429017468,71.94801921349149,44.573157399605385,52.313951889910584,94.72954230235784,70.27348394768134,1.1647254575707155,50.0,,50.0,54.59083924596781,standard,179,1899208,False,3,SVAG,-8,46.2,False,30.70469798657718,93.12080536912751,13.842281879194632,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,9.2,True,0.75,SUSPICIOUS_FWD_PE;,2026-08-31,0,0.0021102838218212128,61.0
WDC,Western Digital Corporation,Technology,Computer Hardware,United States,USD,165650541121.93457,,,0.8796,,12.822241,12.792,11.392750000000003,1.1110624975,0.13526249779999996,0.6126400120000001,0.285289385375,,0.26849999999999996,9.524,10.33,0.0,0.0,0.85,1156108608.0,1579000064.0,1191000064.0,165262540800.0,13861000000.0,,12919000000.0,,,4599000000.0,,9298000000.0,3929000000.0,0.0013059092046114387,0.0186,0.6,3.23,0.15,1788825600.0,2.217,799.8699951171875,77.6894646679901,459.45001220703125,664.9167,1.53846,24.0,2.44,0.0631,0.00541,0.92006,False,False,,0.22,8516395.0,6503770.0,0.5516830716584865,-13.81,-13.49,64.39,,-0.4255941402831118,0.8027095503625526,54.12353318132367,-0.13503406090742287,0.2570988624784152,True,0.388268876697068,,0.982,[],1.30853,0.20758,17.067236,14.471081,0.438,9.841,13.436,1.329,US,True,52.89728599363598,79.72167963511109,52.183878836684,93.66322912938088,25.290178946613313,21.63661581137309,26.7538644470868,58.73544093178037,50.0,27.84090909090909,22.0,62.55237705358456,standard,67,2988157206,False,5,NEUTRAL,0,42.2,False,66.5268456375839,12.332214765100671,7.802013422818792,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,-8.5,True,0.625,,2026-08-31,0,0.009865828789770603,68.7
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,United States,USD,133711902540.2127,,,130.8881,-1.7798899999999998,14.162425,17.714,3.6127499999999984,-0.031177490000000002,-0.009052500700000007,0.18960500500000002,0.03567437537499998,,0.04999999999999999,0.8065,0.859,0.0,,0.488,4294299712.0,1766716032.0,37093756928.0,171068571648.0,98724256000.0,,8790127000.0,,,3414302000.0,,3328231000.0,5008434000.0,0.030419332571659106,0.9265,4.28,2.75,1.07,1781568000.0,1.324,153.35000610351562,107.04224592350614,140.6999969482422,158.3077,2.0,13.0,2.98,0.0189,0.00261,0.96086,False,False,,0.432,4271596.0,2854300.0,0.43111829191511425,-3.76,-1.22,0.2,,-0.0824910900018766,0.21537072958917097,58.91542338794504,-0.012326628627777114,0.0369152732231357,True,0.4430496771109748,,0.832,"['gross_margin: None för sektor Real Estate'
 'current_ratio: None för sektor Real Estate']",0.07749,0.02516,31.336304,41.321587,0.123,0.853,63.823,,US,True,77.18007751431401,56.31741847944262,50.88471626605474,73.43125305665009,61.606993783739114,25.104022191400833,81.33174791914387,79.70049916805324,50.0,75.42613636363636,43.2,62.4604104472876,standard,69,401600001,False,5,NEUTRAL,0,45.8,False,79.9496644295302,14.93288590604027,6.7114093959731544,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,17.1,True,0.75,,2026-08-31,0,-0.015290183946490288,30.1
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,United States,USD,6175303388.259277,,,1.77,-1.0259902749999996,4.737842,9.56,,0.1404125025,0.030307499699999994,0.11275000000000004,0.126274397875,,-0.009499999999999995,0.5215,0.555,,,4.552,,1400000.0,6286199808.0,12460103680.0,8631700000.0,,2287900000.0,,,619900000.0,,423900000.0,1054600000.0,,0.0,,,,,1.346,668.8599853515625,401.8999938964844,594.8900146484375,636.6667,3.0,3.0,7.49,0.2756,0.46081,0.76548,False,False,,0.5,154152.0,112760.0,1.2657567591063201,7.06,3.7,25.72,,-0.11059111372052755,0.3955637451046447,56.98771417029064,-0.00996901601416389,0.1555988074661001,True,0.6961737822436772,,0.923,"['debt_to_equity: 395.632 > 200 -> None'
 'gross_margin: None för sektor Financial Services'
 'current_ratio: None för sektor Financial Services']",0.31932,0.05787,13.13223,10.854667,0.095,0.706,,,US,True,,80.00728414581637,64.98311068744107,68.56945608768822,28.2485836025659,86.54646324549236,12.604042806183116,,50.0,12.556818181818182,50.0,62.42392019454547,standard,70,67079798,False,6,NEUTRAL,0,50.0,False,30.70469798657718,81.96308724832215,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,12.0,True,0.625,,2026-08-31,0,-0.007943217642605305,45.0
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,United States,USD,352709906085.61835,,,1.2166,,0.7828847,0.892,,,,,,,0.004,0.615,0.61,,,0.695,,31467999232.0,73328001024.0,402071879680.0,309581000000.0,,447567000000.0,,,18964000000.0,,12056000000.0,19697000000.0,0.023616235428720895,0.5752,9.28,1.65,2.32,1789344000.0,0.632,461.6199951171875,254.516344356629,392.95001220703125,475.23077,1.55556,26.0,2.99,0.019199999,0.00248,0.89666003,False,False,,0.557,5620930.0,4056510.0,0.6078481852433125,-6.77,3.91,35.8,,-0.14875868384497426,0.3553061292185397,37.7767677178115,-0.04816414280173187,0.1315553813857988,True,0.2794262305768489,,0.977,[],,,,,,,,,,,,,66.07249409179315,71.74299199953744,56.59721246741896,11.927877947295423,72.41379310344827,,50.0,74.7159090909091,55.7,54.322887589515446,standard,184,1594005654,False,1,SVAG,-8,,,,,,,,,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0,True,0.25,MISSING_CRITICAL;,2026-08-31,0,0.08489786833524704,92.1
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,57146401987.33233,,,1.04,0.0,7.9488544,7.212,-10.766749999999996,,,0.06932500200000002,0.025554987499999987,0.20160256,0.0175,0.11250000000000004,0.27,0.0,,,,335165784064.0,46273200128.0,4320927154176.0,1087852200000.0,,582201100000.0,,,135948200000.0,,114794200000.0,124191800000.0,0.008061265420386701,0.3175,16.0,0.93,5.0,1783382400.0,0.124,2046.9000244140625,1533.9890668325556,1984.800048828125,2167.2122,,33.0,,,0.55609,0.30982,False,False,,0.5,2142933.0,1384130.0,1.3692701280961923,-0.81,11.18,11.44,,-0.030338548461209758,0.19109166374256406,58.73702673349556,0.03191845258113957,0.1070570821306569,True,0.9972286537770372,,0.759,['market_cap: INR -> USD (x0.012) 4762200165611.027 -> 57146401987'],,,39.44356,30.756422,0.105,0.274,5.517,,India,True,,72.02488914806095,67.24622503249616,56.9060883466212,95.1377378221036,43.41192787794729,40.428061831153386,,50.0,,50.0,54.288475103071626,standard,185,28871923,False,3,SVAG,-8,36.7,False,30.70469798657718,29.36241610738255,14.177852348993289,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,37.7,True,0.625,SUSPICIOUS_FWD_PE;MISSING_CRITICAL;,2026-08-31,0,-0.013557943515479565,33.2
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,United States,USD,950620534076.4752,,,1.7324,-2.2220780749999998,5.101866,4.232,,-0.001017497499999992,-0.0139625003,0.07689002,0.10465439787500003,,0.1995,0.2845,0.412,,,,,1526419030016.0,1343306989568.0,788548550656.0,4424900000000.0,,181847000000.0,,,,,57048000000.0,-147782000000.0,0.016777585375319624,0.2571,6.0,2.39,1.5,1783296000.0,0.977,366.5,276.43363807803536,357.6199951171875,374.57144,,21.0,3.39,0.0095,0.00391,0.75751,False,False,,0.74,8380647.0,5602900.0,0.7051202955578952,1.93,20.02,20.24,,-0.024229208411493897,0.22370409920511353,46.865049938233014,0.0308773692128812,0.13521976649552436,False,0.468893965138281,,0.711,['gross_margin: None för sektor Financial Services'],0.17789,0.0136,15.315631,14.300801,0.304,0.469,,,US,True,,57.27782740912241,74.82909527760727,70.77514251485475,63.5154750198998,6.796116504854369,59.690844233055884,,50.0,92.32954545454545,74.0,54.04403499367929,standard,192,2003709071,False,3,SVAG,-8,38.1,False,30.70469798657718,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,50.041946308724825,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,14.6,True,0.625,,2026-08-31,0,-0.01129535399377346,38.7
