ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,dividend_yield,payout_ratio,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,earnings_surprise_pct,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,volatility,bb_position,sentiment_raw,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_sentiment,score_total,company_type,rank,data_quality,sector_signal,sector_adjustment,piotroski_f,piotroski_label,piotroski_boost,insider_signal,earnings_signal,analyst_signal,extra_composite,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_sector_pct,score_global_pct,score_total_sector,sector_rank,sector_return_3m,relative_strength,rs_label,prev_score,prev_rank,prev_price,prev_rsi,prev_ma200,prev_trend_capped,prev_short,score_delta,rank_delta,is_new,short_delta,price_change_1w,delta_flag
HOFI.ST,Hoist Finance AB (publ),Financial Services,Credit Services,Sweden,SEK,13838998796.59262,12.347895,13.26907,,2.0275638,3.018979,5.141,,0.17713,0.01988,0.26527,0.34318,0.70637,0.158,0.537,0.296,133.297,0.828,0.815,,97000000.0,9824000000.0,2.06,0.1559,1.076,165.50311827761539,78.03115919140014,158.3000030517578,167.0,1.66667,2.0,,,0.53397,0.2449,,160528.0,209416.0,0.5454132520449453,-0.027099898680749135,0.0882306786810676,0.7037100840839845,,-0.043522534806716084,62.13514409566577,0.07166716201284196,0.3823369597608215,True,0.421121177740056,0.6590337158125822,0.5,60.57495406176738,67.08691985292778,84.73053892215569,73.09114383945004,24.03802204055069,65.08875739644971,69.07164480322906,62.525227043390515,71.93988130316929,standard,15,0.875,NEUTRAL,0,5,NEUTRAL,0,0.5,1.0,0.833,0.8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,63.1578947368421,91.13924050632912,77.14856762158561,34,-0.012382164864004008,0.101,🟢 STARK,71.93988130316929,16,158.3000030517578,62.13514409566577,0.3823369597608215,False,,0.0,1,False,,0.0,
MTG-B.ST,Modern Times Group MTG AB,Communication Services,Electronic Gaming & Multimedia,Sweden,SEK,16542849215.723114,1735.0001,14.781682,0.52,1.5140111,1.3625132,1.616,9.728,0.00093999994,0.0307,0.00090000004,0.11776,0.66185,0.235,1.105,1.123,38.502,0.851,0.851,1209374976.0,1380999936.0,4380000256.0,,0.0,0.802,139.1999969482422,82.9000015258789,138.8000030517578,161.25,1.0,4.0,,,0.14987999,0.56157,,336406.0,233881.0,0.9194355682670579,0.4742432374109522,0.46723049990035825,0.1104000244140626,,-0.002873519434293592,91.03774535524553,0.38245637118748776,0.30934134473722263,True,0.33165074020862456,0.9057484286215208,0.5,72.10231382754382,35.88309237451334,87.02594810379242,86.84542608038437,44.781176482629455,59.76331360946746,14.076690211907165,62.525227043390515,79.51026469114925,standard,2,0.875,UPPTREND,5,8,STARK,8,0.5,0.227,1.0,0.541,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,75.0,99.36708860759494,87.18354430379748,16,0.02695555257166693,0.44,🟢 STARK,79.51026469114925,2,138.8000030517578,91.03774535524552,0.3093413447372226,False,,0.0,0,False,,0.0,
INVE-A.ST,Investor AB (publ),Financial Services,Asset Management,Sweden,SEK,450954328318.4795,5.814178,,4.91,1.1617823,4.3317423,4.701,5.973,0.21205,0.119049996,0.7452,0.69545,0.86774004,3.573,,,12.396,3.514,2.737,126124376064.0,28041000960.0,122116997120.0,1.55,0.0836,0.783,379.8385128444261,267.6073830755457,361.70001220703125,380.0,,1.0,,,0.49436,0.28337,,404380.0,384410.0,0.45226500763582916,-0.01225618165667175,0.01179518520418732,0.16846952414697247,,-0.04775318990579547,37.420493474061665,0.01567756849111457,0.12131344531291366,False,0.1768585876103754,0.28442345682128944,0.5,79.00598604164256,90.82720257365668,68.86227544910179,99.0343347639485,82.28615588264563,22.485207100591715,69.07164480322906,62.525227043390515,73.93129485058087,holding,9,0.875,NEUTRAL,0,8,STARK,8,0.5,0.5,0.5,0.5,UPPTREND,False,7,1.0,HÖG,OK,94.73684210526315,94.9367088607595,94.83677548301132,4,-0.012382164864004008,0.024,⚪ NORMAL,73.93129485058087,10,361.7000122070313,37.42049347406167,0.1213134453129136,False,,0.0,1,False,,-1.1102230246251565e-16,
MYCR.ST,Mycronic AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,58815369154.068726,35.602837,18.399511,0.42,8.273362,7.0870433,6.807,23.163,0.22172001,0.12514,0.19941999,0.37435,0.53126997,0.169,0.152,0.153,5.097,2.349,1.592,1486125056.0,2721999872.0,401000000.0,1.08,0.3247,0.723,303.6000061035156,172.10615932907666,301.20001220703125,260.25,,4.0,,,0.002,0.82117,,283795.0,229337.0,0.602468614353024,0.25211508111701453,0.5983328287457972,0.4117495774644664,,-0.00790511807719163,68.47963909871004,0.2456851522971939,0.3866918135066171,False,0.35749542179824756,0.8070114538437351,0.5,25.679053122333237,77.60592575446313,95.20958083832336,61.6837374317737,66.40707631547929,44.37869822485207,69.07164480322906,62.525227043390515,77.98710490549593,standard,4,0.875,UPPTREND,5,7,STARK,8,0.5,0.267,0.5,0.407,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,97.67441860465115,98.10126582278481,97.88784221371799,1,-0.00045499464118392563,0.599,🟢 STARK,77.98710490549593,4,301.20001220703125,68.47963909871004,0.3866918135066171,False,,0.0,0,False,,0.0,
INSTAL.ST,Instalco AB (publ),Industrials,Engineering & Construction,Sweden,SEK,10276043916.269318,27.539568,15.883817,0.3793,3.183368,0.7477294,1.006,14.534,0.11755,0.04571,0.0278,0.05032,0.53051996,0.044,0.687,0.776,96.04,0.983,0.838,1008000000.0,102000000.0,3444000000.0,1.31,0.4892,1.172,39.900001525878906,21.36397926357217,38.279998779296875,43.625,1.6,4.0,,,0.2001,0.58533,,553360.0,369879.0,0.510955848910708,0.11038299351786995,0.45550200919131867,0.6527951164263659,,-0.04060157104333206,53.966799813875916,0.12415593744439501,0.3750705906407654,False,0.47916893813938977,0.6484247697698049,0.5,59.74402732993626,40.95652710666165,92.31536926147704,68.44171417888587,25.52074472278574,72.18934911242604,69.07164480322906,62.525227043390515,78.79710519666067,standard,3,0.875,UPPTREND,5,7,STARK,8,0.5,0.333,0.85,0.538,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,93.02325581395348,98.73417721518987,95.87871651457168,2,-0.00045499464118392563,0.456,🟢 STARK,78.79710519666067,3,38.27999877929688,53.96679981387592,0.3750705906407654,False,,0.0,0,False,,-2.220446049250313e-16,
CAST.ST,Castellum AB (publ),Real Estate,Real Estate - Development,Sweden,SEK,57178897032.44229,26.93654,13.483023,0.92,0.8621776,5.786166,12.036,18.15,0.02851,0.02605,0.22617,0.65592,0.69065005,0.0,653.833,648.5,77.867,0.326,0.171,2778625024.0,104000000.0,60651999232.0,2.01,0.407,1.46,127.5999984741211,100.25,123.0999984741211,127.75,2.45455,12.0,,,0.30322,0.49148998,,1997060.0,1543111.0,0.5648156921772672,0.03969591965938357,0.10701440514803018,0.17263723411925036,,-0.035266458101977594,45.36081541735947,0.06223248689859462,0.12126372786969353,False,0.2467552590749086,0.6020759614756339,0.5,54.961743352436315,60.87181762358985,78.2435129740519,74.37272945006366,33.92945995761598,45.562130177514796,69.07164480322906,62.525227043390515,70.55491267888462,standard,21,0.875,UPPTREND,5,6,NEUTRAL,0,0.5,0.531,0.636,0.553,UPPTREND,False,5,0.7142857142857143,HÖG,OK,93.33333333333333,87.34177215189874,90.33755274261603,9,0.006034066781841929,0.101,🟢 STARK,70.55491267888462,21,123.0999984741211,45.36081541735947,0.1212637278696935,False,,0.0,0,False,,0.0,
PRU.L,Prudential plc,Financial Services,Insurance - Life,Hong Kong,GBp,36531364347484.336,10.238937,11.829177,5.2226,1.9678901,2.0110207,2.262,5.04,0.20577998,0.01894,0.27573,0.45484,0.41388,0.188,0.308,0.244,28.254,2.392,1.012,2782500096.0,3851000064.0,6034999808.0,1.71,0.1538,0.907,15152.425788331884,10484.114977013067,14568.226798057556,1411.87,1.5,14.0,,,0.00271,0.63523,,6947479.0,6959692.0,0.028607600693209778,0.04405758848488328,0.03552130872481518,0.06723413811082968,0.29003727635591714,-0.038554816135393355,60.41445978528804,0.062057809866939095,0.08043434230906676,True,0.22745009278072983,0.8567612695647409,0.5,75.38144175355424,63.81638820035856,64.6416843731891,69.7461097250554,70.36839364904534,12.42603550295858,69.07164480322906,62.525227043390515,71.44582459612246,standard,17,1.0,NEUTRAL,0,7,STARK,8,0.5,0.5,0.028,0.358,UPPTREND,False,7,1.0,HÖG,OK,73.68421052631578,89.87341772151899,81.77881412391739,24,-0.012382164864004008,0.048,⚪ NORMAL,71.44582459612246,18,14568.226798057556,60.41445978528804,0.0804343423090667,False,,0.0,1,False,,0.0,
INDU-C.ST,AB Industrivärden (publ),Financial Services,Asset Management,Sweden,SEK,105962948002.91656,5.1627855,,5.47,1.0166692,5.1263766,5.286,5.301,0.21636999,0.1302,0.99083,0.99728996,1.0,0.593,0.602,0.602,3.576,1.82,0.125,24360249344.0,337000000.0,7276000256.0,1.83,0.0889,0.932,504.20001220703125,328.9330467320045,478.8999938964844,475.0,3.0,1.0,,,0.2718,0.31315002,,572079.0,470307.0,0.7077023687495136,-0.0071525078539976805,-0.002480736091976743,0.22725246485234352,,-0.05017853569618391,41.76470588235294,0.009853843497642512,0.15070055908808455,False,0.1929413995914299,0.29990716047778004,0.5,79.46278650218856,92.71042740318515,69.06187624750498,83.99586582637842,75.22896162207826,34.9112426035503,69.07164480322906,62.525227043390515,72.31173402870368,holding,14,0.875,NEUTRAL,0,9,STARK,8,0.5,0.5,0.5,0.5,UPPTREND,False,7,1.0,HÖG,STARK,84.21052631578947,91.77215189873418,87.99133910726182,13,-0.012382164864004008,0.01,⚪ NORMAL,72.31173402870368,15,478.8999938964844,41.76470588235294,0.1507005590880845,False,,0.0,1,False,,0.0,
LOOMIS.ST,Loomis AB (publ),Industrials,Security & Protection Services,Sweden,SEK,30355931647.66098,17.760376,13.43602,1.58,2.340654,1.0034024,1.191,6.589,0.13317001,0.061669998,0.05718,0.121750005,0.29204,-0.023,0.417,0.387,104.264,1.166,0.983,3010625024.0,7856000000.0,13521999872.0,3.31,0.5484,0.483,467.3999938964844,336.4557089595699,453.6000061035156,507.5,2.5,4.0,,,0.00217,0.71454,,135315.0,131999.0,0.562256634596588,0.05893407016327479,0.11252580238706034,0.31603661989688847,,-0.029525006361093453,70.24693129030145,0.08400458766734542,0.1711335787191839,True,0.2531104855433546,0.811976814987851,0.5,74.2151960169734,43.62841267238709,83.23353293413174,55.10708155220531,54.319593646373164,49.70414201183432,69.07164480322906,62.525227043390515,68.37678064910956,standard,26,0.875,UPPTREND,5,4,NEUTRAL,0,0.5,0.277,0.625,0.448,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,95.34883720930233,84.17721518987342,89.76302619958787,12,-0.00045499464118392563,0.113,🟢 STARK,68.37678064910956,25,453.6000061035156,70.24693129030145,0.1711335787191839,False,,0.0,-1,False,,0.0,
RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,GBp,130505752399918.8,18.400892,13.381565,5.63,2.9186027,2.3311167,2.664,7.57,0.16399999,0.07861,0.17291,0.25318,0.28124002,0.146,-0.056,-0.053,35.432,1.445,0.917,3495749888.0,9420000256.0,23747999744.0,3.63,0.6054,0.63,104130.71358680725,53398.09719333658,104029.98254585266,7229.599,2.5,20.0,,,0.17701,0.58517,,2915777.0,2047897.0,0.06143225882539454,0.14688102854235718,0.1800995994225929,0.5597715632201037,0.718501484977377,-0.0009673518742442377,82.37008112036807,0.169297029880497,0.40305499434781544,True,0.24687478112023384,1.0457532256219289,0.5,65.29171222204293,60.95750273000931,92.64052540081128,42.27115227432392,66.71650172388975,2.9585798816568047,69.07164480322906,62.525227043390515,62.590763828252804,standard,46,1.0,NEUTRAL,0,5,NEUTRAL,0,0.15,0.5,0.545,0.408,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,83.33333333333334,71.51898734177216,77.42616033755274,31,-0.015184431616981575,0.195,🟢 STARK,67.5907638282528,28,104029.98254585266,82.37008112036807,0.4030549943478154,False,,-5.0,-18,False,,0.0,⬇ -18
INVE-B.ST,Investor AB (publ),Financial Services,Asset Management,Sweden,SEK,664103396118.0,5.8752613,23.206348,5.08,1.1739879,4.3772783,4.746,6.03,0.21205,0.119049996,0.7452,0.69545,0.86774004,3.573,,,12.396,3.514,2.737,126124376064.0,28041000960.0,122116997120.0,1.53,0.0836,0.783,382.9175915228024,267.7573998140343,365.5,375.6,2.66667,5.0,,,0.00254,0.45060003,,3456933.0,2882278.0,0.4692499747000194,-0.010328306103261298,0.01384310548910106,0.17268494012863145,,-0.045486527410598776,37.19031926896945,0.016019459029061878,0.12667407266767827,False,0.179114184247453,0.25085972155623826,0.5,60.70511163245884,90.82720257365668,70.25948103792415,99.0343347639485,82.28615588264563,19.526627218934912,69.07164480322906,62.525227043390515,71.68423254609817,holding,16,0.875,NEUTRAL,0,7,STARK,8,0.5,0.5,0.583,0.525,UPPTREND,False,7,1.0,HÖG,OK,89.47368421052632,90.50632911392405,89.99000666222518,11,-0.012382164864004008,0.026,⚪ NORMAL,71.68423254609817,17,365.5,37.19031926896945,0.1266740726676782,False,,0.0,1,False,,0.0,
STAN.L,Standard Chartered PLC,Financial Services,Banks - Diversified,United Kingdom,GBp,52438105260317.94,12.375817,9.322661,1.198,1.2900592,2.0098526,-7.403,,0.10107,0.0058600004,0.26049998,0.43989,0.0,0.086,0.307,0.195,,,,,386666987520.0,189356998656.0,2.42,0.2969,0.595,24303.282413290115,14388.81215505135,23854.369636058807,2012.553,2.35714,14.0,,,0.01191,0.71954,,8145945.0,6670516.0,0.06705548462661869,0.09054128347011914,0.0855692018557197,0.16753305366390125,0.6059978028764323,-0.01847128176339763,68.8424010428185,0.12047265145036246,0.17422558426657608,True,0.28707819495867787,0.8271728768709625,0.5,77.77336052816877,45.17916898409361,79.5006760672204,60.79657250770972,63.567078062524466,10.650887573964498,69.07164480322906,62.525227043390515,55.78359269947368,standard,66,0.875,NEUTRAL,0,3,SVAG,-8,0.15,0.747,0.661,0.542,UPPTREND,False,6,0.8571428571428571,HÖG,VÄNTA,68.42105263157895,58.86075949367089,63.64090606262492,52,-0.012382164864004008,0.098,🟢 STARK,55.78359269947368,67,23854.369636058807,68.8424010428185,0.174225584266576,False,,0.0,1,False,,0.0,
DIOS.ST,Diös Fastigheter AB (publ),Real Estate,Real Estate - Diversified,Sweden,SEK,8987843101.563034,10.2211685,9.036313,1.37,0.75572634,3.3738148,,,0.07532,0.033180002,0.33558998,0.60935,0.68544,0.003,0.543,0.531,147.061,0.093,0.093,708249984.0,,17489999872.0,3.71,0.4423,1.233,71.41940293696872,58.87973465674523,64.69999694824219,77.75,1.75,4.0,,,0.29591,0.41041002,,317573.0,171550.0,0.36784978033219917,-0.02191994775796724,-0.013937658607768966,0.03391071801946177,,-0.09408376032850285,34.99999653209581,-0.005645029107363864,0.004875701991319703,False,0.2108559664933067,0.37777323079609887,0.5,75.8500328800916,66.03451589085107,56.48702594810379,59.852729972780175,34.20499766849671,74.55621301775149,69.07164480322906,62.525227043390515,77.28834131526101,standard,5,0.875,UPPTREND,5,7,STARK,8,0.5,0.5,0.812,0.594,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,86.66666666666667,97.46835443037975,92.06751054852322,6,0.006034066781841929,-0.02,⚪ NORMAL,77.28834131526101,5,64.69999694824219,34.99999653209581,0.0048757019913197,False,,0.0,0,False,,0.0,
FRES.L,Fresnillo plc,Basic Materials,Other Precious Metals & Mining,Mexico,GBp,34330931597456.277,26.669065,15.44128,1.56,8.021141,5.9888754,5.792,10.234,0.33900002,0.19896,0.30341998,0.54654,0.58273,0.307,14.901,14.901,16.769,4.346,3.846,1788570752.0,2756475904.0,850972992.0,2.51,0.25100002,0.745,54391.81200144534,12749.551521785655,46588.72340583801,3857.8054,2.76923,13.0,,,0.74994004,0.14587,,1171728.0,1132765.0,0.6885096436785108,0.017439628110127003,-0.020690452589569586,0.6154548718448345,2.5468973105466253,-0.1434607215402196,59.67327298271725,0.07894322036781909,0.28394942303740867,True,0.5338588054376353,0.7703674630284824,0.5,42.99303348384887,87.35114703256828,73.05389221556887,95.88560498654432,60.954266919118375,13.609467455621301,69.07164480322906,62.525227043390515,71.09671773338955,commodity,18,1.0,NEUTRAL,0,8,STARK,8,0.5,0.5,0.558,0.517,UPPTREND,False,6,0.8571428571428571,HÖG,OK,91.66666666666666,89.24050632911393,90.45358649789029,8,-0.015184431616981575,-0.006,⚪ NORMAL,76.09671773338955,7,46588.72340583801,59.67327298271725,0.2839494230374086,False,,-5.0,-11,False,,0.0,
INDU-A.ST,AB Industrivärden (publ),Financial Services,Asset Management,Sweden,SEK,102158412470.0,5.22742,17.909897,4.62,1.0296191,5.179671,5.351,5.367,0.21636999,0.1302,0.99083,0.99728996,1.0,0.593,0.602,0.602,3.576,1.82,0.125,24360249344.0,337000000.0,7276000256.0,1.8,0.0889,0.932,509.0,329.06389281863255,485.0,512.0,,3.0,,,0.50771,0.18264,,217208.0,156168.0,0.34174261988030546,-0.00010305699253021494,0.012610932567258759,0.23995250997366235,,-0.047151277013752435,43.364918799342504,0.015044566564183626,0.16261681680584772,False,0.1936411559852989,0.32287943474828423,0.5,65.23172114758589,92.71042740318515,71.8562874251497,83.99586582637842,74.92956042447346,35.50295857988166,69.07164480322906,62.525227043390515,70.81662075846864,holding,19,0.875,NEUTRAL,0,9,STARK,8,0.5,0.5,0.5,0.5,UPPTREND,False,7,1.0,HÖG,OK,78.94736842105263,88.60759493670885,83.77748167888075,20,-0.012382164864004008,0.025,⚪ NORMAL,70.81662075846864,19,485.0,43.3649187993425,0.1626168168058477,False,,0.0,0,False,,0.0,
BP.L,BP p.l.c.,Energy,Oil & Gas Integrated,United Kingdom,GBp,104796878664649.03,35.913334,10.516353,0.0456,2.0260751,0.43122754,0.744,4.177,0.05842,0.03961,0.01663,0.15461001,0.2891,0.116,4.745,4.592,96.384,1.219,0.68,10053125120.0,35762999296.0,74178002944.0,4.56,1.6000999,-0.219,7673.73226057052,4536.856467920105,6782.976623983064,621.59644,2.31579,19.0,,,0.00287,0.34439,,56952719.0,47503110.0,0.04634000487492716,-0.03252739230468549,0.18475562983991445,0.137321176882385,0.42511971724957776,-0.11607853992565942,35.847577068499504,-0.020520781702308977,0.15921463334953323,False,0.2841070311145037,0.22512819093710054,0.5,84.65004832364194,32.58329695106987,71.2768012362372,86.39117863009136,57.31879029188238,4.733727810650888,33.047426841574165,62.525227043390515,73.1539101525883,standard,12,1.0,STARK UPPTREND,10,5,NEUTRAL,0,0.15,0.838,0.574,0.552,VARNING,False,4,0.5714285714285714,MEDEL,STARK,,93.0379746835443,93.0379746835443,5,0.08743092967556598,0.097,🟢 STARK,68.1539101525883,26,6782.976623983064,35.847577068499504,0.1592146333495332,False,,5.0,14,False,,0.0,🆕 NY I TOPP20
NP3.ST,NP3 Fastigheter AB (publ),Real Estate,Real Estate Services,Sweden,SEK,16534443189.0,13.103953,19.962826,,1.4920065,7.099375,13.231,18.43,0.13259,0.03897,0.59081,0.65677,0.75827,0.1,0.37,0.368,131.811,0.438,0.218,716374976.0,426000000.0,14663999488.0,2.38,0.2539,1.61,274.5,222.65009304586908,268.5,279.4,2.0,5.0,,,0.48726,0.45115003,,54455.0,40525.0,0.22439293239285707,0.044982226339129516,-0.006882688843880991,0.07940261299307227,,-0.021857923497267784,53.64973513922565,0.05234072751393337,0.05560653293895035,True,0.2609884250112327,0.73683128228851,0.5,43.00044073660775,75.48903013137266,66.86626746506985,68.5285122587738,26.469573461953665,60.35502958579882,69.07164480322906,62.525227043390515,76.14511343468433,standard,6,0.875,UPPTREND,5,7,STARK,8,0.5,0.5,0.75,0.575,UPPTREND,False,5,0.7142857142857143,HÖG,OK,73.33333333333333,96.83544303797468,85.084388185654,19,0.006034066781841929,-0.013,⚪ NORMAL,76.14511343468433,6,268.5,53.64973513922565,0.0556065329389503,False,,0.0,0,False,,0.0,
ENEA.ST,Enea AB (publ),Technology,Software - Infrastructure,Sweden,SEK,1493467522.5,17.86517,15.288462,,0.8972811,1.6640475,1.988,6.554,0.0519,0.05242,0.09672,0.115109995,0.77546996,0.04,,,22.424,1.424,1.424,-15120875.0,89800000.0,374700000.0,,0.0,0.888,82.80000305175781,54.0,79.5,92.5,1.0,2.0,,,0.37124002,0.19463,,51588.0,31642.0,0.2967907180533232,0.38743457344727017,0.2843295321529671,0.16228067582602979,,-0.03985510785180768,76.23763024423383,0.24354763170460125,0.14270930069549093,True,0.4048371236713604,0.719108261273533,0.5,77.50121804754795,50.65997404481824,82.23552894211578,40.07510729613734,51.70460877547755,95.26627218934911,14.076690211907165,62.525227043390515,74.39954854156274,standard,7,0.875,STARK UPPTREND,10,5,NEUTRAL,0,0.5,0.672,1.0,0.719,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,63.63636363636363,96.20253164556962,79.91944764096662,26,0.288522948954008,-0.004,⚪ NORMAL,74.39954854156274,8,79.5,76.23763024423383,0.1427093006954909,False,,0.0,1,False,,0.0,
TEL2-B.ST,Tele2 AB (publ),Communication Services,Telecom Services,Sweden,SEK,124242592064.07294,12.565699,27.488653,4.077,5.6593785,4.20288,5.034,12.491,0.39046,0.06877,0.33675,0.24979,0.43673,0.013,6.27,6.297,105.427,1.032,0.966,6574374912.0,5438000128.0,30345000960.0,5.78,0.4388,0.337,198.3000030517578,130.22960288211394,181.6999969482422,181.87222,2.68421,18.0,,,0.19760999,0.43537,,1878701.0,3491611.0,7.033109765054593,-0.06700900154946243,-0.002196645479770387,0.21133331298828129,,-0.08371157765026804,32.773073685384816,-0.04277738410998744,0.09265082703822025,False,0.4104572346099313,-0.006790589291130087,0.5,36.64693228009912,74.3830367562667,65.6686626746507,74.76636463362784,42.00376104864346,33.13609467455622,69.07164480322906,62.525227043390515,64.67372327314159,standard,40,0.875,UPPTREND,5,6,NEUTRAL,0,0.5,0.052,0.579,0.345,VARNING,False,5,0.7142857142857143,HÖG,VÄNTA,87.5,75.31645569620254,81.40822784810126,25,0.02695555257166693,-0.029,⚪ NORMAL,64.67372327314159,43,181.6999969482422,32.773073685384816,0.0926508270382202,False,,0.0,3,False,,0.0,
AAL.L,Anglo American plc,Basic Materials,Other Industrial Metals & Mining,United Kingdom,GBp,54559674665297.03,,25.166664,1.4,3.2626808,2.3364053,3.19,9.902,-0.02674,0.04109,-0.20171,0.2206,0.63076,0.175,,,65.506,2.648,1.483,-591625024.0,6438000128.0,15797999616.0,0.42,5.6102004,0.963,51802.49328279495,25846.957160608454,50919.541202545166,3598.5464,2.26667,15.0,,,0.07,0.57991004,,7012190.0,5830126.0,0.04011665353868355,0.147851367321578,0.1460054608075343,0.4198911499861231,0.8731810119036485,-0.017044586549718077,64.2006244272385,0.18685196249928926,0.3535021928385722,True,0.3628120032714978,0.9569321191346984,0.5,50.827357713868466,40.31913685625094,89.85416264245703,78.11158798283262,51.67120724872504,9.467455621301776,33.047426841574165,62.525227043390515,60.16975380758964,standard,52,0.875,NEUTRAL,0,6,NEUTRAL,0,0.15,0.5,0.55,0.41,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,33.33333333333333,67.72151898734177,50.52742616033755,80,-0.015184431616981575,0.161,🟢 STARK,65.16975380758964,39,50919.541202545166,64.2006244272385,0.3535021928385722,False,,-5.0,-13,False,,0.0,
NCAB.ST,NCAB Group AB (publ),Technology,Electronic Components,Sweden,SEK,13966751057.409058,61.229504,32.47826,1.7923,9.703819,3.6195004,3.817,33.984,0.15552,0.0644,0.05923,0.10347,0.34943,0.12,0.432,0.432,73.346,1.826,1.483,218446752.0,397000000.0,1159900032.0,1.47,0.0,1.055,75.9000015258789,37.545589748234136,74.69999694824219,79.0,2.0,3.0,,,0.05395,0.82044,,373478.0,189872.0,0.2505178535512067,0.1387813426975284,0.7548087038965368,0.3789605894484933,,-0.01581033667341314,63.839354953325675,0.23602798644005163,0.41478073987190056,False,0.5650311913744216,0.8516647123688631,0.5,21.379761384717785,46.646494925236865,93.9121756487026,72.14778510295017,38.42050204619067,63.905325443786985,69.07164480322906,62.525227043390515,79.52552153821478,standard,1,0.875,STARK UPPTREND,10,8,STARK,8,0.5,0.429,0.75,0.547,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,90.9090909090909,100.0,95.45454545454545,3,0.288522948954008,0.466,🟢 STARK,79.52552153821478,1,74.69999694824219,63.83935495332568,0.4147807398719005,False,,0.0,0,False,,0.0,
TELIA.ST,Telia Company AB (publ),Communication Services,Telecom Services,Sweden,SEK,194088916756.92905,41.83051,25.31282,2.5747,3.8004313,2.398647,3.427,10.535,0.09139,0.03244,0.05783,0.15554,0.50043,-0.003,2.263,2.263,153.159,0.739,0.572,21657374720.0,10220000256.0,89617997824.0,4.21,1.6949,0.235,49.52000045776367,31.40352059246304,49.36000061035156,44.84632,3.05,19.0,,,0.42,0.30295,,6944181.0,6406013.0,0.46089454622981624,0.02385400430860618,0.15685481080653862,0.3558854789877186,,-0.0032310146593915734,67.23716130572699,0.046498929692409874,0.2502038748498947,True,0.188092109149647,0.8808498404631333,0.5,48.20473229149688,42.58952683767939,90.4191616766467,70.22940650393616,54.688098482474814,30.17751479289941,33.047426841574165,62.525227043390515,67.06991340203574,standard,31,0.875,UPPTREND,5,5,NEUTRAL,0,0.5,0.802,0.488,0.617,UPPTREND,False,3,0.42857142857142855,LÅG,OK,62.5,81.0126582278481,71.75632911392405,40,0.02695555257166693,0.13,🟢 STARK,67.06991340203574,30,49.36000061035156,67.23716130572699,0.2502038748498947,False,,0.0,-1,False,,0.0,
BOL.ST,Boliden AB (publ),Basic Materials,Other Industrial Metals & Mining,Sweden,SEK,154926088769.8938,14.043758,17.906137,2.98,1.9079324,1.5460143,1.678,6.879,0.14731,0.069120005,0.110089995,0.18852,0.1765,0.317,0.683,0.743,28.514,1.757,0.686,5711249920.0,9994999808.0,23160000512.0,2.02,0.0,1.091,711.7273265427907,276.84803457578636,545.5999755859375,545.0,3.0,17.0,,,0.018029999,0.55825,,1344422.0,1211076.0,0.5431189833004388,0.025590220539913444,-0.13312450609118243,0.35384875882569333,,-0.23341432141409457,53.751987364017836,0.001126128161691664,0.16511881133974393,True,0.41884879546604953,0.789157724818692,0.5,69.15643110107398,50.57104957739777,47.50499001996008,84.09813295937678,48.67440021157289,31.360946745562128,69.07164480322906,62.525227043390515,60.72432213863434,standard,51,0.875,NEUTRAL,0,6,NEUTRAL,0,0.5,0.645,0.5,0.558,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,50.0,68.35443037974683,59.177215189873415,61,-0.015184431616981575,-0.118,🔴 SVAG,65.72432213863435,37,545.5999755859375,53.75198736401784,0.1651188113397439,False,,-5.000000000000007,-14,False,,0.0,
