ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,dividend_yield,payout_ratio,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,earnings_surprise_pct,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,volatility,bb_position,sentiment_raw,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_sentiment,score_total,company_type,rank,data_quality,sector_signal,sector_adjustment,piotroski_f,piotroski_label,piotroski_boost,insider_signal,earnings_signal,analyst_signal,extra_composite,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_sector_pct,score_global_pct,score_total_sector,sector_rank,sector_return_3m,relative_strength,rs_label,prev_score,prev_rank,prev_price,prev_rsi,prev_ma200,prev_trend_capped,prev_short,score_delta,rank_delta,is_new,short_delta,price_change_1w,delta_flag
EPRO-B.ST,Electrolux Professional AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,12320224467.614937,18.223139,11.791444,,2.2948432,1.0660464,1.224,10.92,0.12367,0.04366,0.05846,0.08127,0.34098998,-0.091,-0.203,-0.206,45.926,0.868,0.477,764022016.0,773000000.0,2655000064.0,2.15,0.35119998,0.89,69.84334103876746,44.04999923706055,44.099998474121094,64.0,,1.0,,,0.0018600001,0.78571,,361557.0,276706.0,0.39920477731866605,-0.17847160777325022,-0.2819815571203389,-0.3230111499912218,,-0.36858692871460985,15.868023419981213,-0.13442548894670436,-0.25593149634947543,False,0.28826550670383727,0.20620981006308559,0.5,71.42920746200764,39.09878765082029,9.181636726546905,12.492012862825616,46.19238259745049,67.45562130177515,69.07164480322906,62.525227043390515,43.48766712159063,standard,128,0.875,UPPTREND,5,4,NEUTRAL,0,0.5,0.505,0.5,0.502,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,16.27906976744186,19.62025316455696,17.949661465999412,133,-0.00045499464118392563,-0.282,🔴 SVAG,43.48766712159063,129,44.09999847412109,15.868023419981212,-0.2559314963494754,True,,0.0,1,False,,2.220446049250313e-16,
CINT.ST,Cint Group AB (publ),Technology,Software - Application,Sweden,SEK,2045654963.2070217,,64.0,,9.427169,13.773136,13.698,149.518,-0.55548,-0.04644,-1.18233,0.023120001,0.87566,-0.053,,,23.847,1.428,1.273,41026876.0,61880000.0,51711000.0,,0.0,1.413,8.989999771118164,2.1519999504089355,5.760000228881836,5.552396,,2.0,,,0.33998,0.33956,,4012397.0,1716772.0,0.09082001465011338,0.440000057220459,1.1083455313404786,0.7338952987904384,,-0.35928805611466497,81.4814520471194,0.32327404889963907,0.27324337199494164,True,0.8492042809056465,0.7073309028702822,0.5,7.271773778443297,23.703656551432946,72.45508982035928,12.231759656652361,37.06621216306597,94.67455621301775,14.076690211907165,62.525227043390515,48.71198063058128,standard,101,0.75,STARK UPPTREND,10,4,NEUTRAL,0,0.5,0.516,0.867,0.617,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,36.708860759493675,18.354430379746837,132,0.288522948954008,0.82,🟢 STARK,48.71198063058128,101,5.760000228881836,81.4814520471194,0.2732433719949416,False,,0.0,0,False,,0.0,
SCA-B.ST,Svenska Cellulosa Aktiebolaget SCA (publ),Basic Materials,Paper & Paper Products,Sweden,SEK,63878346457.800674,25.146465,15.042296,0.45,0.6985913,3.045472,3.641,20.791,0.02715,0.008590001,0.12127,0.01313,0.70081,-0.051,-0.525,-0.525,15.999,1.216,0.618,3739000064.0,2356000000.0,16019999744.0,3.01,0.7576,0.347,137.4234579798372,98.95999908447266,99.58000183105469,117.41667,2.53846,12.0,,,0.100200005,0.6948,,1818501.0,1501055.0,0.5639959811096233,-0.07924178986510255,-0.1456902163803313,-0.1785878203947403,,-0.27537843032835707,24.687852892069586,-0.074561573869116,-0.14667704589741903,False,0.21733651650805622,0.12962172392312152,0.5,57.0482007830127,36.4471205501384,21.9560878243513,7.862015474980088,74.33944761111852,42.01183431952663,69.07164480322906,62.525227043390515,38.02401338215587,standard,144,0.875,NEUTRAL,0,5,NEUTRAL,0,0.5,0.545,0.615,0.552,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0,9.49367088607595,4.746835443037975,153,-0.015184431616981575,-0.131,🔴 SVAG,43.02401338215587,132,99.58000183105467,24.687852892069586,-0.146677045897419,True,,-5.0,-12,False,,2.220446049250313e-16,
PDX.ST,Paradox Interactive AB (publ),Communication Services,Electronic Gaming & Multimedia,Sweden,SEK,13899990734.671783,158.55423,20.122326,,5.33766,6.436838,5.757,20.74,0.03133,0.09199,0.04073,0.23372999,0.37709,-0.07,-0.299,-0.303,6.003,5.149,4.985,510368256.0,1554598016.0,155532992.0,3.8,3.6145,,194.50185581329575,109.6720928048115,131.60000610351562,154.4,1.6,5.0,,,0.55727,0.34582,,139479.0,163424.0,0.74811381867968,0.11570002089866582,0.05295261898910408,-0.23646228227053667,,-0.32339974056679555,55.82163916245949,0.08793018297437993,-0.10413276097123281,True,0.3737084782297532,0.7069904612171843,0.5,28.764259396157517,46.97459757144373,34.5309381237525,10.100070581013705,73.29331962419862,64.49704142011834,33.047426841574165,62.525227043390515,43.18695903564382,standard,129,0.75,UPPTREND,5,5,NEUTRAL,0,0.5,0.493,0.85,0.602,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,25.0,18.9873417721519,21.99367088607595,126,0.02695555257166693,0.026,⚪ NORMAL,43.18695903564382,130,131.60000610351562,55.82163916245949,-0.1041327609712328,True,,0.0,1,False,,0.0,
GARO.ST,Garo Aktiebolag (publ),Industrials,Electrical Equipment & Parts,Sweden,SEK,667000007.6293945,,9.955224,,1.2599169,0.639195,0.869,14.939,-0.03226,0.02698,-0.01677,0.18736,0.45894,-0.08,,,48.508,1.479,0.689,103087504.0,17000000.0,256800000.0,,0.0,1.321,23.399999618530273,10.539999961853027,13.34000015258789,15.0,,1.0,,,0.46675,0.23983,,71391.0,129205.0,0.6750335480240899,0.17636684066036645,-0.17142858158304486,-0.20689652826255278,,-0.429914514100075,71.27661031531125,0.1403658882961354,-0.1680153563813127,True,0.4282210236629241,1.0863816055039264,0.5,76.89158209777227,33.5508986258328,12.774451097804393,8.744635193133048,38.224507148142465,97.0414201183432,14.076690211907165,62.525227043390515,40.39029730330741,standard,137,0.75,UPPTREND,5,5,NEUTRAL,0,0.5,0.108,0.5,0.343,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,2.3255813953488373,13.924050632911392,8.124816014130115,147,-0.00045499464118392563,-0.171,🔴 SVAG,40.39029730330741,138,13.34000015258789,71.27661031531125,-0.1680153563813127,True,,0.0,1,False,,0.0,
JM.ST,JM AB (publ),Consumer Cyclical,Residential Construction,Sweden,SEK,7592219471.146851,143.53658,14.371184,1.51,0.94607306,0.7159095,1.864,56.437,0.00657,0.00561,0.005,0.03439,0.117589995,-0.029,-0.086,-0.086,158.567,1.686,1.017,-1104125056.0,550000000.0,12725000192.0,1.7,3.9634,1.459,157.13888851842236,105.51316025759213,117.69999694824219,142.75,,4.0,,,0.08201,0.64786005,,296284.0,563169.0,0.22793961889553582,-0.009162144190812183,-0.12119509738691359,-0.08978542731457806,,-0.2509811030358441,50.719413798781495,-0.0021466663901401617,-0.1061178052477284,True,0.3147760979603717,0.5110690225662957,0.5,61.07775340211636,14.256564506985502,29.940119760479046,21.727669542607327,34.16345356782996,77.51479289940828,33.047426841574165,62.525227043390515,33.22377958629804,standard,153,0.875,UPPTREND,5,3,SVAG,-8,0.5,0.332,0.5,0.433,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,13.043478260869565,3.79746835443038,8.420473307649972,146,0.024718917843827848,-0.146,🔴 SVAG,33.22377958629804,153,117.6999969482422,50.719413798781495,-0.1061178052477284,True,,0.0,0,False,,-1.1102230246251565e-16,
SVOL-B.ST,Svolder AB (publ),Financial Services,Asset Management,Sweden,SEK,5094931619.276398,,,,1.0176879,251.43286,234.55,-519.705,-0.080790006,-0.00107,0.0,0.27119,1.0,-0.132,,,,3.302,3.302,55612500.0,359600000.0,0.0,3.44,0.105100006,1.269,63.296387199544824,44.79999923706055,52.29999923706055,,,,,,0.09467,0.1709,,228242.0,156159.0,0.7158142001516073,0.02851525676401745,0.0010897974079395745,-0.027706966303099212,,-0.17372852462839072,43.05555261211506,0.040936867879379335,-0.02374265789040353,False,0.22192858567859472,0.4944802138653312,0.5,46.19731146046936,40.64935621075779,47.10578842315369,4.023605150214593,65.0595907173308,84.02366863905326,69.07164480322906,62.525227043390515,36.75287743536758,holding,147,0.625,NEUTRAL,0,4,NEUTRAL,0,0.5,0.5,0.5,0.5,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,10.526315789473683,7.59493670886076,9.060626249167221,145,-0.012382164864004008,0.013,⚪ NORMAL,36.75287743536758,147,52.29999923706055,43.05555261211506,-0.0237426578904035,True,,0.0,0,False,,0.0,
FAG.ST,Fagerhult Group AB,Industrials,Electrical Equipment & Parts,Sweden,SEK,3382055600.8923798,15.593496,5.608187,0.71,0.47703135,0.43514776,0.842,8.846,0.03009,0.0225,0.0278,0.0128,0.38461,-0.061,,,60.589,0.827,0.512,184562496.0,1176499968.0,4336799744.0,5.74,1.1382,,44.00937010945421,19.100000381469727,19.18000030517578,23.0,3.0,2.0,,,0.02901,0.8089,,427167.0,463681.0,0.3774153949502941,-0.291703055845812,-0.45123806781724374,-0.534058161526971,,-0.5641837122986797,24.107924913119263,-0.22313846111857616,-0.4429550352591348,False,0.3814723631406305,0.2684826433141863,0.5,93.00253266809676,24.76087647498197,1.9960079840319362,11.319742489270386,32.6751212314649,89.3491124260355,33.047426841574165,62.525227043390515,40.76337832044735,standard,136,0.75,UPPTREND,5,4,NEUTRAL,0,0.5,0.331,0.5,0.432,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,4.651162790697675,14.556962025316455,9.604062408007065,144,-0.00045499464118392563,-0.451,🔴 SVAG,40.76337832044735,137,19.18000030517578,24.107924913119263,-0.4429550352591348,True,,0.0,1,False,,0.0,
KNOW.ST,Knowit AB (publ),Technology,Information Technology Services,Sweden,SEK,2102047836.9049072,,7.4517374,3.15,0.56872594,0.3717622,0.431,6.881,-0.074640006,-0.022750001,-0.05183,0.030280001,0.14552,-0.09,-0.214,-0.214,20.162,1.163,1.163,617855744.0,409800000.0,748400000.0,3.24,1.0504,0.522,138.24907713252213,75.69999694824219,77.19999694824219,116.66667,2.0,3.0,,,0.1193,0.68169,,79012.0,92595.0,0.3015328619385178,-0.2666769044951919,-0.38889739088758335,-0.3104820948653231,,-0.4415876145470382,15.819046653144028,-0.22861242416281757,-0.28300468074191754,False,0.3694200918353159,0.2374902020256081,0.5,93.87221230704004,10.621364050894446,6.087824351297406,12.407558795255506,56.53193095682201,94.0828402366864,33.047426841574165,62.525227043390515,46.363995101827165,standard,112,0.75,STARK UPPTREND,10,4,NEUTRAL,0,0.5,0.309,0.75,0.499,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,9.090909090909092,29.746835443037973,19.418872266973533,130,0.288522948954008,-0.677,🔴 SVAG,46.363995101827165,113,77.19999694824219,15.819046653144028,-0.2830046807419175,True,,0.0,1,False,,0.0,
CAMX.ST,Camurus AB (publ),Healthcare,Biotechnology,Sweden,SEK,30587720576.0,45.24648,33.39831,,7.2086725,13.654409,11.955,32.81,0.17249,0.11407,0.30451,0.31589,0.93125,-0.045,-0.271,-0.271,2.489,11.57,10.884,513048000.0,3875616000.0,110083000.0,,0.0,,754.5,430.79998779296875,514.0,,1.14286,,,,0.36278,0.37764,,121793.0,178147.0,1.6735503719169051,-0.001941747572815511,-0.256150506512301,-0.12659303313508918,,-0.318754141815772,34.47293447293448,0.019545926916397338,-0.15950103111636738,False,0.514174122386117,0.1052586291231274,0.5,14.434811955491478,82.97218166055293,19.760479041916167,12.447048172612995,67.82933510781714,49.112426035502956,14.076690211907165,62.525227043390515,26.339441503066368,standard,156,0.75,NEDTREND,-10,5,NEUTRAL,0,0.5,0.163,0.964,0.504,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,12.5,1.89873417721519,7.199367088607595,149,-0.06441638231104208,-0.192,🔴 SVAG,26.339441503066368,156,514.0,34.47293447293448,-0.1595010311163673,True,,0.0,0,False,,0.0,
BETS-B.ST,Betsson AB (publ),Consumer Cyclical,Gambling,Sweden,SEK,10580820775.168808,7.250207,56.645164,0.99,13.049941,10.2154045,9.876,47.572,0.17724001,0.10556,0.1294,0.19278,0.81702006,-0.029,-0.471,-0.49,21.39,2.183,2.183,115496248.0,341800000.0,192300000.0,8.24,0.59459996,0.234,202.60140299897398,80.70818403725718,87.80000305175781,103.33333,3.0,3.0,,,0.16261,0.36772,,679243.0,460045.0,0.34362644292827194,-0.05250045262630698,-0.0655625025932639,-0.395486451749005,,-0.5666367470702932,21.990803092893685,-0.0846886026082675,-0.31373093437965716,False,0.3889701823764922,0.15281312147042247,0.5,9.106464085888446,72.13221839645844,13.173652694610778,10.094529214498442,68.56224094955375,71.00591715976331,69.07164480322906,62.525227043390515,38.37774402480457,standard,143,0.875,UPPTREND,5,5,NEUTRAL,0,0.5,0.0,0.5,0.3,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,30.434782608695656,10.126582278481013,20.280682443588333,129,0.024718917843827848,-0.09,🔴 SVAG,38.37774402480457,144,87.80000305175781,21.990803092893685,-0.3137309343796571,True,,0.0,1,False,,0.0,
LATO-B.ST,Investment AB Latour (publ),Industrials,Conglomerates,Sweden,SEK,114559297515.64484,27.61769,,,2.9038985,4.4210606,5.026,31.389,0.10306,0.03609,0.16063,0.12309,0.39751998,-0.022,-0.528,-0.526,45.64,1.644,1.067,2542125056.0,2811000064.0,19608000512.0,2.63,0.65620005,1.299,264.7899862574033,179.92263443579347,193.60000610351562,241.66667,3.0,3.0,,,0.77252996,0.097040005,,394099.0,368635.0,1.040768853521277,-0.08992145050558409,-0.13170467979832023,-0.11938302389834299,,-0.2688545029972683,12.334948688426863,-0.05401126922047894,-0.12506042678204876,False,0.2511220961708241,0.17149789814661348,0.5,29.76826708675258,46.95605751291062,26.34730538922156,10.097749776738628,54.17646011044611,34.319526627218934,69.07164480322906,62.525227043390515,39.97931063668506,standard,139,0.875,UPPTREND,5,5,NEUTRAL,0,0.5,0.5,0.5,0.5,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,13.953488372093023,12.658227848101266,13.305858110097144,138,-0.00045499464118392563,-0.131,🔴 SVAG,39.97931063668506,140,193.6000061035156,12.334948688426865,-0.1250604267820487,True,,0.0,1,False,,2.220446049250313e-16,
G5EN.ST,G5 Entertainment AB (publ),Communication Services,Electronic Gaming & Multimedia,Sweden,SEK,416704011.6882324,15.813953,4.0902257,0.41,0.9223466,4.328014,4.038,64.677,,,0.02935,0.0403,0.71312,-0.206,-0.378,-0.367,0.216,3.367,2.601,,27013000.0,107000.0,3.68,2.278,,116.84339414767133,48.0,54.400001525878906,127.5,0.0,2.0,,,0.3432,0.17954999,,40732.0,49817.0,1.2590588659656385,-0.04561400831791396,-0.37686140178452665,-0.42555434763518574,,-0.5344195371701885,32.09876833919981,-0.002841141492458843,-0.3271302971868514,False,0.42312831855162947,0.36047116416176156,0.5,58.45688779012746,40.98303911388024,2.395209580838323,6.590682463560159,67.8875488155276,98.22485207100591,33.047426841574165,62.525227043390515,32.40347761444291,standard,154,0.625,UPPTREND,5,3,SVAG,-8,0.5,0.33,1.0,0.582,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,12.5,3.1645569620253164,7.832278481012658,148,0.02695555257166693,-0.404,🔴 SVAG,32.40347761444291,154,54.400001525878906,32.09876833919981,-0.3271302971868514,True,,0.0,0,False,,0.0,
EQT.ST,EQT AB (publ),Financial Services,Asset Management,Sweden,SEK,357287761618.89087,45.244442,20.932144,0.8387,47.622017,135.72702,134.598,250.276,0.09325,0.05742,0.27648002,0.41901,0.66510004,-0.043,-0.223,-0.228,35.196,6.835,6.599,1211774976.0,6150600192.0,2644600064.0,1.64,0.6376,1.379,379.85138306441434,258.5184516017563,305.3999938964844,377.77185,1.84615,13.0,,,0.34789002,0.45231998,,2105118.0,1367941.0,0.3894800077286814,0.03960663156068556,0.01460125535696366,-0.038923451039279855,,-0.19600136392106982,37.60553679656504,0.04362106361286289,-0.041141371322551246,False,0.3337258934199293,0.3467772182140418,0.5,8.486676087926973,68.7606675046911,46.10778443113772,14.179064403104137,55.71828545540662,24.85207100591716,69.07164480322906,62.525227043390515,34.94099945894627,holding,150,0.875,NEUTRAL,0,5,NEUTRAL,0,0.5,0.5,0.771,0.581,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,5.263157894736842,5.69620253164557,5.479680213191205,152,-0.012382164864004008,0.027,⚪ NORMAL,34.94099945894627,150,305.3999938964844,37.60553679656504,-0.0411413713225512,True,,0.0,0,False,,0.0,
SBB-B.ST,Samhällsbyggnadsbolaget i Norden AB (publ),Real Estate,Real Estate Services,Sweden,SEK,4502394187.085745,,6.5204077,,0.48868152,3.3315096,25.624,64.044,0.0074,0.0060900003,-2.2265,0.38819,0.63088,-0.43,,,150.394,0.397,0.341,110750000.0,1858000000.0,38582001664.0,,0.0,,6.521999835968018,3.1449999809265137,3.194999933242798,2.9,,1.0,,,0.29996002,0.25536,,10106637.0,14148954.0,0.5364355413584275,-0.1174033054563608,-0.33145008091464934,-0.35402347974656867,,-0.5101195931311174,29.910144664060894,-0.12215630164409363,-0.2900434020645065,False,0.421676552681306,0.1897019186650579,0.5,61.41246396109288,38.01896571494095,4.391217564870259,1.0729613733905579,14.164551751316841,84.61538461538461,14.076690211907165,62.525227043390515,35.24035430496193,standard,149,0.625,UPPTREND,5,4,NEUTRAL,0,0.5,0.5,0.5,0.5,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,6.329113924050633,3.1645569620253164,155,0.006034066781841929,-0.337,🔴 SVAG,35.24035430496193,149,3.194999933242798,29.91014466406089,-0.2900434020645065,True,,0.0,0,False,,0.0,
TROAX.ST,Troax Group AB (publ),Industrials,Metal Fabrication,Sweden,SEK,6235883411.766541,59.542854,151.0145,,35.143337,23.44846,24.095,158.823,0.053639997,0.04622,0.03743,0.055710003,0.35963002,0.051,-0.66,-0.66,101.062,2.024,1.519,23292250.0,25100000.0,180800000.0,2.49,2.125,1.185,164.65566295985056,88.4150972366662,104.19999694824219,151.70865,,4.0,,,0.05954,0.85564005,,93629.0,38353.0,0.28063418129702616,-0.020469886358257416,0.0854252610624715,-0.27487560643819176,,-0.3671642075641808,28.50162264388908,0.022371595500166208,-0.18568720948727158,False,0.42179141562229333,0.18961587486493667,0.5,2.5085848482901847,32.02291986150092,32.53493013972056,16.746923648966998,37.47160304802365,81.65680473372781,33.047426841574165,62.525227043390515,34.53466359325438,standard,151,0.875,UPPTREND,5,5,NEUTRAL,0,0.5,0.339,0.5,0.436,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.0,5.063291139240507,2.5316455696202533,156,-0.00045499464118392563,0.086,🟢 STARK,34.53466359325438,151,104.1999969482422,28.50162264388908,-0.1856872094872715,True,,0.0,0,False,,-1.1102230246251565e-16,
BONAV-B.ST,Bonava AB (publ),Consumer Cyclical,Residential Construction,Sweden,SEK,2579578164.5116425,,40.136364,,0.41753355,0.38866904,0.913,16.866,-0.00543,0.01386,-0.00506,-0.099580005,0.13427,-0.37,,,61.666,2.058,0.184,-384624992.0,371000000.0,4196999936.0,,0.0,1.132,14.279999732971191,8.420000076293945,8.829999923706055,16.25,1.66667,4.0,,,0.16790001,0.56082,,407407.0,395190.0,0.34609049907688244,-0.048491360152341234,-0.31337479320061346,-0.16540642841394226,,-0.38165265484435507,44.088664454424354,-0.06942922529569884,-0.1814486451499595,True,0.40910183251886784,0.29347777606819936,0.5,61.195282160693914,12.702583837273227,14.570858283433134,1.0729613733905579,44.417021771778586,91.71597633136095,14.076690211907165,62.525227043390515,37.10293041280066,standard,146,0.75,UPPTREND,5,4,NEUTRAL,0,0.5,0.887,0.833,0.755,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,4.3478260869565215,8.227848101265822,6.287837094111172,151,0.024718917843827848,-0.338,🔴 SVAG,37.10293041280066,146,8.829999923706055,44.088664454424354,-0.1814486451499595,True,,0.0,0,False,,0.0,
BINV.ST,BioInvent International AB (publ),Healthcare,Biotechnology,Sweden,SEK,1450986131.895256,,-5.610687,0.27,3.3078308,6.660238,4.6,-2.958,-0.555,-0.31323,-1.53976,-9.07226,1.0,-0.392,,,1.424,5.316,5.196,-160521744.0,456476000.0,6255000.0,,0.0,,41.599998474121094,19.219999313354492,22.049999237060547,95.0,1.5,3.0,,,0.1289,0.55509996,,114340.0,201158.0,1.7250995198831363,-0.03921575145793732,-0.1802974145073506,-0.33883057733358257,,-0.4699519219747661,49.37499716877735,-0.01759860494489518,-0.2227774059332296,True,0.5842587001523666,0.3971795705039507,0.5,33.94076099339257,20.95045260821714,7.385229540918163,1.0729613733905579,66.30007158119477,95.85798816568047,14.076690211907165,62.525227043390515,18.534006166443522,standard,158,0.625,NEDTREND,-10,4,NEUTRAL,0,0.5,0.893,0.875,0.77,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,0.6329113924050633,0.31645569620253167,158,-0.06441638231104208,-0.116,🔴 SVAG,18.53400616644352,158,22.049999237060547,49.37499716877735,-0.2227774059332296,True,,3.552713678800501e-15,0,False,,0.0,
NOBI.ST,Nobia AB (publ),Consumer Cyclical,"Furnishings, Fixtures & Appliances",Sweden,SEK,2716610112.59103,,138.00002,0.33,12.750534,0.48519558,0.685,2.397,-0.21240999,-0.00154,-0.58886003,0.01966,0.33720002,-0.424,,,147.009,0.74,0.525,1982749952.0,31000000.0,3145999872.0,,0.0,,39.104522705078125,16.799999237060547,17.940000534057617,26.0,2.0,2.0,,,0.011849999,0.34334,,649510.0,587323.0,0.41706923773518845,-0.007743329106150831,-0.35730064723466237,-0.34529381993303376,,-0.5412295230053294,48.97118921649158,-0.08944175992135672,-0.3525372584079708,True,0.5399267523585813,0.53874475294865,0.5,50.97969953541915,13.566794942275976,3.9920159680638725,1.0729613733905579,13.858155752443755,90.53254437869822,14.076690211907165,62.525227043390515,20.007179394462995,standard,157,0.625,UPPTREND,5,2,SVAG,-8,0.5,0.0,0.75,0.375,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.0,1.2658227848101267,0.6329113924050633,157,0.024718917843827848,-0.382,🔴 SVAG,20.007179394462995,157,17.940000534057617,48.97118921649158,-0.3525372584079708,True,,0.0,0,False,,0.0,
